start,end,2mo,9mo,18mo,gene_start,gene_end,gene_name,distance
23877829,23878764,0.8,0.88,0.66,23842846,23924317,Smap1,34983
24361502,24361509,0.87,0.95,0.75,24259890,24589472,Col19a1,101612
24368453,24368478,0.28,0.6,0.36,24259890,24589472,Col19a1,108563
24451728,24451960,0.04,0.19,0.25,24259890,24589472,Col19a1,137744
24611676,24611687,0.64,0.06,0.28,24609535,24614410,Gm28439,2141
24611676,24611687,0.64,0.06,0.28,24610407,24614700,Gm10222,1269
24611676,24611687,0.64,0.06,0.28,24610775,24615119,Gm28438,901
24611676,24611687,0.64,0.06,0.28,24611189,24615971,Gm28437,487
24708456,24708473,0.77,0.53,0.64,24676630,24768301,Lmbrd1,31826
25179735,25180034,0.92,0.79,0.72,25065476,25831707,Bai3,114259
25821943,25822099,0.63,0.55,0.78,25065476,25831707,Bai3,9764
28579095,28579102,0.88,0.75,0.97,28578499,28582772,Gm7846,596
30819365,30819389,0.53,0.68,0.43,30800339,30875921,Phf3,19026
31019480,31019492,0.35,0.63,0.49,31017188,31098454,Gm29669,2292
31019617,31020063,0.53,0.75,0.6,31017188,31098454,Gm29669,2429
31219054,31219245,0.72,0.59,0.83,31133226,31224684,4931428L18Rik,5630
32397609,32397713,0.85,0.83,0.64,32170714,32660568,Khdrbs2,226895
34167735,34167757,0.89,0.64,0.69,34158330,34185036,DST,9405
34167735,34167757,0.89,0.64,0.69,34163856,34180446,Gm26788,3879
34167735,34167757,0.89,0.64,0.69,33906225,34310661,Dst,142926
34167735,34167757,0.89,0.64,0.69,33906272,34309592,AC123072.1,141857
34179253,34179256,0.51,0.73,0.52,34158330,34185036,DST,5783
34179253,34179256,0.51,0.73,0.52,34163856,34180446,Gm26788,1193
34179253,34179256,0.51,0.73,0.52,33906225,34310661,Dst,131408
34179253,34179256,0.51,0.73,0.52,33906272,34309592,AC123072.1,130339
34753735,34753761,0.12,0.07,0.32,34750775,34754922,RP23-166L24.2,1187
34753735,34753761,0.12,0.07,0.32,34751123,34755477,RP23-348C6.5,1742
34753735,34753761,0.12,0.07,0.32,34676188,34815309,Arhgef4,61574
36106235,36106266,0.31,0.41,0.54,36103384,36108446,RP24-424K5.5,2211
36106235,36106266,0.31,0.41,0.54,36066400,36108446,Hs6st1,2211
36174028,36174084,0.46,0.56,0.69,36138027,36246720,Uggt1,36001
36441085,36441142,1.0,0.78,0.95,36417871,36447271,Lman2l,6186
36705552,36705704,0.6,0.77,0.81,36696114,36716422,Actr1b,9438
36847402,36847451,0.15,0.35,0.36,36790191,36945666,Tmem131,57211
37092987,37093280,0.97,0.88,0.72,37024596,37189613,Vwa3b,68391
37242416,37242458,0.68,0.79,0.57,37212434,37265384,Cnga3,22968
37339304,37339325,0.68,0.54,0.38,37297865,37412736,Inpp4a,41439
37399181,37399232,0.63,0.43,0.35,37297865,37412736,Inpp4a,13555
37399581,37399591,0.67,0.51,0.39,37297865,37412736,Inpp4a,13155
37420497,37420517,0.55,0.75,0.41,37415084,37432103,Coa5,5413
37662751,37662828,0.34,0.16,0.11,37658722,37664647,RP23-402K6.2,1896
37662751,37662828,0.34,0.16,0.11,37609677,37722085,2010300C02Rik,53074
37719215,37719287,0.7,0.66,0.44,37609677,37722085,2010300C02Rik,2870
37861396,37861453,0.92,0.85,0.65,37752776,37868429,Tsga10,7033
38042133,38042136,0.79,0.73,0.52,37996010,38057579,Eif5b,15446
38290959,38290966,0.46,0.79,0.73,38175326,38666955,Aff3,115633
38402737,38402744,0.84,0.93,0.7,38175326,38666955,Aff3,227411
38508701,38508705,0.58,0.48,0.75,38175326,38666955,Aff3,158254
38515305,38515339,0.41,0.46,0.7,38175326,38666955,Aff3,151650
38557688,38557691,0.46,0.62,0.71,38175326,38666955,Aff3,109267
38801421,38801424,0.9,0.92,0.66,38791645,38838711,Lonrf2,9776
39229537,39229623,0.25,0.41,0.21,39191731,39365236,Npas2,37806
39285081,39285113,0.13,0.27,0.4,39191731,39365236,Npas2,80155
39417691,39417738,0.38,0.65,0.58,39417048,39421932,RP24-539E18.5,643
39417691,39417738,0.38,0.65,0.58,39369492,39480755,Tbc1d8,48199
39446981,39447001,0.69,0.53,0.81,39369492,39480755,Tbc1d8,33774
39575534,39575559,0.46,0.28,0.22,39571746,39575875,Gm23722,341
39575534,39575559,0.46,0.28,0.22,39549296,39579405,Rnf149,3871
39980659,39980683,0.64,0.4,0.44,39898913,40028310,Map4k4,47651
40023451,40023460,0.92,0.75,0.96,39898913,40028310,Map4k4,4859
40230022,40230400,0.84,0.84,0.58,40223080,40319257,Il1r1,6942
40600679,40600926,0.97,0.93,0.74,40578081,40632725,Slc9a4,22598
40825285,40825321,0.81,0.74,0.96,40803601,40858887,Tmem182,21684
42240307,42240318,0.17,0.29,0.43,42236233,42240695,Gm29664,388
42351432,42351440,1.0,0.93,0.77,42322590,42357937,Gm28140,6505
42636679,42636727,0.85,0.65,0.71,42588782,42696842,Pantr1,47897
42693094,42693138,0.51,0.23,0.24,42588782,42696842,Pantr1,3748
42693094,42693138,0.51,0.23,0.24,42692925,42746791,Gm20646,169
42705207,42705228,0.93,0.82,0.73,42705061,42715454,Pantr2,146
42705207,42705228,0.93,0.82,0.73,42692925,42746791,Gm20646,12282
42706608,42706646,1.0,0.95,0.79,42705061,42715454,Pantr2,1547
42706608,42706646,1.0,0.95,0.79,42692925,42746791,Gm20646,13683
42714863,42714895,0.52,0.67,0.8,42705061,42715454,Pantr2,591
42714863,42714895,0.52,0.67,0.8,42692925,42746791,Gm20646,21938
43485556,43485801,0.93,0.89,0.72,43442579,43572515,Nck2,42977
44739054,44739280,0.49,0.59,0.77,44737676,44746949,4930521E06Rik,1378
44739054,44739280,0.49,0.59,0.77,44549511,44798838,Gulp1,59784
46088871,46088880,0.59,0.91,0.94,46064315,46375546,Dnah7b,24556
46141664,46141883,0.06,0.27,0.25,46064315,46375546,Dnah7b,77349
46201200,46201242,0.64,0.69,0.35,46064315,46375546,Dnah7b,136885
51561224,51561305,0.75,0.91,0.67,51505086,51598718,Gm17767,37494
51747009,51747076,0.6,0.75,0.82,51694324,51748943,Gm28055,1934
51764371,51764419,0.12,0.17,0.42,51747765,51918071,Myo1b,16606
51785873,51785901,0.21,0.49,0.46,51747765,51918071,Myo1b,38108
51893846,51893870,0.5,0.7,0.79,51747765,51918071,Myo1b,24225
51898082,51898089,0.47,0.48,0.72,51747765,51918071,Myo1b,19989
52056207,52056251,0.84,0.69,0.94,51985148,52109189,Stat4,52982
52120609,52120620,0.84,0.71,0.63,52075261,52158087,Gm28177,37478
52120609,52120620,0.84,0.71,0.63,52117440,52163865,Stat1,3169
52471109,52471132,0.55,0.65,0.37,52455294,52502679,Nab1,15815
52722744,52722760,0.83,0.59,0.55,52654286,52729462,Mfsd6,6718
52955297,52955347,0.54,0.55,0.3,52920324,53022179,1700019D03Rik,34973
53157979,53158000,0.41,0.4,0.09,53156577,53189636,1700019A02Rik,1402
53671275,53671415,0.93,0.74,0.95,53395006,53708784,Dnah7a,37509
53868540,53868603,0.6,0.7,0.8,53804876,54197168,Hecw2,63664
54068812,54068841,0.66,0.81,0.55,53804876,54197168,Hecw2,128356
54103820,54103878,0.53,0.71,0.84,53804876,54197168,Hecw2,93348
54761518,54761528,0.57,0.8,0.88,54679729,54769524,4930444A19Rik,8006
54761518,54761528,0.57,0.8,0.88,54643340,54928387,Ankrd44,118178
54897407,54897412,0.18,0.45,0.38,54643340,54928387,Ankrd44,30980
54924759,54924774,0.35,0.64,0.47,54643340,54928387,Ankrd44,3628
55158898,55158921,0.35,0.38,0.62,55158747,55163053,Gm6822,151
55161069,55161078,0.91,0.99,0.78,55158747,55163053,Gm6822,1984
55226181,55226250,0.48,0.64,0.43,55224251,55237622,Gm10561,1930
55226181,55226250,0.48,0.64,0.43,55168159,55228782,Rftn2,2601
58221274,58221446,0.82,0.65,0.6,58208397,58270597,Aox4,12877
58352478,58352571,0.39,0.43,0.69,58276326,58382259,Aox2,29781
58398906,58398909,0.67,0.72,0.89,58390898,58409353,Bzw1,8008
58466557,58466584,0.44,0.65,0.7,58464515,58468621,Gm23966,2042
58466557,58466584,0.44,0.65,0.7,58460771,58507109,Orc2,5786
58466557,58466584,0.44,0.65,0.7,58443151,58483816,Nif3l1,17259
59596792,59596903,0.54,0.75,0.62,59514264,59638417,Gm973,41625
59596792,59596903,0.54,0.75,0.62,59584558,59672834,Sumo1,12234
59843737,59844508,0.86,0.92,0.69,59761400,59881014,Bmpr2,37277
60251157,60251170,0.69,0.91,0.73,60178599,60340328,Nbeal1,72558
61881872,61881885,0.77,0.48,0.65,61636824,62644284,Pard3b,245048
62009020,62009024,0.38,0.65,0.42,61636824,62644284,Pard3b,372196
62216753,62216809,0.95,0.73,0.89,61636824,62644284,Pard3b,427531
62710171,62710282,0.9,0.83,0.7,62701285,62820695,Nrp2,8886
62716467,62716595,0.93,0.81,0.72,62712723,62720073,Gm29083,3606
62716467,62716595,0.93,0.81,0.72,62701285,62820695,Nrp2,15182
62718424,62718490,0.88,0.95,0.71,62712723,62720073,Gm29083,1649
62718424,62718490,0.88,0.95,0.71,62701285,62820695,Nrp2,17139
62743454,62743468,0.43,0.44,0.21,62701285,62820695,Nrp2,42169
62749837,62749856,0.33,0.16,0.47,62701285,62820695,Nrp2,48552
62750777,62751005,0.67,0.47,0.45,62701285,62820695,Nrp2,49492
62751262,62751313,0.85,0.6,0.56,62701285,62820695,Nrp2,49977
62751386,62751438,0.82,0.6,0.75,62701285,62820695,Nrp2,50101
63248394,63248406,0.07,0.2,0.37,63246021,63250499,RP23-434D24.3,2105
63450057,63450065,0.11,0.45,0.2,63443891,63598276,Adam23,6166
64224023,64224040,0.61,0.55,0.38,64183991,64305043,Gm28981,40032
64242069,64242078,0.98,0.98,0.72,64183991,64305043,Gm28981,58078
64255619,64255633,0.35,0.56,0.64,64183991,64305043,Gm28981,49424
64262268,64262608,0.75,0.73,0.53,64183991,64305043,Gm28981,42775
64840692,64840702,0.38,0.68,0.61,64783983,64958824,Plekhm3,56709
64938573,64938743,0.18,0.4,0.41,64783983,64958824,Plekhm3,20251
65029959,65030023,0.93,0.72,0.93,65026080,65030732,Gm8550,773
65029959,65030023,0.93,0.72,0.93,65010689,65034759,Akr1cl,4800
65107801,65107808,0.93,0.69,0.78,65098619,65121558,Gm28845,9182
65107801,65107808,0.93,0.69,0.78,65103285,65125214,D630023F18Rik,4516
66277659,66277666,0.73,0.83,0.97,66173273,66444583,Map2,104386
66617304,66617344,0.76,0.66,0.88,66466367,66701866,Unc80,84562
67167430,67167445,0.04,0.1,0.27,67121026,67233259,Cps1,46404
67170469,67170882,0.09,0.25,0.32,67121026,67233259,Cps1,49443
67173023,67173034,0.07,0.22,0.31,67121026,67233259,Cps1,51997
67799167,67799537,0.45,0.67,0.75,67790481,67807324,Gm15669,8157
68093543,68093566,0.4,0.52,0.76,68030186,69110059,Erbb4,63357
68372538,68372543,0.53,0.36,0.74,68030186,69110059,Erbb4,342352
68504962,68504983,0.1,0.36,0.31,68030186,69110059,Erbb4,474776
68505020,68505102,0.21,0.22,0.42,68030186,69110059,Erbb4,474834
68509921,68510012,0.45,0.43,0.66,68030186,69110059,Erbb4,479735
68530845,68531295,0.63,0.51,0.78,68030186,69110059,Erbb4,500659
68535863,68536053,0.74,0.53,0.75,68030186,69110059,Erbb4,505677
68605326,68605441,0.51,0.55,0.78,68030186,69110059,Erbb4,504733
68666892,68666907,0.52,0.34,0.65,68030186,69110059,Erbb4,443167
68763246,68763278,0.4,0.42,0.67,68756485,68763727,RP24-363O16.1,481
68763246,68763278,0.4,0.42,0.67,68030186,69110059,Erbb4,346813
68860633,68860886,0.49,0.33,0.7,68030186,69110059,Erbb4,249426
68893521,68893542,0.6,0.49,0.79,68030186,69110059,Erbb4,216538
68975398,68975433,0.18,0.29,0.49,68030186,69110059,Erbb4,134661
69087708,69087731,0.16,0.28,0.46,68030186,69110059,Erbb4,22351
69100473,69100504,0.08,0.21,0.36,69089913,69108740,Gm16076,8267
69100473,69100504,0.08,0.21,0.36,68030186,69110059,Erbb4,9586
70263369,70263414,0.6,0.67,0.87,69824970,70727132,Spag16,438399
70380084,70380095,0.94,0.83,0.73,69824970,70727132,Spag16,347048
70867995,70868018,0.77,0.95,0.71,70723715,70887397,Vwc2l,19402
70884168,70884240,0.61,0.76,0.87,70723715,70887397,Vwc2l,3229
71364628,71364685,0.76,0.72,0.47,71240276,71416910,Abca12,52282
73778656,73778668,0.98,0.84,0.77,73616088,73866466,6030407O03Rik,87810
73778656,73778668,0.98,0.84,0.77,73748321,73843917,Gm29183,30335
73958293,73958326,0.85,0.71,0.58,73908231,74126449,Tns1,50062
73991318,73991400,0.87,0.73,0.65,73908231,74126449,Tns1,83087
74247799,74247893,0.83,0.7,0.59,74234084,74270209,Arpc2,13715
74552978,74553085,0.33,0.69,0.55,74540888,74569794,Plcd4,12090
75374227,75374230,0.92,0.74,1.0,75373297,75434320,Speg,930
75374227,75374230,0.92,0.74,1.0,75366212,75377012,Gm15179,2785
75456719,75456731,0.96,0.89,0.74,75448436,75476343,Asic4,8283
77409769,77409829,0.94,0.89,0.67,77365185,77517088,Epha4,44584
77444928,77444959,0.88,0.75,0.67,77365185,77517088,Epha4,72160
77471582,77471607,0.9,0.82,0.6,77365185,77517088,Epha4,45506
78120414,78120501,0.51,0.55,0.3,78099267,78199134,Pax3,21147
78192355,78192417,0.09,0.16,0.34,78099267,78199134,Pax3,6779
78380977,78380980,0.72,0.93,0.69,78308345,78422289,Sgpp2,41312
78539658,78539666,0.81,0.86,0.62,78508991,78540173,Mogat1,515
78852935,78852973,0.76,0.53,0.7,78789623,79226511,Gm29536,63312
79130864,79130876,0.18,0.41,0.1,78789623,79226511,Gm29536,95647
79196985,79196992,1.0,0.76,0.97,78789623,79226511,Gm29536,29526
79754333,79754337,0.62,0.71,0.45,79700262,79778143,Wdfy1,23810
80451381,80451442,0.92,0.77,0.69,80443932,80481867,1700016L21Rik,7449
80710446,80710558,0.33,0.34,0.11,80499073,80760527,Dock10,50081
81079874,81080892,0.55,0.32,0.4,81074950,81343764,Nyap2,4924
84387775,84387800,0.26,0.1,0.3,84367839,84698221,Dner,19936
84464864,84464966,0.87,0.77,0.66,84367839,84698221,Dner,97025
84614529,84614533,0.54,0.69,0.76,84367839,84698221,Dner,83692
84858957,84858963,0.68,0.89,0.88,84837841,84902487,Fbxo36,21116
85057668,85057706,0.8,0.98,0.7,84990690,85272566,C130026I21Rik,66978
85528097,85528102,0.83,0.76,0.53,85509133,85529161,Gm16092,1064
85528097,85528102,0.83,0.76,0.53,85524690,85552577,Gm7592,3407
86101294,86101361,0.41,0.65,0.56,86097026,86113970,Htr2b,4268
86101294,86101361,0.41,0.65,0.56,86062387,86141151,Psmd1,38907
86199278,86199296,0.91,0.77,0.64,86152780,86280284,Armc9,46498
86203087,86203097,0.84,0.6,0.55,86152780,86280284,Armc9,50307
86245442,86245924,0.86,0.66,0.77,86152780,86280284,Armc9,34842
86300963,86301006,0.67,0.51,0.73,86300832,86309305,B3gnt7,131
86300963,86301006,0.67,0.51,0.73,86273509,86303375,Gm16341,2412
86999290,86999299,0.08,0.31,0.32,86701808,87052095,Dis3l2,52805
86999290,86999299,0.08,0.31,0.32,86927387,87059596,Gm28375,60306
87779450,87779472,0.96,0.9,0.75,87753870,87794428,Atg16l1,14978
87885816,87886100,0.39,0.5,0.62,87851287,87947180,Dgkd,34529
89308908,89308970,0.69,0.71,0.47,89300719,89360144,Gm28342,8189
89457226,89457264,0.13,0.26,0.05,89452806,89899617,Agap1,4420
89550195,89550221,0.79,0.6,0.48,89452806,89899617,Agap1,97389
89627347,89627387,0.85,0.62,0.71,89452806,89899617,Agap1,174541
89849818,89849837,0.7,0.58,0.43,89452806,89899617,Agap1,49799
90974598,90974614,0.62,0.48,0.38,90972459,90977260,Gm28199,2139
91181774,91181808,0.92,0.71,0.77,91177822,91227196,Ramp1,3952
91200115,91200131,0.77,0.73,0.49,91177822,91227196,Ramp1,22293
91332723,91332754,0.96,0.73,0.78,91320075,91350306,Espnl,12648
91390694,91390713,0.72,0.81,0.92,91371861,91400815,Ilkap,10121
91539335,91539381,0.73,0.5,0.72,91538544,91561589,Asb1,791
91838162,91838250,0.2,0.43,0.26,91799461,91850028,Twist2,11866
91931568,91931607,0.28,0.37,0.57,91926779,92182341,Hdac4,4789
92146920,92146944,0.73,0.59,0.41,91926779,92182341,Hdac4,35421
93406447,93406517,0.93,0.85,0.7,93403940,93480815,Hdlbp,2507
94008896,94008962,0.93,0.78,0.71,93988509,94019147,Gm6086,10251
94027857,94027875,0.49,0.59,0.32,94018451,94030334,Neu4,2477
94027899,94027923,0.55,0.71,0.45,94018451,94030334,Neu4,2435
95644353,95644614,0.49,0.28,0.58,95585682,95669571,St8sia4,25218
96925524,96925680,0.96,0.74,0.83,96904176,96999577,Slco6b1,21348
97350411,97351978,0.94,0.9,0.73,97344475,97575015,Gm7135,5936
97620148,97620194,0.86,0.61,0.69,97604318,97664074,D1Ertd622e,15830
97628254,97628267,0.16,0.18,0.43,97604318,97664074,D1Ertd622e,23936
97760815,97760820,0.58,0.8,0.72,97704048,97772411,Ppip5k2,11596
97767664,97767838,0.05,0.19,0.28,97704048,97772411,Ppip5k2,4747
98020273,98020786,0.73,0.8,0.59,97793114,98097646,Pam,77373
99883197,99883206,0.27,0.39,0.59,99770765,100487942,Cntnap5b,112432
106711468,106711499,0.1,0.25,0.35,106536178,106716274,Bcl2,4806
109999864,109999882,0.84,0.94,0.64,109980431,110142157,Cdh7,19433
116065743,116065750,0.78,0.74,1.0,115682756,116589323,Cntnap5a,382987
116154585,116154603,0.68,0.87,0.64,115682756,116589323,Cntnap5a,434738
116434968,116435779,0.8,0.92,0.63,115682756,116589323,Cntnap5a,154355
119013306,119013313,0.57,0.9,0.85,118832132,119055619,Gli2,42313
119013316,119013323,0.55,0.87,0.81,118832132,119055619,Gli2,42303
119013330,119013353,0.67,0.98,0.9,118832132,119055619,Gli2,42289
120621416,120621487,0.97,0.75,0.95,120619740,120692403,2610027F03Rik,1676
121312230,121312236,0.64,0.65,0.9,121302353,121334589,Insig2,9877
121434750,121434767,0.39,0.6,0.65,121429049,121508460,Ccdc93,5701
123723590,123723664,0.91,0.81,0.69,123319471,124047559,Dpp10,323969
124576782,124576795,0.07,0.21,0.32,124503757,124848039,Gm28928,73025
125408932,125408956,0.7,0.91,0.73,125390905,125437727,Actr3,18027
125575654,125575669,0.21,0.36,0.62,125558595,125597820,Slc35f5,17059
125764484,125764512,0.72,0.49,0.82,125674995,125875862,Gpr39,89489
125843645,125843659,0.94,0.74,0.8,125674995,125875862,Gpr39,32217
126093083,126093088,0.94,0.62,0.7,125911620,126832799,Nckap5,181463
126492273,126492286,0.63,0.68,0.44,125911620,126832799,Nckap5,340526
126605907,126605911,0.63,0.84,0.71,125911620,126832799,Nckap5,226892
127319756,127319765,0.74,0.68,0.89,127203015,127490336,Mgat5,116741
127445490,127445959,0.78,0.86,1.0,127203015,127490336,Mgat5,44846
127750353,127750360,0.77,0.76,0.49,127727413,127769978,Acmsd,19625
127987416,127987450,0.21,0.35,0.42,127952184,128105047,Zranb3,35232
128271981,128271988,0.91,0.79,0.61,128241964,128281378,Ubxn4,9397
129533189,129533250,0.5,0.53,0.79,129271302,130221278,Thsd7b,261887
129645251,129645536,0.7,0.57,0.84,129271302,130221278,Thsd7b,373949
130403947,130404085,0.7,0.77,0.93,130386537,130425009,Daf2,17410
131171876,131171880,0.36,0.53,0.61,131151181,131189658,Eif2d,17782
131188252,131188266,0.23,0.42,0.45,131151181,131189658,Eif2d,1406
131188252,131188266,0.23,0.42,0.45,131174410,131247258,Rassf5,13842
131224949,131224994,0.16,0.07,0.31,131174410,131247258,Rassf5,22309
132299485,132299494,0.28,0.19,0.44,132296626,132309357,Klhdc8a,2859
132382175,132382198,0.68,0.58,0.82,132354315,132393281,Tmcc2,11106
132382175,132382198,0.68,0.58,0.82,132379129,132384509,Gm15849,2334
132446085,132446111,0.18,0.47,0.22,132415555,132468958,Dstyk,22873
132589885,132589930,0.69,0.91,0.86,132562690,132743797,Nfasc,27195
132673834,132673874,0.91,0.68,0.83,132562690,132743797,Nfasc,69963
132743742,132743745,0.8,1.0,0.97,132562690,132743797,Nfasc,55
133057671,133057679,0.65,0.44,0.36,133043667,133110687,Pik3c2b,14004
133057671,133057679,0.65,0.44,0.36,133048128,133070405,Gm28609,9543
134037343,134037348,0.62,0.74,0.89,134035254,134050277,Fmod,2089
134195393,134195717,0.88,0.61,0.62,134191448,134203232,Mybph,3945
134405307,134405341,0.15,0.62,0.0,134403559,134413740,Cyb5r1,1748
134823604,134823701,0.28,0.57,0.51,134817916,134829549,RP24-541A5.1,5688
134823604,134823701,0.28,0.57,0.51,134752658,134957942,Ppp1r12b,70946
134824332,134824532,0.64,0.84,0.76,134817916,134829549,RP24-541A5.1,5217
134824332,134824532,0.64,0.84,0.76,134752658,134957942,Ppp1r12b,71674
135259128,135259175,0.44,0.27,0.53,135251575,135260568,Elf3,1440
135259128,135259175,0.44,0.27,0.53,135246561,135268443,Gm26642,9315
135284560,135284664,0.2,0.07,0.3,135260712,135286084,Rnpep,1524
135438928,135438953,0.02,0.16,0.23,135432580,135609295,Nav1,6348
135463238,135463281,0.57,0.53,0.27,135432580,135609295,Nav1,30658
135594806,135594952,0.54,0.74,0.8,135582773,135601948,Gm4793,7142
135594806,135594952,0.54,0.74,0.8,135432580,135609295,Nav1,14489
135598436,135598713,0.39,0.61,0.51,135582773,135601948,Gm4793,3512
135598436,135598713,0.39,0.61,0.51,135432580,135609295,Nav1,10859
135620113,135620181,0.49,0.63,0.73,135604447,135690105,Nav1,15666
135664124,135664171,0.06,0.27,0.14,135604447,135690105,Nav1,25981
136007518,136007559,0.25,0.43,0.52,135951578,136008342,Igfn1,824
136007518,136007559,0.25,0.43,0.52,136006150,136037342,Tmem9,1368
136116371,136116473,0.66,0.44,0.39,136114577,136121822,RP23-211F21.1,1794
136116371,136116473,0.66,0.44,0.39,136050750,136121822,Cacna1s,5451
136118706,136118712,0.71,0.81,0.5,136114577,136121822,RP23-211F21.1,3116
136118706,136118712,0.71,0.81,0.5,136050750,136121822,Cacna1s,3116
136163805,136163828,0.31,0.57,0.39,136129389,136179998,Kif21b,16193
136292172,136292177,0.39,0.6,0.64,136266123,136348104,Camsap2,26049
136691263,136691278,0.81,0.89,0.65,136668769,136692804,Gm19705,1541
136789228,136789249,0.84,0.64,0.55,136787182,136791520,RP23-302C16.5,2046
136789405,136789418,0.77,0.54,0.54,136787182,136791520,RP23-302C16.5,2115
137922091,137922130,0.22,0.13,0.36,137896595,138002384,Gm4258,25496
137922091,137922130,0.22,0.13,0.36,137915690,137923312,Gm26979,1221
138504291,138504358,0.33,0.22,0.49,138480875,138622141,Nek7,23416
138559886,138559919,0.83,0.78,0.6,138480875,138622141,Nek7,62255
139050235,139050272,0.83,0.67,0.57,138961709,139178043,Dennd1b,88526
139084493,139084552,0.27,0.55,0.44,139080862,139088984,RP24-260D21.2,3631
139084493,139084552,0.27,0.55,0.44,138961709,139178043,Dennd1b,93550
139203236,139203257,0.67,0.59,0.36,139196254,139379076,Crb1,6982
139320096,139320152,0.08,0.17,0.33,139196254,139379076,Crb1,58980
140251294,140251297,0.76,1.0,0.83,140244158,140614067,Kcnt2,7136
140265222,140265254,0.82,0.79,0.53,140264487,140271852,RP24-351P4.1,735
140265222,140265254,0.82,0.79,0.53,140244158,140614067,Kcnt2,21064
140333416,140333702,0.83,0.86,0.57,140244158,140614067,Kcnt2,89258
140526074,140526101,0.91,0.81,0.69,140244158,140614067,Kcnt2,87993
140542117,140542266,0.98,1.0,0.78,140244158,140614067,Kcnt2,71950
143740362,143740365,0.17,0.31,0.39,143714338,143751676,Glrx2,11314
143773468,143773475,0.34,0.67,0.49,143748790,143779068,Trove2,5600
143775908,143776035,0.17,0.4,0.44,143775642,143783307,Gm29170,266
143775908,143776035,0.17,0.4,0.44,143748790,143779068,Trove2,3160
143775908,143776035,0.17,0.4,0.44,143775272,143809466,Uchl5,636
146657291,146657332,0.88,0.76,0.55,146492760,146904472,Brinp3,164531
149852047,149852085,0.95,0.93,0.74,149827618,149963290,Pla2g4a,24429
150783129,150783157,0.44,0.49,0.7,150623266,150785499,Gm20631,2370
150783129,150783157,0.44,0.49,0.7,150560524,150995435,Hmcn1,212306
151931381,151931399,0.22,0.37,0.52,151850403,152092125,1700025G04Rik,80978
151947858,151947871,0.56,0.45,0.78,151850403,152092125,1700025G04Rik,97455
152524125,152524170,0.47,0.16,0.32,152514760,152768351,Rgl1,9365
152980539,152980572,0.89,0.85,0.68,152952993,153121261,Nmnat2,27546
153024904,153024958,0.73,0.67,0.52,152952993,153121261,Nmnat2,71911
153076002,153076089,0.18,0.3,0.38,153064481,153091507,Gm28960,11521
153076002,153076089,0.18,0.3,0.38,152952993,153121261,Nmnat2,45259
153099437,153099445,0.11,0.22,0.39,152952993,153121261,Nmnat2,21824
