gene_name,gene_length,gene_type,gene_chr
Enho,2180.0,,
Gabbr2,329568.0,protein_coding,chr4
2210408F21Rik,117053.0,,
Tox,305204.0,,
Aplp1,10553.0,,
Aff3,487629.0,protein_coding,chr1
Inpp4b,785358.0,,
Gpm6b,150077.0,protein_coding,chrX
Gm2a,14914.0,,
Pde3a,258179.0,protein_coding,chr6
Lman1,41842.0,,
Gstm5,2865.0,,
Plcb1,689191.0,protein_coding,chr2
Tmem59,22597.0,,
Zfpm2,449557.0,,
A830019P07Rik,89361.0,,
Plcl2,179081.0,protein_coding,chr17
Grm5,550739.0,protein_coding,chr7
Myo16,480831.0,,
Spon1,277372.0,protein_coding,chr7
Cdk14,616921.0,protein_coding,chr5
Ttyh1,17300.0,,
Paqr8,49044.0,protein_coding,chr1
Rgs7bp,109026.0,protein_coding,chr13
Prnp,28501.0,,
Cep85l,106504.0,,
Galnt18,308316.0,protein_coding,chr7
Slc1a3,76640.0,protein_coding,chr15
Rasgrf1,117069.0,protein_coding,chr9
Grin3a,184133.0,protein_coding,chr4
Dbi,7798.0,,
Gm4924,68627.0,,
Wdr17,258129.0,,
Rplp1,1258.0,,
Ftx,62883.0,lincRNA,chrX
Kcnj3,162175.0,protein_coding,chr2
Utrn,487177.0,,
Slc22a17,6828.0,,
Sash1,163851.0,protein_coding,chr10
Gnaq,254632.0,,
Arhgap6,509336.0,,
Kcnk1,35515.0,protein_coding,chr8
Rps27,1129.0,,
Ppib,6401.0,,
Phf21a,271549.0,,
Zbtb16,181925.0,protein_coding,chr9
Dgkb,816513.0,protein_coding,chr12
Slc3a2,16487.0,,
Epha7,154368.0,protein_coding,chr4
Zbtb20,766721.0,protein_coding,chr16
Pdzd2,380213.0,protein_coding,chr15
Prpf4b,30762.0,,
Nf1,241919.0,,
Cmtm5,3013.0,,
Gpc6,1051229.0,protein_coding,chr14
Brd9,23084.0,,
Zcchc7,176338.0,,
Pla2g7,44103.0,,
Tspan3,33752.0,,
Camk2d,250024.0,,
Vwa8,353258.0,protein_coding,chr14
Marc2,33383.0,protein_coding,chr1
Phactr1,457903.0,protein_coding,chr13
Cxcl14,7908.0,,
Emc3,16778.0,,
Fam184b,109909.0,,
Otud7a,314277.0,protein_coding,chr7
Adk,395995.0,protein_coding,chr14
Rps21,1068.0,,
Sorbs2,320118.0,protein_coding,chr8
Phkg1,35128.0,,
Fmn2,320904.0,protein_coding,chr1
Cdh13,1041188.0,protein_coding,chr8
Gm29514,75624.0,,
Shroom4,237594.0,,
Egfem1,609186.0,,
Gm973,120153.0,protein_coding,chr1
Ilk,6333.0,,
Ncor1,142115.0,,
Car10,503721.0,protein_coding,chr11
Pkp4,194358.0,,
Pvt1,340110.0,lincRNA,chr15
Arhgef28,306970.0,protein_coding,chr13
Nrxn2,125438.0,protein_coding,chr19
Cacnb2,384820.0,,
Mdk,2492.0,,
Nat8l,9932.0,,
Tmed3,5862.0,,
Gabrb2,209271.0,protein_coding,chr11
Lef1,113885.0,protein_coding,chr3
Mbnl1,156920.0,,
Sntb1,270561.0,protein_coding,chr15
Jkamp,15872.0,,
Pdlim5,156106.0,protein_coding,chr3
Dock9,255791.0,protein_coding,chr14
Setbp1,359011.0,,
Nell2,453329.0,,
Neto1,111766.0,,
Arhgef12,143397.0,,
Smpd1,4029.0,,
Lama2,639722.0,protein_coding,chr10
Klf9,26908.0,,
Arxes2,1531.0,,
Dlg1,211686.0,protein_coding,chr16
Plxnc1,153969.0,protein_coding,chr10
Saraf,16246.0,,
Prickle1,96777.0,,
Hook1,58173.0,protein_coding,chr4
Cpeb2,56554.0,,
Bmyc,,,
Cox6a1,3339.0,,
Pax6,28464.0,protein_coding,chr2
Gapdh,4752.0,,
Spock1,487137.0,protein_coding,chr13
Ank1,175653.0,protein_coding,chr8
Ahcyl2,144299.0,,
Myo5a,152673.0,,
Pak7,306863.0,,
Kcnc3,14090.0,protein_coding,chr7
Grid2,1448447.0,protein_coding,chr6
Vegfc,109490.0,protein_coding,chr8
Slc25a21,484838.0,,
Sesn3,58034.0,,
Kcnq1ot1,93091.0,,
Ctsl,11553.0,,
Hecw1,296790.0,,
Tnik,412644.0,protein_coding,chr3
Khdrbs2,485854.0,protein_coding,chr1
Gabra2,138252.0,protein_coding,chr5
Baz2b,310476.0,protein_coding,chr2
Arf5,3042.0,,
2610035D17Rik,157943.0,lincRNA,chr11
Zfp521,285774.0,protein_coding,chr18
Prkg1,1200544.0,protein_coding,chr19
Chd2,115192.0,,
Arhgap26,408477.5,protein_coding,chr18
Clstn2,588786.0,protein_coding,chr9
Usp2,28606.0,protein_coding,chr9
Colec12,175049.0,protein_coding,chr18
Tmco1,25600.0,,
Sdhaf1,2489.0,protein_coding,chr7
Rbfox3,421835.0,,
Emc7,17165.0,,
Vamp2,3894.0,,
Celf1,79115.0,,
Eva1c,78390.0,protein_coding,chr16
Lmo1,36635.0,protein_coding,chr7
Tshz2,438803.0,protein_coding,chr2
Rabgap1l,574037.0,protein_coding,chr1
Atg10,288612.0,,
Atp5k,1204.0,,
Agmo,340561.0,protein_coding,chr12
Btbd17,4728.0,protein_coding,chr11
Mapt,100700.0,,
Mtus1,142812.0,protein_coding,chr8
Sec62,28388.0,,
Creb5,413106.0,,
Fat3,591096.0,protein_coding,chr9
Stag1,361577.0,,
Gm28175,42557.0,lincRNA,chr1
Tle1,83777.0,protein_coding,chr4
9330159F19Rik,19173.0,,
Ralgapa1,218271.0,,
Tnr,407960.0,protein_coding,chr1
Rpl38,3807.0,,
Smpdl3a,17495.0,,
Fam172a,464202.0,protein_coding,chr13
Sugct,838081.0,protein_coding,chr13
Pcsk1n,4588.0,,
Nrgn,8412.0,protein_coding,chr9
St6galnac5,165165.0,,
Dync1i1,302400.0,protein_coding,chr6
Gm13483,137157.0,,
Ldlrad4,335373.0,,
Sorcs1,535347.0,protein_coding,chr19
Ghr,265732.0,protein_coding,chr15
Calr,5084.0,,
Gabrb1,490924.0,protein_coding,chr5
Luc7l2,58136.0,,
Usp34,183665.0,,
Msra,333278.0,protein_coding,chr14
Nrcam,273079.0,protein_coding,chr12
Prdm16,320748.0,protein_coding,chr4
Rit2,343801.0,,
Klf12,414047.0,,
Mgat4c,709982.0,protein_coding,chr10
Tcf12,269183.0,,
Akap6,456216.0,,
Ddah1,135602.0,,
Rpl37a,2523.0,,
Cbs,28344.0,,
Kcnk2,194343.0,protein_coding,chr1
Ctsa,8159.0,protein_coding,chr2
Chd7,177253.0,protein_coding,chr4
A830018L16Rik,561796.0,,
Lpp,599071.0,,
Sgip1,232331.0,,
Pabpc4,36574.0,,
Lmo4,16690.0,,
Pim3,3540.0,,
Ncan,27788.0,,
Rbpj,191210.0,,
Id3,2258.0,,
Cntn3,410446.0,,
Gtdc1,363245.0,,
Rps27l,3430.0,,
Acaa1a,10623.0,,
Slmap,121763.0,,
Map1b,95094.0,,
Mir99ahg,537110.0,processed_transcript,chr16
Setd5,76070.0,,
Tor1b,6056.0,,
Sipa1l1,282466.0,protein_coding,chr12
Magi1,608462.0,protein_coding,chr6
Dscaml1,327084.0,protein_coding,chr9
Frem1,154419.0,protein_coding,chr4
Bicd1,154443.0,,
Pde1a,295005.0,,
Rpl18,5379.0,,
Pak3,279205.0,protein_coding,chrX
Rcan2,238165.0,protein_coding,chr17
Shc4,96701.0,protein_coding,chr2
Cspg5,18793.0,,
Spcs2,25893.0,,
Kdm7a,70166.0,,
4930402H24Rik,200206.0,protein_coding,chr2
Apc,101628.0,,
Nisch,46016.0,,
Enox2,278552.0,,
Hs3st3a1,87509.0,protein_coding,chr11
Fabp5,4059.0,,
Son,31715.0,,
Map4k4,125397.0,protein_coding,chr1
Usp53,53017.0,,
Klhl8,49286.0,protein_coding,chr5
Rpn1,20822.0,,
Ncoa2,234978.0,,
Fmnl2,275944.0,,
Ssbp2,243146.0,,
Gnao1,159422.0,protein_coding,chr8
Cdk19,144254.0,protein_coding,chr10
Tubb2b,3718.0,protein_coding,chr13
Rpl37,2495.0,protein_coding,chr15
Tsc22d4,22720.0,,
Angpt1,252254.0,protein_coding,chr15
Elmo1,517757.0,protein_coding,chr13
Zfp609,135173.0,,
Slc35f1,421089.0,protein_coding,chr10
Csrnp3,185779.0,,
Zeb2,133763.0,protein_coding,chr2
Hmgcr,21969.0,,
Fzd2,3662.0,,
Mlc1,23123.0,,
Ap3s1,48950.0,,
Atxn7l3b,3571.0,protein_coding,chr10
Fam135b,296229.0,,
Rps14,31448.0,,
Ablim1,282186.0,protein_coding,chr19
Pcdhb16,5224.0,,
Atp5j,7759.0,,
Fxyd1,5521.0,protein_coding,chr7
Sdc4,19640.0,protein_coding,chr2
Usp54,92151.0,protein_coding,chr14
Tecr,36273.0,protein_coding,chr8
C130071C03Rik,162813.0,lincRNA,chr13
St6gal1,135610.0,protein_coding,chr16
Smc4,29885.0,protein_coding,chr3
Gm14418,11196.0,,
Lrp1b,2058378.0,protein_coding,chr2
Mfap3l,43902.0,,
Hmg20a,78327.0,,
Ndufb3,9580.0,,
Sqle,16115.0,,
Ezh2,65202.0,,
Ssbp1,13348.0,,
Huwe1,134610.0,,
Tsc22d2,52068.0,protein_coding,chr3
Ttc14,15028.0,,
Klhl32,238570.0,,
Upp2,225673.0,,
1810037I17Rik,1981.0,,
Ptn,95291.0,protein_coding,chr6
Fut8,238213.0,,
Zfp438,124778.0,,
Timm10b,3581.0,,
Pcdhb11,4418.0,,
Sorcs2,380959.0,protein_coding,chr5
Spock2,28979.0,protein_coding,chr10
Mpped1,79027.0,protein_coding,chr15
Fam184a,117978.0,protein_coding,chr10
Crem,71700.0,,
Lrp1,82987.0,,
Pde8a,120937.0,protein_coding,chr7
Smyd3,566081.0,protein_coding,chr1
Lypd6,127140.0,,
Runx1t1,150213.0,protein_coding,chr4
Maml2,411431.0,,
Serf2,9118.0,,
F3,11511.0,protein_coding,chr3
Macf1,334727.0,protein_coding,chr4
Ankrd28,131883.0,,
Tmed2,9811.0,,
Rps16,2503.0,,
Atxn1,415253.0,protein_coding,chr13
Nfib,415577.0,protein_coding,chr4
Cox4i1,5985.0,,
Zfp804a,206657.0,,
Rpl27,3231.0,,
Shisa4,4180.0,,
Dalrd3,2888.0,,
Cyc1,2737.0,,
Zfand3,206095.0,,
Ndufb11,2293.0,,
Specc1,266250.0,,
Ppp2r2b,422039.0,protein_coding,chr18
Dag1,59324.0,,
Dock7,184244.0,,
Agps,99173.0,,
Rps6ka5,178544.0,,
Gria1,318857.0,,
Hlf,54359.0,protein_coding,chr11
Cpt1c,15479.0,,
St6galnac3,526908.0,,
Glce,65407.0,,
Celf2,969869.0,protein_coding,chr2
Tbl1xr1,139942.0,,
Smg1,112362.0,,
Lrrc8c,93630.0,protein_coding,chr5
Hcn1,385098.0,,
Shisa9,286789.0,,
Mllt10,157151.0,,
Jakmip1,62980.5,protein_coding,chr5
Plxdc2,399535.0,protein_coding,chr2
Nalcn,350510.0,,
Paqr7,13538.0,,
Tgfa,80496.0,protein_coding,chr6
Atp6v0b,3007.0,,
Rab28,83181.0,,
Hes1,3412.0,,
Pam,300532.0,,
Slc25a4,4487.0,,
Plagl1,71190.0,protein_coding,chr10
Srgap3,229295.0,protein_coding,chr6
Zfand6,76193.0,,
Pigt,10781.0,,
Fth1,4500.0,,
Pcx,111280.0,,
Znrf3,168523.0,protein_coding,chr11
0610040J01Rik,87262.0,protein_coding,chr5
Rarb,388317.0,,
Elavl4,148187.0,protein_coding,chr4
Cadm1,327464.0,protein_coding,chr9
Grm1,396297.0,,
Tmem132b,260809.0,protein_coding,chr5
Gm11867,484493.0,,
Spns1,7390.0,,
Rps24,9834.0,,
Otud7b,56602.0,,
Slc4a3,15906.0,,
Ttr,9041.0,,
Cecr2,104821.0,,
Arfgef1,95099.0,,
Dpysl3,117302.0,protein_coding,chr18
Faf1,287372.0,protein_coding,chr4
Ube3a,82786.0,,
Tmbim6,17167.0,,
Omg,3102.0,,
R3hcc1l,73584.0,,
Csgalnact1,378365.0,protein_coding,chr8
Rpl39,2882.0,,
Nsf,132274.0,,
Hepacam,19224.0,protein_coding,chr9
Hps4,35331.0,,
Psenen,1764.0,,
Spcs1,1846.0,,
Lrig1,95629.0,protein_coding,chr6
Ctsc,32803.0,protein_coding,chr7
Ptprj,150893.0,protein_coding,chr2
Gm15892,8410.0,,
Fnip1,80036.0,,
Pde7b,327074.0,protein_coding,chr10
Amph,202716.0,protein_coding,chr13
Tomm7,5217.0,protein_coding,chr5
Kcnma1,725060.0,,
Por,65293.0,,
Bbx,240546.0,,
Pak1,123840.0,,
Tcf7l2,191834.0,protein_coding,chr19
Atp5g2,9488.0,,
Aup1,3287.0,,
Extl2,21555.0,protein_coding,chr3
Ndufa3,2954.0,,
Tmeff1,77957.0,protein_coding,chr4
Btbd9,360964.0,protein_coding,chr17
Ddx17,19005.0,,
AY036118,,,
Pde8b,225882.0,protein_coding,chr13
Grik2,693933.0,protein_coding,chr10
Intu,173488.0,,
Adcy2,379498.0,,
Aff2,507743.0,protein_coding,chrX
Mef2c,163046.0,protein_coding,chr13
Rasal2,277413.0,protein_coding,chr1
Vps13b,560069.0,,
Xrn2,65004.0,,
Pcdh19,106127.0,protein_coding,chrX
H2afj,1830.0,,
Rgl1,249591.0,,
Cep112,435423.0,,
Ndufa4,7205.0,,
Xpo4,87909.0,,
Scrg1,21662.0,,
Xpr1,141714.0,protein_coding,chr1
Epg5,96548.0,,
Fam107a,21749.0,protein_coding,chr14
Prodh,29846.0,protein_coding,chr16
Tmsb4x,2222.0,,
Rbm39,32999.0,,
Cisd3,2795.0,,
Psen2,36434.0,,
Srsf2,3193.0,,
Tmem150a,4315.0,,
Skap2,155127.0,protein_coding,chr6
Zfp951,46901.0,protein_coding,chr5
Zfp655,15587.0,,
Pias2,88592.0,,
Cd320,6683.0,,
Pdgfc,177624.0,protein_coding,chr3
Rhot1,58888.0,,
Rps6ka2,133200.0,,
Grik4,426358.0,protein_coding,chr9
Dtx3,5350.0,,
Npc2,18590.0,,
Atp5g1,6818.0,,
Cntfr,39591.0,,
Nfkbia,3237.0,,
Cadps,450516.0,protein_coding,chr14
Hs3st4,416120.0,,
Slc4a4,352835.0,protein_coding,chr5
Hsd17b12,125275.0,,
Cdc42bpa,205131.0,,
Fhl1,61559.0,,
Fchsd2,191542.0,,
Nfyc,74134.0,,
Nebl,387555.0,,
Stag2,127868.0,,
Sh3gl2,434069.0,protein_coding,chr4
Kcna6,32345.0,protein_coding,chr6
Mbp,110491.0,protein_coding,chr18
Cpeb3,187310.0,protein_coding,chr19
Fgd6,109338.0,protein_coding,chr10
Serinc1,16756.0,,
Nr3c1,108876.0,,
Cab39l,144792.0,,
Yipf3,4457.0,,
Epha5,362621.0,protein_coding,chr5
Fnbp1,115802.0,protein_coding,chr2
Thrb,377829.0,,
Syt11,30464.0,,
Camk2n1,5809.0,,
Kiz,114233.0,,
Zfp808,106258.0,,
Atrnl1,522309.0,,
Pam16,8524.0,,
Tnc,87230.0,protein_coding,chr4
Acadsb,38343.0,,
Ikzf2,156031.0,,
2810013P06Rik,2136.0,,
Degs1,7032.0,,
Unc5d,572919.0,protein_coding,chr8
Rps15,1661.0,,
Mrpl41,,,
Grm8,860059.0,protein_coding,chr6
Nkain3,659992.0,protein_coding,chr4
Gm10125,102002.0,,
Fgf12,592970.0,protein_coding,chr16
Cmya5,104011.0,,
Cnot3,15841.0,,
Uqcr11,3833.0,,
Tex264,27181.0,,
Arhgap5,68003.0,,
Gm14412,9787.0,,
Sgcz,1139210.0,protein_coding,chr8
Gabrg3,670723.0,,
Cdk13,94782.0,,
Frrs1l,33218.0,,
Fkbp5,118433.0,,
Smarcd2,9793.0,,
Ftl1,1940.0,,
Lrpap1,14265.0,,
Tmem50a,17175.0,protein_coding,chr4
Cox14,3885.0,,
Atp13a1,16586.0,,
Tmem132a,12118.0,,
Cdon,86524.0,,
Chchd2,6314.0,,
Bcas3,472891.0,protein_coding,chr11
Cyp4f15,17725.0,,
Chic2,46786.0,,
Efnb2,43808.0,,
Rpl34,3567.0,,
Krcc1,13642.0,,
Exoc6b,451026.0,,
Pdia3,24912.0,,
Cox6c,12360.0,,
Setd7,45560.0,,
Ola1,126123.0,,
Calm1,10379.0,,
Gm12905,12961.0,,
Taf3,134044.0,,
Npas2,169505.0,protein_coding,chr1
Agpat3,83311.0,protein_coding,chr10
1810013L24Rik,28822.0,,
Tfdp1,39697.0,protein_coding,chr8
Acsl6,60958.0,,
Mtss1,140771.0,protein_coding,chr15
Akt2,49274.0,protein_coding,chr7
Fam171b,70850.0,protein_coding,chr2
Nup98,90778.0,,
Creb1,71903.0,,
Palmd,50729.0,protein_coding,chr3
Med13l,204759.0,protein_coding,chr5
Clip4,95800.0,,
Herc6,83632.0,,
Dtnb,209415.0,,
Cox7a2,4517.0,,
Srpr,47798.0,,
Zc3h14,40789.0,,
Ankrd6,146806.0,protein_coding,chr4
Ppm1l,243941.0,,
Lrrn3,34763.0,protein_coding,chr12
Mobp,31777.0,,
Timm50,6556.0,,
Cryzl1,39653.0,,
Kansl1,135632.0,,
Dyrk1a,125507.0,protein_coding,chr16
Abca1,129108.0,,
Usp24,125109.0,,
Foxp1,597383.0,protein_coding,chr6
Zfp608,104507.0,protein_coding,chr18
Plekha7,184891.0,protein_coding,chr7
Ednrb,29777.0,,
Adamts18,151612.0,,
Ddx52,21026.0,,
Cebpd,3745.0,pseudogene,chr16
Lrba,558012.0,,
Ndufa11,4374.0,,
Ctsf,5788.0,,
Hmgb1,137787.0,,
Gm26843,41572.0,,
Gm20732,22193.0,,
Slc35b1,7084.0,protein_coding,chr11
Fars2,608868.0,protein_coding,chr13
Rpl13,2894.0,,
Hnrnpd,23003.0,,
Gmds,519161.0,,
Grid1,763271.0,protein_coding,chr14
Rplp2,4215.0,,
Hspa5,5577.0,,
Nova2,39431.0,,
Zmym4,106196.0,,
Wsb1,15299.0,,
Aifm3,17874.0,protein_coding,chr16
Hibadh,94161.0,,
Atp1a1,28465.0,,
Pabpc1,14007.0,,
Ptpn4,185146.0,,
Cux1,319355.0,protein_coding,chr5
Map2,267310.0,protein_coding,chr1
Arxes1,1579.0,,
Tmem203,,,
Ubc,4237.0,,
Gps2,2703.0,,
Sco2,2209.0,,
Slc24a4,138358.0,,
Yap1,72597.0,,
Grin1,28006.0,,
Polr2k,3000.0,,
Cyp2j6,37523.0,,
Pcyt2,7849.0,protein_coding,chr11
Gramd3,103455.0,,
Clybl,220530.0,protein_coding,chr14
Dctn1,34197.0,,
E130102H24Rik,10204.0,,
Pitpnm2,131070.0,,
Cit,163669.0,,
Rps27a,2263.0,,
Kdm2a,83866.0,,
Man1a,171824.0,,
Etv4,15629.0,,
Pou2f1,137524.0,protein_coding,chr1
Psmc3,12360.0,,
Dennd5a,66690.0,,
Ccser1,1202541.0,protein_coding,chr6
BC051142,61914.0,protein_coding,chr17
Ift57,65893.0,,
Cxxc4,25677.0,,
Tjp2,130525.0,,
Dhrs7,14556.0,,
Ddx3x,13082.0,,
Smdt1,10132.0,,
Snx12,124777.0,,
Mbtd1,61133.0,,
Pigk,266308.0,,
Vipas39,27388.0,,
Syt14,144542.0,,
Cdh6,144974.0,protein_coding,chr15
Zrsr1,4491.0,,
Ltbp1,386944.0,protein_coding,chr17
Mid1,320537.0,,
Cspp1,98781.0,,
Sh3kbp1,350797.0,,
Ramp2,13518.0,,
Hnrnpdl,6087.0,,
Setd3,72883.0,protein_coding,chr12
Yif1b,9268.0,,
Clpx,36398.0,,
Trappc4,3902.0,,
Rps6kb2,9363.0,,
Strn3,82265.0,,
Grik5,62497.0,,
Ptk2,218178.0,protein_coding,chr15
Cops8,10360.0,,
Cck,5870.0,,
Hif3a,30920.0,protein_coding,chr7
Wasf1,55095.0,,
Klf13,52564.0,protein_coding,chr7
Clasp2,178209.0,,
Fgfr3,15394.0,protein_coding,chr5
Lage3,2342.0,,
Gse1,352934.0,protein_coding,chr8
Dusp11,19399.0,,
Acaca,271979.0,protein_coding,chr11
Dnajc1,197176.0,protein_coding,chr2
Bach2,347304.0,protein_coding,chr4
Glrb,70061.0,,
Emid1,45992.0,,
Pop4,9427.0,,
Cox6b1,9290.0,,
Lsm7,2388.0,,
Ube2k,61755.0,,
Fign,126531.0,,
Etv1,91104.0,,
Mpdu1,5945.0,,
Myl6,3285.0,,
C1ql3,8349.0,protein_coding,chr2
Arhgef33,92674.0,protein_coding,chr17
Man1c1,142600.0,protein_coding,chr4
Slco1c1,45809.0,protein_coding,chr6
Cacna1a,301607.0,,
Abcd4,15949.0,,
Rhobtb3,74388.0,,
Ldb1,13644.0,protein_coding,chr19
Ptma,3986.0,,
Mitf,214297.0,protein_coding,chr6
Fggy,369432.0,,
Ttc4,16688.0,,
Dkk3,43040.0,protein_coding,chr7
Ttc28,409977.0,protein_coding,chr5
Eva1a,52056.0,protein_coding,chr6
Ppwd1,23719.0,,
Rab8b,76023.0,,
Nudcd3,94724.0,protein_coding,chr11
Anapc2,13437.0,,
Tmem121,3593.0,,
Tubb5,4385.0,protein_coding,chr17
Fam173a,2821.0,,
Flrt2,92989.0,protein_coding,chr12
Asap1,296062.0,protein_coding,chr15
Fbxl17,442565.0,protein_coding,chr17
Pid1,327884.0,protein_coding,chr1
Cyp7b1,171388.0,protein_coding,chr3
Glul,9779.0,,
Csdc2,14182.0,,
Ergic3,10234.0,,
Ythdf3,33825.0,,
Krtcap2,3940.0,,
Usp9x,101830.0,,
Lrrc8d,132467.0,,
Ndufs6,8704.0,,
Pld3,21218.0,,
Uqcrq,2909.0,,
Kdelr1,10960.0,,
Lgr4,96610.0,protein_coding,chr2
Kdm5b,75114.0,,
Srrm2,34209.0,,
Scaf8,83887.0,protein_coding,chr17
Pantr1,104060.0,lincRNA,chr1
Pmp22,30565.0,,
