gene_name,gene_length,gene_type,gene_chr
Rab26,6969.0,protein_coding,chr17
Scn8a,176080.0,protein_coding,chr15
Sptbn4,91303.0,protein_coding,chr7
Dlgap4,150658.0,protein_coding,chr2
Gabbr2,329568.0,protein_coding,chr4
Gm26917,3328.0,,
Gse1,352934.0,protein_coding,chr8
Camta2,18642.0,,
Kcnb1,94186.0,protein_coding,chr2
Nsmf,8526.0,protein_coding,chr2
Thra,28368.0,protein_coding,chr11
Nisch,46016.0,protein_coding,chr14
Hs3st2,109911.0,protein_coding,chr7
Gdi1,6864.0,,
Ccnd2,27031.0,protein_coding,chr6
Ctnna3,1573569.0,protein_coding,chr10
Srrm4,152542.0,protein_coding,chr5
Crym,15731.0,protein_coding,chr7
Phkg2,9967.0,,
Dnmt3a,108436.0,protein_coding,chr12
Ank3,628665.0,protein_coding,chr10
Prickle1,96777.0,protein_coding,chr15
Sptbn2,41193.0,protein_coding,chr19
Celf3,13903.0,,
Zfp523,28757.0,protein_coding,chr17
Exoc4,724894.0,protein_coding,chr6
Pkd1,46674.0,protein_coding,chr17
Jph4,10109.0,protein_coding,chr14
Madd,46477.0,protein_coding,chr2
Ndst1,64156.0,,
Ptms,6422.0,,
Kalrn,604459.0,protein_coding,chr16
Eif4g1,24571.0,protein_coding,chr16
Nos1ap,287193.0,protein_coding,chr1
Tmem178,57184.0,protein_coding,chr17
Chrm1,19798.0,protein_coding,chr19
Tmem259,9382.0,protein_coding,chr10
Galnt9,77025.0,protein_coding,chr5
Atp1a1,28465.0,,
Slc1a2,132125.0,protein_coding,chr2
Wnk2,111711.0,protein_coding,chr13
Npdc1,10143.0,protein_coding,chr2
Syp,14785.0,,
Ap2a1,29123.0,protein_coding,chr7
Cacna1d,451516.0,protein_coding,chr14
Dctn1,34197.0,,
Gpatch8,80477.0,protein_coding,chr11
Chd3,26133.0,protein_coding,chr11
Flna,26359.0,,
Mark2,66464.0,protein_coding,chr19
Cckbr,45167.0,protein_coding,chr7
Mast1,25456.0,protein_coding,chr8
Lrp1b,2058378.0,protein_coding,chr2
Twf2,12281.0,protein_coding,chr9
Slc9a9,560536.0,protein_coding,chr9
Rasal2,277413.0,protein_coding,chr1
Stx1a,27618.0,protein_coding,chr5
Gria3,277747.0,protein_coding,chrX
Thy1,5195.0,,
B3gat1,29373.0,protein_coding,chr9
Acin1,44770.0,,
Sptan1,65891.0,protein_coding,chr2
Csnk1g2,17911.0,,
Zmynd8,114864.0,protein_coding,chr2
Lrrfip1,130207.0,protein_coding,chr1
Ptprs,64057.0,protein_coding,chr17
Gm1043,144177.0,,
Psap,24970.0,,
Stk25,38908.0,,
Me3,221967.0,protein_coding,chr7
Akap8l,29183.0,,
Supt5,23855.0,protein_coding,chr7
Spred2,99651.0,protein_coding,chr11
Rogdi,4823.0,protein_coding,chr16
Lrp1,82987.0,protein_coding,chr10
Slc8a2,31237.0,protein_coding,chr7
Lrrc4b,34333.0,protein_coding,chr7
Nckap1,80868.0,,
Usp7,102713.0,protein_coding,chr16
Nrxn2,125438.0,protein_coding,chr19
Pabpc4,36574.0,protein_coding,chr4
Ephb2,188449.0,protein_coding,chr4
Ankrd13d,12957.0,protein_coding,chr19
Setx,58290.0,protein_coding,chr2
Bptf,99046.0,,
Prkce,490134.0,protein_coding,chr17
Tcf25,30082.0,protein_coding,chr8
Stxbp1,59643.0,protein_coding,chr2
Ckb,2977.0,protein_coding,chr12
Ptk7,65033.0,protein_coding,chr17
Dtx3,5350.0,protein_coding,chr10
Zswim8,16067.0,,
Celf1,79115.0,protein_coding,chr2
Fus,18244.0,protein_coding,chr7
Bcl11b,93199.0,protein_coding,chr12
Stmn3,8041.0,,
Ngef,97036.0,protein_coding,chr1
Cabp1,25692.0,protein_coding,chr5
Arpp21,170847.0,protein_coding,chr9
Mmp17,26930.0,protein_coding,chr5
Nrgn,8412.0,,
Stag1,361577.0,,
Smarcc2,31234.0,protein_coding,chr10
Abca3,58251.0,protein_coding,chr17
Ntrk2,327401.0,protein_coding,chr13
Icam5,6963.0,protein_coding,chr9
Sema6d,577801.0,protein_coding,chr2
Clstn3,34035.0,protein_coding,chr6
Col5a1,153089.0,protein_coding,chr2
Sh3glb2,14528.0,,
Dync1h1,65493.0,protein_coding,chr12
Ttc14,15028.0,,
Agap2,17885.0,protein_coding,chr10
Hnrnpl,13725.0,protein_coding,chr7
4930402H24Rik,200206.0,,
Pou2f2,92382.0,protein_coding,chr7
Cul9,45816.0,,
Gm15738,114381.0,,
Fam171a2,10701.0,protein_coding,chr11
Gabbr1,29101.0,protein_coding,chr17
Cnot1,88013.0,,
Atp6v0c,5836.0,protein_coding,chr17
Adam15,11454.0,protein_coding,chr3
Tmem132b,260809.0,protein_coding,chr5
Gtpbp2,8338.0,protein_coding,chr17
Cacna2d3,816921.0,protein_coding,chr14
Atcay,26325.0,,
Iqsec1,332597.0,protein_coding,chr6
Msl1,12343.0,protein_coding,chr11
Smg5,26078.0,protein_coding,chr3
Pi4ka,125963.0,protein_coding,chr16
Ppp1r37,32276.0,protein_coding,chr7
Asap2,279712.0,protein_coding,chr12
Clstn1,62431.0,protein_coding,chr4
Fnip1,80036.0,protein_coding,chr11
Chst1,15543.0,protein_coding,chr2
Atp2b3,67919.0,,
Crocc,43913.0,protein_coding,chr4
Mical2,187250.0,protein_coding,chr7
Ptpru,69831.0,protein_coding,chr4
Strada,38838.0,,
Lmna,29809.0,protein_coding,chr3
Grik4,426358.0,protein_coding,chr9
Rab11fip4,106811.0,protein_coding,chr11
Rapgefl1,16912.0,protein_coding,chr11
Bin1,58507.0,,
Prrt1,3593.0,protein_coding,chr17
Ddx17,19005.0,protein_coding,chr15
Ppp1r9a,262744.0,protein_coding,chr6
Slc24a5,20553.0,,
Elfn2,51440.0,protein_coding,chr15
Gigyf1,9387.0,protein_coding,chr5
Fbxl17,442565.0,protein_coding,chr17
Nr3c2,345570.0,,
R3hdm4,11156.0,,
Pafah1b1,50721.0,,
Faf1,287372.0,protein_coding,chr4
Cnot3,15841.0,protein_coding,chr7
Xist,22888.0,lincRNA,chrX
Dnm3,495581.0,protein_coding,chr1
Rfng,3461.0,protein_coding,chr11
Cmip,202366.0,protein_coding,chr8
Rsrp1,4079.0,,
Ccl27a,4780.0,,
Tbc1d24,30131.0,protein_coding,chr17
Rabgap1l,574037.0,protein_coding,chr1
Neurod2,4233.0,protein_coding,chr11
Sel1l3,106844.0,protein_coding,chr5
Immp2l,931498.0,protein_coding,chr12
Vps13b,560069.0,protein_coding,chr15
Ndrg4,38139.0,,
Ube2b,15265.0,,
Sept3,23122.0,,
Ccser1,1202541.0,protein_coding,chr6
Speg,57023.0,,
Chd5,51543.0,protein_coding,chr4
Arhgap21,120962.0,,
Ccnl2,12054.0,,
Odf2,42525.0,protein_coding,chr2
Syngr1,28167.0,,
Cwh43,47360.0,protein_coding,chr5
Actr1b,16308.0,,
Rbm5,30625.0,,
Banf2,40920.0,protein_coding,chr2
Strn4,25042.0,protein_coding,chr7
Spock2,28979.0,protein_coding,chr10
Atp2a2,48712.0,protein_coding,chr5
Myo9b,87999.0,,
Ephb1,432565.0,protein_coding,chr9
Clk3,15236.0,protein_coding,chr9
Ppp1r12c,20160.0,protein_coding,chr7
Arf3,26580.0,protein_coding,chr15
Celsr2,24701.0,,
Sema5b,123587.0,protein_coding,chr16
Csnk1e,37710.0,protein_coding,chr15
Rpl41,1191.0,,
Zcchc7,176338.0,,
Atp6v0a1,54267.0,protein_coding,chr11
Sbf1,27075.0,protein_coding,chr15
Ep400,106344.0,protein_coding,chr5
Polr1a,75882.0,protein_coding,chr6
Safb2,23620.0,protein_coding,chr17
Anks3,22769.0,protein_coding,chr16
Gramd1a,25769.0,protein_coding,chr7
Trmt1,13501.0,protein_coding,chr8
Ash1l,128753.0,,
Chka,42596.0,protein_coding,chr19
Calm2,13523.0,,
R3hdm2,119057.0,protein_coding,chr10
Mapk8ip3,44824.0,,
Tnrc6c,109150.0,protein_coding,chr11
Rps6kl1,16015.0,,
Kif1a,86487.0,protein_coding,chr1
Stx1b,20649.0,protein_coding,chr7
Hsp90b1,15300.0,,
Klc2,10814.0,protein_coding,chr19
Kidins220,88227.0,,
Dapk1,161244.0,protein_coding,chr13
Plekha7,184891.0,protein_coding,chr7
Klc1,48995.0,protein_coding,chr12
Lix1,56715.0,protein_coding,chr17
Tcf12,269183.0,protein_coding,chr9
Rgl2,8144.0,protein_coding,chr17
Rnpep,21372.0,,
Trerf1,221083.0,processed_transcript,chr17
Dmtn,34785.0,protein_coding,chr14
Atg9a,11336.0,,
Chuk,34145.0,protein_coding,chr19
Cdh12,1140268.0,protein_coding,chr15
Tnk2,39619.0,protein_coding,chr16
Phyhd1,15946.0,,
Slc25a51,12843.0,,
Atp9a,107971.0,protein_coding,chr2
Dagla,59612.0,protein_coding,chr19
Sfswap,70163.0,protein_coding,chr5
Gm28376,193446.0,antisense,chr1
Trim46,12132.0,,
Ubr2,82261.0,protein_coding,chr17
Robo1,737789.0,protein_coding,chr16
Mast2,157421.0,protein_coding,chr4
Gripap1,30802.0,,
Reep2,6874.0,,
Eno2,9620.0,protein_coding,chr6
Arglu1,25446.0,,
Slc27a1,18420.0,,
Sfpq,15689.0,,
Rtn1,197302.0,protein_coding,chr12
Dlgap1,852340.0,protein_coding,chr17
Zmiz2,17084.0,protein_coding,chr11
Kcnip3,65596.0,protein_coding,chr2
Prrc2a,15821.0,protein_coding,chr17
Arhgef25,7558.0,protein_coding,chr10
Kcnc3,14090.0,protein_coding,chr7
Myl6,3285.0,,
Kif5a,37652.0,protein_coding,chr10
Rfx3,249445.0,protein_coding,chr19
Srcap,49236.0,protein_coding,chr7
Sept11,83010.0,protein_coding,chr5
Ttbk1,45227.0,protein_coding,chr17
A330102I10Rik,25937.0,lincRNA,chr13
Meis2,202775.0,protein_coding,chr2
Akt3,238130.0,protein_coding,chr1
Dazap1,26922.0,protein_coding,chr10
Tmem191c,7152.0,protein_coding,chr16
Usp4,44692.0,,
Asap1,296062.0,protein_coding,chr15
Mafg,8483.0,protein_coding,chr11
Fmnl1,27794.0,protein_coding,chr11
Clk1,13877.0,,
Ptpn9,67884.0,,
Ctxn1,1614.0,,
Gtdc1,363245.0,protein_coding,chr2
Ggt7,27858.0,,
Wipf2,41402.0,protein_coding,chr11
Tnfrsf25,4185.0,,
Tmem63c,68703.0,,
Sema4a,25223.0,protein_coding,chr3
Cnot6l,93838.0,,
Pcyt2,7849.0,protein_coding,chr11
Ptbp2,65724.0,,
Dnm1,44867.0,protein_coding,chr2
5330438D12Rik,74463.0,,
Pitpna,40707.0,protein_coding,chr11
Pcsk2os2,48382.0,,
Ubn2,90875.0,,
Gpi1,29006.0,protein_coding,chr7
Taok2,19025.0,protein_coding,chr7
Gnb2,5383.0,protein_coding,chr5
L1cam,42327.0,,
Lsm7,2388.0,,
Svop,64660.0,protein_coding,chr5
Ankrd28,131883.0,,
Rap1gap,65135.0,protein_coding,chr4
Rmnd5b,12225.0,,
Rabac1,3002.0,protein_coding,chr7
Sept8,30308.0,,
Necab3,14491.0,,
Ogt,44291.0,,
Plec,61600.0,protein_coding,chr15
Setdb1,33677.0,,
Kcnj9,8817.0,protein_coding,chr1
Casc3,28909.0,protein_coding,chr11
Fam81a,54049.0,protein_coding,chr9
Srrm2,34209.0,protein_coding,chr17
Psmd13,16675.0,,
Gm26749,41738.0,,
Fbxw5,4721.0,protein_coding,chr2
Tbc1d9b,41389.0,protein_coding,chr11
Brip1os,103073.0,antisense,chr11
Cadm4,22516.0,protein_coding,chr7
Map3k10,18223.0,protein_coding,chr7
Dkk3,43040.0,protein_coding,chr7
St8sia5,72932.0,,
Zfc3h1,47813.0,protein_coding,chr10
Nfasc,177107.0,protein_coding,chr1
Chpf2,7815.0,,
Pcca,356776.0,,
Adora1,36208.0,protein_coding,chr1
Ppfia3,27897.0,protein_coding,chr7
Ahdc1,66850.0,protein_coding,chr4
Bsn,94362.0,protein_coding,chr9
Armc9,123504.0,protein_coding,chr1
Rpl37a,2523.0,,
Picalm,83252.0,protein_coding,chr7
Rab40c,37613.0,protein_coding,chr17
Edc4,14027.0,protein_coding,chr8
Far1os,34498.0,,
Nfix,100468.0,protein_coding,chr8
Mef2a,141695.0,protein_coding,chr7
Cacnb4,248511.0,protein_coding,chr2
Mbd5,375897.0,protein_coding,chr2
Arhgef2,42086.0,protein_coding,chr3
Ckmt1,6023.0,,
Nxf1,13849.0,protein_coding,chr19
Calm1,10379.0,protein_coding,chr12
Dmwd,6549.0,protein_coding,chr7
Otud7a,314277.0,protein_coding,chr7
Faah,50781.0,protein_coding,chr4
Kcnt1,54539.0,protein_coding,chr2
Wnk1,114703.0,,
Marf1,54178.0,protein_coding,chr16
Nalcn,350510.0,protein_coding,chr14
Zranb2,14250.0,,
Wac,60196.0,,
Bcl11a,96067.0,protein_coding,chr11
Smyd3,566081.0,protein_coding,chr1
Dlg1,211686.0,protein_coding,chr16
Tia1,29186.0,,
Rb1cc1,70451.0,protein_coding,chr1
Map7d1,24176.0,protein_coding,chr4
Arf5,3042.0,,
Acap3,15429.0,protein_coding,chr4
Tmeff2,286623.0,protein_coding,chr1
Zcchc18,5317.0,,
Zfp740,12357.0,protein_coding,chr15
Pitpnc1,262807.0,protein_coding,chr11
Pip5k1a,48400.0,protein_coding,chr3
Socs7,36107.0,protein_coding,chr11
Slc27a4,14888.0,,
Rbm26,70576.0,protein_coding,chr14
Ilf3,37490.0,,
Mmp16,266252.0,protein_coding,chr4
Grip2,65741.0,,
Ylpm1,74194.0,,
Caskin1,20070.0,protein_coding,chr17
9330159F19Rik,19173.0,protein_coding,chr10
Aldoa,6917.5,protein_coding,chr7
Hnrnph1,9538.0,,
Ncs1,50166.0,protein_coding,chr2
Izumo4,3189.0,protein_coding,chr10
Ccnt2,33897.0,,
2900026A02Rik,134913.0,protein_coding,chr5
Irak1,10004.0,,
Atp6v1g2,5107.0,protein_coding,chr17
Ino80,104645.0,,
Gle1,24945.0,protein_coding,chr2
Lrba,558012.0,,
Zmym4,106196.0,,
Tacc1,102036.0,,
Wwc1,142127.0,protein_coding,chr11
Rbm6,99678.0,,
Spns1,7390.0,protein_coding,chr7
Slc45a1,23602.0,protein_coding,chr4
Rhot2,6394.0,protein_coding,chr17
Gm26549,13900.0,lincRNA,chr17
Dvl1,11901.0,protein_coding,chr4
Sorbs1,219026.0,protein_coding,chr19
Oprm1,279692.0,protein_coding,chr10
Dbndd2,7213.0,,
Pcdh15,1550395.0,protein_coding,chr10
Ankrd13b,19193.0,,
Nrp1,144759.0,protein_coding,chr8
Sez6l2,20043.0,protein_coding,chr7
Gls,69784.0,,
Vwa5b2,15906.0,,
Kif17,51532.0,protein_coding,chr4
Camkk2,48239.0,protein_coding,chr5
Prkag2,237898.0,protein_coding,chr5
Usp32,155719.0,,
Dgkb,816513.0,protein_coding,chr12
Nrxn1,1059440.0,protein_coding,chr17
Mapk8ip1,17587.0,,
Gon4l,74872.0,,
Ndrg3,64711.0,protein_coding,chr2
Zdhhc8,14383.0,protein_coding,chr16
Zfp280d,88917.0,,
Dot1l,40255.0,protein_coding,chr10
Dync1li1,35512.0,,
Ksr2,361003.0,protein_coding,chr5
Igf1r,280841.0,protein_coding,chr7
Dmxl2,136468.0,protein_coding,chr9
Klf12,414047.0,,
Ranbp3,38470.0,,
Cltb,18943.0,protein_coding,chr13
Srrm1,32837.0,protein_coding,chr4
Mdn1,118098.0,,
Med24,24844.0,protein_coding,chr11
Pfkm,39862.0,protein_coding,chr15
Rbfox2,228014.0,,
Brd4,88448.0,protein_coding,chr17
Nfrkb,35141.0,,
Cspp1,98781.0,,
Tpm3,28253.0,protein_coding,chr3
Rps16,2503.0,protein_coding,chr7
Nt5c3b,19487.0,protein_coding,chr11
Dnm2,82851.0,protein_coding,chr9
Ppp6r3,120821.0,protein_coding,chr19
Lzts3,9964.0,,
Gm20642,30359.0,antisense,chr14
Dhdds,31890.0,protein_coding,chr4
Vps13d,222383.0,protein_coding,chr4
Tuba4a,5637.0,protein_coding,chr1
Pias4,14657.0,protein_coding,chr10
Slc6a7,18842.0,,
Senp5,43615.0,,
Csnk1a1,34787.0,,
Pip4k2b,29547.0,,
Sntg1,938403.0,protein_coding,chr1
Nsd1,108543.0,,
Tnpo1,87365.0,protein_coding,chr13
Creld1,10046.0,,
Clip3,16639.0,protein_coding,chr7
Mgat4c,709982.0,protein_coding,chr10
Pip5k1c,27010.0,protein_coding,chr10
Sox5,953552.0,protein_coding,chr6
Mef2d,29714.0,protein_coding,chr3
Slc25a3,7485.0,protein_coding,chr10
Hps4,35331.0,protein_coding,chr5
Slitrk5,8044.0,protein_coding,chr14
Nop56,4883.0,,
Eml2,30061.0,protein_coding,chr7
Sf3b1,42312.0,,
Gas7,233553.0,protein_coding,chr11
Cherp,14737.0,,
Usp9x,101830.0,,
Baz1b,58865.0,,
Cdk16,11926.0,protein_coding,chrX
Sirpa,39393.0,protein_coding,chr2
Zfp668,13781.0,protein_coding,chr7
Fxyd6,25974.0,protein_coding,chr9
Birc6,175061.0,,
Nfs1,20547.0,,
Eif4g3,215486.0,protein_coding,chr4
Ppip5k1,44835.0,,
Iqce,40551.0,protein_coding,chr5
Tra2a,20109.0,,
Alcam,205078.0,,
Tmem214,11168.0,,
Xylt1,292601.0,protein_coding,chr7
Glt1d1,77112.0,protein_coding,chr5
Xndc1,18254.0,protein_coding,chr7
Ddx6,35839.0,protein_coding,chr9
Ube4b,98333.0,protein_coding,chr4
Dlc1,385392.0,protein_coding,chr8
Elmod1,63844.0,,
Kif21b,46609.0,protein_coding,chr1
Dab2ip,172728.0,protein_coding,chr2
Ric1,84547.0,,
Tbce,41689.0,protein_coding,chr13
Tusc3,159269.0,protein_coding,chr8
Prkg1,1200544.0,protein_coding,chr19
Crebbp,132669.0,protein_coding,chr16
Gpm6a,106028.0,protein_coding,chr8
Megf8,48753.0,protein_coding,chr7
Tango2,47278.0,,
Sympk,30241.0,protein_coding,chr7
Rusc1,9330.0,,
Ap2a2,70838.0,protein_coding,chr7
Lysmd4,84786.0,protein_coding,chr7
Unc13b,205918.0,protein_coding,chr4
Slc25a23,16152.0,,
Hace1,134516.0,protein_coding,chr10
Supt6,39241.0,protein_coding,chr11
Cramp1l,54562.0,protein_coding,chr17
Trappc8,78870.0,protein_coding,chr18
Syt6,70338.0,,
5530401A14Rik,33909.0,,
Ece1,102992.0,protein_coding,chr4
Dip2b,180809.0,protein_coding,chr15
Plxna2,198651.0,,
Prpf38b,8922.0,,
Zfr2,18968.0,,
Plekha1,47556.0,protein_coding,chr7
Col12a1,119840.0,protein_coding,chr9
Krit1,42380.0,,
Dock4,400922.0,protein_coding,chr12
Rasgrp1,63008.0,protein_coding,chr2
Shprh,68168.0,protein_coding,chr10
Dbn1,14682.0,protein_coding,chr13
Osbpl10,253656.0,protein_coding,chr9
Tyro3,20371.0,protein_coding,chr2
Ptprj,150893.0,protein_coding,chr2
Nlgn2,14662.0,protein_coding,chr11
Clk4,20036.0,,
Sh3gl2,434069.0,protein_coding,chr4
Micu3,78850.0,,
Son,31715.0,,
Prrc2b,83455.0,protein_coding,chr2
2610507B11Rik,28871.0,,
Zer1,27302.0,,
Cox8a,2463.0,protein_coding,chr19
Pld3,21218.0,protein_coding,chr7
Mbd6,7062.0,protein_coding,chr10
Pcgf6,17289.0,,
Limk1,32559.0,protein_coding,chr5
Hectd1,85814.0,,
Abca2,19837.0,protein_coding,chr2
B3galt1,556818.0,protein_coding,chr2
Abi2,71539.0,,
Mllt10,157151.0,protein_coding,chr2
Xpo1,42208.0,protein_coding,chr11
Rfc2,20439.0,protein_coding,chr5
Cobl,228352.0,protein_coding,chr11
Cpe,100512.0,protein_coding,chr8
Chfr,36130.0,protein_coding,chr5
Rims2,486111.0,protein_coding,chr15
Cdipt,4587.0,protein_coding,chr7
B4galnt4,11296.0,protein_coding,chr7
Man1b1,19874.0,,
Khdrbs1,39139.0,protein_coding,chr4
Rpl35a,3736.0,protein_coding,chr16
Capn15,27432.0,,
Qk,117253.0,protein_coding,chr17
Ergic3,10234.0,,
Ank,128232.0,protein_coding,chr15
Zdhhc1,24479.0,,
Zc3h7a,39801.0,,
Sult4a1,29657.0,protein_coding,chr15
Exoc6b,451026.0,protein_coding,chr6
4932438A13Rik,189929.0,,
Dync1i2,51597.0,,
Tnr,407960.0,protein_coding,chr1
Camk1,9860.0,,
Srsf5,5003.0,,
Lin28b,109775.0,protein_coding,chr10
Pde1a,295005.0,protein_coding,chr2
Cdc25b,11548.0,,
Hdac3,19172.0,protein_coding,chr18
Lgi1,47678.0,,
Gabrb3,409110.0,protein_coding,chr7
Mapk14,57077.0,protein_coding,chr17
Cers4,38654.0,,
Taf15,33657.0,,
Numbl,23711.0,protein_coding,chr7
Frmpd4,1105922.0,protein_coding,chrX
Brsk1,25393.0,protein_coding,chr7
Dnajc7,37350.0,protein_coding,chr11
Pfkp,69009.0,,
Usp8,51969.0,,
Kcnh3,17956.0,protein_coding,chr15
Skap2,155127.0,protein_coding,chr6
Zfhx2,32062.0,protein_coding,chr14
Leng8,11138.0,protein_coding,chr7
Etv5,58410.0,protein_coding,chr16
Rsf1,112889.0,protein_coding,chr7
Cmss1,304864.0,protein_coding,chr16
Eml6,282985.0,protein_coding,chr11
Psd,15069.0,protein_coding,chr19
Gapvd1,80638.0,protein_coding,chr2
Adamts10,29578.0,,
Hecw1,296790.0,protein_coding,chr13
Adcy2,379498.0,protein_coding,chr13
Agtpbp1,139485.0,,
Lingo1,177993.0,protein_coding,chr9
Baz2a,37726.0,protein_coding,chr10
Tubb5,4385.0,protein_coding,chr17
Cntnap2,2244856.0,protein_coding,chr6
Fxr2,20307.0,,
Lrrc45,7203.0,protein_coding,chr11
Atp11b,102170.0,protein_coding,chr3
Hs6st3,731474.0,protein_coding,chr14
Nbeal1,157729.0,,
Cep89,41654.0,protein_coding,chr7
Fxyd5,9759.0,protein_coding,chr7
Clptm1,33462.0,protein_coding,chr7
Ttc5,20104.0,,
Sugp2,45689.0,,
Gm1992,46966.0,,
Ide,69109.0,protein_coding,chr19
Map1b,95094.0,protein_coding,chr13
Ythdf3,33825.0,,
Lrfn1,16262.0,protein_coding,chr7
Rab6b,73489.0,protein_coding,chr9
Efr3b,76361.0,,
Sulf2,82574.0,protein_coding,chr2
Uba6,63516.0,protein_coding,chr5
Tom1l2,126191.0,protein_coding,chr11
Sec16a,35785.0,,
Slc20a1,12852.0,,
Ttyh1,17300.0,protein_coding,chr7
Kdm5c,41515.0,protein_coding,chrX
Cdk13,94782.0,protein_coding,chr13
Car7,15654.0,protein_coding,chr8
Fam131a,9807.0,,
4930419G24Rik,63830.0,,
Rangap1,41282.0,,
Csnk2a1,55013.0,,
Pcsk1n,4588.0,,
Plekhm2,39165.0,protein_coding,chr4
Sv2b,194368.0,protein_coding,chr7
Gm28379,30750.0,,
Rnf157,76679.0,protein_coding,chr11
Sorl1,159577.0,protein_coding,chr9
Jazf1,299834.0,protein_coding,chr6
Chd9,226164.0,protein_coding,chr8
Nudt3,44113.0,protein_coding,chr17
Rabep1,98327.0,protein_coding,chr11
Tmem120b,49334.0,protein_coding,chr5
Ranbp10,59042.0,,
Pcm1,92592.0,protein_coding,chr8
Kctd8,232394.0,protein_coding,chr5
Aplp1,10553.0,protein_coding,chr7
Kcnf1,4788.0,protein_coding,chr12
Dnajc16,30742.0,protein_coding,chr4
Fcho2,92046.0,,
6530409C15Rik,45307.0,protein_coding,chr6
Galnt13,681992.0,protein_coding,chr2
Smarcc1,122470.0,protein_coding,chr9
Map4k2,14480.0,protein_coding,chr19
Fam57b,32551.0,protein_coding,chr7
Emc1,26143.0,protein_coding,chr4
Cyfip2,119009.0,protein_coding,chr11
Nr1d1,7401.0,protein_coding,chr11
Farsa,12268.0,,
Tbc1d5,446228.0,,
Cdc73,104093.0,protein_coding,chr1
Gtf2i,76926.0,protein_coding,chr5
Slc38a7,17619.0,,
Ube2v1,24457.0,protein_coding,chr2
Ggnbp2,38456.0,,
Gm4258,101789.0,processed_transcript,chr1
Grid1,763271.0,protein_coding,chr14
Khdrbs2,485854.0,protein_coding,chr1
Cep295,40873.0,protein_coding,chr9
Gphn,458393.0,protein_coding,chr12
Zfp384,28725.0,,
Vipas39,27388.0,protein_coding,chr12
Actr1a,18937.0,,
Rev3l,143093.0,,
Taf1,69055.0,,
A830082K12Rik,81374.0,antisense,chr13
Shisa7,19144.0,protein_coding,chr7
Tmsb10,1401.0,protein_coding,chr6
Psma1,11512.0,protein_coding,chr7
Sec61a1,15326.0,,
Gabra1,51991.0,protein_coding,chr11
Rufy3,86352.0,protein_coding,chr5
Apbb1,23170.0,protein_coding,chr7
Cul3,75557.0,protein_coding,chr1
Taok1,78653.0,protein_coding,chr11
Lrch3,101547.0,,
Kmt2a,77941.0,protein_coding,chr9
Kif21a,116672.0,protein_coding,chr15
