,preds,labels,genes
568,0,0,1110032A03Rik
569,1,0,Lca5
570,1,1,Rbbp4
571,0,0,Sncb
572,1,1,Esco1
573,1,0,Rbm22
574,1,0,Hprt
575,0,0,Ccnjl
576,1,1,Avl9
577,1,1,Anapc10
578,1,1,Ttc5
579,1,0,Il6ra
580,1,1,Sqstm1
581,2,1,Mtm1
582,2,1,Bbs9
583,1,1,Rdx
584,1,1,Pfdn1
585,2,1,Pank1
586,2,1,Slc38a1
587,2,2,Etl4
588,2,2,Arhgap23
589,1,0,Cep44
590,1,1,Bend6
591,1,1,Wwp1
592,1,0,Vmn2r29
593,0,0,Pgk1
594,1,0,Ndufv1
595,1,0,Hpgds
596,1,0,Gm16093
597,1,1,Ubap1
598,0,0,Cct4
599,1,1,Ppil4
600,1,1,Ift172
601,1,0,Fam210a
602,1,2,Tsix
603,0,0,Zdhhc8
604,0,0,Cyhr1
605,2,2,Sgcd
606,0,0,Gm15396
607,2,1,Lrrc8d
608,1,1,Iqcb1
609,1,0,Stard3nl
610,2,1,Papss1
611,1,1,Pot1a
612,1,0,Rnf25
613,2,1,Fras1
614,1,1,Capn15
615,0,0,Scn2b
616,2,0,4930512B01Rik
617,2,1,Frmd6
618,1,1,Ndel1
619,0,1,Atg7
620,1,1,Rtca
621,0,0,Kctd6
622,1,0,Smim4
623,0,0,Tmem126a
624,1,1,Dclre1c
625,1,1,Axin1
626,0,0,Ndufaf4
627,2,2,Itgav
628,1,1,Fam102b
629,1,0,Hs6st1
630,2,1,Enox2
631,2,1,Slit2
632,0,0,Trappc4
633,1,1,Prkaa2
634,1,0,Scyl2
635,0,0,Pin1
636,0,0,Upf1
637,2,2,Plcb4
638,0,0,Hcfc1
639,1,1,Ccl25
640,1,1,Atg3
641,1,1,Cd99l2
642,2,1,Fchsd2
643,0,0,Tmcc2
644,0,0,Micall1
645,1,1,Desi1
646,0,0,Nus1
647,1,0,Slc9a5
648,1,1,Clasrp
649,1,0,Gins2
650,1,1,Hadhb
651,1,1,Mmp24
652,1,0,Taf5l
653,0,0,Zfp646
654,0,0,Cfl2
655,1,0,Stk10
656,0,0,Hnrnpa0
657,1,0,Actl6a
658,1,0,Usp49
659,1,1,Galc
660,2,1,Ap3s2
661,0,0,Kcng3
662,1,0,Irak1bp1
663,0,0,Siva1
664,1,1,Tdrd7
665,1,1,Rad17
666,0,0,Ss18l1
667,1,1,Tiprl
668,1,0,Snrpd1
669,1,0,Ndufb3
670,0,0,Isca2
671,1,1,Gnb5
672,1,0,Gtf2e1
673,1,1,Gm10115
674,1,0,Bivm
675,1,1,Angel2
676,1,0,Heg1
677,2,0,Pcyt1b
678,0,0,Fahd1
679,1,0,Ube4bos1
680,2,1,Trpc1
681,2,2,Spats2l
682,1,0,Arl1
683,1,0,Gstm5
684,0,0,Hspe1
685,1,1,Mphosph8
686,1,0,Manbal
687,1,0,Junos
688,2,1,Iqsec3
689,1,0,Lamb1
690,0,0,1110065P20Rik
691,1,0,Gm21887
692,1,2,Dpy19l1
693,1,1,Pdpr
694,0,0,Gpr12
695,2,0,Gm29514
696,0,0,Irs2
697,0,0,Cebpb
698,0,1,Bbip1
699,2,1,Nxpe4
700,1,0,Mcm6
701,1,0,Tmem205
702,2,1,Gfra1
703,1,1,Zfand4
704,2,1,Mipol1
705,1,0,Slc25a40
706,1,1,Alkbh1
707,1,0,Arl6
708,0,0,Ttc9c
709,1,1,Asb7
710,1,1,Bbs4
711,1,0,Timm10b
712,0,0,1810055G02Rik
713,2,0,Cpne3
714,2,0,Prdm11
715,1,1,Rusc2
716,0,1,Rad52
717,1,0,Slc4a3
718,0,0,Chst12
719,1,0,Tmem184c
720,1,1,Fam45a
721,0,0,Stra6
722,0,0,Gpr61
723,1,0,Hexb
724,2,1,Asap2
725,1,1,Wdr13
726,0,0,Rasl10b
727,0,0,Gm27032
728,1,0,Nars
729,1,0,Emc9
730,1,1,Zfp62
731,2,0,Asb11
732,0,1,Cops5
733,2,1,Lrp1
734,1,2,Dkk3
735,1,0,Nt5c3
736,0,0,Snhg12
737,1,0,Tmem70
738,1,0,Pigg
739,1,1,Zfp410
740,1,1,Gga3
741,1,0,Kif1c
742,1,1,Glrx2
743,1,0,Zfp420
744,0,0,Efnb3
745,1,0,6430548M08Rik
746,0,0,Grhl1
747,2,2,Cab39l
748,0,0,Fgf9
749,1,0,Mtcp1
750,1,0,Pdcd7
751,0,0,2810013P06Rik
752,1,0,Proser1
753,0,0,Ube2m
754,1,0,Ilkap
755,1,0,Aar2
756,0,0,Lsm7
757,2,0,Cog7
758,1,0,Adprh
759,1,1,Tapt1
760,1,0,Gm11817
761,0,0,Rbm14
762,1,1,Tex10
763,1,0,Gm28198
764,2,0,Fam107b
765,1,0,Upf3a
766,1,1,Kdm3a
767,1,0,Nrbf2
768,1,0,Dsg2
769,1,1,Zfp1
770,1,0,4933431E20Rik
771,1,0,Psmd5
772,0,0,Tbp
773,1,0,Vma21
774,1,0,Gm13883
775,1,0,Ykt6
776,1,2,Nxf1
777,2,1,Homer2
778,2,0,Erich1
779,0,0,H2-DMa
780,1,0,Htr2b
781,1,0,Zfp597
782,1,0,Gm21798
783,0,0,Limd2
784,1,0,A730017L22Rik
785,0,0,Slc41a1
786,1,0,Neurl1b
787,0,1,P4htm
788,2,0,Itgb3bp
789,1,1,Zfp60
790,2,1,Cdyl2
791,1,0,Htatsf1
792,0,0,Erh
793,1,0,Lamtor3
794,1,0,Prodh
795,1,0,Fam53a
796,0,1,Zbtb25
797,2,0,Chn2
798,2,0,Adpgk
799,1,0,Cnnm4
800,1,2,Nipal2
801,1,1,Nup155
802,1,1,Actr1b
803,0,0,Fam102a
804,0,0,Ttc9b
805,0,0,Uqcc2
806,2,1,Ccdc82
807,0,0,Dohh
808,0,0,Slc25a42
809,1,0,Tubb4a
810,1,1,Gtpbp2
811,1,0,Tmem263
812,2,2,Cacna1i
813,1,0,Nomo1
814,2,1,Garnl3
815,0,1,Gm12905
816,2,1,Tgfbrap1
817,1,0,Fn3krp
818,0,0,Mpp3
819,1,1,Hmgxb3
820,1,0,Dnajc27
821,0,0,Ubl5
822,1,0,Zfp866
823,0,0,Dnajb12
824,0,0,Mcts2
825,1,0,Dnmt1
826,1,0,Cend1
827,1,1,Gm20732
828,1,0,Lpcat1
829,0,0,Hist1h1c
830,0,1,Tomm40
831,2,1,Brinp2
832,1,0,Rwdd4a
833,0,0,Lrrc14
834,1,0,Mro
835,1,0,Nop10
836,1,1,Rangap1
837,1,0,Gnb4
838,1,0,Tmub2
839,2,2,Ccnd3
840,1,0,Zfp637
841,0,0,Tbkbp1
842,0,0,Tmem203
843,1,1,Naa20
844,2,1,Rp9
845,1,0,Tmem56
846,1,1,Cnot3
847,1,0,Gmpr
848,0,1,Hnrnph2
849,1,0,Ctsl
850,1,1,Gfod2
851,1,0,Sap18
852,2,1,Stard9
853,1,1,Zfp740
854,1,0,B3gat2
855,1,0,Exoc7
856,2,2,March3
857,0,0,Kcnj2
858,0,2,Ltbp3
859,1,0,Clu
860,1,1,Rmnd1
861,0,0,2900052L18Rik
862,1,0,Arxes2
863,1,1,Cpsf3
864,0,0,Taf10
865,0,0,Atn1
866,0,0,Puf60
867,1,1,Atp6v0d1
868,1,1,Rnf34
869,1,0,Sema4f
870,0,0,Kcnv1
871,1,0,Gnl2
872,1,1,Nek4
873,0,0,Yars2
874,1,1,Zmiz2
875,1,0,Ostc
876,1,0,Ahsa2
877,0,0,Tssc4
878,1,0,Snhg4
879,1,0,Oscp1
880,2,0,Wdr25
881,1,0,Psma6
882,0,0,Snrpg
883,0,0,Siah2
884,1,1,Drp2
885,1,0,Klhl42
886,1,0,Zfp280b
887,0,1,Klhdc2
888,0,0,Phf5a
889,0,0,Krt10
890,1,0,Cct8
891,1,0,Crem
892,1,0,Ccdc13
893,1,0,Ccdc134
894,0,0,Gm16278
895,1,0,Nufip1
896,0,0,Ndufs2
897,1,1,D3Ertd751e
898,1,0,Hps3
899,1,0,Npr2
900,1,0,Exosc7
901,1,0,Gm15563
902,1,0,Ttc33
903,1,0,Cyp11a1
904,0,0,Mtx1
905,1,0,Atp5j2
906,2,0,Eepd1
907,0,1,Slc6a1
908,1,1,Nr2c1
909,0,0,Tpst2
910,1,0,Ubfd1
911,0,0,St3gal2
912,1,0,Tmem126b
913,2,0,Vrk2
914,1,0,Zfp317
915,1,2,Far2os1
916,1,1,March8
917,1,0,Alg11
918,1,1,Zfp738
919,1,0,Gm3294
920,0,1,Ptchd1
921,1,1,Adap1
922,1,0,Atp7a
923,2,0,Mtus1
924,1,0,Eri1
925,1,0,Snrpf
926,1,0,Gm26543
927,1,0,Mien1
928,0,1,Ap2a1
929,1,0,Arl2bp
930,1,0,Phf7
931,0,0,Maml1
932,1,0,Dgka
933,0,0,Cntnap1
934,1,0,Mkln1os
935,0,1,Clk2
936,1,0,Gm17227
937,1,0,Timp2
938,0,1,Trappc5
939,1,1,Pggt1b
940,2,1,Iqch
941,0,1,H1fx
942,1,1,4930556N13Rik
943,0,1,Taf11
944,0,1,Tmem201
945,1,1,Ddb2
946,2,1,Tns3
947,1,1,Sec22c
948,1,1,Gm16124
949,1,1,Hsbp1
950,0,1,Stub1
951,0,1,Ythdf1
952,0,1,Hcn2
953,1,1,Gm3448
954,1,1,Rbm12b1
955,1,1,Lancl2
956,1,1,Exosc9
957,1,1,Strap
958,0,1,Mir22hg
959,1,1,Mrps14
960,1,1,Ankrd50
961,1,1,Chga
962,0,1,Cox20
963,1,1,Fbxo31
964,0,1,Fut11
965,0,1,Yjefn3
966,1,1,Baalc
967,1,1,Vegfa
968,0,1,Bahcc1
969,1,1,Rdh14
970,0,1,6720427I07Rik
971,0,1,Scrt2
972,0,1,Gatc
973,1,1,Angptl1
974,1,1,Zfp472
975,2,1,Lyn
976,0,1,Slirp
977,1,1,Dedd2
978,1,1,Gm26839
979,2,1,1700019D03Rik
980,1,1,Gm16286
981,1,1,Bloc1s5
982,1,1,Mcee
983,1,1,Acp2
984,1,1,4930579G18Rik
985,1,1,Prkaa1
986,1,1,Guk1
987,1,1,Traf3ip1
988,0,1,Dusp8
989,1,1,Lysmd2
990,1,1,Tmem199
991,0,1,Fbll1
992,1,1,Gpatch4
993,1,1,Spg7
994,1,1,Tbc1d8
995,1,1,Mtf1
996,0,1,Bhlhe40
997,1,1,Prox2os
998,0,1,Thyn1
999,1,1,Isy1
1000,1,1,Tmbim4
1001,1,1,Zfp273
1002,1,1,Pdxk
1003,0,1,Pim2
1004,1,1,Fopnl
1005,1,1,Srfbp1
1006,1,1,Dctn6
1007,0,1,Obsl1
1008,1,1,Taldo1
1009,1,1,Fam216a
1010,0,1,Tesc
1011,0,1,Zfp580
1012,0,1,1700008O03Rik
1013,1,1,Fpgt
1014,1,1,Hars2
1015,0,1,Yrdc
1016,2,1,Nxph1
1017,1,1,Trim32
1018,1,1,Morn2
1019,0,1,Lgi3
1020,1,1,Reep2
1021,0,1,Fgfbp3
1022,2,1,Mei1
1023,0,1,Cog1
1024,0,1,Ufc1
1025,1,1,Pgrmc2
1026,0,1,Mrps26
1027,1,1,Dgat1
1028,1,1,Saal1
1029,1,1,Cd320
1030,1,1,Gxylt1
1031,1,1,Prps2
1032,0,1,Zfp830
1033,0,1,Txndc17
1034,1,1,Dcp2
1035,1,1,Ak3
1036,1,1,Chst10
1037,1,1,Zfp141
1038,1,1,Donson
1039,0,1,Qpctl
1040,1,1,Bbs10
1041,1,1,Arl4a
1042,1,1,Atpaf2
1043,1,1,Msantd1
1044,1,1,Rad21
1045,1,1,Ptp4a3
1046,1,1,Vhl
1047,1,1,2610002M06Rik
1048,1,1,Gm6712
1049,1,1,Map4k2
1050,1,1,Rab35
1051,1,1,Bola3
1052,0,1,Rgmb
1053,1,1,Rab27a
1054,1,1,Degs1
1055,0,1,B4galnt1
1056,1,1,Ubr7
1057,1,1,Slc4a2
1058,0,1,Polr1c
1059,1,1,Ascl4
1060,1,1,Slc30a4
1061,1,1,Nrsn1
1062,1,1,Lpcat2
1063,1,1,Zbtb17
1064,1,1,Gtf2ird2
1065,2,1,Antxr1
1066,1,1,Tomm34
1067,2,1,Dnah2
1068,1,1,Bzw1
1069,1,1,Rbm18
1070,2,1,Lct
1071,1,1,Mtif3
1072,0,1,Zswim1
1073,1,1,Isoc1
1074,0,1,Gm15860
1075,0,1,Mrps12
1076,0,1,Nab2
1077,0,1,Zfp516
1078,1,1,Med8
1079,0,1,Gpr135
1080,0,1,Pea15a
1081,0,1,Vps51
1082,1,1,Mknk1
1083,0,1,Mtfp1
1084,0,1,Siae
1085,1,1,Znrd1
1086,1,1,4930581F22Rik
1087,1,1,Zfp689
1088,1,1,4930594M22Rik
1089,1,1,Radil
1090,2,1,Abca1
1091,0,1,Polr2i
1092,1,1,Zfp940
1093,1,1,Osbpl7
1094,1,1,Gatad1
1095,1,1,Kat8
1096,1,1,Gmppa
1097,0,1,Vstm2b
1098,2,1,A230072E10Rik
1099,1,1,Socs4
1100,0,1,Prrt3
1101,0,1,Zfp553
1102,1,1,Tada3
1103,2,1,Adamts6
1104,1,1,Fnta
1105,0,1,Notch2
1106,0,1,Jrkl
1107,0,1,Dbi
1108,2,1,Colgalt2
1109,1,1,Gpkow
1110,1,1,Cope
1111,1,1,Gm26660
1112,1,1,Chd5
1113,1,1,Nbeal2
1114,1,1,Nfkbil1
1115,0,1,Pnrc2
1116,1,1,Las1l
1117,1,1,Nme4
1118,1,1,Slc25a16
1119,1,1,Ikzf5
1120,1,1,Mrps22
1121,1,1,Vps4a
1122,1,1,Stradb
1123,0,1,Pianp
1124,2,1,Chrm3
1125,0,1,Mast1
1126,0,1,Slc35e4
1127,0,1,Tmem127
1128,0,1,Timm10
1129,0,1,Bola2
1130,2,1,Malt1
1131,2,1,Rnf144b
1132,0,1,Acta1
1133,1,1,Pygo1
1134,0,1,Nop56
1135,1,1,Bnip3
1136,0,1,Jmjd6
1137,1,1,Tbrg1
1138,1,1,Gtf2b
1139,1,1,Sdf2
1140,0,1,Dnajc14
