,preds,labels,genes
126,2,1,Atf6
127,0,1,Slc24a4
128,2,0,9630028H03Rik
129,1,2,Ighm
130,0,0,Ubl3
131,2,0,Cyth3
132,2,1,Atxn2
133,2,2,Fmn1
134,1,1,Cdk13
135,2,0,Cenpp
136,0,0,Fat4
137,0,0,Rps24
138,0,1,Kat6b
139,0,0,Jph3
140,0,1,Cnnm1
141,1,1,Orc4
142,2,1,Ksr2
143,0,1,Gtf2i
144,2,0,Nckap5
145,0,0,Zfyve28
146,1,1,Pspc1
147,2,1,Nfat5
148,2,1,Ola1
149,2,1,Ano3
150,0,1,Ndrg3
151,0,1,Sorbs1
152,2,1,Chchd3
153,2,1,Focad
154,2,1,Nmnat2
155,0,0,Lrrn2
156,2,1,Dis3l2
157,0,1,Clasp1
158,0,0,Gng7
159,0,0,Mrpl41
160,2,1,Inpp4a
161,2,1,Lmo7
162,2,0,Fam110b
163,0,1,Aplp1
164,2,0,Zfp106
165,2,0,Atf7ip
166,2,0,Lamc1
167,2,0,Tiam2
168,0,0,Rasl10a
169,1,0,Pgrmc1
170,2,1,Plxna2
171,2,1,Ralgapa2
172,2,1,Pcmtd1
173,0,0,Coro2b
174,2,1,Ext1
175,0,0,Rpl27a
176,0,0,Pcdh1
177,0,1,Myt1l
178,2,1,Jakmip2
179,2,0,Pard3b
180,2,1,Agtpbp1
181,0,1,Ppp3r1
182,0,0,Ctnnb1
183,0,0,Galnt2
184,2,1,Ccny
185,2,1,Chd2
186,2,1,Camk1d
187,0,1,Zfp532
188,0,1,Zranb1
189,1,1,Pcdh17
190,1,0,Abcb10
191,0,0,Foxo1
192,0,1,Dpysl2
193,0,0,Mmp17
194,2,1,R3hdm2
195,0,1,Dgkd
196,0,1,Rab11fip2
197,0,1,Fam222b
198,1,1,Actr3
199,0,1,Tub
200,2,1,Fam120c
201,2,0,Kcnh7
202,1,0,Npy5r
203,0,0,Rpl10a
204,1,0,Eif4g2
205,2,1,Memo1
206,1,1,Krit1
207,1,1,Zfp445
208,0,0,Orc6
209,0,1,Zmynd8
210,2,1,Prr14l
211,2,1,Prkcb
212,2,0,Tet2
213,2,0,Bach2
214,1,0,Rpl28
215,2,1,B3galt1
216,0,1,Nmt1
217,2,1,Rasgrf1
218,0,0,Rbm4
219,2,0,Ephb2
220,1,1,Zwint
221,0,1,Sgsm2
222,0,1,Slc24a2
223,2,1,Adcy2
224,2,1,Tasp1
225,0,0,Kcna4
226,1,0,0610030E20Rik
227,0,1,Ccnl1
228,0,0,Gm15624
229,0,1,Mtch2
230,2,1,Anks1b
231,2,1,Usp29
232,1,0,Grina
233,1,1,Man2a2
234,2,1,Usp48
235,1,0,Cttn
236,1,0,Rimklb
237,2,1,Man1a2
238,0,1,Daam1
239,2,0,Tm9sf3
240,1,0,Mier1
241,1,0,B4galt6
242,1,0,Zfp81
243,1,1,S100pbp
244,2,2,Esrrg
245,2,1,Wdr37
246,2,1,Smarca4
247,2,2,Ndst4
248,2,0,Lrrc28
249,0,0,H3f3b
250,1,0,Trib2
251,2,0,4430402I18Rik
252,0,0,Pnmal2
253,1,1,Rc3h1
254,0,1,Slc6a17
255,2,0,Tmx4
256,2,1,Bhlhb9
257,2,1,Xrcc4
258,2,0,Eda
259,0,1,Tra2b
260,2,1,Tbc1d19
261,0,0,Ubc
262,1,1,Pwwp2a
263,1,1,Strada
264,1,1,Araf
265,0,0,Purb
266,2,1,Sestd1
267,2,0,Myrip
268,0,1,Rnf165
269,2,1,Sntb2
270,2,1,Map2k6
271,1,1,Fbxo8
272,2,0,Kcnk2
273,2,1,Asb3
274,0,0,Bcl2l1
275,0,1,Nt5dc3
276,2,0,Mad1l1
277,0,0,St5
278,1,0,Arl8b
279,2,1,Csnk2a1
280,0,1,Fbxo41
281,1,0,Pdzd8
282,2,1,Uvrag
283,2,1,Opa1
284,2,0,Lhfpl2
285,2,0,Pcdh11x
286,0,1,Gabbr1
287,0,0,Bcar1
288,2,0,Pitpnb
289,0,0,Smad3
290,1,0,Dhx33
291,2,1,Sfmbt1
292,0,0,Pxdn
293,1,1,Zdhhc20
294,1,1,Tm9sf2
295,1,1,Ube2r2
296,2,0,Vps53
297,2,1,Myh10
298,2,1,Lmbr1
299,1,0,Msantd2
300,2,1,Dock4
301,2,0,Gm17106
302,2,1,Kdm5b
303,0,1,Tmem178
304,2,0,Moxd1
305,2,2,Chd7
306,0,1,Mapre2
307,2,1,Zswim5
308,2,1,Ptpn3
309,2,1,Vezt
310,0,0,Rpl22l1
311,1,1,Ube2g1
312,0,0,Ftl1
313,2,0,Zfp277
314,2,1,Nfx1
315,1,1,Pkp2
316,2,1,Hecw1
317,0,0,Commd3
318,2,1,Kat6a
319,1,0,Ddx24
320,2,1,Reps1
321,2,1,Tdrd3
322,2,1,Trappc9
323,2,1,Atp11c
324,1,0,Impad1
325,1,0,Srpr
326,2,1,Slc9a7
327,1,1,Zfp654
328,0,0,Epm2aip1
329,2,1,0610010F05Rik
330,1,0,Acp1
331,0,0,Gpr37
332,0,1,Fkbp1a
333,1,0,Jkamp
334,1,2,Riok1
335,2,2,Armc9
336,2,1,Tecpr2
337,1,1,Eps15l1
338,2,1,Ptprn2
339,0,1,Cpne1
340,1,0,Vps29
341,2,1,Dennd2a
342,0,0,Gas5
343,2,0,Aven
344,0,0,Slain1
345,0,1,Fam131a
346,2,0,Sar1b
347,2,1,Parg
348,0,0,Agpat3
349,2,1,Mnat1
350,2,1,Pibf1
351,1,1,Paxbp1
352,2,0,Mipep
353,2,1,Spata5
354,1,0,Shisa7
355,1,0,Rnf115
356,0,0,Pkm
357,2,0,Gm28375
358,1,0,Zc3h3
359,1,0,Zscan26
360,2,0,Rapgef4os1
361,2,1,Tpp2
362,2,0,Atg2b
363,1,0,Tmem38b
364,1,1,Metap2
365,1,1,Rab30
366,0,0,Vamp2
367,0,0,3110039M20Rik
368,1,0,Hipk3
369,2,1,Nsmce2
370,2,1,A330008L17Rik
371,2,0,Vwa3b
372,2,1,Smad4
373,1,0,Slc37a3
374,0,1,Hnrnph1
375,2,1,Phlpp2
376,2,1,Gorasp2
377,1,0,Tgfbr1
378,1,1,Zfp266
379,0,0,H2afz
380,0,1,Celf3
381,0,1,Map3k12
382,1,1,Chd3
383,2,1,Kpna4
384,0,1,Setd3
385,1,1,Lats1
386,2,2,Lama2
387,2,0,Usp50
388,0,1,Nrn1
389,2,1,Zfhx4
390,0,0,Nefl
391,2,1,Pik3c2a
392,2,1,Cnst
393,2,1,Cpne4
394,2,0,Slc1a3
395,1,0,B230219D22Rik
396,2,1,Wnk2
397,0,1,Msl1
398,0,0,E130102H24Rik
399,1,1,Sdha
400,0,0,Cisd1
401,2,1,Zhx3
402,0,0,Lingo3
403,2,1,Eya3
404,0,1,Ap1b1
405,0,0,Spata2
406,0,0,Myt1
407,1,0,Map9
408,0,0,Lcmt1
409,2,0,Vps33a
410,1,0,Gm16835
411,1,0,Atp5f1
412,0,0,Tmed2
413,0,0,Gpx4
414,2,0,Msh3
415,2,1,Col25a1
416,2,0,Gm15680
417,2,0,Igf2bp3
418,1,1,Nucks1
419,2,0,Rorb
420,0,1,Smpd3
421,1,0,Brcc3
422,0,1,Ogfod1
423,2,1,Rab27b
424,1,0,Uba5
425,1,0,Nck1
426,2,0,Fam149b
427,0,0,Cd81
428,1,1,Pank2
429,1,0,Ndufb11
430,2,1,Uqcc1
431,2,1,Eea1
432,2,0,Ggact
433,2,1,Scaf11
434,1,1,Pafah1b2
435,2,1,Ophn1
436,1,1,Mrpl1
437,1,0,Pnrc1
438,0,0,Ypel3
439,1,0,Tgoln1
440,0,1,Nme7
441,2,1,Cecr2
442,0,1,Stxbp6
443,1,0,Slc45a4
444,0,1,Usp22
445,0,0,Map1a
446,2,0,Epm2a
447,0,0,Prdm8
448,1,0,Tmed9
449,0,0,Psmd6
450,0,0,Rps27
451,1,0,Npdc1
452,0,0,Preb
453,2,0,Smurf1
454,2,0,Sumf1
455,2,1,Lin7a
456,2,1,Plekhm2
457,2,1,BC002059
458,1,0,Eif3f
459,0,0,Abhd17c
460,1,1,Carm1
461,0,1,Wdr20
462,2,1,Parn
463,0,0,Higd2a
464,1,0,Gde1
465,1,1,Gtf2a1
466,2,0,Slc16a4
467,0,1,4930570G19Rik
468,2,1,Acadsb
469,1,0,Tbca
470,2,1,Fbxo38
471,0,0,Pxylp1
472,1,1,Nbr1
473,2,1,Prkar2a
474,0,0,Amer3
475,2,2,A230006K03Rik
476,2,1,Cmtr1
477,0,0,Psma7
478,1,1,Hlf
479,0,1,Ankrd33b
480,1,1,Ube2l3
481,2,1,Nbeal1
482,2,0,Usp46
483,0,1,Srsf3
484,1,1,Fam81a
485,1,0,B4galt1
486,0,0,Atp5l
487,2,1,Itgb8
488,0,1,Fbxl16
489,2,0,Lekr1
490,1,1,Inpp5f
491,1,0,Psmb5
492,2,0,Ammecr1
493,1,0,Ap3m1
494,1,0,Ndufb8
495,0,1,Srsf4
496,2,1,Stim1
497,1,1,Brms1l
498,1,0,Tug1
499,2,0,Rnf141
500,1,1,Pnn
501,0,0,Uqcrh
502,0,0,Alkbh3
503,2,1,Drosha
504,1,0,Paxip1
505,1,1,Ncoa5
506,1,0,Pex13
507,0,1,Ppp1cc
508,2,1,Zfp943
509,1,1,Epha10
510,2,1,Lmln
511,2,1,Traf3
512,1,0,Atp5o
513,1,0,Rhou
514,1,1,Adss
515,2,0,Chmp4b
516,1,0,Gna12
517,1,1,Naa50
518,1,1,Mapk1ip1l
519,2,1,Rab3gap2
520,2,0,Cep128
521,1,1,Rhoa
522,0,0,Cdk5r1
523,1,1,Zfp932
524,1,1,Eml2
525,0,1,Mfap3
526,2,1,Ss18
527,2,0,Fam184b
528,1,0,Pgs1
529,1,0,Gm27241
530,2,1,Mitf
531,2,1,Zfyve1
532,1,1,Wdr45b
533,0,1,Lrrc4b
534,1,0,Zfp746
535,1,0,Ppp2r2d
536,0,1,Lmtk3
537,1,1,Klhl24
538,1,1,Fam92a
539,0,0,Set
540,2,0,Xrcc6
541,1,1,Elavl1
542,1,0,Psma2
543,2,0,Cacng5
544,1,0,Dus4l
545,2,0,Ptprf
546,1,1,Birc2
547,0,0,Kctd12
548,0,1,Slitrk1
549,1,0,Trappc6b
550,1,0,Tomm5
551,2,0,Fam126a
552,1,0,Apobec4
553,0,1,Synpo
554,2,1,Chpt1
555,1,1,Phyhipl
556,2,0,Ddx1
557,2,0,Gab3
558,1,0,Lin7c
559,2,1,Wdr17
560,0,0,Cct5
561,2,1,Pik3cb
562,1,2,Ppt1
563,1,1,Klhl12
564,1,0,Gspt2
565,1,0,Stx2
566,2,1,Wdr43
567,1,0,Pfdn5
568,1,1,Rnf103
569,1,1,Gpi1
570,1,0,Hist1h2bc
571,2,1,Cul2
572,1,2,Zdhhc1
573,1,0,Ivns1abp
574,2,0,Rnf2
575,1,0,Zfp944
576,2,2,Pparg
577,1,0,Clta
578,0,0,D430019H16Rik
579,1,0,A930007I19Rik
580,2,1,Ghr
581,1,0,Srp9
582,1,0,Kdsr
583,0,0,Ndufa11
584,2,1,Ttc13
585,1,0,Edf1
586,1,1,Rybp
587,2,0,Scarb2
588,1,1,Myl12b
589,0,0,Kitl
590,1,1,Zfp157
591,1,0,Mrpl18
592,1,0,Gm29237
593,1,0,Ankrd46
594,2,0,Parm1
595,2,0,Tll1
596,0,0,Ets2
597,0,0,Nptxr
598,1,1,Exoc3
599,1,1,Rnf32
600,2,0,Tbc1d8b
601,2,1,Satb1
602,1,0,Bag4
603,0,0,Dnajb9
604,1,1,Zfp961
605,2,0,Galnt3
606,1,1,Vldlr
607,0,0,Sowaha
608,1,2,Dzank1
609,1,1,Mfsd11
610,1,0,Plbd2
611,1,1,Cisd2
612,1,1,Pcmt1
613,0,0,Arf5
614,0,0,Rbm4b
615,0,0,Ube2ql1
616,1,0,Slc25a33
617,2,1,Jade3
618,2,1,Arpc1a
619,1,0,Vbp1
620,1,0,Uchl4
621,1,0,Mrpl48
622,2,1,Wdr35
623,0,0,Btg2
624,1,0,Scyl3
625,0,1,Dhx32
626,2,1,Slc41a2
627,1,0,Slc35b4
628,1,1,Clip2
629,2,0,Zfp26
630,2,0,Rarb
631,1,0,Tmem170b
632,1,0,Nudt5
633,0,0,Gm14372
634,0,1,Zfr2
635,0,0,Sertm1
636,1,0,Pld3
637,2,0,Atg4a
638,0,2,Matk
639,0,0,Ehd3
640,1,1,Gnai3
641,2,1,Shoc2
642,1,1,Srpk1
643,1,0,Gm10010
644,1,0,Ap2m1
645,1,0,Tmem60
646,0,0,Hcfc1r1
647,1,1,Scap
648,2,1,Rasa3
649,1,1,Ash2l
650,2,1,Hibadh
651,1,0,Ndufa8
652,0,0,Slc48a1
653,1,0,Dek
654,2,1,Smad1
655,1,0,Plgrkt
656,1,0,Gabarapl2
657,0,0,Lrtm2
658,0,0,Tspyl1
659,0,1,Fem1b
660,0,0,Pgp
661,1,0,Aurkaip1
662,2,0,Bri3
663,0,0,Ncan
664,0,0,Dctn3
665,2,1,Gnptab
666,2,1,Sucla2
667,2,1,Brinp3
668,1,0,Map1lc3a
669,1,0,Errfi1
670,0,0,Gm26652
671,1,0,Nme2
672,1,0,Vipr1
673,1,0,Pom121
674,2,0,Frmd3
675,1,0,Cmas
676,1,1,Bbs5
677,1,0,Bop1
678,1,1,Lrrc58
679,2,0,Etv6
680,0,0,Gm26803
681,1,0,Dtymk
682,0,0,Atp5d
683,1,0,Tmem62
684,0,0,Tuba1b
685,1,0,Gm16183
686,1,1,Cltb
687,2,1,Pik3c3
688,1,0,Lsm8
689,0,0,Rpl39
690,2,0,Zdhhc2
691,1,1,Dnajc10
692,2,0,Rph3al
693,2,0,Adcy3
694,1,1,Csnk1d
695,2,1,Wnk3
696,0,0,1500011B03Rik
697,1,1,Zmat1
698,1,0,Pde6d
699,2,1,Rpgrip1l
700,0,0,Gpr68
701,0,0,Uqcrq
702,2,1,Glt1d1
703,1,1,Tgs1
704,1,0,Gm8098
705,1,0,Ap5z1
706,2,1,Reck
707,0,1,Gm13052
708,1,1,Cep95
709,0,0,Shc2
710,1,1,Cdk7
711,0,0,Dctn2
712,0,1,Mettl9
713,0,1,Dctn1
714,1,0,Pgam5
715,1,0,Tdrp
716,0,1,Lsm14a
717,1,0,C130060C02Rik
718,2,1,Tbl1x
719,1,1,Sec16a
720,0,0,Pdp1
721,1,1,Tsg101
722,1,0,Swi5
723,1,1,Ypel2
724,2,1,Cox10
725,1,1,Ndufaf5
726,2,0,Afap1l2
727,1,0,Mtx3
728,1,0,Pomp
729,0,1,Clns1a
730,0,0,0610009E02Rik
731,1,1,Bbs7
732,2,1,Smoc2
733,1,1,Itgb1
734,1,0,Nsun6
735,1,0,Ssr2
736,1,0,Smpd4
737,0,0,Lrrc29
738,0,0,Nolc1
739,0,0,Slc30a1
740,0,0,Celsr3
741,1,0,Ppat
742,1,0,Nuak1
743,0,0,Ndufb2
744,1,0,Man2c1os
745,1,0,Nkain1
746,2,1,4931406P16Rik
747,2,1,Trappc11
748,0,0,Psd
749,1,0,Sar1a
750,1,1,Zcchc2
751,1,0,Otulin
752,1,0,Rpl22
753,1,0,Higd1a
754,0,1,Soga1
755,1,0,Psmd7
756,2,0,Saysd1
757,0,0,Fam160b1
758,2,1,Ccdc34
759,2,0,Wdr19
760,0,0,Fbxl18
761,1,0,Gclm
762,2,0,Nsun3
763,1,2,4930447C04Rik
764,1,0,Rcan3
765,0,0,Ppdpf
766,1,0,Igdcc3
767,2,0,Map3k1
768,1,0,Gnpat
769,0,0,Cers1
770,2,1,Sergef
771,2,1,Fbxl2
772,1,1,Extl3
773,0,2,Mbd6
774,2,1,Fancl
775,2,0,Rspo3
776,1,0,Tsc2
777,0,0,AI480526
778,1,0,Il20rb
779,1,0,Rwdd1
780,2,1,Osbpl10
781,0,0,4732440D04Rik
782,1,0,Cggbp1
783,1,0,Tigd2
784,2,1,Heca
785,1,0,Lurap1
786,1,0,Trim3
787,1,0,Rab1b
788,1,1,Sp1
789,2,0,Gm14410
790,0,0,Ackr3
791,0,0,Nfe2l1
792,1,0,Gm15965
793,2,1,Invs
794,2,1,Nup205
795,0,0,Bmi1
796,1,0,Enoph1
797,1,0,Elac1
798,1,1,Snrnp40
799,0,0,Atp5g2
800,1,0,Ncstn
801,2,0,Adam12
802,1,0,Uhmk1
803,1,0,Sult4a1
804,1,0,Gm17202
805,2,2,Cdh20
806,2,1,Col4a1
807,1,0,Ddx19a
808,1,0,Ikbkg
809,0,0,Tbcc
810,1,0,Fndc1
811,1,0,Bex1
812,0,0,Cacybp
813,1,0,BC004004
814,0,0,Hnrnpab
815,1,0,Nudt11
816,1,1,Ldhb
817,1,0,Smim7
818,0,1,Mapk4
819,1,0,Ranbp6
820,1,1,Ctr9
821,2,0,Antxr2
822,1,1,Tshz3
823,0,0,Ndufb7
824,1,1,Xpot
825,0,0,Rpl7l1
826,1,1,1600020E01Rik
827,1,0,Brd9
828,1,1,Cxadr
829,1,0,Hspbp1
830,1,1,Cenpv
831,2,1,Gas2
832,0,0,Nap1l2
833,1,0,Ypel5
834,0,0,Prpf19
835,2,0,Pex7
836,1,1,Wsb1
837,2,0,Gan
838,1,0,Lamtor5
839,0,0,Ifngr2
840,1,0,AV039307
841,0,0,Napa
842,1,1,Ei24
843,0,0,Dguok
844,1,0,Zbtb6
845,1,0,Cyb561a3
846,1,0,Apip
847,1,0,Osgin2
848,1,0,Clcc1
849,1,0,Gprasp2
850,2,1,Ston2
851,1,0,Stk38l
852,1,0,Cstf2t
853,1,0,Gnpda2
854,0,0,Atg9a
855,2,1,Tpd52l1
856,1,0,Sco2
857,2,0,4930422M22Rik
858,2,1,Mthfd1l
859,0,0,Gpr162
860,1,0,Gpr26
861,0,0,Wdr83os
862,1,0,Rhof
863,2,0,Zfp438
864,1,1,Rap1b
865,2,0,Snx19
866,1,0,Impdh2
867,0,1,Plk2
868,2,0,Plcg2
869,1,0,Fam174a
870,1,0,Ube2v1
871,0,0,Gm14296
872,1,0,Yeats4
873,2,0,Flt3
874,1,0,Ofd1
875,2,1,Zfyve26
876,1,0,Hagh
877,2,0,Spice1
878,1,0,Tdg
879,1,0,Tomm22
880,1,0,Polr2g
881,2,0,Smyd2
882,1,1,Timm44
883,1,0,Ptpmt1
884,0,1,Ptma
885,2,0,Cbfa2t3
886,0,0,Tbr1
887,2,1,Gdap2
888,1,0,Grpel2
889,2,0,Mthfd2l
890,1,0,Mrpl12
891,0,0,Cdkl1
892,1,0,Xbp1
893,2,0,Gnpnat1
894,0,0,Ramp2
895,1,0,Suv39h2
896,2,1,Ttc39b
897,2,0,Gcnt2
898,2,2,Stk33
899,0,1,Atp6v0e
900,1,0,Kcns2
901,1,0,Elovl4
902,1,0,Srp19
903,1,0,Naa60
904,2,1,Pik3c2b
905,1,1,Tmem65
906,1,0,Arl6ip6
907,0,0,Mrps16
908,1,0,Gm4673
909,1,0,Pop1
910,0,0,A130014A01Rik
911,1,0,Rrp1b
912,2,0,Commd1
913,1,1,Riok2
914,1,0,Bves
915,1,0,Ap4b1
916,1,1,Gpt2
917,0,0,C2cd2l
918,1,1,Becn1
919,1,0,Rbks
920,2,0,Gm14858
921,1,0,Haus3
922,1,0,Acot8
923,1,0,Vangl2
924,1,0,Tjap1
925,1,0,Atxn7l1os1
926,1,1,Tmem130
927,0,0,Rin1
928,0,0,Trappc2l
929,1,0,Zfp68
930,1,0,Lsm4
931,2,0,Dtwd2
932,1,0,Tmem132a
933,0,0,Senp3
934,0,0,Ndufa7
935,1,0,Zfp408
936,2,0,Plekhb2
937,0,0,Gm10516
938,1,0,Unc119b
939,0,0,Pip5k1c
940,2,0,Dnhd1
941,1,0,Mrpl17
942,2,0,Gm16599
943,1,0,Slc31a2
944,2,0,Col19a1
945,1,0,Mettl7a1
946,0,0,0610010K14Rik
947,1,0,Map2k7
948,1,1,Agrn
949,2,0,Rint1
950,1,0,Fn3k
951,1,0,4933423P22Rik
952,0,0,Rbm8a
953,0,0,Ubald1
954,1,1,Fhl1
955,1,0,N6amt1
956,0,0,Sharpin
957,2,0,Fam151b
958,1,0,Wdr77
959,0,0,Bod1
960,2,0,Gm15083
961,0,0,Map1lc3b
962,0,0,Wscd1
963,2,0,B3gntl1
964,1,0,Dnaja4
965,1,0,Dgkq
966,2,1,Apaf1
967,0,0,Tcta
968,0,1,Pdia4
969,0,1,Hspd1
970,2,1,Nyap2
971,1,1,Ndufa1
972,0,1,Aprt
973,1,1,Mtrr
974,2,1,Snx4
975,1,1,Chrd
976,2,1,Hsd17b12
977,1,1,Paqr8
978,2,1,Thoc5
979,0,1,Cct6a
980,0,1,Mrpl2
981,1,1,Rpp21
982,1,1,Iah1
983,1,1,E130309D02Rik
984,1,1,Tiparp
985,0,1,Rgs8
986,1,1,Rnaseh2c
987,1,1,Tmem183a
988,0,1,Eme2
989,2,1,Efna5
990,2,1,Nek3
991,1,1,Taf12
992,0,1,Cdkn2d
993,1,1,Ppil1
994,1,1,Tpgs2
995,1,1,Commd6
996,1,1,Dtwd1
997,1,1,Mrps5
998,1,1,Nkrf
999,0,1,Cacnb1
1000,1,1,Psma5
1001,1,1,Gng10
1002,1,1,Gne
1003,1,1,Ppid
1004,1,1,Psmd3
1005,1,1,Gm17477
1006,1,1,Gm10563
1007,2,1,Zfp955b
1008,2,1,Adcy10
1009,1,1,Tmem222
1010,1,1,Psmd4
1011,1,1,Asna1
1012,1,1,Gm26542
1013,1,1,Slc35a5
1014,1,1,Faim
1015,0,1,Apc2
1016,1,1,Sec61g
1017,0,1,Eef1a2
1018,0,1,Mrpl51
1019,1,1,Bcs1l
1020,1,1,Psph
1021,1,1,Gm16126
1022,1,1,Snw1
1023,0,1,6230400D17Rik
1024,0,1,Pcbp1
1025,2,1,Qrsl1
1026,0,1,Lrrc24
1027,0,1,Fbxl15
1028,1,1,Whamm
1029,0,1,Ptov1
1030,1,1,Tmem237
1031,1,1,Gm26782
1032,2,1,Tvp23b
1033,1,1,Ruvbl1
1034,1,1,2700062C07Rik
1035,1,1,Prpsap2
1036,2,1,Lmf1
1037,1,1,4930453N24Rik
1038,1,1,Slc39a9
1039,1,1,Nudt9
1040,0,1,2810006K23Rik
1041,2,1,Cachd1
1042,1,1,Kctd2
1043,0,1,Rab33a
1044,2,1,Ptn
1045,2,1,Ackr4
1046,1,1,Mrpl11
1047,2,1,Thumpd2
1048,1,1,Gm16845
1049,1,1,Rragc
1050,2,1,Tmtc4
1051,1,1,Ppp2r1b
1052,1,1,Vcpkmt
1053,1,1,Prdm4
1054,2,1,Asb5
1055,1,1,Fbxo46
1056,1,1,Dgcr6
1057,0,1,1700056N10Rik
1058,1,1,Flywch2
1059,1,1,Cd164
1060,1,1,Plag1
1061,1,1,Dbndd2
1062,1,1,Tpgs1
1063,0,1,Eef2
1064,1,1,Znhit3
1065,0,1,Sept5
1066,1,1,Zmym1
1067,1,1,Mbd1
1068,1,1,Dut
1069,1,1,BC005624
1070,1,1,Cdr2l
1071,0,1,Tmem246
1072,2,1,Efcab2
1073,2,1,Gm553
1074,1,1,Cnr1
1075,1,1,Ppm1g
1076,1,1,Cog8
1077,1,1,Trp53inp1
1078,1,1,Rragd
1079,1,1,Smyd4
1080,0,1,Gm29170
1081,1,1,Dynlt1a
1082,0,1,Gipc1
1083,0,1,4933406C10Rik
1084,2,1,Zfp945
1085,1,1,Cluh
1086,1,1,Slc22a5
1087,1,1,Shcbp1l
1088,1,1,Crkl
1089,1,1,Atp5e
1090,0,1,1110038F14Rik
1091,1,1,Gcsh
1092,1,1,Sec61b
1093,0,1,Mgat2
1094,1,1,Scamp2
1095,2,1,Sorcs1
1096,0,1,Srm
1097,2,1,Lrrc1
1098,0,1,Shisa4
1099,2,1,Tpk1
1100,1,1,Cebpg
1101,0,1,Leng9
1102,1,1,Rmdn3
1103,2,1,Dcbld1
1104,1,1,Fdx1
1105,1,1,Bdh1
1106,0,1,Med9
1107,0,1,Gm12122
1108,0,1,Gm12536
1109,1,1,Ccdc124
1110,0,1,2700046G09Rik
1111,1,1,Smo
1112,1,1,Mrpl27
1113,2,1,Calhm2
1114,1,1,Ptrhd1
1115,0,1,Prdx2
1116,1,1,B3gat3
1117,1,1,Gkap1
1118,0,1,Srp68
1119,0,1,Pfn1
1120,2,1,Oxsr1
1121,1,1,Ift122
1122,0,1,Hmg20b
1123,0,1,Pusl1
1124,1,1,Tceanc2
1125,1,1,Slc35e1
1126,1,1,Gzf1
1127,0,1,Gps2
1128,0,1,Zbtb26
1129,1,1,Gal3st3
1130,1,1,Dcaf11
1131,1,1,Scoc
1132,1,1,Tmem230
1133,1,1,Aph1b
1134,1,1,Wdr91
