gene_name,gene_length,gene_type,gene_chr
Lrp1b,2058378.0,,
Nell2,453329.0,,
Grm3,239629.0,,
Cacna2d1,439820.0,,
Cdk19,144254.0,protein_coding,chr10
Slc35f1,421089.0,protein_coding,chr10
Rorb,180591.0,,
Kcnq5,563539.0,,
Epha7,154368.0,protein_coding,chr4
Asic2,1088288.0,protein_coding,chr11
Nebl,387555.0,protein_coding,chr2
Syt14,144542.0,,
6030407O03Rik,246378.0,lincRNA,chr1
A830018L16Rik,561796.0,,
Map1b,95094.0,protein_coding,chr13
Dab1,1125485.0,protein_coding,chr4
Hs3st4,416120.0,,
Fign,126531.0,protein_coding,chr2
Gulp1,245327.0,protein_coding,chr1
Grip1,633431.0,protein_coding,chr10
Cd81,15195.0,,
Tenm3,616269.0,protein_coding,chr8
Fchsd2,191542.0,protein_coding,chr7
Plxna4,443924.0,,
Bcl2,176096.0,protein_coding,chr1
Rgs20,160709.0,protein_coding,chr1
Grin2b,460278.0,protein_coding,chr6
Mitf,214297.0,,
Dscam,579912.0,protein_coding,chr16
Stxbp5l,270020.0,,
Nrg1,1069703.0,protein_coding,chr8
Plp1,17062.0,protein_coding,chrX
Sncaip,148226.0,protein_coding,chr18
Fmn1,389031.0,protein_coding,chr2
Klhl29,298210.0,protein_coding,chr12
Nr3c2,345570.0,,
Ptprn2,791129.0,protein_coding,chr12
Kctd8,232394.0,protein_coding,chr5
Rasgef1b,511639.0,,
Rps8,2416.0,,
Dync1i1,302400.0,protein_coding,chr6
Map4k4,125397.0,protein_coding,chr1
Npas3,823498.0,protein_coding,chr12
Cst3,3970.0,,
Maml3,419169.0,protein_coding,chr3
Gpr37l1,7447.0,,
Fstl4,423904.0,protein_coding,chr11
Rora,734460.0,protein_coding,chr9
Plcl1,348364.0,protein_coding,chr1
Dach2,538876.0,,
Adk,395995.0,protein_coding,chr14
Ppp2r3a,146711.0,,
Msi2,379131.0,protein_coding,chr11
Arhgap5,68003.0,,
Prickle1,96777.0,,
Hdac9,869515.0,,
Xkr4,465597.0,,
Spock1,487137.0,protein_coding,chr13
Sgcd,1092716.0,,
Il1rapl1,1374775.0,protein_coding,chrX
Akt3,238130.0,,
Kcnh7,490873.0,protein_coding,chr2
Arl6ip1,10771.0,,
Pex5l,193839.0,protein_coding,chr3
Ndst3,164687.0,protein_coding,chr3
Plekha5,173056.0,protein_coding,chr6
Pde8a,120937.0,protein_coding,chr7
Kank1,197521.0,protein_coding,chr19
C1ql3,8349.0,protein_coding,chr2
Mllt3,263439.0,protein_coding,chr4
Rapgef4,276234.0,protein_coding,chr2
Rpl41,1191.0,,
Atp6v0c,5836.0,,
Elavl2,150022.0,protein_coding,chr4
Pabpn1,5669.0,,
Prkcb,345651.0,protein_coding,chr7
Manf,53667.0,,
Nrcam,273079.0,protein_coding,chr12
Dpyd,870795.0,,
Cntn6,370616.0,,
Megf10,164377.0,,
Gabrb1,490924.0,,
Zbtb16,181925.0,protein_coding,chr9
Usp24,125109.0,,
Tnc,87230.0,,
Atp13a4,149011.0,,
Atp2b1,111737.0,protein_coding,chr10
Cacnb4,248511.0,,
Akap13,299075.0,protein_coding,chr7
Rps16,2503.0,,
Unc13c,489544.0,protein_coding,chr9
Dock1,502985.0,protein_coding,chr7
Herc1,158325.0,,
Nedd4l,330123.0,protein_coding,chr18
Cdh20,226952.0,,
Arhgef12,143397.0,,
Cacna1d,451516.0,protein_coding,chr14
Tle1,83777.0,,
Gpcpd1,58647.0,protein_coding,chr2
Btaf1,86673.0,protein_coding,chr19
Kif21a,116672.0,protein_coding,chr15
Phldb2,207355.0,protein_coding,chr16
Kcnmb2,297673.0,protein_coding,chr3
Scd2,13190.0,protein_coding,chr19
Olig1,2161.0,protein_coding,chr16
Sh3d19,159417.0,,
Rabac1,3002.0,,
Cspg5,18793.0,,
Pde1a,295005.0,protein_coding,chr2
Rims2,486111.0,protein_coding,chr15
Abca8a,70344.0,,
Cntn3,410446.0,,
Lingo2,1245100.0,protein_coding,chr4
Atp6v0b,3007.0,,
Gab2,227360.0,,
Prr5l,168742.0,protein_coding,chr2
Sema3a,477151.0,protein_coding,chr5
Unc5c,369708.0,protein_coding,chr3
Enox1,564997.0,protein_coding,chr14
2610035D17Rik,157943.0,lincRNA,chr11
Rin2,212401.0,protein_coding,chr2
Csgalnact1,378365.0,protein_coding,chr8
Pde4b,519716.0,protein_coding,chr4
Fnip1,80036.0,,
Tuba1a,3866.0,protein_coding,chr15
Fam135b,296229.0,protein_coding,chr15
Cmss1,304864.0,protein_coding,chr16
Nfia,346140.0,protein_coding,chr4
Sntg1,938403.0,,
Pls1,92669.0,protein_coding,chr9
Slc8a3,135265.0,protein_coding,chr12
Rreb1,173605.0,protein_coding,chr13
Tspan3,33752.0,,
Gabra2,138252.0,protein_coding,chr5
Prpf4b,30762.0,,
Sptbn1,168780.0,,
Dcaf6,131777.0,protein_coding,chr1
Pld5,313006.0,protein_coding,chr1
E130307A14Rik,110595.0,processed_transcript,chr10
Gpm6b,150077.0,protein_coding,chrX
Lrba,558012.0,protein_coding,chr3
Ubb,2042.0,,
Specc1,266250.0,protein_coding,chr11
Cspg4,34837.0,protein_coding,chr9
Scrg1,21662.0,,
Gsg1l,203991.0,protein_coding,chr7
Gmds,519161.0,,
Gm21860,,,
Tbc1d5,446228.0,protein_coding,chr17
Tmsb4x,2222.0,,
Upp2,225673.0,,
St18,373709.0,,
Luzp2,433387.0,protein_coding,chr7
Enah,123606.0,,
Tnik,412644.0,protein_coding,chr3
Hecw2,388292.0,protein_coding,chr1
Mbnl2,156028.0,,
Lrfn5,335192.0,,
Dclk1,296704.0,,
Smg6,238625.0,,
Ptpn4,185146.0,,
Mcc,387122.0,protein_coding,chr18
Sox5,953552.0,protein_coding,chr6
Trim2,146438.0,,
Tpk1,321277.0,,
Ncam2,426131.0,protein_coding,chr16
Phyhipl,98283.0,,
Crebrf,60985.0,,
Magi2,1477756.0,protein_coding,chr5
Fryl,236632.0,,
Pde10a,461276.0,protein_coding,chr17
Ptprg,688509.0,protein_coding,chr14
Ccser1,1202541.0,,
Plekhg1,226939.0,protein_coding,chr10
Mbd5,375897.0,protein_coding,chr2
Nrg3,1104136.0,protein_coding,chr14
Gm15398,125776.0,,
4732471J01Rik,189598.0,,
2210408F21Rik,117053.0,processed_transcript,chr6
Ahi1,127882.0,,
Nxph1,300601.0,protein_coding,chr6
Cobll1,151064.0,,
Ppfia2,465613.0,protein_coding,chr10
Kcnh5,280112.0,,
Rabgap1l,574037.0,,
Fgd4,183632.0,,
Mmp16,266252.0,,
Nmnat2,164268.0,,
St6gal1,135610.0,,
Zdhhc2,86453.0,protein_coding,chr8
Robo1,737789.0,protein_coding,chr16
Scaper,388240.0,,
Arhgap21,120962.0,,
Cacna1a,301607.0,protein_coding,chr8
Megf11,323579.0,protein_coding,chr9
Fam193a,116523.0,,
Pou6f2,276588.0,protein_coding,chr13
Tmeff2,286623.0,protein_coding,chr1
Sash1,163851.0,protein_coding,chr10
Ppfibp2,153376.0,protein_coding,chr7
Sema6d,577801.0,protein_coding,chr2
Rab11fip4,106811.0,protein_coding,chr11
Unc13b,205918.0,,
Ckb,2977.0,,
Pias1,109556.0,,
Cpeb3,187310.0,,
Etv5,58410.0,protein_coding,chr16
Peg3,26539.0,protein_coding,chr7
Gm16759,170090.0,,
Syn2,147104.0,protein_coding,chr6
Sorcs1,535347.0,protein_coding,chr19
Kcnh8,376485.0,protein_coding,chr17
Glcci1,87948.0,protein_coding,chr6
Adcy8,225212.0,,
Xpr1,141714.0,protein_coding,chr1
Car10,503721.0,,
Nsf,132274.0,protein_coding,chr11
9930021J03Rik,91587.0,,
Prkca,410541.0,protein_coding,chr11
Itm2b,23063.0,,
Gabrg3,670723.0,,
Wls,98992.0,,
Fam222b,62040.0,protein_coding,chr11
Rassf3,65997.0,protein_coding,chr10
Efemp1,73539.0,protein_coding,chr11
2610316D01Rik,97823.0,,
Trim9,103081.0,protein_coding,chr12
Tmem117,466866.0,,
Shc4,96701.0,,
Ttyh2,45546.0,protein_coding,chr11
Serpine2,66983.0,protein_coding,chr1
Pou2f1,137524.0,,
Pard3b,1003460.0,,
Sfmbt2,224743.0,protein_coding,chr2
9330111N05Rik,165976.0,,
Dennd4a,108327.0,,
Pak1,123840.0,,
Apbb2,320081.0,protein_coding,chr5
Gigyf2,123798.0,,
Stk33,159858.0,,
Lrrtm4,791266.0,,
Lrch3,101547.0,protein_coding,chr16
Lrp1,82987.0,protein_coding,chr10
Sik2,116272.0,,
Cnot2,96350.0,,
Crtc3,102250.0,protein_coding,chr7
Ptprm,687510.0,protein_coding,chr17
Myo6,146698.0,protein_coding,chr9
Nrxn2,125438.0,protein_coding,chr19
Rnf13,99171.0,,
Xrcc4,315581.0,,
Plscr4,35083.0,,
Map7,133119.0,protein_coding,chr10
Arhgap35,121274.0,protein_coding,chr7
Tmtc2,386788.0,protein_coding,chr10
Rtn1,197302.0,protein_coding,chr12
Kansl1l,98314.0,protein_coding,chr1
Aak1,153706.0,,
Lin52,94723.0,,
Rpsa,4680.0,,
Pkp4,194358.0,,
Wwox,913053.0,protein_coding,chr8
Camta1,944554.0,protein_coding,chr4
Chd3,26133.0,,
Tjp2,130525.0,protein_coding,chr19
Ddhd1,69676.0,protein_coding,chr14
Mpped1,79027.0,protein_coding,chr15
Pdgfra,45923.0,protein_coding,chr5
Col27a1,120987.0,protein_coding,chr4
Chd2,115192.0,,
St5,179694.0,,
Bcas1,80854.0,protein_coding,chr2
Ascc3,258816.0,,
Acss1,50395.0,,
Neat1,20770.0,lincRNA,chr19
Map2k4,100054.0,,
Anks3,22769.0,,
Tspan5,165710.0,protein_coding,chr3
Rpl18,5379.0,protein_coding,chr7
Tmem47,27174.0,,
Aig1,221926.0,protein_coding,chr10
Fgf14,699220.0,protein_coding,chr14
Rbm33,102118.0,,
Ndn,3693.0,protein_coding,chr7
Calcrl,94785.0,,
Kcnk13,98183.0,,
Pten,68663.0,,
Dscaml1,327084.0,protein_coding,chr9
Tubb3,10591.0,protein_coding,chr8
Cox6a1,3339.0,,
Nkain2,1201152.0,,
Sept7,56132.0,,
Neo1,161754.0,,
Spopl,65886.0,,
D7Ertd443e,235381.0,,
Fnbp1,115802.0,protein_coding,chr2
Notch2,136834.0,protein_coding,chr3
Vav3,345045.0,protein_coding,chr3
Gab1,116081.0,protein_coding,chr8
Stag2,127868.0,,
Sparc,28683.0,,
Tbl1xr1,139942.0,,
Phf21a,271549.0,,
Ano4,395768.0,,
Ppp2r5e,145364.0,protein_coding,chr12
Nf1,241919.0,protein_coding,chr11
Fndc3b,295145.0,protein_coding,chr3
Gm29514,75624.0,antisense,chr1
Ly6h,15987.0,,
Cox4i1,5985.0,,
Basp1,50487.0,,
Kiz,114233.0,,
Sned1,65224.0,protein_coding,chr1
Arl15,362956.0,,
Cpeb4,63423.0,,
Gabrb2,209271.0,,
Bsg,7478.0,,
Cntnap5b,713177.0,,
Fli1,120657.0,protein_coding,chr9
Gpnmb,34383.0,protein_coding,chr6
Rps10,6251.0,,
Tmem100,6160.0,protein_coding,chr11
S100a16,5897.0,,
Chl1,239625.0,protein_coding,chr6
Rpl39,2882.0,,
Uri1,63559.0,,
Tns3,232883.0,protein_coding,chr11
Ankrd28,131883.0,,
Ndufc2,7799.0,,
Immp2l,931498.0,protein_coding,chr12
Prkd1,307867.0,protein_coding,chr12
Ppp2r2a,58388.0,,
Gm9750,144018.0,,
Wac,60196.0,protein_coding,chr18
Supt3,342138.0,,
Dyrk1a,125507.0,protein_coding,chr16
Gramd1b,238150.0,protein_coding,chr9
Col15a1,105006.0,protein_coding,chr4
Ndufa2,2225.0,,
Rpl34,3567.0,,
Asap2,279712.0,,
Phlpp1,222498.0,protein_coding,chr1
Chd6,162097.0,protein_coding,chr2
Tnks,139230.0,protein_coding,chr8
Gad2,71669.0,,
Cdk5rap2,193587.0,protein_coding,chr4
Map4k5,89450.0,,
Hmbox1,138271.0,,
Cox8a,2463.0,,
Nyap2,264814.0,,
Phc3,70044.0,,
Adam18,72509.0,protein_coding,chr8
Gm13483,137157.0,,
Rasa2,92317.0,,
Calr,5084.0,,
Fau,1680.0,,
Numb,127900.0,protein_coding,chr12
Resp18,6216.0,,
Mapre2,141528.0,protein_coding,chr18
Rps3a1,4762.0,,
Antxr1,201968.0,,
Spdya,37472.0,,
Son,31715.0,,
Plekha7,184891.0,protein_coding,chr7
Ric8b,100721.0,,
Dennd5a,66690.0,,
Pign,145255.0,,
Dbi,7798.0,,
Gprasp1,60741.0,,
Gpam,59970.0,,
Phf3,71582.0,,
Opcml,1134635.0,protein_coding,chr9
Tmbim6,17167.0,,
Slc22a17,6828.0,protein_coding,chr14
Ston2,155378.0,,
Gjc3,9637.0,,
Ndufa13,8378.0,,
Shisa9,286789.0,,
Tjp1,231616.0,,
Heg1,87206.0,,
Myo1e,192416.0,protein_coding,chr9
Hmgcll1,121495.0,protein_coding,chr9
Six3os1,17747.0,,
Sik3,211374.0,protein_coding,chr9
Cdon,86524.0,,
Tmcc3,279007.0,protein_coding,chr10
Trim35,14393.0,protein_coding,chr14
Psma3,21726.0,,
Mapkap1,218179.0,,
Rasgrf2,251256.0,protein_coding,chr13
Jph1,133329.0,,
Sesn3,58034.0,protein_coding,chr9
Ankhd1,98926.0,,
Fam110b,464133.0,protein_coding,chr4
Map3k5,208281.0,protein_coding,chr10
Hipk2,181775.0,protein_coding,chr6
Asxl1,58178.0,,
Pdzrn4,374938.0,,
Neto1,111766.0,protein_coding,chr18
Mageh1,1409.0,,
Ugp2,50063.0,,
Snx29,432564.0,protein_coding,chr16
Tpt1,3432.0,,
Serpini1,85948.0,,
Tnrc6c,109150.0,,
Prrx1,68591.0,,
Amy1,50989.0,,
Jarid2,192169.0,,
St7,250092.0,protein_coding,chr6
Ube2h,93250.0,,
Arsb,171386.0,protein_coding,chr13
Pld1,194667.0,,
Gas7,233553.0,protein_coding,chr11
Colgalt2,110865.0,protein_coding,chr1
Brd9,23084.0,,
Fbxl7,355121.0,,
Fam135a,89248.0,protein_coding,chr1
Rab8b,76023.0,,
Dtna,244580.0,protein_coding,chr18
Epha4,147903.0,protein_coding,chr1
Pum2,78447.0,,
Zfp532,109531.0,,
Reep5,29185.0,,
Gpld1,49349.0,,
Cpt1c,15479.0,,
Esyt2,109854.0,,
Lpcat2,63940.0,,
Tecr,36273.0,,
Fmnl2,275944.0,protein_coding,chr2
Gbf1,134001.0,protein_coding,chr19
Thsd4,555115.0,,
St6galnac5,165165.0,,
Spop,79326.0,,
Sec14l5,40162.0,,
Zbtb38,70061.0,protein_coding,chr9
Rybp,58920.0,,
Rps27,1129.0,,
Tm2d2,6049.0,,
Abi1,100168.0,protein_coding,chr2
Hmgb1,137787.0,,
Rps27a,2263.0,,
Rpl24,5160.0,,
Hectd2,66496.0,,
Ndufa4,7205.0,,
Tmem196,75424.0,,
B3galt1,556818.0,protein_coding,chr2
Ptprn,17475.0,protein_coding,chr1
Aff4,70997.0,,
Olfm3,221644.0,protein_coding,chr3
Rnf180,164814.0,,
Pam,300532.0,protein_coding,chr1
Ube2k,61755.0,protein_coding,chr5
Pafah1b1,50721.0,,
Fgf13,505926.0,protein_coding,chrX
Gm9801,114973.0,,
Camk2d,250024.0,protein_coding,chr3
Aff2,507743.0,,
Ntn4,106526.0,protein_coding,chr10
Car2,14497.0,,
Osbpl8,132497.0,,
5031425E22Rik,51961.0,lincRNA,chr5
Mecp2,108771.0,,
Tmem147,1839.0,,
Dleu2,79534.0,processed_transcript,chr14
Cpeb2,56554.0,protein_coding,chr5
Mylk,257210.0,,
Wdpcp,326754.0,protein_coding,chr11
Sgce,72857.0,,
Abcd3,56528.0,,
Dis3l2,346287.0,,
Micu3,78850.0,,
Rnf216,122101.0,,
BC031181,4284.0,,
Rpl11,25163.0,protein_coding,chr4
Helz,145896.0,,
Rpl36,,,
Itpkb,94317.0,protein_coding,chr1
Prr16,302311.0,protein_coding,chr18
Gm4924,68627.0,,
Ftx,62883.0,,
Thsd7b,945976.0,,
Rps2,3813.0,,
Rnf144a,114290.0,protein_coding,chr12
Fam219a,51847.0,protein_coding,chr4
Sgcz,1139210.0,,
Sgk1,117719.0,protein_coding,chr10
1110038F14Rik,2473.0,,
Stk39,261823.0,,
St8sia4,79889.0,,
Pllp,21384.0,protein_coding,chr8
Ptbp3,77496.0,,
Vmn2r29,16001.0,,
Cog5,282761.0,protein_coding,chr12
Htr1f,181125.0,,
Zranb1,55249.0,,
Zfp592,51483.0,protein_coding,chr7
Arrdc3,12658.0,,
Gprin3,79068.0,,
Hbs1l,72919.0,,
Farp1,248544.0,protein_coding,chr14
Picalm,83252.0,,
Gucy2f,115771.0,,
Rpl15,3568.0,protein_coding,chr14
Sulf1,168915.0,protein_coding,chr1
Tlk1,113321.0,,
Itsn2,121324.0,protein_coding,chr12
Spata1,42557.0,,
Maged1,6669.0,,
Ints6,84839.0,,
Rffl,68761.0,protein_coding,chr11
9430091E24Rik,16594.0,,
Ppp1r21,58249.0,protein_coding,chr17
R3hdm2,119057.0,,
Tead1,227489.0,protein_coding,chr7
Ube2g1,79198.0,,
Ntn1,191459.0,protein_coding,chr11
Rps6ka5,178544.0,protein_coding,chr12
Kcnt2,365909.0,protein_coding,chr1
Chrm3,485361.0,protein_coding,chr13
Asap1,296062.0,protein_coding,chr15
Wipf1,100124.0,protein_coding,chr2
Itch,93346.0,,
Vwa8,353258.0,protein_coding,chr14
Gucy1a2,361958.0,,
Cdkl3,85563.0,,
Scmh1,124905.0,,
Jmy,69707.0,,
Trps1,235711.0,,
Rpl14,3210.0,,
Ddost,7898.0,,
Aqp4,21486.0,,
Hspa5,5577.0,,
D430041D05Rik,267940.0,,
Fhit,1611943.0,protein_coding,chr14
Ano6,183908.0,protein_coding,chr15
Rpl28,2192.0,,
E230016M11Rik,44055.0,,
Cnot1,88013.0,,
Angpt2,51299.0,,
Gm2a,14914.0,,
Grin3a,184133.0,protein_coding,chr4
Clybl,220530.0,,
Cep350,128291.0,,
Nfat5,86047.0,,
Ppp1r16b,100936.0,protein_coding,chr2
Megf9,107930.0,,
Rnf144b,125335.0,protein_coding,chr13
Calm1,10379.0,,
Pcbp3,200030.0,,
Nsmce2,227437.0,protein_coding,chr15
Cdk12,75445.0,,
Sp4,66507.0,protein_coding,chr12
Taf15,33657.0,,
Tox,305204.0,,
Fyn,196526.0,protein_coding,chr10
Jkamp,15872.0,,
Caprin1,34708.0,,
Ampd3,44199.0,protein_coding,chr7
R3hcc1l,73584.0,,
Tmem29,61381.0,,
Tmem121,3593.0,protein_coding,chr12
Emc10,6592.0,,
Mib1,93156.0,protein_coding,chr18
Tfdp2,127371.0,protein_coding,chr9
Rps5,4396.0,,
Tmem132d,651447.0,protein_coding,chr5
Arnt2,163898.0,protein_coding,chr7
Dad1,18625.0,,
Nfe2l3,26098.0,,
Senp6,78050.0,,
Rps6,2752.0,protein_coding,chr4
1700047M11Rik,15335.0,,
Cacul1,56329.0,,
Atp8b1,132300.0,,
Tsga10,111653.0,,
Ophn1,336748.0,,
Trib2,25195.0,,
Daam2,108321.0,protein_coding,chr17
AW554918,298322.0,,
Map4,152495.0,protein_coding,chr9
Fut8,238213.0,,
Cdkal1,663928.0,protein_coding,chr13
A330102I10Rik,25937.0,,
Fer,276434.0,,
Gpr17,6639.0,protein_coding,chr18
Chrm2,140330.0,protein_coding,chr6
Txndc16,86863.0,,
Kat6b,191044.0,,
Tmem135,264508.0,,
Hspa12a,147904.0,protein_coding,chr19
Ap1g1,85650.0,,
Mms19,40071.0,,
Yes1,75886.0,,
Rps26,2213.0,,
Glul,9779.0,,
Pacs1,139961.0,,
Ssr2,12543.0,,
Gtdc1,363245.0,protein_coding,chr2
Elp4,203537.0,protein_coding,chr2
Psenen,1764.0,,
Zfp608,104507.0,,
Cnot6l,93838.0,protein_coding,chr5
Prkacb,83416.0,,
Herc6,83632.0,,
Ctnna3,1573569.0,protein_coding,chr10
Fgfr3,15394.0,protein_coding,chr5
Kmt2e,69794.0,,
Kcnk2,194343.0,protein_coding,chr1
Sos2,98090.0,,
Ngly1,62646.0,,
9530036O11Rik,475721.0,lincRNA,chr5
Rfx4,150476.0,,
Gabbr2,329568.0,,
Snx1,38454.0,,
Nrf1,105470.0,,
Galnt3,42228.0,protein_coding,chr2
Sh3kbp1,350797.0,,
1810026B05Rik,19192.0,,
Gpatch8,80477.0,,
Ank1,175653.0,protein_coding,chr8
Rsrc1,377006.0,protein_coding,chr3
AY036118,,,
Reps2,231695.0,,
Ocln,56211.0,protein_coding,chr13
Tspan2,66984.0,protein_coding,chr3
Ndfip1,54907.0,,
Dnmt3a,108436.0,,
Atf7,99518.0,,
Tmem59,22597.0,,
Erc1,277371.0,,
Ramp2,13518.0,protein_coding,chr11
Ppp3cb,47209.0,,
Foxo1,84885.0,,
Zfp40,19383.0,,
4732463B04Rik,14338.0,lincRNA,chr12
2010315B03Rik,20892.0,,
Zfand6,76193.0,,
Hace1,134516.0,,
Ndufb8,6868.0,,
Igf1r,280841.0,protein_coding,chr7
Grik4,426358.0,protein_coding,chr9
Tsg101,31020.0,,
Laptm4a,17078.0,,
Syt11,30464.0,,
Jak1,112915.0,,
Aspa,24604.0,,
4833422C13Rik,40207.0,,
Atn1,13980.0,protein_coding,chr6
Trim44,107709.0,protein_coding,chr2
Spcs1,1846.0,,
Ckap5,93902.0,,
Bfsp2,55496.0,,
Add3,106956.0,protein_coding,chr19
Igsf11,134488.0,protein_coding,chr16
Eid2,1391.0,,
Ppib,6401.0,,
Shprh,68168.0,,
Wrn,151143.0,,
Myo1d,297899.0,protein_coding,chr11
Kdm4c,163363.0,,
Cnpy2,5094.0,,
Tmem50a,17175.0,,
Ttc14,15028.0,,
Rps6ka3,157937.0,,
Lifr,106875.0,protein_coding,chr15
Hnmt,46484.0,,
Kdm2a,83866.0,,
Slc24a3,474412.0,,
Araf,62705.0,protein_coding,chrX
Tbl1x,151970.0,protein_coding,chrX
Ptpn21,60664.0,,
Atp8a2,558639.0,protein_coding,chr14
Napb,38482.0,,
Rplp1,1258.0,,
Rps12,2092.0,,
Snx25,118898.0,,
Brd4,88448.0,,
Sesn1,98489.0,protein_coding,chr10
Cnot6,41220.0,,
Rpl29,2114.0,,
Cdk13,94782.0,protein_coding,chr13
Dip2b,180809.0,protein_coding,chr15
Atg10,288612.0,,
Afap1l2,95867.0,protein_coding,chr19
Gm26618,65213.0,,
Wdr44,112974.0,protein_coding,chrX
Cbfa2t2,102875.0,,
Stx8,240955.0,protein_coding,chr11
Etfa,57735.0,,
Ahcyl1,33442.0,,
Tubb5,4385.0,,
Mga,72353.0,,
Itga3,32327.0,,
Brwd3,97356.0,,
Stambpl1,48104.0,protein_coding,chr19
Pitpnc1,262807.0,protein_coding,chr11
Pik3ca,70815.0,,
Klhl13,145811.0,,
Rbms3,1057167.0,protein_coding,chr9
Nek7,137266.0,protein_coding,chr1
Pus10,67202.0,protein_coding,chr11
Brcc3,37373.0,protein_coding,chrX
Parvb,83645.0,protein_coding,chr15
Gria2,121385.0,protein_coding,chr3
Rnf25,7649.0,,
Nisch,46016.0,,
Hip1r,31930.0,,
Pde7a,88214.0,,
Cryab,5311.0,protein_coding,chr9
Stxbp6,222225.0,protein_coding,chr12
Vwc2,154708.0,,
Fdft1,34428.0,,
Col4a3bp,97549.0,,
Copg2,149240.0,protein_coding,chr6
Hnrnpc,30651.0,,
Rps14,31448.0,protein_coding,chr18
Cox6c,12360.0,,
Htr2c,234764.0,protein_coding,chrX
Slc27a1,18420.0,,
Mysm1,37060.0,,
Rpl13a,3203.0,,
Eif1,2211.0,,
Ube2d3,30049.0,,
Actb,3639.0,,
Dach1,382912.0,,
Runx1t1,150213.0,,
Dock5,181307.0,,
Kat6a,83724.0,protein_coding,chr8
Gpbp1,64431.0,,
Mthfd1l,193963.0,protein_coding,chr10
Rnasek,1718.0,,
Ezh2,65202.0,protein_coding,chr6
4921504A21Rik,24187.0,,
Epc2,100462.0,,
Srgap2,242101.0,,
Taldo1,10769.0,,
Tex10,42601.0,,
Stard13,196326.0,protein_coding,chr5
4930555F03Rik,178108.0,,
Asb3,217288.0,,
Ptcd3,28112.0,,
Gpr156,91034.0,,
Mpzl1,42298.0,protein_coding,chr1
Vps8,221562.0,protein_coding,chr16
Osbpl3,162871.0,,
Mobp,31777.0,,
Herc3,88933.0,protein_coding,chr6
Zfp280c,52879.0,,
