gene_name,gene_length,gene_type,gene_chr
Gm29506,187378.0,sense_overlapping,chr1
Gm29107,,,
Ogfrl1,31348.0,,
B3gat2,87405.0,protein_coding,chr1
Smap1,77471.0,protein_coding,chr1
Fam135a,89248.0,protein_coding,chr1
Col19a1,325582.0,protein_coding,chr1
Lmbrd1,87671.0,protein_coding,chr1
Phf3,71582.0,protein_coding,chr1
Ptp4a1,9237.5,protein_coding,chr1
4931428L18Rik,224842.0,protein_coding,chr1
Khdrbs2,485854.0,protein_coding,chr1
Prim2,215985.0,protein_coding,chr1
Rab23,22677.0,,
Bag2,12311.0,protein_coding,chr1
Zfp451,53050.0,protein_coding,chr1
Bend6,55764.0,,
Dst,400436.0,protein_coding,chr1
Gm26788,12590.0,,
Ccdc115,3002.0,,
Imp4,9505.0,,
Ptpn18,15971.0,,
Amer3,11287.0,protein_coding,chr1
Arhgef4,135121.0,protein_coding,chr1
Fam168b,29846.0,protein_coding,chr1
Plekhb2,29604.0,protein_coding,chr1
Hs6st1,38046.0,protein_coding,chr1
Uggt1,104693.0,protein_coding,chr1
Arid5a,16296.0,,
Kansl3,33451.0,protein_coding,chr1
Lman2l,25400.0,protein_coding,chr1
Cnnm4,37144.0,,
Cnnm3,16370.0,,
Ankrd23,6695.0,,
Ankrd39,9938.0,,
Sema4c,9710.0,,
Fam178b,120491.0,protein_coding,chr1
Cox5b,2232.0,,
Actr1b,16308.0,,
Zap70,21020.0,,
Tmem131,151475.0,protein_coding,chr1
Vwa3b,161017.0,protein_coding,chr1
Inpp4a,110871.0,protein_coding,chr1
Coa5,13019.0,,
Unc50,8985.0,,
Mgat4a,101676.0,protein_coding,chr1
2010300C02Rik,108408.0,protein_coding,chr1
Tsga10,111653.0,protein_coding,chr1
Gm26805,6089.0,antisense,chr1
Lipt1,4490.0,,
Mitd1,15610.0,,
Mrpl30,8058.0,,
Txndc9,12704.0,,
Eif5b,57569.0,protein_coding,chr1
Rev1,77015.0,,
Aff3,487629.0,protein_coding,chr1
Gm16150,11246.0,,
Gm16152,9025.0,antisense,chr1
Lonrf2,43066.0,,
Chst10,34294.0,protein_coding,chr1
Pdcl3,11630.0,,
Npas2,169505.0,protein_coding,chr1
Rpl31,4069.0,,
Tbc1d8,107263.0,,
Cnot11,11897.0,,
Gm15832,4432.0,,
Rnf149,26109.0,protein_coding,chr1
Creg2,33068.0,,
D930019O06Rik,7214.0,antisense,chr1
Rfx8,55696.0,protein_coding,chr1
Map4k4,125397.0,protein_coding,chr1
Il1r2,51152.0,,
Gm16894,9623.0,,
Il1r1,92177.0,,
Il1rl2,42952.0,,
Slc9a4,50644.0,protein_coding,chr1
Slc9a2,88699.0,,
Mfsd9,18649.0,,
Gm28175,42557.0,,
Pantr1,104060.0,lincRNA,chr1
Gm20646,49866.0,sense_overlapping,chr1
Pou3f3,7408.0,protein_coding,chr1
Pantr2,6393.0,,
Mrps9,54450.0,protein_coding,chr1
Gpr45,82584.0,protein_coding,chr1
Tgfbrap1,51437.0,protein_coding,chr1
8430432A02Rik,1247.0,antisense,chr1
AI597479,17237.0,protein_coding,chr1
Fhl2,73910.0,,
Nck2,125936.0,,
Gm29155,1934.0,,
Uxs1,80834.0,protein_coding,chr1
Tpp2,69353.0,protein_coding,chr1
Mettl21c,10626.0,,
Gm8251,23874.0,,
Tex30,15828.0,,
Bivm,25813.0,protein_coding,chr1
Ercc5,33516.0,protein_coding,chr1
Gulp1,245327.0,protein_coding,chr1
Col5a2,128961.0,protein_coding,chr1
Wdr75,28453.0,protein_coding,chr1
Slc40a1,18455.0,protein_coding,chr1
Dnah7b,307235.0,protein_coding,chr1
Dnah7c,381884.0,protein_coding,chr1
Slc39a10,85308.0,protein_coding,chr1
Gm28151,,,
Tmeff2,286623.0,protein_coding,chr1
Gm28319,2941.0,,
Gm28320,2272.0,,
Gm29325,2527.0,,
9330175M20Rik,115393.0,antisense,chr1
Nabp1,12563.0,,
Gm17767,89632.0,lincRNA,chr1
Myo1b,166306.0,protein_coding,chr1
Stat4,120041.0,,
Stat1,42425.0,protein_coding,chr1
Gls,69784.0,protein_coding,chr1
Nab1,43385.0,,
Gm553,59777.0,lincRNA,chr1
Mfsd6,71176.0,protein_coding,chr1
Inpp1,32261.0,protein_coding,chr1
Hibch,76057.0,,
1700019D03Rik,97855.0,protein_coding,chr1
1700019A02Rik,29059.0,,
Pms1,107831.0,protein_coding,chr1
Ormdl1,13214.0,protein_coding,chr1
Osgepl1,12719.0,,
Asnsd1,8135.0,,
Dnah7a,309778.0,protein_coding,chr1
Hecw2,388292.0,protein_coding,chr1
Ccdc150,118044.0,,
Gtf3c3,42967.0,protein_coding,chr1
Pgap1,84690.0,protein_coding,chr1
Ankrd44,281047.0,protein_coding,chr1
4930444A19Rik,85795.0,,
Sf3b1,42312.0,protein_coding,chr1
Coq10b,19932.0,,
Hspd1,10408.0,protein_coding,chr1
Hspe1,3175.0,protein_coding,chr1
Mob4,23668.0,protein_coding,chr1
Rftn2,56623.0,,
Mars2,11293.0,protein_coding,chr1
Boll,114811.0,,
Plcl1,348364.0,protein_coding,chr1
Satb2,184669.0,protein_coding,chr1
9130024F11Rik,78672.0,processed_transcript,chr1
1700066M21Rik,7803.0,,
Tyw5,18864.0,,
Spats2l,174232.0,protein_coding,chr1
Kctd18,63855.0,protein_coding,chr1
Aox1,76482.0,protein_coding,chr1
Aox2,101933.0,protein_coding,chr1
Bzw1,14455.0,protein_coding,chr1
Clk1,13877.0,,
Ppil3,14492.0,,
Nif3l1,36665.0,protein_coding,chr1
Orc2,42338.0,protein_coding,chr1
Gm15834,18082.0,,
Fam126b,63517.0,protein_coding,chr1
Ndufb3,9580.0,protein_coding,chr1
Cflar,47376.0,protein_coding,chr1
Casp8,52129.0,,
Trak2,72981.0,,
Stradb,22193.0,,
Tmem237,19818.0,,
G730003C15Rik,2308.0,,
Mpp4,42454.0,protein_coding,chr1
Gm29017,18273.0,antisense,chr1
Als2,74305.0,protein_coding,chr1
Cdk15,96087.0,protein_coding,chr1
Fzd7,4531.0,protein_coding,chr1
Gm973,120153.0,protein_coding,chr1
Sumo1,84276.0,protein_coding,chr1
Nop58,34073.0,protein_coding,chr1
Bmpr2,115614.0,protein_coding,chr1
Fam117b,72340.0,protein_coding,chr1
Ica1l,60694.0,protein_coding,chr1
Wdr12,28860.0,,
Carf,55706.0,,
Nbeal1,157729.0,,
Cyp20a1,44737.0,,
Abi2,71539.0,,
Raph1,84812.0,,
Ctla4,28832.0,protein_coding,chr1
Gm11588,29374.0,,
Pard3b,1003460.0,protein_coding,chr1
Pard3bos1,84125.0,,
Pard3bos3,42536.0,,
Nrp2,115410.0,protein_coding,chr1
Gm29083,3350.0,,
Ino80d,156249.0,protein_coding,chr1
Ino80dos,45212.0,,
Gm20342,9719.0,,
Ndufs1,33237.0,,
Eef1b2,3661.0,,
Gpr1,31852.0,protein_coding,chr1
Zdbf2,41311.0,protein_coding,chr1
Adam23,150385.0,protein_coding,chr1
Dytn,64076.0,,
Mdh1b,31499.0,,
Fastkd2,24041.0,,
4933402D24Rik,14360.0,,
Klf7,92835.0,protein_coding,chr1
Gm13748,12128.0,,
Creb1,71903.0,protein_coding,chr1
Mettl21a,10769.0,protein_coding,chr1
Gm28982,8249.0,lincRNA,chr1
2810408I11Rik,10788.0,,
Ccnyl1,35189.0,protein_coding,chr1
Plekhm3,170841.0,protein_coding,chr1
D630023F18Rik,17929.0,protein_coding,chr1
Idh1,27884.0,protein_coding,chr1
Pikfyve,92012.0,protein_coding,chr1
Pth2r,107188.0,,
Map2,267310.0,protein_coding,chr1
Gm10558,6520.0,,
Unc80,230781.0,protein_coding,chr1
Rpe,18974.0,protein_coding,chr1
Kansl1l,98314.0,,
Acadl,32438.0,,
Myl1,21109.0,,
Lancl1,38355.0,protein_coding,chr1
Erbb4,1075873.0,protein_coding,chr1
Gm29114,33775.0,antisense,chr1
Ikzf2,156031.0,protein_coding,chr1
Gm29112,3486.0,,
Spag16,898162.0,protein_coding,chr1
Vwc2l,159682.0,,
Atic,22481.0,protein_coding,chr1
Fn1,67680.0,protein_coding,chr1
Mreg,52865.0,,
Pecr,25147.0,,
Tmem169,18735.0,,
Xrcc5,87525.0,protein_coding,chr1
March4,109818.0,protein_coding,chr1
Smarcal1,49883.0,protein_coding,chr1
Rpl37a,2523.0,,
Igfbp2,27971.0,,
Igfbp5,16952.0,protein_coding,chr1
6030407O03Rik,246378.0,,
Tns1,214218.0,protein_coding,chr1
Arpc2,32125.0,,
Aamp,4898.0,,
Pnkd,68764.0,,
Tmbim1,17375.0,,
Gm29358,3264.0,,
Catip,7213.0,protein_coding,chr1
Ctdsp1,5776.0,,
Vil1,26183.0,,
Usp37,108773.0,protein_coding,chr1
Plcd4,24906.0,,
Zfp142,23119.0,,
Bcs1l,4154.0,,
Rnf25,7649.0,,
Stk36,35449.0,,
Ttll4,41985.0,,
Cyp27a1,24318.0,protein_coding,chr1
Wnt10a,12663.0,,
Gm16582,29058.0,,
Cdk5r2,2798.0,,
Nhej1,158061.0,protein_coding,chr1
Slc23a3,8349.0,protein_coding,chr1
Cnppd1,8157.0,protein_coding,chr1
Zfand2b,2983.0,,
Abcb6,8675.0,,
Atg9a,11336.0,,
Ankzf1,7236.0,,
Glb1l,12577.0,,
Stk16,4768.0,,
Tuba4a,5637.0,,
Dnajb2,9286.0,protein_coding,chr1
Ptprn,17475.0,protein_coding,chr1
Gm28294,5105.0,,
Resp18,6216.0,,
Dnpep,10094.0,,
Speg,57023.0,protein_coding,chr1
Gm15178,4232.0,,
Gmppa,7249.0,,
Asic4,23907.0,,
Chpf,4738.0,protein_coding,chr1
Obsl1,27142.0,protein_coding,chr1
Tmem198,6173.0,protein_coding,chr1
Inha,3289.0,,
Stk11ip,15806.0,,
Slc4a3,15906.0,,
Gm29069,107730.0,lincRNA,chr1
Gm816,137320.0,lincRNA,chr1
Epha4,147903.0,protein_coding,chr1
Sgpp2,109944.0,protein_coding,chr1
Farsb,70922.0,,
Mogat1,27182.0,,
Acsl3,49918.0,protein_coding,chr1
Utp14b,13474.0,protein_coding,chr1
Gm29536,432888.0,lincRNA,chr1
Scg2,5451.0,,
Ap1s3,65096.0,,
Wdfy1,73881.0,protein_coding,chr1
Mrpl44,5427.0,,
Serpine2,66983.0,,
Cul3,75557.0,protein_coding,chr1
Dock10,257454.0,protein_coding,chr1
Nyap2,264814.0,protein_coding,chr1
Irs1,58315.0,protein_coding,chr1
Rhbdd1,128914.0,protein_coding,chr1
Col4a4,138426.0,protein_coding,chr1
C430014B12Rik,33241.0,,
Mff,27504.0,protein_coding,chr1
Gm28941,1016.0,sense_intronic,chr1
Agfg1,61699.0,,
Slc19a3,25925.0,,
Sphkap,154061.0,protein_coding,chr1
4933436I20Rik,252094.0,lincRNA,chr1
Pid1,327884.0,protein_coding,chr1
Dner,326382.0,protein_coding,chr1
Trip12,119327.0,protein_coding,chr1
Fbxo36,60646.0,,
Slc16a14,29236.0,protein_coding,chr1
Sp140,44659.0,,
A630001G21Rik,61560.0,,
Cab39,58135.0,protein_coding,chr1
Itm2c,14394.0,,
4933407L21Rik,12141.0,protein_coding,chr1
2810459M11Rik,9593.0,,
Psmd1,74764.0,protein_coding,chr1
Htr2b,12944.0,,
Armc9,123504.0,protein_coding,chr1
Ncl,14681.0,protein_coding,chr1
C130036L24Rik,14217.0,processed_transcript,chr1
Nmur1,39925.0,,
Ptma,3986.0,,
Pde6d,39635.0,,
Cops7b,26471.0,protein_coding,chr1
Nppc,4280.0,,
Dis3l2,346287.0,protein_coding,chr1
Gm29055,1709.0,,
Gm28375,128209.0,antisense,chr1
Eif4e2,26574.0,,
Efhd1,46476.0,,
Gigyf2,123798.0,protein_coding,chr1
Kcnj13,8366.0,,
Ngef,97036.0,protein_coding,chr1
Neu2,87956.0,protein_coding,chr1
Inpp5d,100195.0,protein_coding,chr1
Atg16l1,36558.0,,
Sag,41478.0,protein_coding,chr1
Dgkd,91893.0,,
Usp40,63432.0,protein_coding,chr1
Gm20528,163191.0,,
Dnajb3,1050.0,,
Hjurp,15162.0,protein_coding,chr1
Sh3bp4,84653.0,protein_coding,chr1
Agap1,442811.0,protein_coding,chr1
4933400F21Rik,33379.0,,
Asb18,64446.0,,
Iqca,111269.0,protein_coding,chr1
Ackr3,12771.0,protein_coding,chr1
Cops8,10360.0,,
Lrrfip1,130207.0,protein_coding,chr1
Ramp1,45374.0,protein_coding,chr1
Ube2f,40033.0,,
Scly,22737.0,,
Gm17090,16009.0,,
Ilkap,24954.0,,
Hes6,2555.0,,
Per2,43342.0,protein_coding,chr1
Traf3ip1,34660.0,,
Asb1,19045.0,protein_coding,chr1
Twist2,46567.0,,
Hdac4,266920.0,protein_coding,chr1
Ndufa10,34850.0,protein_coding,chr1
Gm29481,16938.0,,
Gpc1,29134.0,protein_coding,chr1
Gm29480,6594.0,,
Ankmy1,43103.0,protein_coding,chr1
5033417F24Rik,2386.0,antisense,chr1
Rnpepl1,13601.0,,
9430060I03Rik,17064.0,,
Capn10,13565.0,,
Gpr35,35526.0,,
Kif1a,86487.0,protein_coding,chr1
Sned1,65224.0,protein_coding,chr1
Mterf4,6704.0,,
Gm28535,11345.0,,
Pask,34712.0,,
Ppp1r7,30635.0,protein_coding,chr1
Hdlbp,72875.0,protein_coding,chr1
Sept2,31018.0,protein_coding,chr1
Farp2,109897.0,protein_coding,chr1
Stk25,38908.0,protein_coding,chr1
Bok,10104.0,protein_coding,chr1
Thap4,52929.0,,
Gm10550,19968.0,,
Atg4b,39110.0,,
Dtymk,9358.0,,
Ing5,18136.0,,
D2hgdh,27439.0,protein_coding,chr1
Fam174a,21661.0,protein_coding,chr1
St8sia4,79889.0,protein_coding,chr1
Slco4c1,55901.0,protein_coding,chr1
Panct2,36670.0,antisense,chr1
D1Ertd622e,55756.0,protein_coding,chr1
Ppip5k2,64363.0,protein_coding,chr1
Gin1,23537.0,protein_coding,chr1
Pam,300532.0,protein_coding,chr1
B230216N24Rik,26564.0,processed_transcript,chr1
Gm7967,17867.0,lincRNA,chr1
Cntnap5b,713177.0,protein_coding,chr1
Cdh20,226952.0,protein_coding,chr1
Rnf152,79796.0,protein_coding,chr1
Gm28403,186879.0,,
Pign,145255.0,protein_coding,chr1
Gm28404,,,
Tnfrsf11a,67263.0,,
Gm7160,10932.0,,
Zcchc2,43668.0,,
Gm20753,18899.0,lincRNA,chr1
Phlpp1,222498.0,protein_coding,chr1
Bcl2,176096.0,protein_coding,chr1
Kdsr,39268.0,protein_coding,chr1
Vps4b,32657.0,protein_coding,chr1
Serpinb8,20478.0,,
Cdh7,157726.0,,
Cdh19,89258.0,,
Gm29088,60955.0,,
Dsel,6216.0,protein_coding,chr1
9330185C12Rik,72749.0,,
Cntnap5a,902567.0,protein_coding,chr1
Gm19965,20427.0,,
Tsn,16961.0,protein_coding,chr1
Nifk,11983.0,protein_coding,chr1
Clasp1,223620.0,protein_coding,chr1
Tfcp2l1,57223.0,,
Gli2,219487.0,protein_coding,chr1
Ralb,34489.0,,
Gm27184,6269.0,,
Tmem185b,2823.0,,
Ptpn4,185146.0,protein_coding,chr1
Tmem177,5318.0,,
Cfap221,73893.0,protein_coding,chr1
Dbi,7798.0,,
3110009E18Rik,67002.0,protein_coding,chr1
Steap3,81948.0,protein_coding,chr1
Celrr,91036.0,lincRNA,chr1
Insig2,28236.0,protein_coding,chr1
Ccdc93,75411.0,protein_coding,chr1
Ddx18,14154.0,protein_coding,chr1
Dpp10,724088.0,protein_coding,chr1
Actr3,42822.0,protein_coding,chr1
Slc35f5,35225.0,,
Gpr39,196867.0,protein_coding,chr1
Lypd1,45479.0,protein_coding,chr1
Nckap5,917179.0,protein_coding,chr1
Mgat5,283321.0,protein_coding,chr1
Tmem163,193002.0,protein_coding,chr1
Acmsd,38565.0,,
2900009J06Rik,20476.0,,
Ccnt2,33897.0,protein_coding,chr1
Map3k19,40240.0,,
Rab3gap1,75095.0,protein_coding,chr1
Zranb3,148863.0,protein_coding,chr1
R3hdm1,134435.0,protein_coding,chr1
Ubxn4,35414.0,,
Mcm6,28074.0,protein_coding,chr1
Dars,53661.0,protein_coding,chr1
Thsd7b,945976.0,protein_coding,chr1
Gm15675,7410.0,,
Cd55,23717.0,protein_coding,chr1
Gm16083,94499.0,antisense,chr1
Pfkfb2,40071.0,protein_coding,chr1
Yod1,7031.0,protein_coding,chr1
AA986860,12646.0,,
Mapkapk2,44126.0,protein_coding,chr1
Dyrk3,10885.0,,
Eif2d,34477.0,,
Rassf5,68848.0,protein_coding,chr1
Ikbke,25263.0,,
Srgap2,242101.0,protein_coding,chr1
Gm29488,2401.0,,
Fam72a,11969.0,,
Slc41a1,21372.0,,
Nucks1,25787.0,,
Elk4,25005.0,protein_coding,chr1
Cdk18,27447.0,protein_coding,chr1
Lemd1,67796.0,protein_coding,chr1
Klhdc8a,8731.0,,
Tmcc2,34966.0,,
Dstyk,49403.0,,
6030442K20Rik,10631.0,processed_transcript,chr1
Rbbp5,28294.0,,
Tmem81,2409.0,,
Cntn2,33829.0,protein_coding,chr1
Nfasc,177107.0,protein_coding,chr1
Gm10538,3471.0,antisense,chr1
Lrrn2,59732.0,protein_coding,chr1
Mdm4,71077.0,,
Pik3c2b,63020.0,protein_coding,chr1
Gm28609,18277.0,,
Ppp1r15b,8640.0,,
Plekha6,139225.0,protein_coding,chr1
Gm19461,19410.0,,
Etnk2,16764.0,,
Sox13,42074.0,,
Snrpe,6420.0,,
Zc3h11a,41513.5,,
Atp2b4,101584.0,protein_coding,chr1
Prelp,11110.0,,
Btg2,3950.0,,
Adora1,36208.0,,
Ppfia4,36145.0,protein_coding,chr1
Tmem183a,15882.0,,
Cyb5r1,6181.0,,
Adipor1,17973.0,,
Klhl12,35487.0,,
Rabif,14126.0,,
Kdm5b,75114.0,,
Syt2,115916.0,,
Ppp1r12b,201284.0,protein_coding,chr1
Gm28892,12273.0,,
Ube2t,11597.0,,
Lgr6,121975.0,,
Arl8a,9445.0,,
Gm15445,,,
Gpr37l1,7447.0,,
Rnpep,21372.0,,
Timm17a,18565.0,protein_coding,chr1
Lmod1,43258.0,,
Shisa4,4180.0,,
Ipo9,48187.0,,
Gm28277,4564.0,,
Nav1,253525.0,protein_coding,chr1
Gm4793,15175.0,antisense,chr1
Csrp1,32171.0,,
Phlda3,3017.0,,
Tnnt2,15906.0,protein_coding,chr1
Tmem9,27192.0,protein_coding,chr1
Kif21b,46609.0,,
Gm26781,14999.0,,
Camsap2,77981.0,,
Ddx59,24887.0,,
Zfp281,5152.0,protein_coding,chr1
Gm19705,20035.0,,
Gm4258,101789.0,processed_transcript,chr1
Gm26979,3622.0,,
Gm26936,40851.0,,
A430106G13Rik,3387.0,,
Ptprc,112847.0,protein_coding,chr1
Nek7,137266.0,protein_coding,chr1
Gm28501,34394.0,,
Lhx9,23391.0,protein_coding,chr1
2310009B15Rik,4869.0,,
Dennd1b,215525.0,protein_coding,chr1
Crb1,180044.0,protein_coding,chr1
Zbtb41,30717.0,protein_coding,chr1
Aspm,39319.0,protein_coding,chr1
Cfh,99056.0,,
Kcnt2,365909.0,protein_coding,chr1
Cdc73,104093.0,protein_coding,chr1
B3galt2,13950.0,protein_coding,chr1
Glrx2,33338.0,protein_coding,chr1
Uchl5,30194.0,protein_coding,chr1
Gm29170,3665.0,sense_intronic,chr1
Rgs2,4823.0,protein_coding,chr1
Rgs13,38718.0,,
Gm29514,75624.0,antisense,chr1
Brinp3,407712.0,protein_coding,chr1
A230059L01Rik,4375.0,processed_transcript,chr1
Gm15584,31865.0,,
Pla2g4a,131672.0,,
Ptgs2os,25090.0,,
Ptgs2,8196.0,,
Tpr,57097.0,protein_coding,chr1
Prg4,16753.0,,
Hmcn1,430911.0,protein_coding,chr1
Gm20631,158233.0,antisense,chr1
Gm10138,5627.0,antisense,chr1
Ivns1abp,19945.0,protein_coding,chr1
Swt1,60756.0,protein_coding,chr1
Trmt1l,29619.0,protein_coding,chr1
Rnf2,42951.0,protein_coding,chr1
Fam129a,150753.0,protein_coding,chr1
2810414N06Rik,6069.0,,
Edem3,66680.0,protein_coding,chr1
1700025G04Rik,237722.0,protein_coding,chr1
Gm28610,11644.0,,
Tsen15,15953.0,,
Colgalt2,110865.0,protein_coding,chr1
Rgl1,249591.0,protein_coding,chr1
Gm15479,3475.0,,
Gm28792,20618.0,sense_intronic,chr1
Apobec4,6993.0,protein_coding,chr1
Arpc5,9055.0,,
Ncf2,36797.0,protein_coding,chr1
Smg7,65651.0,protein_coding,chr1
Gm28791,1778.0,,
Nmnat2,164268.0,protein_coding,chr1
Gm28960,23026.0,antisense,chr1
Lamc2,63691.0,,
Lamc1,113864.0,protein_coding,chr1
Shcbp1l,27412.0,,
Dhx9,31902.0,,
Npl,47030.0,,
Rgs8,47298.0,protein_coding,chr1
Rnasel,14795.0,,
Rgsl1,64761.0,,
Teddm2,50686.0,,
Glul,9779.0,,
Cacna1e,493770.0,protein_coding,chr1
Gm29282,45847.0,lincRNA,chr1
Gm9530,19819.0,lincRNA,chr1
Ier5,3275.0,,
Stx6,49541.0,protein_coding,chr1
BC034090,31973.0,protein_coding,chr1
Xpr1,141714.0,protein_coding,chr1
Acbd6,133210.0,,
Qsox1,36860.0,,
Cep350,128291.0,,
Tor1aip1,31881.0,protein_coding,chr1
Tor1aip2,33458.0,protein_coding,chr1
Fam163a,129060.0,protein_coding,chr1
Tdrd5,48368.0,protein_coding,chr1
Axdnd1,97650.0,,
Soat1,49806.0,,
Abl2,90782.0,protein_coding,chr1
Tor3a,20739.0,protein_coding,chr1
Fam20b,40554.0,,
Ralgps2,135460.0,protein_coding,chr1
Angptl1,22516.0,protein_coding,chr1
Tex35,9541.0,,
Rasal2,277413.0,protein_coding,chr1
Sec16b,61697.0,protein_coding,chr1
Brinp2,111057.0,protein_coding,chr1
Astn1,329508.0,protein_coding,chr1
Pappa2,268763.0,protein_coding,chr1
Tnr,407960.0,protein_coding,chr1
Gm10530,70127.0,processed_transcript,chr1
Mrps14,6955.0,protein_coding,chr1
Cacybp,10508.0,protein_coding,chr1
Rabgap1l,574037.0,protein_coding,chr1
Rc3h1,68560.0,,
Serpinc1,27278.0,,
Zbtb37,31927.0,protein_coding,chr1
Gas5,4117.0,processed_transcript,chr1
Dars2,30057.0,protein_coding,chr1
Cenpl,16011.0,,
Klhl20,43136.0,protein_coding,chr1
Ankrd45,27807.0,,
Prdx6,11107.0,,
Suco,60568.0,,
4930558K02Rik,37550.0,,
Pigc,4249.0,,
Dnm3,495581.0,protein_coding,chr1
Dnm3os,7927.0,,
Vamp4,28569.0,,
Prrc2c,69831.0,protein_coding,chr1
Gorab,18761.0,,
Kifap3,137526.0,protein_coding,chr1
Scyl3,26026.0,,
BC055324,48803.0,,
Mettl18,2354.0,,
F5,68439.0,protein_coding,chr1
Slc19a2,16339.0,protein_coding,chr1
Ccdc181,12262.0,protein_coding,chr1
Blzf1,17689.0,protein_coding,chr1
Nme7,133604.0,protein_coding,chr1
Atp1b1,21246.0,protein_coding,chr1
Sft2d2,20101.0,protein_coding,chr1
Tiprl,24710.0,,
Gpr161,30956.0,,
Dcaf6,131777.0,protein_coding,chr1
Mpc2,20577.0,protein_coding,chr1
Adcy10,91591.0,,
Mpzl1,42298.0,,
Creg1,11562.0,,
Cd247,88596.0,protein_coding,chr1
Pou2f1,137524.0,protein_coding,chr1
Ildr2,62684.0,protein_coding,chr1
Tada1,14524.0,,
Pogk,25241.0,,
Gm16701,14125.5,,
Fam78b,89885.0,protein_coding,chr1
Uck2,62437.0,protein_coding,chr1
Tmco1,25600.0,,
Aldh9a1,18541.0,protein_coding,chr1
Mgst3,21875.0,protein_coding,chr1
Pbx1,312906.0,protein_coding,chr1
Rgs4,6165.0,,
Hsd17b7,19706.0,protein_coding,chr1
3110045C21Rik,2987.0,antisense,chr1
Uap1,33019.0,protein_coding,chr1
Uhmk1,21977.0,,
Gm7694,8133.0,,
Nos1ap,287193.0,protein_coding,chr1
Olfml2b,38257.0,,
Atf6,163097.0,protein_coding,chr1
Gm9929,13076.0,,
Dusp12,12042.0,,
Gm26620,,,
Sdhc,23438.0,,
Pcp4l1,23006.0,,
Nr1i3,6731.0,,
Tomm40l,6503.0,,
Fcer1g,4793.0,,
Ndufs2,16535.0,,
B4galt3,6568.0,,
Ppox,5196.0,,
Usp21,6046.0,protein_coding,chr1
Ufc1,6461.0,,
Dedd,13186.0,,
Nit1,7638.0,,
Pfdn2,13584.0,,
Klhdc9,2352.0,,
Usf1,7829.0,,
B930036N10Rik,3543.0,,
Alyref2,1272.0,,
Slamf1,34057.0,protein_coding,chr1
Cd84,51021.0,,
Vangl2,27484.0,protein_coding,chr1
Ncstn,16782.0,,
Copa,39801.0,,
Pex19,9738.0,,
Dcaf8,48921.0,,
Pea15a,10076.0,,
Casq1,9974.0,protein_coding,chr1
Gm17224,,,
Atp1a4,34901.0,,
Igsf8,58200.0,protein_coding,chr1
Atp1a2,26355.0,protein_coding,chr1
Kcnj9,8817.0,protein_coding,chr1
Kcnj10,32875.0,,
Pigm,7553.0,,
Igsf9,17090.0,protein_coding,chr1
