,preds,labels,genes
97,1,1,Lingo2
98,0,1,Kcnh1
99,0,1,Kcnab1
100,0,1,Chd9
101,0,1,Susd4
102,0,1,Xpr1
103,0,0,Cabin1
104,2,2,Hecw2
105,0,0,Fnip2
106,1,1,Mllt10
107,0,1,Mark2
108,1,1,Mef2a
109,0,1,Atp6v0a1
110,0,0,Wasl
111,1,1,Kdm2a
112,2,0,Mlip
113,2,1,Tnrc6a
114,1,1,Klhdc10
115,0,0,Ncdn
116,0,0,Fam118b
117,1,0,Tomm20
118,0,0,Arl6ip1
119,0,0,Cck
120,0,0,Tpt1
121,2,2,Ulk2
122,0,0,Pcdh19
123,0,0,Fau
124,0,0,Rpl18
125,1,1,Tspan7
126,1,0,Scg2
127,1,0,Cdkl5
128,0,1,Snd1
129,0,1,Lrrc7
130,1,0,Mast4
131,0,1,Apba2
132,2,0,Ctnna3
133,0,1,Sez6l
134,1,1,Macf1
135,0,1,Ppp1r12b
136,0,1,Hmbox1
137,0,1,Atxn10
138,0,0,Il16
139,0,1,Kidins220
140,0,0,Neurl1a
141,0,1,Pkia
142,1,1,Crebbp
143,2,2,Nr6a1
144,0,1,Zzz3
145,0,0,Lrrn3
146,0,1,Frrs1l
147,1,0,Rac1
148,1,1,Fbxl20
149,0,1,Atp6v1h
150,2,0,Fgf13
151,1,0,Rpl23
152,1,0,Tmem30a
153,0,0,Kcna1
154,2,0,Nhsl2
155,0,0,Rpl18a
156,0,2,Srsf5
157,0,0,Eid1
158,2,0,Mid1
159,1,1,Gprasp1
160,2,1,Rora
161,2,1,Sipa1l3
162,0,1,Kif5c
163,0,1,Tmem135
164,0,1,Smarca2
165,0,1,Ap3b1
166,0,1,Brinp1
167,0,0,Rps6ka2
168,2,1,Ubash3b
169,0,1,Lrrtm3
170,0,1,Arhgap32
171,0,0,Agpat4
172,2,1,Jarid2
173,0,1,Mib1
174,0,0,Il1r1
175,0,1,Homer1
176,0,0,Lrrc8b
177,1,0,Ric1
178,1,0,Mpp6
179,0,1,Rtn4
180,1,1,Cpd
181,2,2,Srrm3
182,2,0,Nlgn3
183,2,1,Dnajc13
184,0,2,Slc25a23
185,0,0,Sema3e
186,1,0,Kpnb1
187,1,0,Inf2
188,1,1,Casc4
189,0,0,Prr7
190,0,1,Chst1
191,1,0,Robo3
192,0,1,Pitpnc1
193,0,1,Psd3
194,2,0,Grik3
195,0,0,Jakmip3
196,1,1,Chsy3
197,0,1,Sidt1
198,0,1,Neto1
199,0,1,Fbxo34
200,0,0,Coro1c
201,1,0,1600010M07Rik
202,0,0,Wbp1l
203,0,0,Znrf2
204,0,1,Cd2ap
205,0,0,Car12
206,2,1,Mast2
207,1,1,Mapk1
208,2,1,Sptbn2
209,0,1,Tmod2
210,1,1,Trappc8
211,2,1,Faah
212,0,0,Lcorl
213,1,1,Rlf
214,2,1,Acer3
215,2,1,Wnk1
216,2,1,Dync2h1
217,0,0,Enc1
218,1,1,Camk2n1
219,0,0,Bhlhe22
220,1,1,Gpcpd1
221,0,0,Ppp1r1a
222,2,0,Glra2
223,1,2,Gigyf1
224,0,1,Ano6
225,2,0,Supt3
226,0,1,Gnao1
227,0,1,Zswim6
228,0,0,Map4k4
229,0,0,3110082I17Rik
230,0,1,Crtc3
231,0,1,Ctdspl
232,1,1,Hipk2
233,0,1,Zfp827
234,0,1,Ube4b
235,2,0,Chrna7
236,0,0,Clmn
237,0,0,Ncs1
238,0,0,Fam3c
239,1,1,Sos1
240,2,1,Ktn1
241,0,0,Sh3gl1
242,1,1,Ppp6r2
243,1,0,Tecr
244,2,1,Armc8
245,1,0,Sf1
246,0,0,Pla2g3
247,1,0,Tspan3
248,0,0,Aldoa
249,1,1,Cnrip1
250,0,0,Ndufb9
251,1,1,Glt8d1
252,0,0,Rpl24
253,0,0,Rpl30
254,0,0,Slc25a4
255,1,1,Ccar1
256,0,1,Pde7b
257,2,1,Zdhhc14
258,0,0,Rps6kc1
259,2,1,Rims2
260,2,2,Cux1
261,2,1,Arhgap44
262,0,1,Ankrd6
263,2,2,Zfhx3
264,2,0,Plxdc2
265,0,0,Camk4
266,0,1,Cbfa2t2
267,0,0,Tbc1d16
268,0,1,Scamp1
269,0,0,Kcnmb4
270,1,1,Svop
271,0,1,5031425E22Rik
272,0,0,Srl
273,1,0,Acsl6
274,0,1,Atg4c
275,1,0,Ctdsp2
276,0,0,Tfdp1
277,1,1,Samd8
278,1,1,Ppme1
279,1,1,Luc7l3
280,1,0,Wdr82
281,1,0,Parp1
282,0,0,Hspa5
283,0,0,Hist3h2ba
284,1,0,Ripk2
285,1,1,Arhgap5
286,0,0,Gtf2h5
287,1,1,Xrn2
288,0,0,Hlcs
289,0,1,Zfp385b
290,0,0,Tbc1d14
291,0,1,Synrg
292,0,1,Smim14
293,0,1,Camk2g
294,0,0,Nudt3
295,0,1,Mbd2
296,0,1,Trak2
297,0,1,Fbxl5
298,0,0,Extl2
299,0,0,Islr2
300,1,1,Pdcd4
301,0,0,Sept3
302,2,0,Fbxw4
303,0,0,Arpc3
304,1,0,Galnt1
305,1,1,Prkar1a
306,1,1,Btbd10
307,1,1,Golgb1
308,0,0,Ttr
309,1,0,Atp5c1
310,1,1,Adnp
311,1,1,Cdc42
312,1,1,Yme1l1
313,1,0,Coq2
314,1,0,Rbm24
315,1,0,Dcaf7
316,1,0,Mdh1
317,1,0,Lztfl1
318,1,1,Stag2
319,2,1,Abcb7
320,0,1,Lrrfip1
321,2,1,Rapgef1
322,2,1,Fbrsl1
323,1,1,Sik2
324,0,0,Ptpn1
325,1,1,Mef2d
326,0,0,Rcor3
327,0,1,Ube2e3
328,2,0,Gpc5
329,1,1,Otud7b
330,1,1,Cul3
331,1,1,Spata7
332,1,1,Tank
333,0,1,Hnrnpll
334,1,1,Fzd3
335,1,0,Fam160a2
336,1,1,Ccpg1
337,1,1,Casc3
338,1,1,St7l
339,0,1,Purg
340,1,1,Otud4
341,1,0,Zfp46
342,1,0,Ipo7
343,1,2,Trmt1l
344,0,0,Slc22a17
345,0,0,Calr
346,0,0,Dcun1d5
347,0,0,Tspyl4
348,0,0,Ccdc71l
349,0,0,Zfp706
350,1,0,Gm15283
351,0,0,Maged1
352,0,0,Disc1
353,2,1,Fam171a1
354,2,1,Bbx
355,0,0,Nceh1
356,2,0,Abcc8
357,2,1,Nf2
358,0,1,Faxc
359,0,0,Uck2
360,0,1,Mapre3
361,2,1,Rab3ip
362,0,0,Hcfc2
363,0,1,Hbs1l
364,1,1,Trip11
365,0,1,Adar
366,0,1,Elp2
367,1,0,Fez1
368,1,0,Dgat2
369,1,1,Dcp1b
370,0,0,Slitrk3
371,2,1,Stat3
372,1,0,Wdr41
373,2,1,Gon4l
374,1,1,Pogz
375,1,1,Klhl22
376,1,1,Lrp11
377,1,0,Kansl3
378,1,0,4930545L23Rik
379,1,0,Thy1
380,0,0,Sh3bgrl3
381,1,1,Suz12
382,1,1,Cyld
383,1,1,Usp8
384,1,2,Mgat5
385,2,2,Xylt1
386,2,1,Tln2
387,0,0,Ccdc6
388,0,1,Lonp2
389,0,1,Sema4d
390,0,1,Mfsd6
391,0,1,Snx10
392,0,1,Prkacb
393,0,1,Rsbn1l
394,0,1,Ndfip2
395,2,2,Magi3
396,0,1,Numa1
397,2,1,Ankrd28
398,0,1,Pde1b
399,0,0,Hmgn3
400,1,1,Eif4e
401,1,1,B3galnt2
402,1,1,Pcnp
403,1,1,Sf3b3
404,1,1,Cdc27
405,0,0,Ndufb5
406,1,1,Naa16
407,1,0,Tmem59
408,1,0,Naa30
409,1,0,H3f3a
410,0,0,4833420G17Rik
411,1,0,Gmps
412,0,0,Asphd2
413,1,2,Atxn2l
414,1,0,2610008E11Rik
415,0,0,Rps29
416,1,1,Plcb1
417,1,1,Arhgap15
418,0,1,Arhgap10
419,0,1,Stard13
420,0,1,Eml1
421,1,0,Slc10a7
422,0,1,Uxs1
423,0,1,5330417C22Rik
424,0,0,E2f3
425,2,0,Pdgfc
426,0,0,Diras2
427,1,0,Ttyh3
428,1,0,Mrps28
429,1,1,Dido1
430,0,0,Creg2
431,1,1,Cacul1
432,1,1,Mcmbp
433,1,0,Nadk
434,1,0,Sdf4
435,1,0,5031415H12Rik
436,1,0,Ndufb4
437,0,0,Mrs2
438,1,1,Afg3l2
439,1,0,Pdia3
440,0,0,Ddn
441,1,0,Cox7a2l
442,1,1,Canx
443,1,1,Nipa2
444,0,0,Mif
445,0,0,Arpc5l
446,0,0,Gt(ROSA)26Sor
447,0,0,Rpl36
448,1,1,Tenm2
449,0,1,Sil1
450,2,2,Ank1
451,0,1,Camk2a
452,2,1,Eefsec
453,2,1,Bckdhb
454,1,1,Foxo3
455,0,0,Mgat4a
456,2,2,Pou2f2
457,1,2,Vsnl1
458,0,1,Rnf145
459,1,1,Ift81
460,1,0,Vps37b
461,0,1,Eftud2
462,1,1,Lars
463,1,1,Arl3
464,2,1,Raver2
465,1,1,Trim24
466,0,1,Cwc22
467,1,1,Capn7
468,1,0,Arhgap20os
469,1,0,Crlf1
470,1,1,Marf1
471,2,1,4933406I18Rik
472,0,1,Slc25a27
473,1,0,Cul4a
474,1,1,D130043K22Rik
475,1,0,Txndc15
476,1,1,Dnaja1
477,1,1,Tmem167
478,0,1,Ccnc
479,1,0,Fam228b
480,0,1,Slc22a23
481,2,1,Firre
482,0,0,Ctdp1
483,2,2,Lrrk2
484,0,1,Nr3c1
485,0,1,Sgsm1
486,1,1,Gtf3c1
487,1,1,Trpc4ap
488,2,1,Uggt1
489,0,0,Nefm
490,1,1,Psen1
491,1,1,Btbd8
492,1,1,Usp3
493,1,0,B4galt4
494,2,0,Olfm3
495,0,1,Zfp672
496,0,1,Dlst
497,1,0,Disp2
498,1,0,Rpn1
499,1,0,Tmem165
500,0,1,Vta1
501,1,0,BC003965
502,1,0,Zfp329
503,1,1,Cdadc1
504,1,1,Dusp11
505,0,0,Ppib
506,1,0,Eid2b
507,2,0,Shroom2
508,0,0,Oaz1
509,1,0,Slc9a6
510,1,1,Gripap1
511,0,0,Mcts1
512,0,0,Farp1
513,2,1,Abl1
514,0,1,Zfp704
515,0,1,Zfp800
516,0,0,Xpnpep1
517,0,1,Atg5
518,0,0,Tnfrsf21
519,2,0,4930419G24Rik
520,1,1,Nsun2
521,2,1,Git2
522,2,1,Stxbp4
523,1,0,Mettl8
524,0,1,Fam13b
525,2,2,Cdc14b
526,1,0,Snap47
527,1,0,Dcun1d3
528,0,0,Nudt4
529,1,0,Ric3
530,1,1,Bcl7a
531,1,0,Slc30a7
532,0,0,Zc3h15
533,0,0,Gm13889
534,1,1,Pcsk7
535,1,0,Cep78
536,1,1,Rnf20
537,2,2,Htr1f
538,1,0,Mtpap
539,0,0,Rps13
540,0,0,Ndufa5
541,0,0,Bmyc
542,0,0,Rpl31
543,1,0,Smc1a
544,2,1,Pdzrn4
545,2,1,Prr16
546,2,0,Rcan1
547,2,1,Zbtb38
548,0,0,Gm26827
549,0,1,Mapkbp1
550,0,1,Ide
551,2,1,Cdk19
552,0,0,Ccdc12
553,0,1,Mettl16
554,1,0,Adam9
555,1,1,Txndc11
556,0,1,Cep120
557,2,1,Anxa11
558,0,1,Snx3
559,1,0,Tex264
560,1,0,Pdhx
561,1,1,Fbf1
562,2,0,Lmo1
563,0,1,Ppip5k2
564,1,0,Nme1
565,1,0,Lman1
566,1,1,Map3k13
567,0,0,Gm26981
568,1,0,Fastkd1
569,1,1,Suco
570,1,1,Cwf19l2
571,1,0,Ndufb10
572,0,0,Timm8b
573,1,0,Ndufs7
574,1,1,Ddx3x
575,2,0,Tceal3
576,2,0,Itga11
577,2,1,Mgat5b
578,2,1,Grm3
579,1,0,Coro7
580,0,1,Fam184a
581,0,1,Fam78b
582,0,0,Rhobtb3
583,0,0,Appl2
584,0,1,Suclg1
585,0,0,Tspan33
586,0,0,Zbtb1
587,1,0,Dnajc15
588,1,1,Sugt1
589,0,0,Lrrtm1
590,1,0,Erp29
591,1,0,Slc35a1
592,0,0,Lrrc40
593,1,1,Smc3
594,0,0,Lrrtm2
595,1,1,Cipc
596,1,1,U2af1
597,1,1,Wdr11
598,1,0,Hnrnpul2
599,1,2,Lztr1
600,0,0,Arpc5
601,1,1,Dcaf10
602,0,1,Slc25a3
603,0,0,Rpl36al
604,0,0,Aasdhppt
605,0,0,Ndufa6
606,0,0,Mars2
607,1,1,Gm1043
608,2,2,Sorcs3
609,0,0,Sfxn5
610,2,1,Arnt2
611,2,0,Lrrc20
612,2,1,Kif13a
613,0,0,Mn1
614,1,1,Prmt3
615,0,1,Cbfb
616,1,0,Panx2
617,1,0,1700084C06Rik
618,0,0,Npy2r
619,1,1,Slc25a51
620,1,0,Csgalnact2
621,0,0,Gm21954
622,0,0,Tor1b
623,1,1,Snapc1
624,0,0,Ccdc127
625,1,0,Sub1
626,1,0,2900005J15Rik
627,0,0,Zfp131
628,0,0,Cnpy2
629,1,1,Psma3
630,1,0,E230016M11Rik
631,0,0,Gpr27
632,2,0,Snx12
633,1,0,Zfp788
634,1,1,Hps5
635,0,0,Lysmd3
636,0,1,Pabpc1
637,1,1,Pi4k2a
638,1,1,Tm9sf4
639,1,1,Wdr36
640,2,1,Tcte2
641,2,0,Dok5
642,2,0,Svil
643,0,1,Tnfrsf19
644,2,2,Adcy8
645,2,1,Rasgrp1
646,0,0,Hdac5
647,0,1,Pfkp
648,1,0,Txnrd1
649,0,1,Klhl8
650,0,0,Gm15496
651,1,0,Nelfa
652,1,0,Fbxo25
653,1,0,Polr2a
654,1,1,Cir1
655,1,0,Park7
656,1,1,Rrn3
657,1,1,Zfp384
658,1,1,Sec23ip
659,1,0,Sigmar1
660,1,0,Scn1b
661,1,1,Eif4b
662,1,0,Ganab
663,1,0,Zdhhc24
664,0,0,Gnl3
665,1,0,Ccdc58
666,1,1,Cnep1r1
667,0,0,Mcl1
668,1,0,Tfrc
669,0,1,Zfp397
670,1,1,Zfp799
671,0,0,Ap1s2
672,0,0,Tatdn1
673,0,1,Cep164
674,0,1,Naa35
675,0,1,Wdfy1
676,2,1,Dnajc11
677,1,1,Snrpn
678,0,0,Rnf114
679,1,1,Plcg1
680,1,1,Elp3
681,1,1,Stx17
682,0,1,Nab1
683,1,1,Cpt1c
684,1,0,Syt3
685,1,1,Ice2
686,1,0,Gm10037
687,1,0,Zfp426
688,1,0,Anp32b
689,1,1,Cbx3
690,1,1,Ccnt1
691,1,1,Pstk
692,0,0,Ercc5
693,0,0,Tomm6
694,1,0,Amigo1
695,1,1,Sumo2
696,2,1,Ankrd26
697,1,0,Chac2
698,0,0,Ndufc1
699,0,0,Mrps34
700,1,1,Zbtb44
701,1,0,Dctn5
702,0,0,Dbpht2
703,1,0,Gm15243
704,2,1,Slc25a26
705,1,0,Tyw1
706,1,1,Ints9
707,0,1,Stam2
708,0,0,Ermp1
709,0,0,Gm17750
710,1,1,Tecpr1
711,2,2,Cntnap5c
712,1,0,Bend4
713,1,2,Pabpc4
714,0,1,Usp38
715,1,0,Syngr1
716,1,0,Dhx29
717,0,0,Gm27153
718,1,1,Tfcp2
719,0,1,Fam204a
720,1,0,Rrp1
721,1,1,Serac1
722,1,0,Setd4
723,1,0,Mapk3
724,0,0,Spata2l
725,1,0,Lrp3
726,0,0,Emc6
727,1,0,Surf4
728,1,1,Gtf2a2
729,1,2,Gatm
730,0,0,Hist1h4d
731,0,0,Rai2
732,1,0,Fam32a
733,0,0,Pex2
734,1,2,Plp1
735,1,0,Kcnrg
736,1,2,Zfp423
737,0,0,Vac14
738,0,1,Rnf180
739,1,1,Nup210
740,1,0,Hps4
741,2,1,Sfmbt2
742,0,0,Tbc1d20
743,1,1,Pip4k2b
744,1,1,Dcbld2
745,1,0,Ccdc43
746,1,0,Spag1
747,0,1,Dnajc24
748,0,0,Zmat3
749,0,1,Hbp1
750,0,0,Zfp189
751,1,1,Atf1
752,1,1,Cmpk1
753,0,0,Eri2
754,1,0,Ints7
755,1,0,Timmdc1
756,1,0,Dalrd3
757,1,0,Mok
758,1,1,Golga3
759,1,0,Ndufs5
760,0,0,Gm29361
761,0,0,2310011J03Rik
762,1,0,6030458C11Rik
763,2,0,Rnf128
764,0,0,Fundc1
765,1,0,Eif1ax
766,0,0,Mrpl36
767,1,0,Mpp1
768,2,1,Tango6
769,2,1,Gng12
770,0,0,Parvb
771,2,0,Ostm1
772,1,0,Rhbdl3
773,1,0,Gm13402
774,0,0,Nrde2
775,1,1,Ptpn2
776,0,2,Gm2824
777,1,1,Spg11
778,1,0,Tab1
779,0,1,Trmt13
780,1,0,Hgsnat
781,0,0,Mme
782,1,0,Vps37c
783,1,0,Ndc1
784,1,0,Klhl23
785,1,1,Actl6b
786,1,2,Rundc3a
787,0,0,Gm9925
788,1,0,Polr1d
789,0,0,Gm17108
790,1,0,Dusp12
791,1,0,2610021A01Rik
792,0,0,Ndufaf3
793,1,0,Dtnbos
794,1,0,Mrps24
795,1,0,Abhd10
796,1,1,Supt5
797,1,1,Alg13
798,1,0,Esd
799,1,0,Ssr4
800,2,0,Gm16759
801,2,1,Fntb
802,0,0,A230077H06Rik
803,2,0,Ccdc91
804,0,1,Sgsm3
805,2,1,Rgs9
806,1,1,Cspg5
807,1,0,Tmem109
808,2,0,St8sia3os
809,0,0,Ppif
810,1,0,Akap5
811,1,0,Cep68
812,1,0,Txndc9
813,0,1,Ensa
814,1,1,Sgtb
815,1,0,Atrip
816,1,0,Eif3c
817,0,0,Pa2g4
818,0,1,Cebpz
819,1,1,Slc20a1
820,0,0,Atp5k
821,0,0,Mrps33
822,1,0,Zfp867
823,1,1,Narf
824,2,0,Kctd8
825,0,0,Rnf113a2
826,1,0,Snhg3
827,1,0,B230307C23Rik
828,0,1,Rlim
829,2,2,Pde1c
830,1,1,Sh3bgrl
831,1,1,Zmym3
832,0,0,Gm27008
833,2,1,Plekhh2
834,0,0,Ccdc85c
835,0,0,Bmp2k
836,0,0,Necab1
837,0,0,Smad7
838,2,1,6030443J06Rik
839,1,0,Ube2g2
840,0,2,Dzip1
841,1,0,Uspl1
842,0,0,Csdc2
843,1,0,Gss
844,1,1,Rnf185
845,0,0,Gm15886
846,1,0,Sap30bp
847,1,0,Chdh
848,1,1,Ap3d1
849,1,0,Lbr
850,1,0,Prss36
851,1,1,Orc5
852,1,0,1700086O06Rik
853,1,0,Pmpcb
854,1,0,Zfp74
855,1,0,Umps
856,1,0,Uqcrc1
857,1,1,Erlin1
858,0,0,Odc1
859,0,0,Sf3b5
860,1,0,Ankra2
861,1,0,Bcas3os1
862,2,0,Prrg1
863,1,0,Zfp958
864,2,0,Kazn
865,0,0,Cxxc5
866,2,0,Pcx
867,0,0,2810032G03Rik
868,1,1,Wdr48
869,1,0,Nat10
870,0,1,Rab21
871,2,0,Ikzf2
872,1,0,Slc35c2
873,1,0,Abhd3
874,0,0,Sertad4
875,0,1,Fam98a
876,1,0,Oaz2
877,1,0,Eif2b5
878,1,0,Ebf4
879,1,0,Cdv3
880,1,0,Tmem121
881,1,0,Abhd14a
882,1,0,Fndc9
883,0,0,Cabyr
884,1,0,Cnp
885,1,0,Tprgl
886,0,0,2410004B18Rik
887,0,0,Lgalsl
888,0,0,Mrpl24
889,0,0,Zrsr1
890,0,0,Gm10135
891,2,0,Clcn5
892,2,1,Ar
893,1,0,Pram1
894,1,2,Gm14412
895,1,0,Tceal5
896,2,2,Spock1
897,0,1,Tshz1
898,0,0,Siah3
899,0,0,Gpc1
900,0,0,Prss12
901,2,0,Ttbk2
902,0,0,Scn9a
903,0,1,Tulp3
904,1,1,Ick
905,0,0,Foxo6
906,1,0,Mlec
907,0,0,Abhd8
908,1,1,Gga2
909,0,0,Gm14329
910,1,0,Srrm4os
911,1,0,Tmem136
912,0,0,Pfdn2
913,0,0,Kcnf1
914,1,0,Tmem168
915,1,0,Mrpl10
916,1,0,Idh3a
917,1,1,Utp18
918,1,0,Ier5l
919,1,0,Cdipt
920,1,0,Zfp12
921,0,0,Fkbp2
922,1,0,Zfp655
923,1,1,Ccz1
924,0,0,Elof1
925,1,0,Mrps10
926,1,1,Phkg2
927,1,0,Zfp938
928,2,1,Man2a1
929,0,0,Hunk
930,1,0,Plekha8
931,1,1,Pisd
932,0,1,Cerk
933,0,0,Ecm2
934,1,1,Ubtf
935,1,0,Gtpbp1
936,0,0,Skida1
937,1,0,Brms1
938,1,0,Mib2
939,1,0,Pomgnt2
940,1,1,Rab15
941,1,1,Tmem151a
942,2,2,Kcnc2
943,1,0,Smarcd1
944,1,0,Slx4
945,1,0,Leprotl1
946,0,0,Dhrs1
947,0,0,Pcsk2os1
948,0,0,Oxld1
949,0,0,Kbtbd3
950,1,0,Klhl10
951,1,0,Mob1a
952,0,0,Fbxl6
953,1,1,Helq
954,0,2,Snhg9
955,1,0,Pdcd5
956,1,0,Ndufaf1
957,1,0,Cbr1
958,1,0,Gm14391
959,1,0,Zfp275
960,0,0,Utrn
961,0,1,Pald1
962,2,1,Actn2
963,1,1,Xpa
964,2,1,Gm26672
965,0,0,Otub2
966,1,0,Csf1
967,0,1,Gabarapl1
968,1,0,Rad9b
969,1,0,Tmem179
970,1,0,Polg
971,1,1,Utp15
972,1,1,Smad2
973,0,0,Tmem208
974,1,0,Zkscan1
975,0,1,Zfp692
976,0,1,Ccdc28b
977,1,0,Mrpl23
978,1,0,Recql
979,0,0,Ddit4
980,0,0,Pigyl
981,0,1,Exosc4
982,1,1,Gm26693
983,1,1,Gm12258
984,0,0,Mrps7
985,0,0,Prps1
986,1,1,Ssbp1
987,0,0,Taf9b
988,0,0,Zdhhc9
989,1,1,Mmgt1
990,0,1,Olfr46
991,0,1,Ndufa2
992,0,1,Il11ra1
993,2,1,Atp2b4
994,2,1,Gdpd5
995,1,1,Ate1
996,0,1,Bace1
997,0,1,Tmem242
998,0,1,Bora
999,2,1,Socs6
1000,0,1,Map1s
1001,1,1,Galns
1002,1,1,Slc7a5
1003,1,1,Tkt
1004,0,1,Scrt1
1005,1,1,Zfp142
1006,1,1,Kbtbd2
1007,1,1,Akirin1
1008,2,1,Gbe1
1009,0,1,Mrpl30
1010,0,1,Ndufb6
1011,0,1,Sdhd
1012,1,1,Cuedc2
1013,1,1,Ublcp1
1014,0,1,Cct2
1015,1,1,C1d
1016,1,1,Sirt2
1017,0,1,Eif2b4
1018,0,1,Lrrc10b
1019,1,1,2810004N23Rik
1020,0,1,Rpl35
1021,1,1,Gm17036
1022,1,1,Rab39b
1023,1,1,2810455O05Rik
1024,2,1,Lhpp
1025,1,1,Iffo2
1026,0,1,Dbt
1027,1,1,Ulk1
1028,1,1,Hsf1
1029,2,1,Grin3a
1030,1,1,Tmem8b
1031,2,1,Igsf9b
1032,0,1,Usf1
1033,0,1,Vash1
1034,1,1,Copb2
1035,1,1,Sept2
1036,1,1,Bax
1037,0,1,Golga7
1038,0,1,Pde12
1039,1,1,Zfp661
1040,0,1,Impa1
1041,1,1,Rnf166
1042,1,1,Rnf208
1043,1,1,Ddrgk1
1044,0,1,Naa38
1045,1,1,Spata24
1046,0,1,Eif5a
1047,1,1,Tpd52l2
1048,1,1,Ap5m1
1049,0,1,Kcna2
1050,1,1,Polr2e
1051,1,1,Echdc2
1052,1,1,Kif18a
1053,1,1,Hinfp
1054,0,1,Use1
1055,1,1,Utp14a
1056,2,1,Kcnip1
1057,0,1,Ttc7
1058,2,1,Wipf1
1059,0,1,Phf21b
1060,0,1,Tbc1d4
1061,2,1,Tmtc2
1062,0,1,Gm4117
1063,0,1,E330009J07Rik
1064,1,1,Dnajc16
1065,2,1,Rhoq
1066,1,1,Pink1
1067,1,1,Hdac11
1068,1,1,Eif2d
1069,1,1,Nif3l1
1070,1,1,Mpp4
1071,1,1,Rimkla
1072,0,1,Pogk
1073,1,1,Anapc11
1074,0,1,Chst2
1075,0,1,Thnsl1
1076,1,1,Zbtb5
1077,0,1,Twistnb
1078,1,1,Cript
1079,1,1,Rnf4
1080,0,1,Taf1d
1081,1,1,Psmd13
1082,1,1,Pam16
1083,0,1,Uqcc3
1084,0,1,Uprt
1085,1,1,Pdha1
1086,1,1,Fam3a
1087,1,1,9530051G07Rik
1088,2,1,Rbms1
1089,0,1,4930452B06Rik
1090,0,1,Ipmk
1091,1,1,Zhx1
1092,1,1,Ddx23
1093,1,1,Gna11
1094,0,1,Nfe2l2
1095,0,1,Dusp4
1096,0,1,Msantd3
1097,0,1,Exosc8
1098,1,1,Calu
1099,1,1,Chrnb2
1100,1,1,Zswim7
1101,1,1,Smim19
1102,1,1,Zbed3
1103,1,1,Atox1
1104,0,1,2610316D01Rik
1105,1,1,Fbl
1106,0,1,Smarcd2
1107,0,1,Cox18
1108,1,1,Znhit6
1109,1,1,Eif3d
1110,1,1,Zfp622
1111,0,1,Chmp2b
1112,0,1,Triap1
1113,1,1,Mrps15
1114,1,1,Zfp30
1115,1,1,Pts
1116,0,1,Enpp4
1117,0,1,Tmem47
1118,1,1,Zfp518a
1119,0,1,Smim15
1120,2,1,Thsd4
1121,2,1,Fhad1
1122,2,1,Boc
1123,2,1,Runx1t1
1124,1,1,Eif2ak3
1125,1,1,Vamp1
1126,1,1,Letm1
1127,1,1,Gpr180
1128,1,1,Amz2
1129,2,1,Wars2
1130,0,1,Lrrc55
1131,1,1,Cdc37
1132,1,1,Sarm1
1133,1,1,D230025D16Rik
1134,1,1,Cnot8
1135,1,1,Trp53bp2
