,preds,labels,genes
226,0,1,Daam1
227,0,0,Lrrc28
228,1,1,Smarca4
229,0,1,Slc6a17
230,0,1,Man1a2
231,0,0,4430402I18Rik
232,2,2,Ndst4
233,0,0,B4galt6
234,0,1,Usp48
235,0,1,Wdr37
236,0,0,Cttn
237,0,1,Rc3h1
238,0,0,Trib2
239,2,1,Tasp1
240,1,1,S100pbp
241,1,0,Tm9sf3
242,0,1,Ccnl1
243,0,1,Man2a2
244,1,0,Mier1
245,1,0,Tmx4
246,0,0,Gm15624
247,0,0,Pnmal2
248,1,1,Mtch2
249,0,0,Grina
250,0,0,Rimklb
251,0,0,Kcna4
252,0,0,0610030E20Rik
253,1,0,Zfp81
254,0,0,H3f3b
255,0,1,Usp29
256,1,0,Mad1l1
257,1,1,Uvrag
258,0,0,Myrip
259,0,1,Rnf165
260,0,0,Lhfpl2
261,0,1,Map2k6
262,0,0,Kcnk2
263,1,1,Sntb2
264,2,0,St5
265,0,1,Nt5dc3
266,0,1,Sestd1
267,0,0,Bcl2l1
268,2,1,Xrcc4
269,0,1,Fbxo41
270,0,1,Gabbr1
271,0,0,Bcar1
272,2,1,Asb3
273,1,1,Opa1
274,0,0,Arl8b
275,1,1,Tbc1d19
276,0,1,Pwwp2a
277,0,1,Fbxo8
278,1,1,Strada
279,1,1,Csnk2a1
280,0,1,Tra2b
281,1,0,Pdzd8
282,0,0,Purb
283,2,0,Pcdh11x
284,0,1,Araf
285,0,0,Ubc
286,0,1,Bhlhb9
287,0,0,Eda
288,0,1,Dock4
289,0,1,Mapre2
290,0,0,Smad3
291,0,1,Hecw1
292,2,2,Chd7
293,0,1,Ptpn3
294,1,0,Vps53
295,0,0,Zfp277
296,1,1,Myh10
297,0,1,Kat6a
298,0,0,Pxdn
299,0,1,Tmem178
300,0,1,Ube2r2
301,1,0,Gm17106
302,1,1,Sfmbt1
303,1,1,Kdm5b
304,1,1,Vezt
305,1,0,Pitpnb
306,1,1,Lmbr1
307,0,0,Moxd1
308,1,1,Zswim5
309,1,1,Ube2g1
310,1,1,Pkp2
311,1,1,Tm9sf2
312,0,0,Msantd2
313,1,1,Zdhhc20
314,1,1,Nfx1
315,0,0,Ddx24
316,1,0,Dhx33
317,0,0,Commd3
318,0,0,Ftl1
319,0,0,Rpl22l1
320,1,1,Ptprn2
321,1,1,Trappc9
322,0,1,Dennd2a
323,0,0,Aven
324,0,0,Agpat3
325,0,2,Armc9
326,0,1,Tecpr2
327,0,1,Eps15l1
328,1,1,Mnat1
329,0,0,Slain1
330,0,1,Tdrd3
331,0,0,Srpr
332,0,0,Gpr37
333,0,0,Gas5
334,1,1,Reps1
335,0,1,Cpne1
336,1,1,Pibf1
337,0,1,Paxbp1
338,0,0,Impad1
339,1,1,Parg
340,0,1,Fam131a
341,1,0,Sar1b
342,1,1,0610010F05Rik
343,0,0,Acp1
344,1,2,Riok1
345,0,0,Epm2aip1
346,1,1,Fkbp1a
347,0,0,Jkamp
348,2,1,Atp11c
349,1,0,Vps29
350,2,1,Slc9a7
351,1,1,Zfp654
352,0,0,Vwa3b
353,1,1,Nsmce2
354,0,1,Rab30
355,0,0,Zc3h3
356,1,0,Gm28375
357,0,0,Mipep
358,2,1,A330008L17Rik
359,0,0,Hipk3
360,0,0,Rapgef4os1
361,1,1,Spata5
362,0,0,3110039M20Rik
363,1,0,Atg2b
364,0,0,Shisa7
365,0,1,Phlpp2
366,0,0,Pkm
367,0,1,Gorasp2
368,0,0,Rnf115
369,0,0,Tgfbr1
370,0,0,Slc37a3
371,0,1,Map3k12
372,0,0,Tmem38b
373,1,1,Smad4
374,0,1,Celf3
375,1,1,Tpp2
376,0,1,Kpna4
377,1,1,Zfp266
378,1,1,Chd3
379,0,1,Metap2
380,0,1,Hnrnph1
381,0,0,H2afz
382,0,0,Zscan26
383,0,0,Vamp2
384,0,1,Col25a1
385,2,1,Cpne4
386,2,2,Lama2
387,0,1,Wnk2
388,2,1,Zfhx4
389,0,1,Cnst
390,0,0,Msh3
391,1,1,Zhx3
392,0,1,Setd3
393,0,0,Slc1a3
394,0,1,Ap1b1
395,1,1,Eya3
396,0,0,Map9
397,1,0,Lcmt1
398,1,0,Usp50
399,0,1,Lats1
400,0,1,Nrn1
401,1,0,Myt1
402,0,0,Spata2
403,1,0,Vps33a
404,0,0,Atp5f1
405,1,0,Lingo3
406,2,1,Pik3c2a
407,0,1,Msl1
408,0,0,E130102H24Rik
409,0,0,Gm16835
410,1,1,Sdha
411,0,0,Cisd1
412,1,0,Tmed2
413,0,0,Gpx4
414,0,0,Nefl
415,0,0,B230219D22Rik
416,0,1,Stxbp6
417,0,1,Nme7
418,0,1,Smpd3
419,0,1,Cecr2
420,0,0,Slc45a4
421,0,0,Ggact
422,0,1,Mrpl1
423,1,1,Uqcc1
424,1,1,Eea1
425,0,0,Map1a
426,0,1,Ogfod1
427,1,0,Nck1
428,1,0,Gm15680
429,2,0,Igf2bp3
430,2,1,Rab27b
431,0,0,Cd81
432,1,0,Epm2a
433,0,1,Usp22
434,0,0,Prdm8
435,1,1,Scaf11
436,0,0,Rorb
437,1,0,Fam149b
438,1,1,Pank2
439,0,1,Pafah1b2
440,1,1,Nucks1
441,1,0,Pnrc1
442,0,0,Ypel3
443,0,0,Brcc3
444,0,0,Tgoln1
445,1,0,Uba5
446,0,0,Ndufb11
447,2,1,Ophn1
448,0,1,Ankrd33b
449,2,1,Parn
450,0,0,Pxylp1
451,0,1,Wdr20
452,1,0,Smurf1
453,0,0,Abhd17c
454,0,1,Lin7a
455,0,0,Tbca
456,0,1,Hlf
457,0,1,Fbxo38
458,0,1,Plekhm2
459,1,0,Sumf1
460,0,1,Carm1
461,1,1,Prkar2a
462,1,1,Cmtr1
463,0,1,Gtf2a1
464,1,0,Npdc1
465,1,1,Acadsb
466,0,0,Psmd6
467,1,0,Gde1
468,0,1,4930570G19Rik
469,1,1,Nbr1
470,0,0,Amer3
471,0,0,Psma7
472,0,0,Tmed9
473,0,0,Preb
474,0,0,Eif3f
475,0,0,Rps27
476,0,0,Higd2a
477,0,1,BC002059
478,1,0,Slc16a4
479,2,2,A230006K03Rik
480,0,1,Traf3
481,0,1,Drosha
482,2,1,Inpp5f
483,1,0,Lekr1
484,1,0,Usp46
485,0,1,Fam81a
486,0,0,B4galt1
487,0,1,Itgb8
488,2,1,Stim1
489,1,0,Rnf141
490,0,0,Alkbh3
491,0,0,Paxip1
492,0,1,Epha10
493,0,1,Srsf4
494,1,1,Ube2l3
495,1,1,Lmln
496,2,1,Nbeal1
497,1,1,Ppp1cc
498,2,1,Zfp943
499,1,1,Ncoa5
500,0,1,Srsf3
501,0,0,Ap3m1
502,0,1,Pnn
503,0,0,Uqcrh
504,1,1,Fbxl16
505,1,1,Brms1l
506,1,0,Atp5l
507,0,0,Tug1
508,0,0,Pex13
509,0,0,Psmb5
510,0,0,Ndufb8
511,0,0,Ammecr1
512,0,0,Atp5o
513,2,1,Mitf
514,0,1,Rab3gap2
515,0,1,Ss18
516,0,0,Gna12
517,0,0,Fam184b
518,0,0,Ppp2r2d
519,0,1,Lrrc4b
520,2,0,Cep128
521,0,0,Pgs1
522,0,0,Xrcc6
523,0,1,Lmtk3
524,0,0,Chmp4b
525,0,1,Elavl1
526,1,1,Rhoa
527,1,1,Zfyve1
528,0,0,Cacng5
529,1,1,Eml2
530,1,1,Klhl24
531,1,1,Naa50
532,0,1,Mapk1ip1l
533,1,1,Mfap3
534,1,1,Wdr45b
535,0,0,Gm27241
536,1,0,Zfp746
537,0,0,Psma2
538,1,0,Rhou
539,0,0,Cdk5r1
540,0,1,Fam92a
541,1,0,Set
542,0,1,Adss
543,1,1,Zfp932
544,1,1,Wdr17
545,0,1,Pik3cb
546,1,0,Ptprf
547,0,1,Synpo
548,0,1,Phyhipl
549,0,0,Rnf2
550,1,0,Fam126a
551,0,0,Stx2
552,0,2,Ppt1
553,1,1,Chpt1
554,0,1,Rnf103
555,0,0,Kctd12
556,0,1,Slitrk1
557,0,0,Cct5
558,0,2,Zdhhc1
559,0,1,Birc2
560,0,0,Lin7c
561,0,0,Ivns1abp
562,0,0,Trappc6b
563,0,0,Apobec4
564,1,0,Ddx1
565,0,0,Pfdn5
566,0,0,Hist1h2bc
567,1,1,Cul2
568,1,0,Zfp944
569,0,0,Dus4l
570,1,1,Wdr43
571,1,1,Gpi1
572,1,1,Klhl12
573,0,0,Gspt2
574,0,0,Tomm5
575,0,0,Gab3
576,0,0,Parm1
577,1,1,Satb1
578,2,1,Ghr
579,0,0,D430019H16Rik
580,0,0,Kitl
581,0,0,Nptxr
582,0,0,Tll1
583,0,1,Rybp
584,0,0,Scarb2
585,2,2,Pparg
586,1,1,Ttc13
587,1,1,Vldlr
588,0,0,Ankrd46
589,0,0,Ets2
590,1,1,Zfp961
591,0,0,Kdsr
592,0,0,Bag4
593,0,1,Myl12b
594,1,1,Exoc3
595,1,0,Clta
596,1,0,Galnt3
597,1,0,A930007I19Rik
598,0,0,Edf1
599,1,1,Rnf32
600,0,0,Sowaha
601,0,0,Srp9
602,0,0,Ndufa11
603,1,1,Zfp157
604,0,0,Mrpl18
605,0,0,Dnajb9
606,0,0,Gm29237
607,0,0,Tbc1d8b
608,0,1,Dhx32
609,1,1,Slc41a2
610,0,0,Rarb
611,0,1,Pcmt1
612,1,1,Clip2
613,0,0,Mrpl48
614,0,0,Plbd2
615,0,0,Ube2ql1
616,0,0,Tmem170b
617,0,1,Wdr35
618,0,0,Gm14372
619,0,0,Pld3
620,0,0,Ehd3
621,1,2,Dzank1
622,0,0,Slc35b4
623,1,0,Slc25a33
624,0,1,Cisd2
625,1,1,Arpc1a
626,0,1,Zfr2
627,0,0,Sertm1
628,0,2,Matk
629,0,0,Rbm4b
630,1,1,Mfsd11
631,1,0,Zfp26
632,0,0,Btg2
633,1,0,Nudt5
634,0,0,Arf5
635,1,0,Scyl3
636,1,0,Atg4a
637,0,1,Jade3
638,0,0,Vbp1
639,0,0,Uchl4
640,1,1,Rasa3
641,2,0,Bri3
642,1,1,Smad1
643,2,1,Brinp3
644,0,1,Shoc2
645,0,1,Gnptab
646,0,1,Srpk1
647,0,0,Ncan
648,0,1,Gnai3
649,1,1,Scap
650,0,1,Fem1b
651,1,1,Hibadh
652,0,0,Errfi1
653,0,0,Slc48a1
654,1,0,Plgrkt
655,0,0,Lrtm2
656,0,0,Dctn3
657,0,0,Gabarapl2
658,1,1,Sucla2
659,0,0,Nme2
660,0,0,Tmem60
661,0,0,Tspyl1
662,0,0,Aurkaip1
663,0,0,Gm10010
664,0,0,Ap2m1
665,1,1,Ash2l
666,1,0,Dek
667,0,0,Pgp
668,0,0,Map1lc3a
669,0,0,Hcfc1r1
670,1,0,Ndufa8
671,0,0,Gm26652
672,0,0,Rph3al
673,2,0,Etv6
674,0,0,Adcy3
675,0,0,Gpr68
676,0,0,Vipr1
677,0,1,Pik3c3
678,0,0,Zdhhc2
679,0,0,Bop1
680,0,0,Pom121
681,1,1,Glt1d1
682,2,0,Frmd3
683,0,1,Lrrc58
684,1,1,Rpgrip1l
685,0,0,Gm26803
686,0,0,Atp5d
687,1,0,Tmem62
688,0,1,Cltb
689,1,1,Csnk1d
690,0,0,Cmas
691,0,1,Bbs5
692,0,0,Lsm8
693,0,0,1500011B03Rik
694,1,0,Gm16183
695,1,1,Dnajc10
696,0,0,Uqcrq
697,1,1,Tgs1
698,1,0,Pde6d
699,0,0,Dtymk
700,0,0,Tuba1b
701,0,0,Rpl39
702,0,1,Wnk3
703,0,1,Zmat1
704,2,1,Smoc2
705,2,1,Ypel2
706,2,1,Cox10
707,0,1,Cep95
708,1,1,Reck
709,0,1,Dctn1
710,0,1,Gm13052
711,2,0,Afap1l2
712,0,1,Itgb1
713,0,0,Shc2
714,0,1,Mettl9
715,1,1,Lsm14a
716,1,1,Sec16a
717,0,1,Clns1a
718,1,0,Tdrp
719,0,0,Nsun6
720,0,0,Ap5z1
721,0,1,Ndufaf5
722,0,0,C130060C02Rik
723,0,0,0610009E02Rik
724,0,1,Cdk7
725,0,0,Pomp
726,1,1,Bbs7
727,1,0,Dctn2
728,0,0,Pdp1
729,0,0,Swi5
730,0,0,Gm8098
731,1,1,Tsg101
732,1,0,Ssr2
733,1,0,Pgam5
734,1,0,Mtx3
735,2,1,Tbl1x
736,0,0,Nuak1
737,0,1,Soga1
738,0,0,Nkain1
739,0,0,Wdr19
740,0,0,Ppat
741,1,1,4931406P16Rik
742,0,0,Fam160b1
743,0,0,Celsr3
744,0,0,Fbxl18
745,0,0,Map3k1
746,0,0,Nsun3
747,1,0,Igdcc3
748,0,0,Psd
749,1,1,Zcchc2
750,1,0,Smpd4
751,1,1,Ccdc34
752,0,0,Otulin
753,0,0,Rcan3
754,0,0,Lrrc29
755,1,1,Trappc11
756,0,0,Higd1a
757,1,0,Gclm
758,1,2,4930447C04Rik
759,0,0,Ndufb2
760,0,0,Sar1a
761,0,0,Nolc1
762,0,0,Slc30a1
763,1,0,Man2c1os
764,0,0,Rpl22
765,0,0,Ppdpf
766,0,0,Psmd7
767,0,0,Saysd1
768,0,1,Sergef
769,2,1,Osbpl10
770,1,1,Invs
771,0,0,Tsc2
772,1,1,Fbxl2
773,0,1,Extl3
774,0,0,Enoph1
775,0,0,AI480526
776,0,0,Lurap1
777,0,1,Snrnp40
778,0,0,Cers1
779,1,0,Il20rb
780,1,0,Trim3
781,0,0,Rspo3
782,0,1,Heca
783,0,0,Ackr3
784,0,0,Nfe2l1
785,0,0,Atp5g2
786,1,1,Nup205
787,1,0,Gnpat
788,0,2,Mbd6
789,1,1,Fancl
790,0,0,Rab1b
791,1,1,Sp1
792,0,0,Rwdd1
793,0,0,4732440D04Rik
794,0,0,Cggbp1
795,0,0,Bmi1
796,1,0,Elac1
797,0,0,Tigd2
798,1,0,Gm14410
799,0,0,Gm15965
800,0,1,Mapk4
801,2,0,Adam12
802,2,1,Tshz3
803,2,2,Cdh20
804,0,0,Fndc1
805,2,1,Col4a1
806,1,0,Antxr2
807,1,1,Gas2
808,0,1,Cxadr
809,0,0,Sult4a1
810,0,0,Gm17202
811,0,0,BC004004
812,0,0,Brd9
813,0,1,1600020E01Rik
814,0,0,Ncstn
815,1,1,Xpot
816,0,0,Uhmk1
817,0,0,Ddx19a
818,1,1,Ctr9
819,0,0,Rpl7l1
820,0,1,Ldhb
821,1,0,Hspbp1
822,0,0,Cacybp
823,0,0,Ranbp6
824,0,1,Cenpv
825,0,0,Tbcc
826,0,0,Smim7
827,0,0,Ndufb7
828,0,0,Hnrnpab
829,0,0,Ikbkg
830,0,0,Bex1
831,0,0,Nudt11
832,0,1,Ston2
833,2,1,Mthfd1l
834,1,1,Tpd52l1
835,0,0,Napa
836,1,0,Zfp438
837,0,0,Rhof
838,0,0,Stk38l
839,0,0,Dguok
840,0,0,Gpr26
841,1,0,Gan
842,0,0,AV039307
843,0,0,Gpr162
844,0,0,Prpf19
845,1,0,Clcc1
846,0,0,Ypel5
847,1,0,Ifngr2
848,0,0,Apip
849,0,0,Osgin2
850,0,0,Atg9a
851,1,0,Pex7
852,1,1,Ei24
853,0,0,Cyb561a3
854,0,0,Gnpda2
855,0,0,Wdr83os
856,1,1,Wsb1
857,0,0,Lamtor5
858,0,0,Zbtb6
859,0,0,Cstf2t
860,0,0,Sco2
861,0,0,Nap1l2
862,0,0,Gprasp2
863,1,0,4930422M22Rik
864,1,0,Plcg2
865,0,0,Flt3
866,2,0,Cbfa2t3
867,0,0,Cdkl1
868,0,0,Smyd2
869,0,1,Gdap2
870,0,0,Tbr1
871,0,0,Tdg
872,0,0,Ramp2
873,1,0,Spice1
874,1,0,Snx19
875,1,0,Ube2v1
876,0,1,Rap1b
877,1,0,Mthfd2l
878,0,0,Hagh
879,0,1,Ptma
880,0,0,Mrpl12
881,0,0,Impdh2
882,0,1,Plk2
883,0,0,Fam174a
884,0,0,Ofd1
885,1,1,Zfyve26
886,0,1,Timm44
887,0,0,Xbp1
888,0,0,Gnpnat1
889,0,0,Yeats4
890,0,0,Ptpmt1
891,0,0,Tomm22
892,1,0,Grpel2
893,1,0,Suv39h2
894,0,0,Gm14296
895,0,0,Polr2g
896,0,1,Ttc39b
897,0,0,Gcnt2
898,0,0,Rbks
899,0,0,Commd1
900,0,1,Pik3c2b
901,0,0,Atxn7l1os1
902,2,2,Stk33
903,0,1,Gpt2
904,0,0,Vangl2
905,0,1,Atp6v0e
906,1,0,Tjap1
907,0,0,Rin1
908,0,0,Bves
909,1,0,Naa60
910,1,0,Pop1
911,1,0,Acot8
912,1,1,Tmem130
913,0,0,Elovl4
914,1,1,Tmem65
915,0,0,C2cd2l
916,2,0,Gm14858
917,0,0,Arl6ip6
918,1,0,Rrp1b
919,1,1,Riok2
920,0,0,Ap4b1
921,0,0,Kcns2
922,1,0,Gm4673
923,0,0,A130014A01Rik
924,1,1,Becn1
925,0,0,Srp19
926,1,0,Haus3
927,0,0,Mrps16
928,0,0,Col19a1
929,2,0,Gm16599
930,0,0,Slc31a2
931,0,0,Tmem132a
932,0,0,Plekhb2
933,1,0,Pip5k1c
934,0,0,Dtwd2
935,2,0,Dnhd1
936,1,1,Agrn
937,0,0,Wdr77
938,1,0,Unc119b
939,0,0,Map2k7
940,0,0,Senp3
941,0,0,Gm10516
942,0,0,Mettl7a1
943,0,0,0610010K14Rik
944,0,0,Fn3k
945,1,0,Fam151b
946,1,0,Rint1
947,0,0,4933423P22Rik
948,0,0,Rbm8a
949,0,0,Trappc2l
950,0,0,Zfp408
951,0,0,Ubald1
952,0,0,Sharpin
953,1,0,Zfp68
954,0,0,Lsm4
955,1,0,Ndufa7
956,0,0,Mrpl17
957,0,1,Fhl1
958,0,0,Bod1
959,1,0,N6amt1
960,2,1,Nyap2
961,2,1,Efna5
962,0,1,Hsd17b12
963,0,1,Apaf1
964,0,0,B3gntl1
965,0,1,Rgs8
966,0,0,Wscd1
967,0,0,Gm15083
968,0,1,Paqr8
969,0,0,Dgkq
970,0,1,E130309D02Rik
971,1,1,Snx4
972,0,1,Hspd1
973,1,1,Thoc5
974,0,1,Mtrr
975,1,1,Chrd
976,0,0,Dnaja4
977,0,1,Pdia4
978,0,0,Map1lc3b
979,0,1,Aprt
980,0,1,Mrpl2
981,0,1,Iah1
982,0,1,Tiparp
983,1,1,Tmem183a
984,0,1,Eme2
985,1,1,Taf12
986,0,0,Tcta
987,1,1,Cct6a
988,0,1,Rnaseh2c
989,0,1,Rpp21
990,1,1,Nek3
991,0,1,Ndufa1
992,0,1,Cacnb1
993,1,1,Adcy10
994,0,1,Gm26542
995,1,1,Gne
996,0,1,Apc2
997,0,1,6230400D17Rik
998,0,1,Tpgs2
999,1,1,Psmd3
1000,0,1,Faim
1001,0,1,Eef1a2
1002,0,1,Cdkn2d
1003,1,1,Ppil1
1004,0,1,Commd6
1005,1,1,Psma5
1006,0,1,Gng10
1007,0,1,Asna1
1008,1,1,Gm16126
1009,0,1,Snw1
1010,0,1,Dtwd1
1011,1,1,Mrps5
1012,1,1,Gm10563
1013,0,1,Tmem222
1014,1,1,Slc35a5
1015,0,1,Sec61g
1016,0,1,Mrpl51
1017,0,1,Bcs1l
1018,0,1,Ppid
1019,1,1,Psph
1020,0,1,Nkrf
1021,0,1,Gm17477
1022,0,1,Zfp955b
1023,0,1,Psmd4
1024,0,1,Lmf1
1025,2,1,Cachd1
1026,0,1,Ppp2r1b
1027,2,1,Ptn
1028,1,1,Tvp23b
1029,0,1,Ruvbl1
1030,1,1,Tmtc4
1031,1,1,Slc39a9
1032,1,1,Ackr4
1033,0,1,Fbxo46
1034,0,1,Kctd2
1035,0,1,Lrrc24
1036,0,1,Nudt9
1037,0,1,2810006K23Rik
1038,1,1,Thumpd2
1039,0,1,Prdm4
1040,0,1,Fbxl15
1041,0,1,Ptov1
1042,1,1,Rragc
1043,0,1,Pcbp1
1044,1,1,Gm26782
1045,1,1,Prpsap2
1046,0,1,4930453N24Rik
1047,0,1,Gm16845
1048,0,1,Vcpkmt
1049,1,1,Whamm
1050,0,1,Mrpl11
1051,0,1,Qrsl1
1052,1,1,Tmem237
1053,0,1,2700062C07Rik
1054,0,1,Rab33a
1055,0,1,Asb5
1056,1,1,Efcab2
1057,0,1,Slc22a5
1058,0,1,4933406C10Rik
1059,0,1,Sept5
1060,0,1,Gipc1
1061,0,1,Dgcr6
1062,1,1,Rragd
1063,0,1,Zmym1
1064,1,1,Cdr2l
1065,1,1,Smyd4
1066,0,1,Mbd1
1067,0,1,Tmem246
1068,0,1,Cluh
1069,1,1,Shcbp1l
1070,0,1,Plag1
1071,1,1,Gm553
1072,1,1,Ppm1g
1073,0,1,Flywch2
1074,0,1,Tpgs1
1075,0,1,Dut
1076,0,1,Cnr1
1077,0,1,Cog8
1078,0,1,Eef2
1079,0,1,Trp53inp1
1080,0,1,Cd164
1081,0,1,Dbndd2
1082,0,1,BC005624
1083,0,1,Gm29170
1084,0,1,Dynlt1a
1085,0,1,1700056N10Rik
1086,1,1,Znhit3
1087,1,1,Zfp945
1088,2,1,Sorcs1
1089,0,1,Lrrc1
1090,2,1,Tpk1
1091,0,1,Bdh1
1092,0,1,Calhm2
1093,0,1,Smo
1094,1,1,Crkl
1095,1,1,Dcbld1
1096,1,1,Srp68
1097,0,1,Leng9
1098,1,1,Fdx1
1099,0,1,1110038F14Rik
1100,0,1,Cebpg
1101,0,1,2700046G09Rik
1102,0,1,Mrpl27
1103,0,1,Gcsh
1104,0,1,Sec61b
1105,1,1,Scamp2
1106,0,1,Shisa4
1107,0,1,Gm12536
1108,0,1,Prdx2
1109,0,1,B3gat3
1110,1,1,Gkap1
1111,0,1,Mgat2
1112,0,1,Srm
1113,1,1,Rmdn3
1114,1,1,Med9
1115,0,1,Ccdc124
1116,0,1,Pfn1
1117,0,1,Atp5e
1118,0,1,Ptrhd1
1119,0,1,Gm12122
1120,0,1,Ift122
1121,2,1,Srgap1
1122,0,1,Oxsr1
1123,1,1,Hpcal1
1124,1,1,Tceanc2
1125,0,1,Wdr91
1126,0,1,Gal3st3
1127,1,1,Aldh4a1
1128,1,1,Pccb
1129,0,1,Scoc
1130,0,1,1700088E04Rik
1131,1,1,Hpcal4
1132,1,1,Tbl3
1133,1,1,Aph1b
1134,0,1,Yipf3
