gene_name,gene_length,gene_type,gene_chr
Sfswap,70163.0,,
Mark2,66464.0,,
Arpc5,9055.0,protein_coding,chr1
Csmd2,579799.0,protein_coding,chr4
Frrs1l,33218.0,,
Banf2,40920.0,,
Ptpre,148812.0,protein_coding,chr7
Plxnc1,153969.0,protein_coding,chr10
Cntn3,410446.0,,
Itgbl1,315647.0,,
Gpr22,7080.0,,
Ckap5,93902.0,,
Map4k3,147973.0,,
Hecw1,296790.0,protein_coding,chr13
Ptprn2,791129.0,protein_coding,chr12
Rpl29,2114.0,protein_coding,chr9
Itm2c,14394.0,,
Rpl28,2192.0,,
Rbm5,30625.0,,
Cox8a,2463.0,,
Bcl11b,93199.0,protein_coding,chr12
Cpeb3,187310.0,,
Far1,57677.0,protein_coding,chr7
Rab3a,3998.0,,
Arap2,163714.0,,
Rps14,31448.0,,
Cdc40,51690.0,protein_coding,chr10
Camk2b,96718.0,,
Cnih3,108013.0,,
Fgf14,699220.0,,
3110021N24Rik,62255.0,,
Gm11149,54303.0,,
Gabra5,102387.0,protein_coding,chr7
Mbnl2,156028.0,protein_coding,chr14
Nxf1,13849.0,,
Asap2,279712.0,protein_coding,chr12
Gab2,227360.0,,
Sel1l3,106844.0,,
Rsrp1,4079.0,,
Ttc14,15028.0,,
Rreb1,173605.0,,
Sox5,953552.0,protein_coding,chr6
Taf15,33657.0,,
Atp8a2,558639.0,protein_coding,chr14
Lingo2,1245100.0,protein_coding,chr4
Copa,39801.0,,
L1cam,42327.0,,
Meis2,202775.0,protein_coding,chr2
Scaper,388240.0,,
Samd12,448727.0,protein_coding,chr15
Gm20713,83134.0,processed_transcript,chr14
Plp1,17062.0,,
Slc6a7,18842.0,,
Ubr2,82261.0,protein_coding,chr17
Zdhhc2,86453.0,,
Adarb2,565881.0,protein_coding,chr13
Rasal2,277413.0,,
Prkdc,204369.0,,
Cmip,202366.0,,
Dennd5b,113609.0,,
Gm26871,99698.0,,
Dync1i2,51597.0,,
Ptprk,522577.0,protein_coding,chr10
Sgsm2,47799.0,,
Ftx,62883.0,,
Gapvd1,80638.0,,
Upp2,225673.0,protein_coding,chr2
Riok1,24438.0,,
Agap2,17885.0,,
D430041D05Rik,267940.0,protein_coding,chr2
Trank1,84036.0,protein_coding,chr9
Nedd4l,330123.0,protein_coding,chr18
Macrod2os1,56560.0,,
Ubr5,111526.0,protein_coding,chr15
Chst9,308233.0,protein_coding,chr18
Tubb2a,3733.0,,
Rps5,4396.0,,
Rps6ka5,178544.0,,
Dzank1,56857.0,,
Atxn2,105156.0,,
Pnisr,28892.0,,
Setd2,86036.0,,
Sgcd,1092716.0,protein_coding,chr11
Zswim8,16067.0,,
Chd9,226164.0,,
Atp5j,7759.0,,
Gm26879,7273.0,,
A230004M16Rik,262775.0,processed_transcript,chr11
Dtnb,209415.0,,
Sltm,49480.0,,
Cdh10,195289.0,,
Ndufb9,5732.0,protein_coding,chr15
Il1rapl2,1276338.0,protein_coding,chrX
Cox6a1,3339.0,,
Gm28379,30750.0,,
Tjp1,231616.0,,
Ulk2,79424.0,,
Huwe1,134610.0,,
Itpr2,393924.0,protein_coding,chr6
Gabra2,138252.0,,
Iqgap1,114391.0,,
Gnb1,67908.0,,
Slc44a5,298286.0,,
Parp1,32330.0,,
Dgkb,816513.0,protein_coding,chr12
Gm26936,40851.0,,
Sfpq,15689.0,,
Cdc14b,86022.0,protein_coding,chr13
Hivep3,404261.0,protein_coding,chr4
Trpm7,84665.0,,
Lrrk2,142945.0,,
Pde4b,519716.0,,
Rnasek,1718.0,,
Rgs7,433413.0,,
Ppip5k1,44835.0,,
Rps4x,4453.0,,
Plekhg1,226939.0,protein_coding,chr10
Atp8a1,229294.0,,
Parm1,109279.0,,
Odf2,42525.0,,
Trim35,14393.0,,
Sptan1,65891.0,protein_coding,chr2
Man2a2,22278.0,,
Dennd4a,108327.0,protein_coding,chr9
Elavl2,150022.0,,
Gtf3c2,24139.0,,
Add2,95728.0,,
Agbl4,1266663.0,protein_coding,chr4
B130024G19Rik,125062.0,,
Atp5h,4273.0,,
Mpdz,164315.0,,
Arl3,42102.0,,
Wdfy3,236965.0,protein_coding,chr5
Cox5a,11152.0,,
Clstn2,588786.0,protein_coding,chr9
2610507B11Rik,28871.0,,
Usp7,102713.0,protein_coding,chr16
Zmym3,16465.0,,
Ash1l,128753.0,,
Garnl3,145430.0,protein_coding,chr2
Gm11099,48184.0,,
9630028H03Rik,258137.0,,
Zfc3h1,47813.0,,
Gfra1,220305.0,protein_coding,chr19
Ablim2,127093.0,protein_coding,chr5
Pak3,279205.0,,
Sbno1,57299.0,,
Cdk14,616921.0,protein_coding,chr5
Tom1l2,126191.0,protein_coding,chr11
Serinc1,16756.0,,
Cyfip2,119009.0,,
Dnm1,44867.0,,
Frmd5,261558.0,protein_coding,chr2
A230077H06Rik,82461.0,,
Cacna1g,65807.0,,
Luc7l3,34098.0,,
Ndufa13,8378.0,,
Kifc2,8338.0,,
Egr1,5161.0,,
Chchd10,4617.0,,
Dock7,184244.0,protein_coding,chr4
Dpy19l1,91364.0,,
Svop,64660.0,,
Rps23,1992.0,protein_coding,chr13
Fam193a,116523.0,protein_coding,chr5
Camk2g,59213.0,,
Cox7c,2088.0,,
B3galt1,556818.0,,
Bclaf1,32144.0,,
Tnr,407960.0,protein_coding,chr1
Daam1,161255.0,,
Aldoa,6917.5,,
Otud7a,314277.0,,
Zmynd8,114864.0,,
Ywhag,26207.0,,
Pde1c,499299.0,protein_coding,chr6
Spag6,56381.0,,
Rtn4,51384.0,,
Nol4l,122509.0,,
Pacs1,139961.0,,
Cacna1b,159265.0,protein_coding,chr2
Madd,46477.0,,
Ociad2,18829.0,protein_coding,chr5
Spcs1,1846.0,,
Zdhhc20,57573.0,protein_coding,chr14
Spock2,28979.0,,
Capzb,98919.0,,
R3hdm4,11156.0,,
Tnpo3,69060.0,,
Rps27a,2263.0,,
Camkv,14017.0,,
Eif4g3,215486.0,protein_coding,chr4
Ank3,628665.0,protein_coding,chr10
Prnp,28501.0,,
Cntn1,290802.0,protein_coding,chr15
A330023F24Rik,61529.0,,
Insr,157556.0,,
Sbf2,306909.0,,
Kif21a,116672.0,,
Kif16b,284057.0,protein_coding,chr2
Eml2,30061.0,,
Rpl23,4910.0,,
Hook2,12746.0,,
Edil3,501751.0,protein_coding,chr13
Cdk8,71644.0,,
Jakmip1,62980.5,,
Maml2,411431.0,,
Usp32,155719.0,,
Dennd1a,488399.0,,
Ndrg3,64711.0,protein_coding,chr2
Rps3a1,4762.0,,
Ttll5,237234.0,,
Tanc1,234107.0,protein_coding,chr2
5330434G04Rik,43494.0,,
Fbxo11,74432.0,,
Htr2c,234764.0,,
Etnk1,65086.0,,
Atxn2l,11729.0,,
Tlk1,113321.0,,
Klc2,10814.0,,
Srgap1,266324.0,protein_coding,chr10
Syn2,147104.0,protein_coding,chr6
Nos1,177808.0,protein_coding,chr5
Gpr137c,63008.0,,
Fxr2,20307.0,,
Slit2,324595.0,protein_coding,chr5
Cnih2,5653.0,,
Cttn,35276.0,,
Tnrc6b,229772.0,,
Evi5l,44690.0,,
Tmsb10,1401.0,protein_coding,chr6
Rian,57908.0,,
Eftud2,42512.0,protein_coding,chr11
Cpt1c,15479.0,,
Snap91,114731.0,,
Rpl27a,3220.0,,
Cers4,38654.0,,
Ddx17,19005.0,,
Rpl32,3242.0,,
Xpr1,141714.0,,
Ggnbp2,38456.0,,
Dclk1,296704.0,protein_coding,chr3
Srrm4,152542.0,protein_coding,chr5
Atxn7l3b,3571.0,,
Vps41,149525.0,,
Atp2b2,298782.0,protein_coding,chr6
Srrm3,67882.0,,
Dnajc13,111648.0,,
Mark4,34046.0,,
Cux1,319355.0,protein_coding,chr5
Rab6a,33858.0,,
Slc16a2,124569.0,,
Kdm5c,41515.0,,
Apbb2,320081.0,protein_coding,chr5
Tnrc18,93001.0,,
Cox6c,12360.0,,
Csmd3,1211426.0,,
Lztr1,17645.0,,
Brip1os,103073.0,,
Nrcam,273079.0,protein_coding,chr12
Mgat5,283321.0,protein_coding,chr1
Rps12,2092.0,,
Palm,27324.0,,
Kalrn,604459.0,protein_coding,chr16
2310002F09Rik,102749.0,,
Ncor1,142115.0,,
Pcgf6,17289.0,,
Lcor,103899.0,protein_coding,chr19
Nmnat2,164268.0,protein_coding,chr1
March3,163832.0,protein_coding,chr18
Ambra1,188715.0,protein_coding,chr2
Med13l,204759.0,protein_coding,chr5
Sh3bgrl3,1383.0,,
Crocc,43913.0,,
Rundc3a,9152.0,,
Rnf130,100373.0,,
Wasf1,55095.0,protein_coding,chr10
Specc1,266250.0,protein_coding,chr11
Gm16054,6517.0,,
Ankrd12,111391.0,,
Gpi1,29006.0,,
Timm8b,1410.0,,
Bin1,58507.0,,
Kdm5b,75114.0,protein_coding,chr1
Gm15283,106775.0,,
Igsf9b,58342.0,,
Celf1,79115.0,protein_coding,chr2
Setdb1,33677.0,,
Rpsa,4680.0,,
Fbxl20,67847.0,,
Kctd1,182761.0,protein_coding,chr18
1700007F19Rik,22100.0,,
Trim9,103081.0,,
Rbm39,32999.0,,
Dnah9,337269.0,protein_coding,chr11
Rimbp2,195695.0,protein_coding,chr5
Stox2,266314.0,,
Lrp1b,2058378.0,protein_coding,chr2
Wnk1,114703.0,,
Uggt2,114391.0,protein_coding,chr14
Kif1a,86487.0,protein_coding,chr1
Gm20404,19843.0,,
Igf1r,280841.0,,
Vti1a,311014.0,,
Pias1,109556.0,,
Lzts3,9964.0,,
1110051M20Rik,169636.0,protein_coding,chr2
Dhdds,31890.0,,
Ranbp17,301951.0,protein_coding,chr11
R3hdm1,134435.0,protein_coding,chr1
Pkd1,46674.0,,
Smg1,112362.0,,
Dpf1,14292.0,,
Trmt1l,29619.0,protein_coding,chr1
Igsf11,134488.0,protein_coding,chr16
Dchs2,229261.0,,
Celf3,13903.0,protein_coding,chr3
Vps13b,560069.0,protein_coding,chr15
Ccdc88a,137150.0,,
Sgip1,232331.0,protein_coding,chr4
Ssbp3,138993.0,protein_coding,chr4
Btrc,166279.0,,
Nfatc3,71697.0,,
Ptn,95291.0,protein_coding,chr6
Stard13,196326.0,protein_coding,chr5
Adra1a,135917.0,,
Adcy1,115017.0,protein_coding,chr11
Aff3,487629.0,protein_coding,chr1
Agfg2,34263.0,,
Tnk2,39619.0,,
Rab40c,37613.0,,
Swt1,60756.0,protein_coding,chr1
Nedd4,87506.0,,
Cpsf7,22387.0,,
Ypel4,4597.0,protein_coding,chr2
Ppp1r1a,7724.0,,
Rpl26,5406.0,,
Usp9x,101830.0,protein_coding,chrX
Ubn2,90875.0,,
Fkbp1a,19209.0,,
Hnrnpu,16689.0,,
Mapk4,136873.0,protein_coding,chr18
Matk,10430.0,,
Ccz1,26968.0,,
Mrfap1,1905.0,,
Bmyc,,,
Baz2a,37726.0,,
Prr16,302311.0,protein_coding,chr18
Cox5b,2232.0,,
Nnat,2444.0,protein_coding,chr2
Xrn1,103043.0,,
Fam135b,296229.0,protein_coding,chr15
Colgalt1,13913.0,,
Phf21a,271549.0,protein_coding,chr2
Fam171b,70850.0,,
Gm14372,38885.0,,
Rapgef6,176438.0,protein_coding,chr11
Dpp10,724088.0,,
Ywhaz,26159.0,protein_coding,chr15
Kidins220,88227.0,,
Fbxl17,442565.0,,
Spata7,41658.0,,
Tox,305204.0,protein_coding,chr4
4932438A13Rik,189929.0,,
Osbp2,160172.0,,
Cfl1,4746.0,,
Zc3h7b,51203.0,,
Grik2,693933.0,protein_coding,chr10
Csrnp3,185779.0,,
Rftn1,198417.0,protein_coding,chr17
Anxa6,54337.0,,
Rps3,5842.0,,
Mms19,40071.0,,
Slc26a4,40142.0,,
Nfib,415577.0,protein_coding,chr4
Ccdc57,106343.0,,
Rbm26,70576.0,,
Ipo9,48187.0,,
Psmb5,3903.0,,
Celf5,23482.0,,
Sptbn2,41193.0,protein_coding,chr19
Hectd2,66496.0,,
Asic2,1088288.0,protein_coding,chr11
Col25a1,468376.0,,
Xpo7,112382.0,,
St3gal3,202760.0,,
Cntnap5b,713177.0,protein_coding,chr1
1700111E14Rik,48736.0,,
Zdhhc1,24479.0,,
Rasl11b,4195.0,protein_coding,chr5
Camta2,18642.0,,
Osbpl6,194139.0,protein_coding,chr2
Rplp1,1258.0,,
Trerf1,221083.0,,
B3gat1,29373.0,,
Dnm3,495581.0,,
Efr3b,76361.0,,
Tnpo2,20668.0,,
Chchd2,6314.0,,
Nisch,46016.0,,
Herc1,158325.0,,
Gm17066,5286.0,,
Ly6h,15987.0,protein_coding,chr15
Actr3,42822.0,,
4933411O13Rik,18338.0,,
Vwa8,353258.0,,
Mfsd11,23195.0,protein_coding,chr11
Pou2f2,92382.0,,
4921534H16Rik,8755.0,,
Suz12,41017.0,,
Chrd,9257.0,,
Wdr95,83215.0,,
Usp34,183665.0,,
Rpl37,2495.0,protein_coding,chr15
Atp5g1,6818.0,,
Eid1,1690.0,,
Gm26749,41738.0,,
Kndc1,46841.0,,
Hs3st1,141540.0,,
Cdc27,47875.0,,
Ppp3cb,47209.0,,
Arl15,362956.0,protein_coding,chr13
Slc25a4,4487.0,,
Kmt2a,77941.0,protein_coding,chr9
Foxg1,4201.0,protein_coding,chr12
Nemf,46643.0,,
Cwf19l2,75644.0,,
Slc24a5,20553.0,,
Ccar1,48358.0,,
Zbtb18,8413.0,,
Golga4,76252.0,,
Junb,4234.0,,
Yeats2,91510.0,,
Ntrk3,562053.0,,
Acp1,18263.0,,
Thada,276129.0,protein_coding,chr17
Dpysl2,65824.0,protein_coding,chr14
Rapgefl1,16912.0,,
Ift172,37839.0,,
Rsf1os1,46763.0,,
Ube4b,98333.0,,
Rufy3,86352.0,,
Slc16a4,20885.0,,
Grb10,108175.0,,
Gm14329,11441.0,,
Shank3,60638.0,,
Rps20,4331.0,,
Csnk1a1,34787.0,,
Cntln,247612.0,,
A730090N16Rik,24653.0,,
Ube2r2,57637.0,protein_coding,chr4
Kcnab2,87168.0,protein_coding,chr4
Fcho2,92046.0,,
Nt5c2,131836.0,protein_coding,chr19
Rpl10a,2562.0,,
Gm10135,8894.0,,
Trim46,12132.0,,
Vps13d,222383.0,protein_coding,chr4
Gatad2b,70229.0,,
Ccnl1,12098.0,protein_coding,chr3
Ksr1,132967.0,protein_coding,chr11
Rpl13a,3203.0,,
Acadsb,38343.0,,
Gm28375,128209.0,,
Numb,127900.0,protein_coding,chr12
Ubr1,110446.0,,
Prrc2a,15821.0,,
Plekhm2,39165.0,,
Nav1,253525.0,protein_coding,chr1
Itpka,8926.0,protein_coding,chr2
Trpm2,62841.0,,
Pcyt2,7849.0,,
Lmtk3,20406.0,,
Osbpl3,162871.0,protein_coding,chr6
Mtmr3,113995.0,protein_coding,chr11
Appl1,52244.0,,
Taf1,69055.0,,
Zbtb46,71664.0,,
Rps10,6251.0,,
Asxl1,58178.0,protein_coding,chr2
Klhl2,110342.0,,
Rbm33,102118.0,,
Ints3,42234.0,,
Rpl7,3367.0,,
Rc3h1,68560.0,protein_coding,chr1
Mbnl1,156920.0,protein_coding,chr3
Ttc7b,220056.0,,
Rpl10,2323.0,,
Ppp2r2b,422039.0,protein_coding,chr18
