2mo,9mo,18mo,gene_name,distance
0.38,0.3,0.15,Arhgef4,3497
0.7,0.59,0.82,Fam168b,6860
0.39,0.31,0.14,RP23-348C6.1,3203
0.39,0.31,0.14,Fam168b,13509
0.75,0.95,0.95,Plekhb2,14132
0.5,0.48,0.24,Hs6st1,13369
0.83,0.7,0.59,RP23-173H19.3,2516
0.83,0.7,0.59,Uggt1,203
0.83,0.59,0.74,Uggt1,22194
0.45,0.24,0.14,Fer1l5,21306
0.36,0.22,0.15,Cnnm4,14607
0.53,0.48,0.31,Cnnm3,7260
0.76,0.54,0.36,Ankrd23,4079
0.76,0.54,0.36,ANKRD23,6611
0.67,0.35,0.41,D430040D24Rik,4407
0.67,0.35,0.41,Sema4c,241
0.52,0.36,0.2,D430040D24Rik,66
0.52,0.36,0.2,Fam178b,6855
0.63,0.49,0.34,Fam178b,34678
0.55,0.35,0.72,Tmem131,13127
0.77,0.54,0.37,Tmem131,16870
0.78,0.65,0.52,Tmem131,22285
0.49,0.35,0.24,Tmem131,14698
0.38,0.17,0.15,Vwa3b,63383
0.32,0.18,0.09,Vwa3b,63717
0.57,0.46,0.31,Vwa3b,76164
0.64,0.56,0.79,Vwa3b,79688
0.43,0.29,0.21,Vwa3b,36099
0.51,0.4,0.29,Vwa3b,16983
0.73,0.48,0.58,Inpp4a,14477
0.39,0.22,0.1,Inpp4a,54189
0.77,0.69,0.51,Inpp4a,54776
0.67,0.53,0.45,Inpp4a,39040
0.55,0.41,0.17,Inpp4a,34341
0.86,0.83,0.64,Inpp4a,32556
0.91,0.81,0.71,Inpp4a,10479
0.55,0.36,0.29,Inpp4a,10203
0.83,0.72,0.59,Mgat4a,15245
0.73,0.82,0.61,Mgat4a,29465
0.6,0.46,0.38,2010300C02Rik,9256
0.69,0.45,0.45,RP23-402K6.2,2258
0.69,0.45,0.45,2010300C02Rik,52712
0.61,0.41,0.33,2010300C02Rik,56138
0.79,0.52,0.55,2010300C02Rik,52543
0.7,0.46,0.37,RP23-21P10.1,3049
0.7,0.46,0.37,2010300C02Rik,26470
0.59,0.53,0.38,2010300C02Rik,6488
0.48,0.49,0.26,Mitd1,9060
0.64,0.57,0.78,Eif5b,12535
0.52,0.3,0.26,Rev1,20603
0.82,0.69,0.59,Aff3,42938
0.64,0.41,0.37,Gm16150,3829
0.64,0.41,0.37,Aff3,61923
0.55,0.49,0.25,Aff3,113946
0.39,0.4,0.19,Aff3,148532
0.56,0.4,0.24,Aff3,185917
0.52,0.46,0.3,Aff3,230889
0.51,0.27,0.31,Aff3,238751
0.7,0.6,0.84,Aff3,203912
0.38,0.22,0.1,Aff3,176195
0.67,0.49,0.44,Aff3,144937
0.73,0.59,0.53,Aff3,106947
0.31,0.16,0.11,Aff3,101694
0.25,0.17,0.04,Aff3,69567
0.33,0.16,0.12,Aff3,64645
0.68,0.54,0.4,Chst10,11426
0.55,0.41,0.27,Chst10,4173
0.55,0.31,0.3,Pdcl3,112
0.82,0.6,0.66,RP24-226L19.2,1261
0.94,0.98,0.71,RP24-226L19.2,1987
0.34,0.35,0.1,Npas2,3951
0.66,0.38,0.39,Npas2,44485
0.56,0.46,0.33,Npas2,81735
0.85,0.77,0.59,Npas2,63119
0.88,0.94,0.72,Npas2,62825
0.79,0.91,0.61,Gm3617,218
0.79,0.91,0.61,Npas2,52119
0.36,0.2,0.14,Npas2,16256
0.83,0.76,1.0,Tbc1d8,15566
0.61,0.41,0.44,Tbc1d8,16735
0.73,0.69,0.48,RP24-505E24.2,1162
0.75,0.81,0.54,D930019O06Rik,2336
0.31,0.24,0.1,Rfx8,20397
0.29,0.34,0.05,Gm3646,2131
0.73,0.56,0.53,Map4k4,28290
0.47,0.36,0.24,Map4k4,64018
0.68,0.59,0.4,Map4k4,27774
0.46,0.26,0.32,Map4k4,27644
0.58,0.41,0.23,Map4k4,3469
0.39,0.17,0.13,Il1r1,43137
0.34,0.43,0.16,Il1rl2,1980
0.62,0.75,0.55,Gm9915,1081
0.79,0.82,0.57,Pantr1,25205
0.25,0.14,0.42,Gm20646,5863
0.72,0.55,0.82,Gpr45,15853
0.5,0.38,0.24,Fhl2,7261
0.71,0.53,0.43,Fhl2,13051
0.56,0.41,0.32,Fhl2,20439
0.21,0.32,0.07,Fhl2,20820
0.75,0.53,0.38,Fhl2,32947
0.64,0.49,0.4,Fhl2,26838
0.83,0.67,0.57,Fhl2,26534
0.47,0.23,0.28,Fhl2,25444
0.7,0.58,0.34,Fhl2,15815
0.33,0.18,0.06,Gm8210,141
0.33,0.18,0.06,Fhl2,7487
0.47,0.38,0.16,Gm8210,28
0.47,0.38,0.16,Fhl2,7374
0.74,0.65,0.53,Nck2,24405
0.37,0.13,0.12,Nck2,25247
0.51,0.74,0.48,Nck2,30680
0.71,0.54,0.5,Nck2,60609
0.51,0.63,0.72,Gm5700,1115
0.77,0.56,0.64,Dnah7b,11749
0.63,0.62,0.29,Dnah7b,24919
0.88,0.83,0.66,Dnah7b,136988
0.39,0.15,0.33,Dnah7b,71954
0.63,0.51,0.36,Dnah7b,14987
0.66,0.67,0.46,Dnah7c,42118
0.82,0.66,0.6,Dnah7c,183457
0.67,0.57,0.43,Slc39a10,8482
0.51,0.42,0.29,Slc39a10,8714
0.54,0.33,0.33,Gm28527,841
0.42,0.34,0.2,Tmeff2,121043
0.6,0.38,0.37,Tmeff2,120536
0.77,0.67,0.54,Tmeff2,120020
0.24,0.08,0.01,9330175M20Rik,52646
0.37,0.19,0.46,9330175M20Rik,836
0.62,0.52,0.41,Nabp1,3286
0.78,0.63,0.44,Myo1b,60123
0.59,0.33,0.38,Myo1b,83083
0.44,0.17,0.14,Myo1b,49219
0.4,0.0,0.29,Myo1b,49128
0.62,0.61,0.4,Myo1b,30042
0.83,0.78,0.57,Myo1b,4429
0.59,0.8,0.82,Stat4,55880
0.53,0.53,0.28,Gm28177,1747
0.53,0.53,0.28,Stat1,7525
0.51,0.31,0.21,Gm5975,958
0.55,0.44,0.29,Nab1,5790
0.29,0.19,0.09,Nab1,9114
0.25,0.04,0.07,Nab1,11106
0.51,0.35,0.25,Inpp1,16402
0.62,0.59,0.42,Inpp1,1292
0.86,0.94,0.69,Gm28777,511
0.86,0.94,0.69,Pms1,11997
0.39,0.17,0.12,Gm18800,6649
0.39,0.17,0.12,Gm28551,7348
0.7,0.51,0.41,Dnah7a,130475
0.72,0.75,0.93,Hecw2,77859
0.57,0.33,0.39,Hecw2,131418
0.5,0.31,0.22,Hecw2,142119
0.75,0.67,0.51,Hecw2,66905
0.37,0.2,0.15,Ccdc150,7854
0.48,0.34,0.21,Pgap1,3706
0.63,0.66,0.34,Pgap1,8891
0.76,0.86,0.65,Ankrd44,5214
0.4,0.26,0.18,Ankrd44,128346
0.92,0.71,1.0,Ankrd44,120062
0.52,0.6,0.32,Boll,2869
0.44,0.27,0.24,Plcl1,50489
0.74,0.61,0.5,Plcl1,38829
0.74,0.77,0.57,Satb2,14379
0.49,0.63,0.32,Satb2,74782
0.68,0.78,0.95,9130024F11Rik,12107
0.23,0.32,0.09,Spats2l,26898
0.68,0.52,0.39,Spats2l,58610
0.67,0.72,0.46,Aox1,15362
0.53,0.45,0.28,Aox3,41456
0.51,0.62,0.74,Gm15759,29443
0.51,0.62,0.74,Aox2,5234
0.7,0.5,0.48,Gm15759,31998
0.7,0.5,0.48,Aox2,9332
0.48,0.28,0.21,Gm23966,691
0.48,0.28,0.21,Orc2,4435
0.48,0.28,0.21,Nif3l1,18610
0.86,0.65,0.65,Orc2,5854
0.67,0.56,0.37,Gm28802,8461
0.57,0.54,0.34,Trak2,11469
0.37,0.15,0.19,Trak2,14219
0.32,0.21,0.08,Als2,11648
0.67,0.71,0.87,Cdk15,48743
0.42,0.31,0.16,Gm29016,4271
0.92,0.79,0.68,Ica1l,19152
0.75,0.88,0.97,Wdr12,10670
0.73,0.58,0.47,Abi2,27862
0.74,0.74,0.51,Abi2,35916
0.87,0.97,0.74,Pard3b,424302
0.72,0.7,0.42,Pard3b,408972
0.56,0.45,0.3,Gm29083,1709
0.56,0.45,0.3,Nrp2,17079
0.58,0.38,0.38,Nrp2,43442
0.42,0.38,0.19,RP23-149A5.4,2644
0.42,0.38,0.19,Nrp2,10749
0.41,0.27,0.2,Gm4208,2470
0.59,0.38,0.35,Gm4208,2156
0.41,0.48,0.23,Ino80d,27363
0.44,0.36,0.14,Ino80d,21554
0.6,0.54,0.33,Ino80d,16335
0.16,0.17,0.41,Ino80dos,18816
0.08,0.31,0.3,RP23-434D24.3,2105
0.23,0.05,0.27,Gm11608,1569
0.38,0.64,0.39,Gm11608,2218
0.57,0.73,0.48,Adam23,30155
0.47,0.31,0.26,Gm22281,1033
0.47,0.31,0.26,Adam23,23755
0.59,0.36,0.29,Ccnyl1,11908
0.81,0.63,0.51,Ccnyl1,10194
0.47,0.31,0.17,Plekhm3,71695
0.6,0.48,0.33,Plekhm3,83029
0.77,0.71,0.55,Plekhm3,31155
0.64,0.36,0.42,Pikfyve,21808
0.43,0.34,0.16,Unc80,43271
0.84,0.65,0.55,Unc80,78752
0.75,0.6,0.43,Gm15668,37751
0.84,0.35,0.95,Erbb4,307171
0.66,0.48,0.39,Gm29113,2145
0.84,0.51,0.47,Gm29114,6443
0.76,0.47,0.52,Spag16,408382
0.64,0.76,0.5,Spag16,196983
0.7,0.51,0.46,Spag16,26216
0.55,0.72,0.79,Vwc2l,47890
0.41,0.18,0.3,Vwc2l,25286
0.56,0.54,0.32,Bard1,2631
0.61,0.86,0.64,Bard1,4332
0.86,0.92,0.65,Abca12,2620
0.74,0.5,0.59,Atic,13063
0.5,0.29,0.5,Fn1,28485
0.96,0.75,1.0,RP23-214P23.1,873
0.64,0.55,0.41,Xrcc5,7983
0.55,0.54,0.35,March4,48474
0.46,0.27,0.2,March4,20679
0.61,0.5,0.33,March4,838
0.64,0.4,0.55,Smarcal1,19775
0.68,0.46,0.6,Smarcal1,25037
0.66,0.52,0.38,Smarcal1,25977
0.41,0.28,0.21,Smarcal1,22781
0.71,0.5,0.43,Smarcal1,14514
0.47,0.19,0.14,Ankar,2561
0.47,0.21,0.2,Gm29185,1716
0.44,0.23,0.32,Pinc,1324
0.65,0.4,0.28,C530043A13Rik,3734
0.65,0.4,0.28,Gm29186,1119
0.66,0.42,0.39,6030407O03Rik,38804
0.66,0.42,0.39,Gm29183,16255
0.86,0.7,0.66,6030407O03Rik,38598
0.86,0.7,0.66,Gm29183,16049
0.31,0.08,0.07,Tns1,2745
0.78,0.66,0.56,Tns1,42989
0.56,0.42,0.29,Tns1,55707
0.75,0.64,0.46,Tns1,93395
0.77,0.84,0.64,Rufy4,909
0.52,0.26,0.19,Tmbim1,6394
0.52,0.26,0.19,Pnkd,9711
0.42,0.17,0.17,Tmbim1,6686
0.42,0.17,0.17,Pnkd,10003
0.46,0.31,0.22,Gm29358,1594
0.46,0.31,0.22,Tmbim1,8950
0.46,0.31,0.22,Pnkd,12267
0.51,0.39,0.21,Gm29358,1717
0.51,0.39,0.21,Tmbim1,9073
0.51,0.39,0.21,Pnkd,12390
0.43,0.24,0.18,Gm29358,2047
0.43,0.24,0.18,Tmbim1,9403
0.43,0.24,0.18,Pnkd,12720
0.37,0.2,0.15,Wnt10a,4033
0.82,0.73,0.61,Cryba2,2262
0.77,0.66,0.41,Nhej1,2991
0.44,0.38,0.21,Nhej1,59049
0.42,0.35,0.17,Slc23a3,2505
0.42,0.35,0.17,Cnppd1,831
0.4,0.18,0.16,Slc23a3,2299
0.4,0.18,0.16,Cnppd1,1037
0.78,0.58,0.68,Slc23a3,1916
0.78,0.58,0.68,Cnppd1,1420
0.43,0.19,0.14,Speg,11572
0.57,0.29,0.18,Speg,11647
0.65,0.51,0.36,Speg,11771
0.5,0.4,0.28,Speg,12761
0.71,0.62,0.47,Obsl1,14608
0.75,0.65,0.49,Obsl1,13160
0.46,0.39,0.24,Stk11ip,469
0.67,0.52,0.39,Stk11ip,267
0.42,0.33,0.18,Slc4a3,3452
0.41,0.2,0.19,Slc4a3,3748
0.34,0.12,0.15,Slc4a3,9410
0.63,0.63,0.37,Gm29069,32305
0.49,0.39,0.2,Epha4,24181
0.79,0.76,0.56,Epha4,47175
0.62,0.68,0.82,Epha4,54013
0.18,0.33,0.1,Pax3,32275
0.57,0.42,0.33,Farsb,35399
0.68,0.49,0.4,Mogat1,9913
0.75,0.58,0.46,Mogat1,7569
0.39,0.16,0.1,Acsl3,9993
0.25,0.1,0.31,Gm29536,62955
0.76,0.74,0.45,Gm29536,209979
0.83,1.0,0.79,Gm29536,123020
0.76,0.57,0.56,Ap1s3,27066
0.78,0.64,1.0,Ap1s3,5421
0.82,0.6,0.53,Serpine2,12747
0.31,0.11,0.26,1700016L21Rik,12473
0.53,0.64,0.37,Daw1,21829
0.25,0.18,0.03,Daw1,14439
0.46,0.35,0.21,Sphkap,70618
0.44,0.41,0.19,4933436I20Rik,62448
0.54,0.33,0.39,Pid1,2100
0.72,0.82,0.94,Dner,71843
0.76,0.57,0.43,Trip12,9656
0.83,0.57,0.77,Fbxo36,18939
0.51,0.44,0.24,A530040E14Rik,1123
0.51,0.44,0.24,Gm16038,1593
0.51,0.44,0.24,C130026I21Rik,124222
0.49,0.75,0.7,Sp140,23469
0.83,0.94,0.69,Gm17017,115
0.83,0.94,0.69,Sp100,4482
0.29,0.19,0.07,Cab39,15487
0.6,0.43,0.28,Itm2c,3646
0.47,0.27,0.17,Itm2c,2264
0.39,0.17,0.32,Gpr55,7110
0.51,0.34,0.24,Gpr55,5571
0.56,0.4,0.26,2810459M11Rik,4012
0.46,0.23,0.22,Armc9,40451
0.56,0.41,0.21,Armc9,26729
0.73,0.55,0.47,Armc9,26636
0.6,0.44,0.35,Cops7b,14024
0.51,0.37,0.18,Cops7b,15091
0.79,0.65,0.56,Dis3l2,932
0.79,0.65,0.56,Gm28375,8433
0.78,0.48,0.51,Gm28375,4337
0.71,0.4,0.54,Prss56,173
0.43,0.27,0.17,Ngef,20040
0.44,0.2,0.18,Ngef,43994
0.44,0.2,0.18,Neu2,10939
0.81,0.57,0.63,Ngef,24630
0.81,0.57,0.63,Neu2,43351
0.41,0.3,0.15,Inpp5d,30466
0.84,0.67,0.63,Inpp5d,37805
0.77,0.62,0.54,Atg16l1,4153
0.63,0.52,0.4,Sag,8299
0.68,0.48,0.37,Usp40,10336
0.67,0.7,0.47,Gm5832,1094
0.67,0.7,0.47,Gm15375,1657
0.55,0.58,0.37,Ugt1a8,2353
0.55,0.58,0.37,Ugt1a10,34778
0.55,0.58,0.37,Gm20528,34773
0.55,0.58,0.37,Ugt1a9,19366
0.5,0.39,0.28,Mroh2a,1550
0.5,0.39,0.28,Hjurp,2268
0.39,0.36,0.12,4930453O03Rik,738
0.39,0.36,0.12,Trpm8,45066
0.59,0.39,0.22,Spp2,4515
0.54,0.39,0.29,Spp2,187
0.89,0.74,1.0,Glrp1,4626
0.83,0.7,0.55,Gm19589,7033
0.41,0.17,0.31,Arl4c,1228
0.34,0.16,0.12,Gm29335,772
0.86,0.86,0.66,Gm18699,1401
0.27,0.19,0.04,Gm18699,1011
0.47,0.27,0.25,Sh3bp4,18583
0.48,0.29,0.25,Sh3bp4,36036
0.72,0.56,0.49,Sh3bp4,23727
0.76,0.84,0.64,Sh3bp4,9672
0.34,0.13,0.31,Gm28342,3782
0.47,0.2,0.13,Agap1,19110
0.46,0.2,0.22,Agap1,48674
0.85,0.95,0.73,Agap1,58081
0.59,0.48,0.37,Agap1,96399
0.3,0.3,0.56,Agap1,152208
0.48,0.54,0.29,Agap1,34822
0.88,1.0,0.79,Asb18,18337
0.85,0.78,0.6,Iqca,4883
0.81,0.66,0.55,Ackr3,6537
0.45,0.24,0.19,Gm28721,620
0.61,0.4,0.38,Col6a3,7334
0.6,0.8,0.81,Mlph,1539
0.4,0.43,0.73,Prlh,1974
0.81,0.72,0.52,Lrrfip1,25310
0.65,0.51,0.39,Lrrfip1,26651
0.81,0.54,0.57,Lrrfip1,41564
0.67,0.61,0.46,Lrrfip1,61211
0.53,0.44,0.25,Ramp1,10438
0.53,0.38,0.28,Gm7785,2016
0.53,0.38,0.28,Gm26683,858
0.37,0.22,0.12,Gm7785,2228
0.37,0.22,0.12,Gm26683,1505
0.37,0.22,0.12,Scly,370
0.67,0.59,0.85,Espnl,5606
0.62,0.45,0.38,Klhl30,7381
0.33,0.22,0.09,1700020N18Rik,444
0.69,0.57,0.47,Per2,10150
0.75,0.67,0.5,Per2,12170
0.56,0.37,0.32,Per2,12292
0.59,0.57,0.31,Per2,15074
0.43,0.46,0.25,Per2,15846
0.64,0.59,0.37,Traf3ip1,17499
0.5,0.45,0.23,Gm28380,3745
0.7,0.57,0.47,Twist2,11465
0.43,0.23,0.21,Twist2,19421
0.6,0.52,0.36,Twist2,7446
0.59,0.47,0.38,Twist2,4557
0.66,0.49,0.42,RP23-309A8.1,2254
0.52,0.43,0.31,Hdac4,121119
0.46,0.4,0.24,Gm29099,1570
0.55,0.4,0.28,Gm29099,2265
0.58,0.45,0.37,Gm29099,2155
0.6,0.53,0.37,Olfr1414,2011
0.36,0.21,0.15,Olfr1414,1586
0.65,0.38,0.4,Myeov2,3806
0.59,0.51,0.34,Gm29483,312
0.72,0.87,0.93,Ankmy1,5169
0.67,0.69,0.48,5033417F24Rik,312
0.67,0.69,0.48,Rnpepl1,3669
0.66,0.49,0.4,Kif1a,18938
0.28,0.1,0.07,Kif1a,22493
0.27,0.27,0.06,Agxt,6715
0.53,0.36,0.24,E030010N08Rik,6931
0.81,0.7,0.57,E030010N08Rik,16041
0.28,0.21,0.07,Sned1,10867
0.68,0.48,0.43,Pask,14670
0.67,0.58,0.44,Pask,16099
0.21,0.32,0.11,Ano7,4520
0.88,0.8,0.63,Hdlbp,32755
0.34,0.1,0.23,Bok,5859
0.69,0.56,0.47,Thap4,17514
0.13,0.09,0.3,Gal3st2,3806
0.64,0.49,0.31,Gm6086,10517
0.74,0.7,0.93,St8sia4,41912
0.78,0.84,0.6,Pam,39249
0.54,0.54,0.32,Pam,58650
0.65,0.58,0.38,Pam,138003
0.7,0.55,0.47,Gm25413,251
0.7,0.55,0.47,Pam,145346
0.4,0.28,0.49,Pam,95253
0.62,0.39,0.34,Cdh20,104392
1.0,0.79,0.79,Gm28403,35003
1.0,0.79,0.79,Pign,19714
0.86,0.72,0.64,Tnfrsf11a,21015
0.8,0.51,0.56,Zcchc2,20200
0.76,0.52,0.49,Phlpp1,109169
0.55,0.37,0.65,Bcl2,50966
0.73,0.59,0.51,Bcl2,88822
0.69,0.57,0.44,Bcl2,28473
0.73,0.56,0.44,Bcl2,28135
0.55,0.41,0.33,Bcl2,28071
0.87,0.65,0.61,Kdsr,13629
0.86,0.77,0.6,Serpinb5,1761
0.78,0.65,0.54,Serpinb5,6428
0.67,0.59,0.26,Serpinb5,7931
0.38,0.34,0.15,Gm15391,1392
0.35,0.35,0.13,Gm15391,1565
0.75,0.68,0.88,Serpinb8,10459
0.72,0.48,0.44,Cntnap5a,232875
0.38,0.17,0.1,Zfp813-ps,12578
0.77,0.58,0.53,Clasp1,97069
0.76,0.63,0.55,Clasp1,78780
0.89,0.9,0.67,Clasp1,78714
0.37,0.41,0.13,Clasp1,33228
0.64,0.43,0.41,Clasp1,25039
0.78,0.63,0.54,Gli2,35750
0.73,0.56,0.52,Gli2,47135
0.81,0.59,0.44,Gli2,47564
0.74,0.79,0.58,Gli2,78709
0.54,0.41,0.31,Gm29455,855
0.22,0.19,0.43,Inhbb,2489
0.86,0.76,0.99,Ralb,4036
0.58,0.5,0.33,Ptpn4,19383
0.23,0.37,0.14,Tmem177,2412
0.68,0.5,0.37,Sctr,17354
0.8,0.65,0.59,3110009E18Rik,6566
0.77,0.51,0.51,3110009E18Rik,18910
0.81,0.65,0.57,Steap3,40721
0.45,0.32,0.25,Steap3,38146
0.7,0.72,0.5,Steap3,38069
0.35,0.17,0.12,Gm28928,73706
0.62,0.39,0.39,Gpr39,55227
0.8,0.71,0.59,Gpr39,95356
0.77,0.54,0.6,Nckap5,27605
0.31,0.46,0.2,Nckap5,209031
0.6,0.53,0.32,Nckap5,453664
0.48,0.33,0.26,Nckap5,428229
0.63,0.47,0.39,Nckap5,346043
0.78,0.54,0.68,Mgat5,54175
0.43,0.35,0.21,Mgat5,89468
0.57,0.48,0.3,Mgat5,75021
0.81,0.66,0.6,Mgat5,24565
0.35,0.37,0.16,Tmem163,16194
0.77,0.63,0.51,Tmem163,16394
0.69,0.51,0.45,Tmem163,16410
0.7,0.8,0.48,Rab3gap1,29128
0.65,0.38,0.41,Rab3gap1,5278
0.8,0.77,0.58,Mcm6,13949
0.56,0.65,0.82,Thsd7b,348112
0.61,0.5,0.38,Thsd7b,135093
0.6,0.59,0.37,Gm16081,5156
0.66,0.65,0.42,Zp3r,22108
0.66,0.65,0.42,Gm23623,855
0.43,0.44,0.23,Zp3r,22174
0.43,0.44,0.23,Gm23623,789
0.28,0.34,0.53,Faim3,3700
0.69,0.52,0.29,Il10,953
0.56,0.38,0.34,Mapkapk2,2533
0.55,0.41,0.33,Mapkapk2,2900
0.32,0.18,0.11,Mapkapk2,3641
0.53,0.39,0.29,Mapkapk2,5078
0.6,0.54,0.36,Mapkapk2,6953
0.72,0.61,0.5,Eif2d,17121
0.5,0.36,0.26,Eif2d,5251
0.5,0.36,0.26,Rassf5,9997
0.6,0.38,0.3,Rassf5,8214
0.69,0.43,0.4,Rassf5,8093
0.47,0.5,0.25,Rassf5,3620
0.6,0.81,0.74,Ikbke,1871
0.56,0.42,0.34,Slc26a9,12772
0.61,0.74,0.88,Slc45a3,11416
0.61,0.74,0.88,Gm29103,11429
0.4,0.31,0.59,Gm29103,24579
0.51,0.43,0.21,Gm29103,26828
0.34,0.24,0.11,Elk4,7185
0.34,0.24,0.11,Mfsd4,6621
0.7,0.54,0.45,Mfsd4,534
0.7,0.54,0.45,Gm26892,417
0.65,0.49,0.39,Cdk18,10729
0.29,0.42,0.14,Lemd1,23876
0.33,0.26,0.12,Tmcc2,12787
0.7,0.59,0.38,Tmcc2,16770
0.68,0.56,0.4,Tmcc2,16838
0.48,0.28,0.25,Dstyk,16703
0.37,0.18,0.12,Dstyk,16791
0.9,0.78,0.67,Dstyk,17373
0.69,0.53,0.42,Dstyk,21963
0.81,0.53,0.41,Dstyk,22225
0.42,0.27,0.16,Cntn2,12608
0.54,0.35,0.26,Nfasc,4778
