gene_name,gene_length,gene_type,gene_chr
Abi1,100168.0,protein_coding,chr2
Tmtc1,211959.0,protein_coding,chr6
Nr3c2,345570.0,protein_coding,chr8
Rps10,6251.0,,
Btbd3,332727.0,protein_coding,chr2
Pafah1b1,50721.0,protein_coding,chr11
Trank1,84036.0,protein_coding,chr9
Ppp1r13b,79653.0,protein_coding,chr12
Gfra2,89718.0,protein_coding,chr14
Rerg,115672.0,protein_coding,chr6
Srgap3,229295.0,protein_coding,chr6
Atrnl1,522309.0,protein_coding,chr19
Grm1,396297.0,protein_coding,chr10
Gm15594,3201.0,,
AI593442,6738.0,,
Syt7,64090.0,protein_coding,chr19
Sparcl1,34622.0,,
Adam22,295808.0,protein_coding,chr5
Gpm6a,106028.0,protein_coding,chr8
Car10,503721.0,protein_coding,chr11
Kansl1,135632.0,,
Ankhd1,98926.0,,
Nfix,100468.0,protein_coding,chr8
Rnf19a,43214.0,protein_coding,chr15
Ntm,968391.0,protein_coding,chr9
Adamts3,206247.0,protein_coding,chr5
Sfpq,15689.0,,
Lyst,188406.0,protein_coding,chr13
Cnot2,96350.0,,
Wdfy3,236965.0,protein_coding,chr5
Klf9,26908.0,,
Il1rapl2,1276338.0,protein_coding,chrX
Dpp6,910302.0,protein_coding,chr5
Slc2a13,305565.0,protein_coding,chr15
Gabrb1,490924.0,protein_coding,chr5
Acvr2a,89160.0,protein_coding,chr2
Itm2c,14394.0,,
Dst,400436.0,protein_coding,chr1
Ubn2,90875.0,,
Hivep2,185299.0,protein_coding,chr10
Stxbp5l,270020.0,protein_coding,chr16
Prmt8,80461.0,protein_coding,chr6
Arhgap20,88519.0,,
Prickle1,96777.0,protein_coding,chr15
Ppp1r14c,98918.0,protein_coding,chr10
Braf,122226.0,protein_coding,chr6
Pnisr,28892.0,protein_coding,chr4
Csrnp3,185779.0,protein_coding,chr2
Slc4a7,97661.0,protein_coding,chr14
Klf13,52564.0,protein_coding,chr7
Kcnk1,35515.0,,
Zfr,67852.0,,
Med12l,312857.0,protein_coding,chr3
Herc2,181604.0,protein_coding,chr7
Ube3a,82786.0,,
Cntnap2,2244856.0,protein_coding,chr6
Mbd5,375897.0,protein_coding,chr2
Zcchc7,176338.0,protein_coding,chr4
Gls,69784.0,protein_coding,chr1
Rpl14,3210.0,,
Kansl1l,98314.0,,
Ash1l,128753.0,protein_coding,chr3
Gtdc1,363245.0,protein_coding,chr2
Cacna1a,301607.0,protein_coding,chr8
Stk32c,109669.0,protein_coding,chr7
Bcl11b,93199.0,protein_coding,chr12
Adk,395995.0,protein_coding,chr14
Ppm1h,267033.0,protein_coding,chr10
Upp2,225673.0,protein_coding,chr2
Lrrn1,40446.0,protein_coding,chr6
Ttc14,15028.0,protein_coding,chr3
Ywhaz,26159.0,,
Pacsin1,55973.0,protein_coding,chr17
Trim9,103081.0,,
Nrg2,179728.0,protein_coding,chr18
Gapdh,4752.0,,
Sipa1l1,282466.0,protein_coding,chr12
Ppm1l,243941.0,protein_coding,chr3
Slc16a7,170195.0,,
Stxbp5,145532.0,protein_coding,chr10
Mrfap1,1905.0,,
Rbm5,30625.0,,
Arhgef9,147921.0,,
Slc35f3,256983.0,protein_coding,chr8
Cacna1h,59498.0,protein_coding,chr17
Mcu,169708.0,protein_coding,chr10
Nck2,125936.0,,
Rpl13a,3203.0,protein_coding,chr7
Ube2b,15265.0,,
Usp34,183665.0,protein_coding,chr11
Nbea,558506.0,protein_coding,chr3
Hnrnpu,16689.0,,
Abr,206824.0,protein_coding,chr11
Rpl11,25163.0,,
Ftx,62883.0,,
Tmcc1,174875.0,protein_coding,chr6
Atp8a1,229294.0,protein_coding,chr5
Zmym4,106196.0,protein_coding,chr4
Arhgef28,306970.0,protein_coding,chr13
Syt13,40960.0,protein_coding,chr2
Bptf,99046.0,protein_coding,chr11
Lgi1,47678.0,,
Maml3,419169.0,protein_coding,chr3
Foxk1,60514.0,protein_coding,chr5
Fars2,608868.0,protein_coding,chr13
Gabra5,102387.0,,
Pcp4,58187.0,protein_coding,chr16
Srrm2,34209.0,,
Ncor2,162066.0,protein_coding,chr5
Sgcz,1139210.0,protein_coding,chr8
Flnb,133631.0,protein_coding,chr14
Snap25,68975.0,protein_coding,chr2
Nrgn,8412.0,protein_coding,chr9
Arhgap39,94185.0,protein_coding,chr15
Sptbn4,91303.0,protein_coding,chr7
Orai2,23254.0,,
St7,250092.0,protein_coding,chr6
Gm17167,,,
Cpeb4,63423.0,,
Kmt2e,69794.0,protein_coding,chr5
Rps7,5099.0,,
Adcy9,132969.0,protein_coding,chr16
Mkx,70262.0,protein_coding,chr18
Gabbr2,329568.0,protein_coding,chr4
Asxl3,185344.0,protein_coding,chr18
Gnaq,254632.0,protein_coding,chr19
Gm9968,17779.0,lincRNA,chr16
Rps3,5842.0,,
Hsp90aa1,12123.0,protein_coding,chr12
Atp5j,7759.0,protein_coding,chr16
Grip1,633431.0,protein_coding,chr10
Cadps,450516.0,protein_coding,chr14
Birc6,175061.0,protein_coding,chr17
Cacnb4,248511.0,protein_coding,chr2
Dgkb,816513.0,protein_coding,chr12
Capza2,30738.0,protein_coding,chr6
Hpca,10466.0,,
Map7,133119.0,protein_coding,chr10
Atp2b2,298782.0,protein_coding,chr6
Tsc22d1,92804.0,protein_coding,chr14
Ppp2r2c,86565.0,protein_coding,chr5
Foxn3,373504.0,protein_coding,chr12
Herc1,158325.0,protein_coding,chr9
Gpatch8,80477.0,,
Sema6d,577801.0,protein_coding,chr2
Grid2,1448447.0,,
Rpl7,3367.0,protein_coding,chr1
Gse1,352934.0,protein_coding,chr8
Rps12,2092.0,protein_coding,chr10
Cers6,252841.0,protein_coding,chr2
Spag9,129994.0,protein_coding,chr11
Ndrg4,38139.0,protein_coding,chr8
Agbl4,1266663.0,protein_coding,chr4
Trim35,14393.0,,
Zfand3,206095.0,protein_coding,chr17
Rps16,2503.0,,
Adcyap1r1,49473.0,,
Lin28b,109775.0,,
Rpl41,1191.0,,
Pde4b,519716.0,protein_coding,chr4
Ccnt2,33897.0,protein_coding,chr1
Ccser1,1202541.0,protein_coding,chr6
Atp6v0b,3007.0,protein_coding,chr4
Bcas3,472891.0,protein_coding,chr11
Rgs7,433413.0,protein_coding,chr1
Rps23,1992.0,protein_coding,chr13
Prickle2,335247.0,protein_coding,chr6
Ust,314069.0,protein_coding,chr10
Myo5b,330557.0,protein_coding,chr18
Zfp536,301506.0,protein_coding,chr7
Akt3,238130.0,protein_coding,chr1
Wdr7,281091.0,protein_coding,chr18
Elmo2,38448.0,protein_coding,chr2
Ssbp2,243146.0,protein_coding,chr13
Caly,12668.0,protein_coding,chr7
Edil3,501751.0,protein_coding,chr13
Nfia,346140.0,protein_coding,chr4
Rps5,4396.0,,
Vti1a,311014.0,protein_coding,chr19
Pcnx,140901.0,protein_coding,chr12
Snap91,114731.0,protein_coding,chr9
Cpeb1,108439.0,protein_coding,chr7
Ablim2,127093.0,protein_coding,chr5
Nfasc,177107.0,protein_coding,chr1
Nfib,415577.0,protein_coding,chr4
Ppia,4374.0,,
Zdhhc23,14758.0,protein_coding,chr16
Frmd4b,330674.0,protein_coding,chr6
Phf14,173396.0,protein_coding,chr6
Unc79,235206.0,protein_coding,chr12
Rnasek,1718.0,,
Rock2,92928.0,,
Ntf3,65498.0,protein_coding,chr6
Nsg2,58739.0,protein_coding,chr11
1810013L24Rik,28822.0,,
Kalrn,604459.0,protein_coding,chr16
Psap,24970.0,protein_coding,chr10
Nav2,701374.0,protein_coding,chr7
Fam120a,88798.0,,
Sltm,49480.0,protein_coding,chr9
Tbcel,95493.0,protein_coding,chr9
Olfm1,37744.0,protein_coding,chr2
Fut9,190912.0,protein_coding,chr4
Kcnn3,154968.0,protein_coding,chr3
Cdh2,220369.0,protein_coding,chr18
Zfp148,123527.0,protein_coding,chr16
Tubb2a,3733.0,,
1700025G04Rik,237722.0,protein_coding,chr1
Tsga10,111653.0,protein_coding,chr1
Akap8l,29183.0,,
Dnm1l,46729.0,,
Gm28750,17926.0,,
Prox1os,46980.0,antisense,chr1
Phf20l1,70416.0,,
Rpl6,4760.0,,
Ddx5,8830.0,,
2610035D17Rik,157943.0,lincRNA,chr11
Galnt13,681992.0,protein_coding,chr2
Rps27a,2263.0,,
Stim2,122558.0,protein_coding,chr5
Slit1,143408.0,protein_coding,chr19
Rfx7,90697.0,,
Ncor1,142115.0,protein_coding,chr11
Cntnap5b,713177.0,protein_coding,chr1
Dock3,339084.0,protein_coding,chr9
Tmem132b,260809.0,protein_coding,chr5
Gfod1,108927.0,protein_coding,chr13
Lars2,95739.0,protein_coding,chr9
Ptprj,150893.0,protein_coding,chr2
Ccdc88a,137150.0,protein_coding,chr11
Mllt10,157151.0,protein_coding,chr2
Arl6ip1,10771.0,protein_coding,chr7
Rsrp1,4079.0,,
Mark2,66464.0,protein_coding,chr19
Ncdn,9688.0,,
Rc3h2,52834.0,,
Kmt2c,226985.0,protein_coding,chr5
Tnrc6a,71411.0,protein_coding,chr7
Scn3b,22401.0,,
Nptx1,9034.0,,
Tspan7,111447.0,protein_coding,chrX
Bsn,94362.0,protein_coding,chr9
Herc3,88933.0,protein_coding,chr6
Fbn2,201864.0,protein_coding,chr18
Htr4,172373.0,protein_coding,chr18
Otud7a,314277.0,protein_coding,chr7
Tmem150c,81936.0,protein_coding,chr5
Agap1,442811.0,protein_coding,chr1
Mlip,250888.0,protein_coding,chr9
Itsn2,121324.0,protein_coding,chr12
Jdp2,40851.0,,
Trps1,235711.0,protein_coding,chr15
Cyfip2,119009.0,protein_coding,chr11
Rgl1,249591.0,protein_coding,chr1
Mctp1,647275.0,protein_coding,chr13
Tpt1,3432.0,protein_coding,chr14
Rabep1,98327.0,protein_coding,chr11
Ptpra,105846.0,protein_coding,chr2
Gm12339,30473.0,processed_transcript,chr11
Ank,128232.0,protein_coding,chr15
Exoc4,724894.0,protein_coding,chr6
Cnnm2,118596.0,protein_coding,chr19
Rps15,1661.0,,
Pias2,88592.0,,
Slc4a10,280268.0,protein_coding,chr2
Cabin1,118229.0,protein_coding,chr10
Samd12,448727.0,protein_coding,chr15
Fgfr2,2960899.0,protein_coding,chr7
Nrp2,115410.0,protein_coding,chr1
Lrfn2,165209.0,protein_coding,chr17
Ptpre,148812.0,protein_coding,chr7
Rps19,5435.0,,
Atp2c1,123780.0,protein_coding,chr9
Ulk2,79424.0,,
Klhdc10,53311.0,,
Kcnd3,221672.0,protein_coding,chr3
Rprd1a,45244.0,protein_coding,chr18
Atp6v0a1,54267.0,protein_coding,chr11
Atp2a2,48712.0,,
Kcnh1,319385.0,protein_coding,chr1
Ttc39c,138967.0,protein_coding,chr18
Frmd4a,596326.0,protein_coding,chr2
Cck,5870.0,,
Lingo2,1245100.0,protein_coding,chr4
Fau,1680.0,,
Ppp3cb,47209.0,,
4921534H16Rik,8755.0,,
Rit2,343801.0,protein_coding,chr18
Mef2a,141695.0,,
Fbxl17,442565.0,protein_coding,chr17
Clvs2,112483.0,protein_coding,chr10
Fnip2,111822.0,protein_coding,chr3
Chd9,226164.0,protein_coding,chr8
Acap2,108833.0,protein_coding,chr16
Ip6k2,22541.0,protein_coding,chr9
Xpr1,141714.0,protein_coding,chr1
Ptprs,64057.0,protein_coding,chr17
Ski,68517.0,protein_coding,chr4
Slc44a1,182065.0,protein_coding,chr4
Sh3bp5,76198.0,protein_coding,chr14
Wasl,51204.0,protein_coding,chr6
2900026A02Rik,134913.0,protein_coding,chr5
Bclaf1,32144.0,protein_coding,chr10
Gng2,105068.0,protein_coding,chr14
Trhde,403484.0,protein_coding,chr10
Ogt,44291.0,protein_coding,chrX
Peli1,59032.0,protein_coding,chr11
Kcnab1,268839.0,protein_coding,chr3
Rnf112,5689.0,,
Fam171b,70850.0,,
Scg2,5451.0,,
E130307A14Rik,110595.0,processed_transcript,chr10
Pias1,109556.0,,
Mpdz,164315.0,protein_coding,chr4
Pclo,348541.0,protein_coding,chr5
Ttc7b,220056.0,protein_coding,chr12
Pitpnm2,131070.0,protein_coding,chr5
Grm7,921649.0,protein_coding,chr6
Clec16a,199539.0,protein_coding,chr16
Susd4,132731.0,protein_coding,chr1
Pcdh19,106127.0,protein_coding,chrX
Magi2,1477756.0,protein_coding,chr5
Zhx2,145167.0,protein_coding,chr15
Ambra1,188715.0,protein_coding,chr2
Slc39a6,23936.0,protein_coding,chr18
Tomm20,15177.0,,
Rpl26,5406.0,,
Gsk3b,157083.0,protein_coding,chr16
Fam118b,50840.0,,
Rpl18,5379.0,,
Scai,124520.0,protein_coding,chr2
Macrod2,1997657.0,protein_coding,chr2
Ube3c,106850.0,,
Parp8,170717.0,protein_coding,chr13
Hecw2,388292.0,protein_coding,chr1
Kdm2a,83866.0,protein_coding,chr19
Slc39a11,405226.0,protein_coding,chr11
Taok1,78653.0,protein_coding,chr11
Ankrd12,111391.0,,
Rpl8,2236.0,,
Lrp12,73405.0,protein_coding,chr15
Capzb,98919.0,protein_coding,chr4
Npepps,74796.0,protein_coding,chr11
Atxn7l1,225492.0,protein_coding,chr12
Lurap1l,44982.0,protein_coding,chr4
Scn3a,110509.0,protein_coding,chr2
Mamld1,105800.0,protein_coding,chrX
Itpr1,338013.0,protein_coding,chr6
Mef2c,163046.0,protein_coding,chr13
Cul9,45816.0,protein_coding,chr17
Usp32,155719.0,,
Nol4,348472.0,protein_coding,chr18
Gda,82138.0,,
Rbm26,70576.0,,
Sbf2,306909.0,protein_coding,chr7
Cdkl5,222781.0,,
Gm12296,133202.0,processed_transcript,chr11
Ippk,43324.0,,
Fbxw11,104092.0,protein_coding,chr11
Fgfr1,62064.0,protein_coding,chr8
Mical3,199292.0,protein_coding,chr6
Asap1,296062.0,protein_coding,chr15
Rpl10,2323.0,,
Nhsl2,242670.0,protein_coding,chrX
Macf1,334727.0,protein_coding,chr4
Dclk1,296704.0,protein_coding,chr3
Ppp1r16b,100936.0,protein_coding,chr2
Fgd4,183632.0,protein_coding,chr16
Ckap5,93902.0,,
Trpm7,84665.0,protein_coding,chr2
Hmbox1,138271.0,protein_coding,chr14
Kcnc3,14090.0,protein_coding,chr7
Rpl23a,2652.0,,
Igf1r,280841.0,protein_coding,chr7
Tjp1,231616.0,protein_coding,chr7
Vav3,345045.0,protein_coding,chr3
Slc24a5,20553.0,,
Frrs1l,33218.0,,
Baz2b,310476.0,protein_coding,chr2
Ube2w,78699.0,protein_coding,chr1
A230004M16Rik,262775.0,,
Prepl,26771.0,,
F730043M19Rik,35886.0,processed_transcript,chr12
Kidins220,88227.0,protein_coding,chr12
Crebbp,132669.0,,
Cox7c,2088.0,protein_coding,chr13
Esyt2,109854.0,protein_coding,chr12
Hivep3,404261.0,protein_coding,chr4
Icam5,6963.0,protein_coding,chr9
Mid1,320537.0,protein_coding,chrX
Ywhah,9150.0,,
Il16,102901.0,protein_coding,chr7
Prkca,410541.0,protein_coding,chr11
Cdkal1,663928.0,protein_coding,chr13
Dcx,77469.0,protein_coding,chrX
Cpeb3,187310.0,protein_coding,chr19
Fyco1,62399.0,protein_coding,chr9
Rpl21,4142.0,,
Rev3l,143093.0,protein_coding,chr10
Osbpl8,132497.0,protein_coding,chr10
Mcf2l,147099.0,protein_coding,chr8
Dapk1,161244.0,protein_coding,chr13
Syt11,30464.0,protein_coding,chr3
Dtna,244580.0,protein_coding,chr18
Psmd14,88682.0,protein_coding,chr2
Astn1,329508.0,protein_coding,chr1
Me3,221967.0,protein_coding,chr7
Gprasp1,60741.0,,
Cnih2,5653.0,protein_coding,chr19
Dnmt3a,108436.0,protein_coding,chr12
Setd2,86036.0,,
Crtc1,57224.0,protein_coding,chr8
Fyn,196526.0,protein_coding,chr10
Apba2,252172.0,protein_coding,chr7
Rpl23,4910.0,protein_coding,chr11
Fubp1,26404.0,,
Brk1,12179.0,,
Dennd5b,113609.0,protein_coding,chr6
Dock9,255791.0,protein_coding,chr14
Srcap,49236.0,,
Rpl5,8503.0,,
Camk2b,96718.0,protein_coding,chr11
Zfp407,461698.0,protein_coding,chr18
Cpsf6,35342.0,,
Gapvd1,80638.0,,
Acvr1,178513.0,protein_coding,chr2
Shank2,422566.0,protein_coding,chr7
Dync1i1,302400.0,protein_coding,chr6
Huwe1,134610.0,,
Rpl29,2114.0,,
Mast4,602011.0,protein_coding,chr13
Rpl34,3567.0,protein_coding,chr3
Slc35f1,421089.0,protein_coding,chr10
Rab6b,73489.0,,
Rasa1,74350.0,protein_coding,chr13
Nrp1,144759.0,protein_coding,chr8
Lrrc7,479330.0,protein_coding,chr3
Rimbp2,195695.0,protein_coding,chr5
Rph3a,69593.0,protein_coding,chr5
Btbd9,360964.0,protein_coding,chr17
Rps4x,4453.0,,
Trpc5,306509.0,protein_coding,chrX
Syt16,275606.0,protein_coding,chr12
Ulk4,321846.0,protein_coding,chr9
Tmem30a,24564.0,,
Igsf11,134488.0,protein_coding,chr16
Gabrb2,209271.0,,
Nckap1,80868.0,protein_coding,chr2
Xkr4,465597.0,protein_coding,chr1
Fam49a,118826.0,protein_coding,chr12
Eid1,1690.0,,
Ccdc47,18936.0,,
Rpl18a,2690.0,,
Gucy1a2,361958.0,protein_coding,chr9
Atf6,163097.0,protein_coding,chr1
Mtmr12,69468.0,protein_coding,chr15
Sh3rf3,325557.0,protein_coding,chr10
Ildr2,62684.0,protein_coding,chr1
Slc24a4,138358.0,protein_coding,chr12
8030462N17Rik,82989.0,,
Gpr22,7080.0,,
Gtf2f2,113928.0,protein_coding,chr14
Tmem178b,381879.0,protein_coding,chr6
Nup93,102663.0,protein_coding,chr8
9630028H03Rik,258137.0,antisense,chr2
Olfml2b,38257.0,,
Ywhab,23628.0,protein_coding,chr2
Ighm,4172.0,IG_C_gene,chr12
Ubl3,48154.0,protein_coding,chr5
Rps11,2060.0,,
Jazf1,299834.0,protein_coding,chr6
Itsn1,191316.0,protein_coding,chr16
Cyth3,87803.0,protein_coding,chr5
Sncaip,148226.0,protein_coding,chr18
Kcna1,5987.0,,
Atxn2,105156.0,,
Neurl1a,80621.0,protein_coding,chr19
Smg7,65651.0,protein_coding,chr1
Fmn1,389031.0,protein_coding,chr2
Atxn7l3b,3571.0,protein_coding,chr10
Rock1,117644.0,protein_coding,chr18
Fcho2,92046.0,protein_coding,chr13
Cdk13,94782.0,protein_coding,chr13
Rptor,296671.0,protein_coding,chr11
Rac1,24402.0,,
Slc8a1,365272.0,protein_coding,chr17
Chst11,210402.0,protein_coding,chr10
Dscaml1,327084.0,protein_coding,chr9
Cenpp,188762.0,protein_coding,chr13
Itga8,195290.0,protein_coding,chr2
Ctnna3,1573569.0,protein_coding,chr10
