,preds,labels,genes
88,2,1,Birc6
89,1,0,Capza2
90,1,1,Tsc22d1
91,1,0,Rps12
92,1,0,Rps16
93,1,0,Rps23
94,2,1,Snap91
95,2,1,Unc79
96,2,0,Slit1
97,2,1,Kcnd3
98,1,0,Ptprj
99,2,0,2900026A02Rik
100,0,1,Mpdz
101,2,1,Atxn7l1
102,2,1,Mical3
103,1,1,Rock2
104,1,0,Nsg2
105,1,1,Ddx5
106,2,1,Tmem132b
107,1,2,Rsrp1
108,1,0,Jdp2
109,2,1,Cyfip2
110,1,1,Ptpre
111,1,0,Rps19
112,1,1,Rprd1a
113,1,1,Bclaf1
114,1,0,Clec16a
115,1,0,Rpl26
116,1,1,Gsk3b
117,1,1,Scai
118,0,0,Capzb
119,1,1,Npepps
120,0,0,Lurap1l
121,1,0,Itpr1
122,1,1,Mef2c
123,1,0,Ippk
124,0,0,Fgfr1
125,1,0,Rpl10
126,1,1,Fgd4
127,0,1,Tjp1
128,2,1,Shank2
129,2,1,Zfp407
130,2,1,Vav3
131,2,1,Rimbp2
132,2,1,Syt16
133,1,1,Ube2w
134,1,0,Prepl
135,1,0,Rpl21
136,1,1,Rev3l
137,1,1,Syt11
138,0,1,Dtna
139,1,1,Psmd14
140,2,1,Me3
141,1,0,Cnih2
142,1,1,Fubp1
143,1,0,Rpl29
144,1,0,Rpl34
145,1,1,Nckap1
146,1,1,Xkr4
147,1,1,Sh3rf3
148,1,0,Ildr2
149,1,0,Gtf2f2
150,2,0,Nup93
151,1,0,Olfml2b
152,1,0,Ywhab
153,1,0,Rps11
154,1,0,Sncaip
155,1,1,Itga8
156,1,1,Lcor
157,1,1,Sbno1
158,1,0,Rpl15
159,1,2,Kdm5c
160,2,2,Ppp2r2b
161,2,1,Ak5
162,1,1,1110051M20Rik
163,2,1,Klhl2
164,0,1,Frmd5
165,2,0,Mgll
166,2,1,Scn8a
167,1,1,Atp6v1a
168,2,1,Tnpo1
169,1,1,Msra
170,1,0,Slc35f4
171,1,0,Brip1os
172,1,0,Cox6c
173,1,1,Mark3
174,1,1,Taf15
175,1,1,Rb1
176,1,0,Apex2
177,1,0,Gm11149
178,1,1,Mdm4
179,0,1,Fmnl2
180,1,2,Chd8
181,1,1,9330159F19Rik
182,1,1,Zc3h12b
183,1,0,Kctd4
184,1,0,Pde7a
185,1,1,Glrb
186,1,1,Iqsec2
187,1,1,Tmem161b
188,1,0,Npy1r
189,1,1,Fbxo11
190,1,0,Rps18
191,1,1,Paip2
192,2,1,Ablim1
193,1,1,Arhgap17
194,1,1,Sptb
195,2,1,Pcdh9
196,0,0,Shb
197,2,0,Lrrc4
198,2,0,Slco3a1
199,2,1,D5Ertd579e
200,1,0,Spns2
201,1,0,Mmd2
202,1,0,Dtd1
203,1,0,Bmp6
204,1,1,March1
205,1,1,Gabrg2
206,1,0,Cox6a1
207,1,0,Dlg3
208,1,1,Sec14l1
209,1,1,Arhgap35
210,1,1,Arid1a
211,1,0,Gm16351
212,1,0,Angpt1
213,0,0,Ift57
214,1,0,Hspa12a
215,1,1,Ythdf3
216,1,0,Rai1
217,1,1,Znrf3
218,1,1,Klhl7
219,1,1,Nvl
220,1,1,Lnpep
221,1,0,Dpm1
222,1,1,Stau2
223,1,0,Brwd3
224,2,1,Nos1ap
225,2,1,Nbas
226,1,0,Man1c1
227,2,1,Snx24
228,1,1,Tanc1
229,1,1,Oxct1
230,2,0,Trabd2b
231,0,1,Trrap
232,2,1,Abhd12
233,1,1,Ptk2b
234,2,0,Ubac2
235,1,0,Pnmal1
236,1,0,Tdrd5
237,1,2,Gria4
238,1,0,Elk1
239,1,1,Acbd6
240,1,0,Mark1
241,0,1,Slc16a10
242,1,1,Nr2c2
243,1,0,Slc25a46
244,1,0,Psmc6
245,1,0,Gm10649
246,1,1,Ddx6
247,1,0,Akap7
248,1,0,Eif3h
249,1,0,Pqlc1
250,1,0,Plxna4os3
251,2,1,Synpr
252,1,0,Ly6h
253,1,1,Cacng8
254,1,0,Wasf3
255,1,0,Cox8a
256,2,1,Stk39
257,2,1,Ssbp3
258,2,1,Runx2
259,1,0,Slc38a10
260,1,1,Ndfip1
261,1,0,Ankrd45
262,1,0,Gm14330
263,1,1,Setx
264,1,1,Pcmtd2
265,1,0,Rps20
266,1,0,Tex2
267,1,1,Mia2
268,1,1,Arhgef25
269,1,1,Spop
270,1,0,Atp5b
271,1,1,Zfc3h1
272,1,0,Acyp2
273,1,0,Ndufa13
274,1,1,Camta2
275,1,1,Srcin1
276,1,1,Xpo7
277,1,0,Rnf10
278,1,0,Stx1b
279,1,1,Tspan13
280,1,0,1700111E14Rik
281,2,1,Tbc1d22a
282,1,1,Gm9801
283,1,0,B4galt5
284,1,0,Sec24d
285,1,0,Cotl1
286,1,1,Rsrc2
287,1,0,Fam122a
288,1,0,Rtn4r
289,1,0,Tmbim6
290,1,1,Sclt1
291,1,1,Cdip1
292,1,0,Macrod2os1
293,1,1,Sez6l2
294,1,1,Sppl2a
295,1,0,Dgcr8
296,1,1,Rab6a
297,1,1,Rtn4rl1
298,1,1,Arpc2
299,1,1,Ranbp17
300,2,1,Arid2
301,1,0,Atp5h
302,1,0,Rps9
303,1,0,Gm6999
304,1,1,Mtx2
305,2,0,Thsd7b
306,2,1,Nek1
307,1,1,Sec63
308,1,1,Rbm33
309,1,0,Nek6
310,1,0,Ndufa4
311,1,0,Apoo
312,2,1,Gnal
313,1,0,Gm26944
314,1,1,Syndig1
315,1,0,Pcdh8
316,1,0,Mapk9
317,1,1,Phtf2
318,1,1,Dlg4
319,1,1,Wdr47
320,1,1,Sh3pxd2a
321,2,1,Ago2
322,1,0,Naa25
323,1,0,Lingo1
324,1,1,Atp13a3
325,1,0,Pou6f2
326,1,1,Edem3
327,1,0,1700109K24Rik
328,1,0,Rbbp5
329,1,1,Odf2
330,1,1,Trim33
331,1,1,Gspt1
332,1,2,Erbb4
333,1,1,Parp6
334,1,0,Tuba1a
335,1,1,Numb
336,1,0,Inhba
337,1,1,Atl1
338,1,1,Kras
339,2,1,Ctnna2
340,1,0,Ago1
341,0,1,Iws1
342,1,1,Rasa2
343,1,0,Cox7b
344,1,0,Als2
345,1,0,Klhl26
346,1,1,Glcci1
347,1,0,Slc35e2
348,1,0,Dexi
349,1,1,Evl
350,1,0,Ccdc85b
351,1,1,Pkd2
352,2,2,Cit
353,1,1,Stx8
354,1,0,Serinc5
355,2,1,Wwox
356,2,1,Atp8a2
357,2,1,Ttc28
358,1,0,Atp5g1
359,1,0,Filip1l
360,1,0,Psmb7
361,1,0,Naf1
362,0,1,Srrm4
363,1,1,Xpo6
364,0,1,Ryk
365,1,0,Rplp0
366,1,1,Zdhhc21
367,1,0,Enpp5
368,1,0,Zfp507
369,1,2,R3hdm4
370,1,1,Edc3
371,1,1,Vps35
372,1,0,Emc10
373,1,0,Acot13
374,1,0,Fstl5
375,1,0,Ssu72
376,1,1,Pola1
377,1,0,Mob1b
378,1,0,Sypl
379,1,0,Usp10
380,2,1,Pnpla8
381,1,1,Tpr
382,1,1,Dgkz
383,1,1,Dnajb6
384,2,1,Cep112
385,2,0,March4
386,2,1,Abca8b
387,1,0,Ehd1
388,1,1,Hdlbp
389,1,0,Scd2
390,1,0,B3gnt2
391,1,1,Eif3e
392,1,1,Morc2a
393,1,1,Vps13c
394,1,0,Epdr1
395,1,0,Bcl6
396,1,0,Elfn2
397,1,1,Fam120b
398,2,0,Tbc1d22b
399,1,1,Scaf4
400,2,0,Gabpb1
401,1,1,Nfkb1
402,1,1,Lzts3
403,1,0,Spsb1
404,2,1,Bcr
405,1,1,Tbc1d32
406,1,1,Ergic2
407,1,1,Acin1
408,1,0,Psmb1
409,1,1,Rnf13
410,1,0,Tagln3
411,1,1,Pls3
412,2,1,Ino80d
413,1,0,Ubtd2
414,1,1,Gnas
415,1,0,2700049A03Rik
416,2,0,Cald1
417,2,1,Vps8
418,1,0,Mfhas1
419,1,0,Chsy1
420,1,0,Gad1
421,1,0,Igfbp5
422,1,1,Ppm1b
423,1,1,Setdb1
424,1,1,Zfhx2
425,1,0,Cst3
426,1,1,G3bp2
427,1,1,Reep3
428,1,0,Faf2
429,1,0,Tet1
430,1,1,Mios
431,1,1,Dtx3
432,1,0,Slc39a10
433,1,1,Inpp5b
434,1,1,Acsl4
435,1,0,Spin1
436,1,1,Tpm3
437,1,1,Otud5
438,1,1,Arhgef11
439,1,0,Dgcr2
440,1,0,Ndufc2
441,1,0,Tor1aip2
442,1,0,Ssr1
443,2,1,Pak1
444,1,1,Alcam
445,2,2,Grb10
446,1,0,Hist3h2a
447,1,1,Ppp2r3a
448,1,0,Sh3gl3
449,2,0,Pmepa1
450,2,1,Fkbp5
451,1,0,Adamts18
452,1,1,Srr
453,1,0,Ubxn11
454,1,0,Ubqln1
455,1,2,Safb2
456,1,0,Ap1ar
457,1,0,Ndn
458,1,1,Amfr
459,1,1,Nsmaf
460,1,0,Usp12
461,1,1,Atcay
462,1,1,Ptcd3
463,1,1,Napg
464,2,1,Lgr4
465,1,0,Hsf2
466,1,0,Mmaa
467,1,1,Lhfpl4
468,1,0,Zfyve16
469,1,0,Mfap3l
470,1,1,Uimc1
471,1,0,Arl5a
472,1,0,Rsf1os1
473,1,0,Tmem59l
474,1,1,Wipi2
475,1,0,Tcp1
476,1,1,Phf8
477,1,0,Psmb3
478,2,0,Chst15
479,1,1,Pcgf6
480,1,0,Ptpdc1
481,2,1,Pced1b
482,1,0,Ndufab1
483,1,1,Abcd3
484,1,1,Cryzl1
485,1,1,Kcmf1
486,1,1,Stt3b
487,1,1,Naa15
488,1,1,Hspa9
489,1,0,2010315B03Rik
490,1,0,Rpe
491,0,1,Fig4
492,1,1,Bzw2
493,2,1,Pknox2
494,2,0,Rcbtb2
495,1,0,Gm12227
496,1,0,E530011L22Rik
497,1,1,Smg5
498,1,1,Hnrnpl
499,1,1,Cstf2
500,1,1,Fam114a2
501,1,0,Emc4
502,1,0,Dnajc3
503,1,2,Lmo4
504,1,0,Cox5b
505,1,1,Slc7a6
506,1,0,Prkci
507,1,0,Rab11a
508,1,0,Mal2
509,1,1,Usp53
510,1,1,Ddx55
511,1,0,Emx2os
512,2,1,Galnt14
513,1,0,Mpv17l
514,0,1,Ern1
515,1,0,Smdt1
516,1,0,Got1
517,1,1,Xiap
518,1,1,Pdss1
519,0,1,Kdm2b
520,1,0,4930517O19Rik
521,1,0,Hint1
522,1,0,Tmem67
523,1,0,Ephx4
524,1,2,Unc13c
525,1,0,Hmgb1
526,2,0,Matn2
527,1,0,Rpl27
528,1,0,Minpp1
529,1,1,Zc3h12c
530,1,1,Ngly1
531,1,1,Trim46
532,2,1,Hipk1
533,1,0,Dnajb5
534,1,0,Grcc10
535,1,0,Sod2
536,1,0,Suds3
537,1,0,Mzt1
538,1,1,Tmem68
539,1,0,Tmed7
540,1,0,Palmd
541,1,1,Rbl2
542,2,1,Atg10
543,1,1,Terf2
544,2,0,Ldlrad3
545,1,1,Brox
546,1,1,Mast3
547,1,2,Gm26691
548,1,1,Etf1
549,1,1,Nrip1
550,1,0,Mrps27
551,1,1,Prpf18
552,1,0,Trmt11
553,1,1,Gstz1
554,1,0,Nt5m
555,1,0,Scand1
556,1,1,Map3k10
557,1,1,Tmem87b
558,1,0,Klhl11
559,1,1,Mff
560,1,0,Cep19
561,0,1,Dcaf17
562,1,0,Crym
563,1,1,Tmem63c
564,1,1,Ctps2
565,1,0,Uba3
566,1,1,Wdr75
567,1,2,Gm17066
568,1,1,Atl2
569,1,1,Taf2
570,1,1,Srebf2
571,1,1,Iars2
572,1,1,Ndufs3
573,1,0,Snrk
574,1,0,Slc26a10
575,1,1,Rbm41
576,1,1,Inpp5a
577,2,0,Gpr89
578,1,0,Mtr
579,2,1,Rps6ka5
580,1,2,Iqgap1
581,1,0,Pdk3
582,1,1,Onecut2
583,1,0,Gm10855
584,1,1,Rchy1
585,0,1,Eif4g1
586,1,1,Cyb5r4
587,2,1,Pik3r3
588,1,1,Lin52
589,1,1,Stk24
590,1,1,Cabp1
591,1,0,C630043F03Rik
592,1,1,Yy1
593,1,0,Serf2
594,1,0,Arpp19
595,1,1,Zfp386
596,1,1,Ipcef1
597,1,1,Rbm27
598,1,1,Eef2k
599,1,0,Atp5g3
600,1,1,N4bp1
601,1,1,Zcrb1
602,1,1,Phf6
603,0,1,Eif4e3
604,2,1,Hs6st3
605,1,1,Atg13
606,0,1,Pex14
607,1,1,Wdr59
608,1,0,Tob1
609,1,0,Kcnj9
610,1,0,Eif1b
611,1,0,Ppp2r5a
612,1,0,Gosr2
613,1,0,Fam53b
614,1,0,Phyhip
615,1,1,Neurod2
616,1,1,Gdi2
617,1,1,Fbxl12
618,1,1,Zfp260
619,1,1,Sec31a
620,1,0,Hmgcr
621,1,1,Slc17a5
622,1,0,Dynll2
623,1,1,Fam185a
624,1,0,Klhl9
625,1,0,Tmem50a
626,1,0,Ptar1
627,1,0,Far2
628,1,1,Ube2f
629,1,1,Timm23
630,1,0,Fam104a
631,1,1,Irak1
632,1,1,Smarcb1
633,1,0,Rap2b
634,1,1,Thumpd3
635,1,2,Stat5b
636,2,0,Arrb1
637,1,0,Ppm1d
638,1,0,Eps15
639,1,1,Tbc1d15
640,2,2,Disp1
641,1,1,Aqr
642,1,0,Copg1
643,1,0,6530402F18Rik
644,1,0,Nasp
645,1,0,Btf3l4
646,1,0,Max
647,1,0,Mrps21
648,1,0,Tmem18
649,1,1,March5
650,1,0,Gabpa
651,1,0,Mas1
652,1,1,Rbx1
653,1,0,Armc1
654,1,0,Nudt19
655,1,1,Zfp318
656,1,1,Adamts20
657,1,1,Zmym5
658,1,0,Arl13b
659,1,1,Hsph1
660,1,0,Smarce1
661,1,0,Ccdc92
662,1,0,Tro
663,1,1,Dctn4
664,1,0,Sgcb
665,1,0,Gm15902
666,1,1,Nup160
667,1,1,Pphln1
668,1,1,Hif1a
669,1,0,Cfap97
670,1,0,Ppp1r15b
671,1,0,Ercc4
672,2,0,Glp2r
673,1,0,Mapkapk2
674,1,0,Them6
675,1,0,Stk4
676,1,0,Ina
677,1,1,Rnf121
678,1,1,Ptges3
679,1,1,Gpr45
680,1,0,Tmem64
681,1,0,Fam136a
682,1,0,Ppm1f
683,1,0,Kcnk12
684,1,0,Secisbp2
685,1,0,Jag1
686,1,1,Kctd3
687,1,1,Cadm3
688,1,0,Srp14
689,1,0,Rbmxl1
690,2,1,Tubgcp3
691,1,0,Gatb
692,1,0,Psmb6
693,1,0,Nat8l
694,1,1,Sdhaf2
695,1,0,Shc3
696,1,1,Mid2
697,1,0,Mgat1
698,2,1,Ift88
699,1,1,Ccdc186
700,1,0,Stard5
701,1,1,Hsd17b4
702,1,0,Trappc13
703,1,1,Dnajc18
704,1,0,1110008P14Rik
705,2,1,Slc20a2
706,1,0,Arl8a
707,1,0,2510009E07Rik
708,1,0,Cpsf1
709,1,0,4931428F04Rik
710,1,1,Tmtc3
711,1,1,Tbc1d9
712,1,1,Gosr1
713,1,1,Ero1lb
714,1,0,E230001N04Rik
715,1,0,Gm26901
716,1,0,Cplx1
717,1,1,Tmed10
718,1,1,Scg3
719,1,1,Stau1
720,1,0,Aldh5a1
721,1,1,Aatk
722,1,1,Bcl2l13
723,1,0,Apcdd1
724,1,0,Elk4
725,1,0,Eif3k
726,0,1,R3hcc1l
727,1,0,Dnlz
728,1,0,Fam162a
729,1,1,Pantr1
730,1,0,Zfp955a
731,1,1,Ctnnd1
732,1,0,Lage3
733,1,0,Rraga
734,1,0,Zxdc
735,1,0,Pkd2l2
736,2,1,Galnt9
737,2,1,Kndc1
738,1,0,Dnal4
739,1,1,H13
740,1,1,Rspry1
741,1,0,Slc39a3
742,1,0,Omg
743,1,0,Il31ra
744,1,0,Rps28
745,2,1,Yes1
746,1,1,Elmsan1
747,1,0,Bcap31
748,1,0,Bms1
749,1,0,Rad51ap2
750,1,0,Nek10
751,1,0,Uhrf1bp1
752,2,0,Sh3pxd2b
753,0,0,Capn3
754,1,0,Sf3a1
755,1,1,Dnttip1
756,2,1,Jakmip1
757,1,2,Banf2
758,1,0,Usp36
759,1,0,Gm5087
760,1,0,Alg10b
761,1,1,Golga5
762,1,0,Cmtm4
763,1,0,Tnks1bp1
764,1,0,Ppil6
765,1,0,1700080N15Rik
766,1,1,Eif2b3
767,1,0,Gpr171
768,1,1,Atp6v1e1
769,2,0,Afap1
770,1,1,Cep290
771,1,0,Ebag9
772,1,0,Trp53i11
773,1,0,Cyc1
774,1,2,Zfp934
775,1,1,Ccdc149
776,1,2,Nrbp2
777,1,0,Ptgds
778,1,0,Npm1
779,1,1,Fubp3
780,1,0,Traf6
781,1,0,Pcid2
782,1,1,Parl
783,1,1,Rhobtb2
784,1,0,Stmn2
785,1,0,Mrps17
786,1,1,Zfp354c
787,1,0,Slc15a4
788,1,1,Zfp942
789,1,0,Cacna1g
790,1,0,Rps6kb2
791,1,0,Rftn1
792,1,1,Nap1l4
793,1,0,6530409C15Rik
794,1,0,Armcx2
795,1,1,D930016D06Rik
796,1,0,Pnma3
797,0,0,Plch1
798,1,0,Zfp563
799,1,0,Pnma2
800,1,1,Xrcc5
801,1,1,St8sia3
802,1,1,Cdc16
803,1,0,3010001F23Rik
804,1,0,Gm15813
805,1,0,Itga7
806,2,2,Dchs2
807,1,0,Mthfsl
808,1,1,Ankle2
809,1,0,Rab4a
810,1,0,Cox14
811,1,0,Psma4
812,1,0,1500015A07Rik
813,1,0,Gm16189
814,1,0,Snrpd2
815,1,0,Tspan12
816,1,0,Pcbd2
817,1,1,Sirt1
818,1,1,Gnl3l
819,2,0,Zranb3
820,1,0,Apoe
821,1,1,Prune2
822,1,1,Slc3a2
823,1,1,Adipor2
824,1,1,Rab5b
825,1,0,Gm11906
826,1,1,Atp6v0a2
827,1,2,Gpatch1
828,1,0,Dach1
829,1,1,Atg4b
830,1,0,Ufm1
831,1,2,Rfwd3
832,1,0,Sh3bgrl2
833,1,0,Nrip2
834,1,1,Ccm2
835,1,0,Ddost
836,1,2,Arap2
837,2,0,Ankrd55
838,1,0,Lsm1
839,1,0,Eif3i
840,1,1,Rufy1
841,1,0,Stambpl1
842,1,1,Vdac3
843,1,0,Hipk4
844,1,0,Pdap1
845,1,1,Mterf3
846,1,0,Gm12743
847,1,0,Atg101
848,1,1,Ppcdc
849,1,0,Glrx5
850,1,1,Vipas39
851,1,0,Gtf3c4
852,1,0,Cnn3
853,1,0,Gpr19
854,1,0,Polr2j
855,1,0,Hspbap1
856,1,0,Itgbl1
857,1,0,Ydjc
858,1,0,Slc11a2
859,1,0,Aqp11
860,1,1,Mfn1
861,1,1,Qser1
862,1,0,Unc50
863,1,0,Tek
864,1,0,Cuta
865,0,0,Aco1
866,1,0,Ubl7
867,1,0,Armcx3
868,1,0,Ginm1
869,1,0,Ube2s
870,1,0,Mrpl50
871,1,1,Mms19
872,2,0,Lifr
873,1,0,Zfp248
874,1,0,Pno1
875,1,0,Asns
876,1,0,Gm17231
877,1,0,Sema6a
878,1,1,Ube2j2
879,1,0,Mrpl54
880,1,0,Slc35f6
881,1,1,Lias
882,1,0,Timm13
883,1,0,Gm20721
884,1,2,Pgap1
885,1,1,Sgpl1
886,1,0,Tmc7
887,1,0,Cetn4
888,1,2,Mgat4c
889,1,1,Mpp2
890,1,0,Nkiras1
891,1,0,Lsm12
892,2,0,Vegfc
893,1,0,Akr1b3
894,1,0,Wee1
895,1,0,Zbtb10
896,1,1,Pacs2
897,1,1,Zcchc4
898,1,0,Acyp1
899,1,0,Agrp
900,1,0,Ell2
901,1,0,Myl6
902,1,0,2810402E24Rik
903,1,0,Zfp777
904,1,1,Gm7854
905,1,0,Vps26b
906,1,0,Mcfd2
907,1,0,Polr3gl
908,1,0,Rnft2
909,1,0,Gba2
910,1,0,Cops8
911,1,0,Poldip3
912,1,0,Gfer
913,1,0,Bicd2
914,1,0,Snhg5
915,1,1,Pacsin2
916,1,0,Mrpl32
917,1,1,Scarb1
918,1,0,Eid2
919,1,0,B230208B08Rik
920,1,0,9530077C05Rik
921,1,0,4933421O10Rik
922,1,0,Txn1
923,1,0,Atp6v1g1
924,1,0,Polq
925,1,0,Tmem248
926,1,0,Mta1
927,1,1,Farp2
928,1,1,Lims1
929,1,0,Tmem14c
930,1,0,Psmd2
931,1,0,Zfp715
932,1,0,Ctbp1
933,1,0,Kctd5
934,1,0,Aarsd1
935,1,1,Polr3f
936,1,1,Zmiz1os1
937,1,0,Btf3
938,1,0,Os9
939,1,1,Porcn
940,1,0,Szrd1
941,1,1,Thap3
942,1,0,Wrap53
943,1,0,Lyrm7
944,1,0,Alg2
945,1,0,Wnt9a
946,1,0,Gm14326
947,2,1,Elovl5
948,1,0,Smpd1
949,1,0,Gin1
950,1,0,Psmc5
951,1,0,Fam174b
952,1,0,Snn
953,1,0,Zc3h18
954,1,0,2610001J05Rik
955,1,1,Emb
956,1,0,Pigm
957,1,0,Gm15614
958,1,0,Ctsd
959,1,0,Sprtn
960,1,0,Dusp19
961,1,0,Prkrip1
962,1,0,Tbl2
963,1,1,Ccdc136
964,1,0,Zfp707
965,1,0,Ptrh2
966,1,0,Mpg
967,1,0,Pcna
968,1,0,Atp1b2
969,1,0,Commd4
970,1,0,Pcsk2os2
971,1,1,Vti1b
972,1,2,Onecut1
973,1,0,Tceal6
974,1,0,Sdhaf1
975,2,0,Morc4
976,1,0,Tmem229b
977,1,0,Tmem160
978,1,0,Timm17a
979,1,0,Mitd1
980,1,0,3830406C13Rik
981,1,1,Polr2m
982,1,1,1700037C18Rik
983,1,1,Tatdn3
984,1,1,Pls1
985,1,1,Snx32
986,1,1,Tsen15
987,2,1,Gm13791
988,1,1,Gm15328
989,1,1,Fbxo22
990,1,1,Fam20b
991,1,1,Tnip2
992,1,1,4632404H12Rik
993,1,1,Bet1l
994,1,1,Grin1os
995,1,1,Osbpl1a
996,1,1,Prpf38a
997,1,1,Yif1b
998,1,1,Ldb3
999,1,1,Gm10544
1000,1,1,Rfk
1001,1,1,Tmem147
1002,1,1,Pgls
1003,1,1,Stoml1
1004,1,1,Lhfp
1005,1,1,Abhd5
1006,1,1,Ahr
1007,1,1,Gabarap
1008,1,1,AU041133
1009,1,1,Mgat4b
1010,1,1,Gyg
1011,1,1,Mri1
1012,1,1,Gm16794
1013,1,1,Rdh10
1014,1,1,Zdhhc13
1015,1,1,Aimp1
1016,1,1,Commd8
1017,1,1,Slc35b3
1018,1,1,9330151L19Rik
1019,1,1,Gfra4
1020,1,1,Tmsb10
1021,1,1,B4galt3
1022,1,1,Gpr146
1023,1,1,Llph
1024,1,1,Pcif1
1025,1,1,4933400F21Rik
1026,1,1,2310022B05Rik
1027,1,1,Fuom
1028,1,1,Mul1
1029,1,1,Zfp428
1030,1,1,Mtss1
1031,1,1,Zfp811
1032,1,1,Rexo4
1033,1,1,Mus81
1034,1,1,Fem1a
1035,1,1,Shroom4
1036,1,1,Pelp1
1037,1,1,Cdk5r2
1038,1,1,Atp6v1g2
1039,1,1,Paqr3
1040,1,1,Sod1
1041,1,1,Sufu
1042,1,1,Armcx1
1043,1,1,Zfp281
1044,1,1,Ccdc25
1045,1,1,B230369F24Rik
1046,1,1,Hypk
1047,1,1,Klhl13
1048,0,1,Plek
1049,1,1,Luzp2
1050,1,1,Fbxo7
1051,1,1,Gm12064
1052,1,1,Gpd1
1053,1,1,Nudc
1054,1,1,Nup54
1055,1,1,Zdhhc5
1056,1,1,Gabrd
1057,1,1,Adamts10
1058,1,1,Zfp27
1059,1,1,Hexa
1060,1,1,Supv3l1
1061,0,1,Mnt
1062,1,1,Hspb11
1063,1,1,Rer1
1064,1,1,Ascc1
1065,1,1,Tmed4
1066,1,1,Tmem209
1067,1,1,Shkbp1
1068,1,1,E2f5
1069,1,1,Tmem14a
1070,1,1,Cdkn2aip
1071,1,1,Rpp38
1072,0,1,Slc6a11
1073,1,1,Dusp7
1074,2,1,4930467D21Rik
1075,1,1,Banf1
1076,1,1,BB557941
1077,1,1,Rnf187
1078,1,1,Mtmr9
1079,1,1,Mrpl52
1080,1,1,Spag6
1081,1,1,Psme3
1082,1,1,Alg6
1083,1,1,Fabp5
1084,1,1,Slc35a4
1085,1,1,Csk
1086,1,1,Map6d1
1087,1,1,Msh6
1088,1,1,Ap3m2
1089,1,1,Cmc1
1090,1,1,Efhc2
1091,1,1,Traf5
1092,1,1,Cyth2
1093,2,1,Grk5
1094,1,1,Fastkd2
1095,1,1,Ccdc137
1096,1,1,Tvp23a
1097,1,1,Ttc4
1098,1,1,Kif24
1099,1,1,Kdelr1
1100,1,1,Mrps18a
1101,1,1,Lactb2
1102,1,1,Htra2
1103,0,1,Pbx3
1104,1,1,Josd1
1105,1,1,Sdc2
1106,1,1,Eef1e1
1107,1,1,U2af2
1108,1,1,Lpcat4
1109,1,1,Sass6
1110,1,1,Zfp623
1111,1,1,Iqcc
1112,1,1,Ap2s1
1113,1,1,2410002F23Rik
1114,1,1,Creb3
1115,1,1,Mynn
1116,1,1,Eral1
1117,1,1,Arl6ip4
1118,1,1,Gm19967
1119,1,1,Lmnb2
1120,1,1,Zfp276
1121,1,1,Psmd8
1122,1,1,Ano10
1123,1,1,Rab31
1124,1,1,Surf6
1125,1,1,4931403E22Rik
1126,1,1,Adprhl2
1127,1,1,Apex1
1128,1,1,Zbtb49
1129,1,1,Tmf1
1130,1,1,Icmt
1131,1,1,Lrrc8a
1132,1,1,Foxred1
1133,1,1,B230110G15Rik
1134,1,1,Csnk2b
1135,1,1,Armcx4
1136,1,1,Zfp11
1137,1,1,Ebpl
1138,1,1,Pip4k2c
1139,1,1,Grk6
1140,1,1,Ppih
1141,1,1,Alkbh5
