gene_name,gene_length,gene_type,gene_chr
Cox4i1,5985.0,,
Rps8,2416.0,,
Stmn1,5523.0,,
Itgb5,119673.0,protein_coding,chr16
Slc24a2,247353.0,protein_coding,chr4
Tpt1,3432.0,,
Ftl1,1940.0,protein_coding,chr7
Acyp2,143596.0,protein_coding,chr11
Unc5d,572919.0,protein_coding,chr8
Slc38a2,12338.0,protein_coding,chr15
Prkca,410541.0,protein_coding,chr11
Pam,300532.0,protein_coding,chr1
Pcsk1n,4588.0,protein_coding,chrX
Rpl18,5379.0,,
Kctd16,274668.0,protein_coding,chr18
Psap,24970.0,protein_coding,chr10
Rhog,16931.0,,
St8sia4,79889.0,protein_coding,chr1
Gapdh,4752.0,protein_coding,chr6
Mog,12655.0,protein_coding,chr17
Kcna1,5987.0,,
Igsf8,58200.0,protein_coding,chr1
Evi2a,4049.0,,
Rasgrp3,93158.0,protein_coding,chr17
Abca2,19837.0,protein_coding,chr2
Arhgap24,416546.0,protein_coding,chr5
Taldo1,10769.0,,
Pkp4,194358.0,protein_coding,chr2
Hcn2,19474.0,protein_coding,chr10
Tgfbr3,183059.0,protein_coding,chr5
Fmnl2,275944.0,protein_coding,chr2
Nbas,314678.0,protein_coding,chr12
Thrb,377829.0,protein_coding,chr14
Rpl41,1191.0,,
Sybu,116207.0,protein_coding,chr15
Rnasek,1718.0,protein_coding,chr11
Atp6v0b,3007.0,protein_coding,chr4
Skap2,155127.0,,
Rplp1,1258.0,,
Dcc,1097435.0,protein_coding,chr18
Dlg2,1972575.0,protein_coding,chr7
Grm7,921649.0,protein_coding,chr6
Ppia,4374.0,,
Spcs1,1846.0,,
Akap6,456216.0,protein_coding,chr12
St18,373709.0,,
Cntn4,1021650.0,protein_coding,chr6
Kcnq1ot1,93091.0,,
Nr3c2,345570.0,protein_coding,chr8
Tmem163,193002.0,protein_coding,chr1
Nrg1,1069703.0,,
Ptprm,687510.0,protein_coding,chr17
Tanc2,339318.0,protein_coding,chr11
Zbtb16,181925.0,protein_coding,chr9
Apoe,3079.0,protein_coding,chr7
Cdk19,144254.0,protein_coding,chr10
Apbb1ip,101559.0,protein_coding,chr2
Sema6d,577801.0,protein_coding,chr2
Nav2,701374.0,protein_coding,chr7
Opalin,15403.0,protein_coding,chr19
Mapre2,141528.0,protein_coding,chr18
Vmp1,99971.0,protein_coding,chr11
Gstm5,2865.0,,
Tcf12,269183.0,protein_coding,chr9
Gnao1,159422.0,protein_coding,chr8
Klf13,52564.0,protein_coding,chr7
Rabac1,3002.0,protein_coding,chr7
Gmds,519161.0,protein_coding,chr13
Tbc1d5,446228.0,protein_coding,chr17
Fam13c,118255.0,,
Rps16,2503.0,,
Myrip,173328.0,protein_coding,chr9
Sgcz,1139210.0,protein_coding,chr8
Cntnap2,2244856.0,protein_coding,chr6
Rpl28,2192.0,,
Sgk1,117719.0,protein_coding,chr10
Polr3e,29688.0,protein_coding,chr7
Rps2,3813.0,,
Dlg1,211686.0,protein_coding,chr16
Zeb2,133763.0,protein_coding,chr2
H2afj,1830.0,,
Ogdhl,26132.0,protein_coding,chr14
Cd9,34525.0,protein_coding,chr6
Tmem59,22597.0,,
Qdpr,16215.0,,
Josd2,3682.0,,
Calm1,10379.0,,
Zdhhc14,261254.0,protein_coding,chr17
Npc2,18590.0,,
Kdm6a,117361.0,protein_coding,chrX
Fau,1680.0,,
Cox6a1,3339.0,,
Arhgap5,68003.0,,
Npas3,823498.0,protein_coding,chr12
Bsg,7478.0,,
Pde1c,499299.0,,
Gphn,458393.0,protein_coding,chr12
Sorcs3,599480.0,protein_coding,chr19
Prnp,28501.0,,
Ano4,395768.0,protein_coding,chr10
Fgf14,699220.0,,
Dad1,18625.0,,
Pdxk,28231.0,protein_coding,chr10
Rps10,6251.0,protein_coding,chr17
Thsd4,555115.0,protein_coding,chr9
Cd63,11833.0,,
Rps5,4396.0,,
Nlgn1,906245.0,protein_coding,chr3
Sytl5,108921.0,protein_coding,chrX
Phactr1,457903.0,protein_coding,chr13
Sept4,21636.0,,
Atp1a1,28465.0,protein_coding,chr3
Add1,58644.0,,
Serinc5,100856.0,protein_coding,chr13
Cfl1,4746.0,,
AY036118,,,
Sema3e,231413.0,,
Kank1,197521.0,protein_coding,chr19
Rnf220,225589.0,protein_coding,chr4
Cobll1,151064.0,protein_coding,chr2
Fdps,8371.0,protein_coding,chr3
Rps15,1661.0,,
Rpl6,4760.0,,
Rbms1,212999.0,protein_coding,chr2
Arl6ip1,10771.0,,
Masp1,71398.0,protein_coding,chr16
Rpl15,3568.0,,
Nrxn3,1612059.0,protein_coding,chr12
Rpl17,4823.0,,
Phlpp1,222498.0,protein_coding,chr1
Ankrd28,131883.0,,
Rpl18a,2690.0,,
Gab2,227360.0,protein_coding,chr7
Rpl24,5160.0,,
Ptn,95291.0,protein_coding,chr6
Slc35f1,421089.0,protein_coding,chr10
Serf2,9118.0,,
Tmem88b,4283.0,,
Maml3,419169.0,protein_coding,chr3
Nfia,346140.0,protein_coding,chr4
Emc10,6592.0,,
Mbnl1,156920.0,protein_coding,chr3
Tmem178b,381879.0,protein_coding,chr6
Tspan3,33752.0,,
Sema3d,205563.0,protein_coding,chr5
Rpl27a,3220.0,,
Gpr158,463005.0,protein_coding,chr2
S100a16,5897.0,protein_coding,chr3
Pde4b,519716.0,protein_coding,chr4
Eid1,1690.0,,
Otud7a,314277.0,protein_coding,chr7
Slc48a1,14172.0,protein_coding,chr15
Cst3,3970.0,,
Plekhh2,110243.0,protein_coding,chr17
Rps3,5842.0,,
A330023F24Rik,61529.0,lincRNA,chr1
Rpl8,2236.0,,
Tsix,53440.0,antisense,chrX
Prdm5,158022.0,protein_coding,chr6
Nudt4,17139.0,,
Gjc3,9637.0,,
Myo1d,297899.0,protein_coding,chr11
Ctnnd2,856748.0,,
Sept7,56132.0,protein_coding,chr9
Psd2,49885.0,protein_coding,chr18
Desi1,41339.0,protein_coding,chr15
Abca1,129108.0,,
Litaf,106882.0,protein_coding,chr16
Mtmr2,58071.0,protein_coding,chr9
Cpeb3,187310.0,protein_coding,chr19
Cadm1,327464.0,protein_coding,chr9
Slc25a4,4487.0,,
Rpl11,25163.0,,
Lars2,95739.0,protein_coding,chr9
Plcl1,348364.0,protein_coding,chr1
Tkt,26361.0,protein_coding,chr14
Rpl19,3782.0,,
Tmem132b,260809.0,protein_coding,chr5
Lgi3,7639.0,,
Gm5087,127250.0,lincRNA,chr14
Ndufs7,7673.0,protein_coding,chr10
Ctsb,23461.0,protein_coding,chr14
Dbndd2,7213.0,protein_coding,chr2
Ndufb11,2293.0,,
Mgat4c,709982.0,,
Tmem50a,17175.0,,
Cox8a,2463.0,,
Immp2l,931498.0,protein_coding,chr12
Glul,9779.0,protein_coding,chr1
Clmn,101959.0,protein_coding,chr12
Rpl7,3367.0,,
Tulp4,144691.0,protein_coding,chr17
Alcam,205078.0,,
Srsf2,3193.0,,
Atp6ap1,7624.0,,
Gpx4,9273.0,,
Mycbp2,233403.0,protein_coding,chr14
Cdh11,153547.0,protein_coding,chr8
Rhob,2348.0,protein_coding,chr12
Hmgcs1,17881.0,protein_coding,chr13
Rpl29,2114.0,,
Omg,3102.0,protein_coding,chr11
Ap2a1,29123.0,protein_coding,chr7
R3hdm1,134435.0,protein_coding,chr1
Macrod2,1997657.0,protein_coding,chr2
Dock4,400922.0,,
Nbea,558506.0,protein_coding,chr3
Ankub1,35406.0,,
Rplp0,4260.0,,
1700047M11Rik,15335.0,,
Rps9,2904.0,,
Pvt1,340110.0,lincRNA,chr15
Bach2,347304.0,protein_coding,chr4
Cpeb1,108439.0,protein_coding,chr7
Sorl1,159577.0,protein_coding,chr9
Usp31,65232.0,protein_coding,chr7
Gria4,378338.0,protein_coding,chr9
Iqsec1,332597.0,protein_coding,chr6
Igf1r,280841.0,protein_coding,chr7
Vwa3b,161017.0,protein_coding,chr1
Enox1,564997.0,,
Prpf4b,30762.0,,
Ppp3ca,267603.0,protein_coding,chr3
Oaz1,2634.0,,
Bcap31,29997.0,,
Dennd1a,488399.0,,
AW554918,298322.0,,
Ccp110,24472.0,,
Mkln1,118076.0,protein_coding,chr6
Rpl21,4142.0,,
Myl6,3285.0,,
Phldb1,48894.0,protein_coding,chr9
Mboat1,110228.0,protein_coding,chr13
Rps3a1,4762.0,,
Sned1,65224.0,protein_coding,chr1
Pard3b,1003460.0,protein_coding,chr1
Rps7,5099.0,,
Ppib,6401.0,,
Galnt7,129204.0,protein_coding,chr8
Sptbn1,168780.0,protein_coding,chr11
Lama2,639722.0,protein_coding,chr10
Ttr,9041.0,,
Scn8a,176080.0,protein_coding,chr15
Phgdh,26820.0,protein_coding,chr3
Trim2,146438.0,protein_coding,chr3
Rpl14,3210.0,,
Pcyt2,7849.0,protein_coding,chr11
Ctsa,8159.0,,
Negr1,754651.0,protein_coding,chr3
Kif1b,131374.0,protein_coding,chr4
Grm8,860059.0,,
Nrxn1,1059440.0,protein_coding,chr17
Pdgfc,177624.0,protein_coding,chr3
Bin1,58507.0,,
Dscaml1,327084.0,protein_coding,chr9
Fkbp1a,19209.0,,
Cisd1,14474.0,protein_coding,chr10
Elovl1,4860.0,,
Cfl2,4068.0,protein_coding,chr12
Itpk1,136348.0,protein_coding,chr12
Slc9b2,37687.0,,
Rps27a,2263.0,,
Mpzl1,42298.0,protein_coding,chr1
Atxn1,415253.0,protein_coding,chr13
Ndufc2,7799.0,,
Cox7c,2088.0,protein_coding,chr13
Slc22a17,6828.0,protein_coding,chr14
Vkorc1,2554.0,,
Sh3kbp1,350797.0,protein_coding,chrX
Ndufb8,6868.0,,
Atp8a1,229294.0,protein_coding,chr5
Tmtc2,386788.0,protein_coding,chr10
Sec11c,17169.0,protein_coding,chr18
Rps14,31448.0,,
Emc7,17165.0,protein_coding,chr2
Rps6,2752.0,protein_coding,chr4
Psenen,1764.0,protein_coding,chr7
Fggy,369432.0,protein_coding,chr4
Auts2,1106011.0,protein_coding,chr5
Agmo,340561.0,protein_coding,chr12
Ndufa13,8378.0,,
Ptma,3986.0,,
Dock1,502985.0,protein_coding,chr7
Nkx6-2,3421.0,,
Anln,57176.0,protein_coding,chr9
Dhcr24,28075.0,,
Gm11149,54303.0,,
Rev3l,143093.0,,
Tmem150c,81936.0,protein_coding,chr5
Slc8a1,365272.0,,
Ncoa1,229820.0,protein_coding,chr12
Megf10,164377.0,protein_coding,chr18
Rpl23a,2652.0,,
Adam23,150385.0,protein_coding,chr1
Aatk,39854.0,protein_coding,chr11
Rims2,486111.0,protein_coding,chr15
Smad7,28406.0,protein_coding,chr18
Ppp1r14a,4493.0,protein_coding,chr7
Edf1,4235.0,,
Bcl2l1,51060.0,protein_coding,chr2
Phip,109357.0,,
Tsc22d4,22720.0,,
Ncam1,296789.0,protein_coding,chr9
Itpr1,338013.0,protein_coding,chr6
Gde1,17233.0,protein_coding,chr7
Saraf,16246.0,,
Rps11,2060.0,,
Fryl,236632.0,protein_coding,chr5
Gabarap,3808.0,protein_coding,chr11
Map7d1,24176.0,protein_coding,chr4
Mt1,1245.0,,
Rpl9,3080.0,,
Cox5b,2232.0,,
Tmem196,75424.0,protein_coding,chr12
Meis2,202775.0,protein_coding,chr2
Smdt1,10132.0,,
Rpl30,3135.0,,
Dleu2,79534.0,,
Slc8a3,135265.0,protein_coding,chr12
Arpc1a,24931.0,protein_coding,chr5
Rnf7,7738.0,,
Nckap1,80868.0,protein_coding,chr2
Faim2,31153.0,,
Fis1,12959.0,,
1500015L24Rik,120027.0,lincRNA,chr19
Magi1,608462.0,protein_coding,chr6
Mettl15,188451.0,,
Mif,,,
Fam13b,64480.0,protein_coding,chr18
Peli2,160752.0,protein_coding,chr14
Tjp1,231616.0,,
Serinc1,16756.0,,
4930419G24Rik,63830.0,,
Anks1b,1099791.0,protein_coding,chr10
Rpl37,2495.0,,
Lgmn,45729.0,protein_coding,chr12
Klhl4,86496.0,,
Hist3h2ba,,protein_coding,chr11
Ndufa4,7205.0,protein_coding,chr6
Bfsp2,55496.0,protein_coding,chr9
Ttyh1,17300.0,,
Ylpm1,74194.0,protein_coding,chr12
Serpinb1a,9093.0,protein_coding,chr13
Gm13052,38710.0,lincRNA,chr4
Tmem30a,24564.0,,
Ctsd,12127.0,,
Rpl23,4910.0,,
Rps4x,4453.0,,
Cacna1a,301607.0,protein_coding,chr8
Map7d2,84185.0,,
Ncam2,426131.0,protein_coding,chr16
Ptpn13,173111.0,protein_coding,chr5
Agap1,442811.0,protein_coding,chr1
Kif21a,116672.0,protein_coding,chr15
Shisa4,4180.0,,
Jph4,10109.0,protein_coding,chr14
Hsbp1,4434.0,,
Ddrgk1,10699.0,,
Clasp2,178209.0,,
St7,250092.0,protein_coding,chr6
Pigyl,1512.0,,
Cep85l,106504.0,protein_coding,chr10
Rps29,1464.0,,
Sik2,116272.0,protein_coding,chr9
Rps21,1068.0,,
Ctsl,11553.0,,
Jund,1667.0,,
C2cd5,89221.0,,
Calr,5084.0,,
Aldoa,6917.5,protein_coding,chr7
Rpl7a,2554.0,,
Ctnna3,1573569.0,protein_coding,chr10
Ssr2,12543.0,,
Asap1,296062.0,protein_coding,chr15
Galntl6,1138588.0,protein_coding,chr8
Aig1,221926.0,protein_coding,chr10
Nrbp2,6109.0,,
Ncoa2,234978.0,protein_coding,chr1
Simc1,47511.0,protein_coding,chr13
Tm2d2,6049.0,,
Cox5a,11152.0,,
Nfe2l3,26098.0,protein_coding,chr6
Atxn7l3b,3571.0,protein_coding,chr10
Adam10,101232.0,,
Nrp2,115410.0,protein_coding,chr1
Frmd4b,330674.0,protein_coding,chr6
Btf3,7110.0,,
Tspan5,165710.0,protein_coding,chr3
Fbxl5,77023.0,protein_coding,chr5
Atraid,6311.0,,
Rpl13a,3203.0,protein_coding,chr7
Klhl29,298210.0,protein_coding,chr12
Kmt2e,69794.0,,
Chchd2,6314.0,,
Zcchc7,176338.0,protein_coding,chr4
Scmh1,124905.0,,
Pebp1,4971.0,,
Wwox,913053.0,protein_coding,chr8
Syne1,530565.0,protein_coding,chr10
2210408F21Rik,117053.0,processed_transcript,chr6
Pou6f1,24666.0,protein_coding,chr15
Trps1,235711.0,protein_coding,chr15
Rps6ka5,178544.0,,
Jph1,133329.0,protein_coding,chr1
Asph,221275.0,protein_coding,chr4
Ppfia2,465613.0,protein_coding,chr10
Tsc22d3,61131.0,,
Ephb1,432565.0,protein_coding,chr9
Nipbl,153846.0,protein_coding,chr15
Tmem135,264508.0,protein_coding,chr7
Atp5b,7118.0,,
Cuta,5750.0,,
Tmem117,466866.0,protein_coding,chr15
Elp4,203537.0,,
Maob,108084.0,,
Strn3,82265.0,,
Gramd1b,238150.0,protein_coding,chr9
Dock9,255791.0,protein_coding,chr14
Setbp1,359011.0,protein_coding,chr18
Schip1,561679.0,protein_coding,chr3
Ndufs8,3911.0,protein_coding,chr19
Dctn1,34197.0,protein_coding,chr6
Atp5j,7759.0,,
Rpl34,3567.0,,
Klk6,7531.0,,
H3f3b,6050.0,,
Dynlrb1,13744.0,,
Gm2115,54577.0,lincRNA,chr7
Braf,122226.0,,
Nfasc,177107.0,protein_coding,chr1
Rpl10a,2562.0,,
Tmtc1,211959.0,protein_coding,chr6
Glcci1,87948.0,,
Plekhh1,52492.0,,
Brd9,23084.0,,
Tanc1,234107.0,protein_coding,chr2
Xist,22888.0,lincRNA,chrX
Gtdc1,363245.0,protein_coding,chr2
Ndrg1,40322.0,protein_coding,chr15
Timp2,54671.0,protein_coding,chr11
Srp14,3861.0,,
Arnt2,163898.0,,
Ap2s1,10884.0,,
Cox6c,12360.0,protein_coding,chr15
Mob3b,208410.0,protein_coding,chr4
Usp24,125109.0,protein_coding,chr4
Lrch2,83706.0,,
Rbm25,51887.0,,
Rps13,2690.0,,
Rps17,2522.0,,
Slco3a1,279361.0,protein_coding,chr7
Ralgps1,238069.0,protein_coding,chr2
Glt8d1,10591.0,protein_coding,chr14
Smyd3,566081.0,protein_coding,chr1
Pacrg,437299.0,protein_coding,chr17
Sgms1,266987.0,protein_coding,chr19
Fut8,238213.0,,
Gm16233,7317.0,antisense,chr3
Mrfap1,1905.0,,
Pbx3,201685.0,protein_coding,chr2
Ppfibp2,153376.0,protein_coding,chr7
Apc,101628.0,,
Sez6l2,20043.0,protein_coding,chr7
Sh3bgrl3,1383.0,protein_coding,chr4
Syt9,177928.0,protein_coding,chr7
1700063D05Rik,25544.0,,
Slc16a7,170195.0,protein_coding,chr10
Hmgb1,137787.0,,
Il1rapl1,1374775.0,,
Sec62,28388.0,,
Tubb4b,2542.0,,
Pik3r1,87654.0,,
Pnisr,28892.0,,
Htr2c,234764.0,,
Tnfaip6,18677.0,,
Nf1,241919.0,protein_coding,chr11
Slc15a2,34785.0,,
Imp3,,,
Ppp1r21,58249.0,protein_coding,chr17
4932438A13Rik,189929.0,,
Psmb4,2868.0,,
Rsrc1,377006.0,,
Phf21a,271549.0,,
Klf9,26908.0,protein_coding,chr19
Dennd1b,215525.0,protein_coding,chr1
Cyp51,23601.0,,
C130071C03Rik,162813.0,,
Csmd2,579799.0,protein_coding,chr4
Itm2c,14394.0,,
Adssl1,21315.0,protein_coding,chr12
Rpl35a,3736.0,,
Setd5,76070.0,,
Pard3,548393.0,,
Prrg1,134283.0,,
Lgr4,96610.0,protein_coding,chr2
Tmem258,3810.0,,
Smg1,112362.0,,
Plekhg1,226939.0,protein_coding,chr10
Gabbr1,29101.0,,
Rpl37a,2523.0,,
Nfat5,86047.0,protein_coding,chr8
Endod1,27517.0,,
Grik2,693933.0,protein_coding,chr10
Bicc1,236868.0,protein_coding,chr10
Hspa5,5577.0,,
Dclk3,50037.0,protein_coding,chr9
Sh3rf1,172199.0,protein_coding,chr8
Aff2,507743.0,,
Exoc6b,451026.0,protein_coding,chr6
Glt1d1,77112.0,protein_coding,chr5
Nsd1,108543.0,protein_coding,chr13
Inpp4b,785358.0,,
Msmo1,15653.0,,
Tln2,342616.0,protein_coding,chr9
Wdfy3,236965.0,,
Ptpdc1,47792.0,protein_coding,chr13
Krtcap2,3940.0,protein_coding,chr3
Rps26,2213.0,,
Hebp1,60500.0,,
Amy1,50989.0,,
Atp5g1,6818.0,,
Dock5,181307.0,protein_coding,chr14
Vwa8,353258.0,,
Hecw2,388292.0,protein_coding,chr1
Cttnbp2,148365.0,protein_coding,chr6
Fam214a,79584.0,protein_coding,chr9
Vps13a,165567.0,,
Gnaq,254632.0,protein_coding,chr19
Thada,276129.0,protein_coding,chr17
Zc3h6,51161.0,,
Sirt2,21926.0,protein_coding,chr7
Cers2,8808.0,,
Gnai1,95220.0,,
Pcca,356776.0,,
Flnb,133631.0,protein_coding,chr14
Tmem147,1839.0,,
Eef2,5867.0,,
Mecp2,108771.0,,
Rps24,9834.0,,
Arhgef10,89422.0,protein_coding,chr8
Rapgef6,176438.0,protein_coding,chr11
Mgat5,283321.0,protein_coding,chr1
Osbp2,160172.0,protein_coding,chr11
Nav1,253525.0,lincRNA,chr1
Higd2a,,,
Sertad2,109768.0,,
Zswim6,165447.0,protein_coding,chr13
Psmb6,2491.0,,
A330008L17Rik,316796.0,protein_coding,chr8
M6pr,8960.0,,
Cpq,511423.0,protein_coding,chr15
Kmt2c,226985.0,,
Rps27,1129.0,,
Myef2,39033.0,,
Sh3gl3,133579.0,protein_coding,chr7
Sc5d,12661.0,,
Rps19,5435.0,,
Gnai2,21242.0,,
Rftn1,198417.0,protein_coding,chr17
Cdh18,925396.0,protein_coding,chr15
Cdk5rap2,193587.0,protein_coding,chr4
Ndufb5,14576.0,protein_coding,chr3
Cntn2,33829.0,protein_coding,chr1
Rpl5,8503.0,,
Tmem229a,5156.0,,
Rps23,1992.0,,
Pacsin1,55973.0,protein_coding,chr17
Slc25a5,3156.0,,
Rac1,24402.0,protein_coding,chr5
Tbc1d4,166831.0,protein_coding,chr14
Ankhd1,98926.0,,
0610012G03Rik,1444.0,,
Sema5a,451531.0,protein_coding,chr15
Cacnb4,248511.0,protein_coding,chr2
Cdk5,5289.0,,
Iqcb1,44336.0,,
Gm15564,16478.0,antisense,chr16
Rps12,2092.0,,
Dtnb,209415.0,protein_coding,chr12
Tomm20,15177.0,,
Cyc1,2737.0,,
5330434G04Rik,43494.0,lincRNA,chrX
Pan3,118341.0,protein_coding,chr5
Plat,25117.0,protein_coding,chr8
Yif1b,9268.0,,
Plcb4,355582.0,protein_coding,chr2
Hipk2,181775.0,protein_coding,chr6
Tcf20,179436.0,,
Nfib,415577.0,protein_coding,chr4
Phactr2,266695.0,protein_coding,chr10
Aplp2,62258.0,protein_coding,chr9
Gria1,318857.0,,
Cdh12,1140268.0,,
Atp6v1f,2794.0,,
Rpl3,14077.0,protein_coding,chr15
Foxn3,373504.0,protein_coding,chr12
Megf9,107930.0,protein_coding,chr4
Snrpd2,3820.0,,
Fam49b,131381.0,,
Rock2,92928.0,,
Folh1,56966.0,,
Kirrel3,550822.0,protein_coding,chr9
Asap2,279712.0,protein_coding,chr12
Ptbp2,65724.0,,
Cox6b1,9290.0,,
B4galt6,61805.0,protein_coding,chr18
Kcnk13,98183.0,,
Sys1,22674.0,,
1810037I17Rik,1981.0,,
Efna5,277133.0,protein_coding,chr17
Yipf3,4457.0,,
1700025G04Rik,237722.0,protein_coding,chr1
Rpl32,3242.0,,
Arpc1b,16490.0,,
Herc4,74068.0,,
Gas5,4117.0,,
Nfkbia,3237.0,,
Tgoln1,8568.0,,
Zfp280d,88917.0,,
Rpl10,2323.0,,
Ppp1cc,16995.0,,
Nsmce2,227437.0,protein_coding,chr15
Prtg,110417.0,protein_coding,chr9
Nr6a1,204318.0,,
Stxbp5,145532.0,protein_coding,chr10
Pafah1b1,50721.0,,
Hint1,4118.0,,
Xrcc6,52250.0,protein_coding,chr15
Prox1,52679.0,protein_coding,chr1
Plekha5,173056.0,protein_coding,chr6
Ndufb9,5732.0,,
Neo1,161754.0,,
Atp5h,4273.0,,
Acaca,271979.0,protein_coding,chr11
Atp5d,7186.0,protein_coding,chr10
Ypel3,3559.0,,
Cep112,435423.0,,
Ptpn11,60864.0,protein_coding,chr5
Tmem33,30896.0,,
Acvr2a,89160.0,protein_coding,chr2
Slc12a2,68143.0,,
Tmod1,77097.0,protein_coding,chr4
Ank3,628665.0,protein_coding,chr10
Ptprj,150893.0,protein_coding,chr2
Frmd5,261558.0,protein_coding,chr2
Kctd3,36746.0,,
Pir,103640.0,protein_coding,chrX
Cdyl2,158591.0,protein_coding,chr8
Rapgef4,276234.0,,
Nova1,124412.0,,
Gng11,4541.0,protein_coding,chr6
Kif5b,41172.0,,
Map1lc3a,1776.0,,
Ankrd12,111391.0,,
Ebp,8183.0,protein_coding,chrX
Smurf1,89352.0,protein_coding,chr5
Exoc4,724894.0,protein_coding,chr6
Nktr,37674.0,,
Pabpn1,5669.0,,
Eml6,282985.0,,
Actg1,2852.0,,
Zfp462,138515.0,protein_coding,chr4
Srgap3,229295.0,protein_coding,chr6
E130307A14Rik,110595.0,processed_transcript,chr10
Ankrd11,158455.0,protein_coding,chr8
Timm13,1519.0,,
Prdx1,15278.0,,
Sf3b5,3840.0,,
Tmeff2,286623.0,protein_coding,chr1
Cstb,1953.0,,
Ehbp1,336464.0,,
Secisbp2l,45884.0,,
Pfn1,2794.0,,
Rps25,3288.0,,
Adprh,8673.0,,
Myo5a,152673.0,protein_coding,chr9
Acap2,108833.0,protein_coding,chr16
Rplp2,4215.0,,
Itch,93346.0,,
