start,end,2mo,9mo,18mo,gene_start,gene_end,gene_name,distance
89518004,89518097,0.37,0.54,0.65,89452806,89899617,Agap1,65198
89801052,89801229,0.39,0.65,0.46,89452806,89899617,Agap1,98565
90071683,90071763,0.86,0.57,0.69,90040132,90155401,Iqca,31551
90931517,90931705,0.77,0.97,0.89,90913085,90953142,Mlph,18432
91164962,91164966,0.63,0.88,0.6,91143089,91172795,Rbm44,7833
91180796,91180815,0.6,0.26,0.5,91177822,91227196,Ramp1,2974
91356336,91356411,0.83,0.57,0.48,91349016,91364416,Klhl30,7320
92048088,92048143,0.49,0.66,0.36,91926779,92182341,Hdac4,121309
92110383,92110386,0.78,0.93,0.68,91926779,92182341,Hdac4,71958
92329623,92329666,0.43,0.68,0.4,92322510,92331888,Gm29099,2265
92619465,92619888,0.27,0.62,0.4,92617881,92622936,Olfr12,1584
92636177,92636348,0.3,0.41,0.15,92635145,92643985,Myeov2,1032
92639125,92639164,0.23,0.49,0.27,92635145,92643985,Myeov2,3980
92639291,92639300,0.3,0.6,0.45,92635145,92643985,Myeov2,4146
92648213,92648224,0.06,0.34,0.12,92642218,92650841,Otos,2628
93159012,93159025,0.91,0.65,0.76,93149349,93162948,2310007B03Rik,3936
93290026,93290068,0.09,0.27,0.33,93233841,93303065,Sned1,13039
93348506,93348795,0.72,0.94,0.84,93340854,93375489,Ppp1r7,7652
97393259,97393312,0.67,0.76,1.0,97344475,97575015,Gm7135,48784
97553698,97553791,0.32,0.56,0.26,97344475,97575015,Gm7135,21317
97848656,97848662,0.31,0.55,0.32,97793114,98097646,Pam,55542
97959535,97959571,0.12,0.34,0.19,97793114,98097646,Pam,138111
102523657,102523722,0.64,0.79,0.89,102447353,102539656,Gm3116,15999
105506751,105506784,0.53,0.83,0.62,105380260,105571139,Gm28403,64388
105946540,105946580,0.02,0.24,0.13,105943554,105947660,Gm26214,1120
106030753,106030764,0.25,0.47,0.2,105988406,106036074,Zcchc2,5321
106213178,106213277,0.57,0.27,0.35,106169752,106396250,Phlpp1,43426
106396181,106396220,0.3,0.09,0.08,106169752,106396250,Phlpp1,69
111861490,111861567,0.37,0.63,0.52,111856702,111866918,Dsel,4788
113932714,113932736,0.71,0.8,0.59,113889385,113966134,9330185C12Rik,33420
113963633,113963642,0.13,0.4,0.2,113889385,113966134,9330185C12Rik,2501
117892592,117892918,0.73,0.83,0.54,117866522,117901722,Gm7195,9130
118511000,118511067,0.83,0.65,0.5,118387058,118614678,Clasp1,103678
118602181,118602226,0.4,0.73,0.53,118387058,118614678,Clasp1,12497
118910780,118910814,0.52,0.27,0.25,118832132,119055619,Gli2,78648
119022839,119022951,0.16,0.42,0.23,118832132,119055619,Gli2,32780
120115775,120115834,0.79,0.39,0.57,120111280,120123078,Dbi,4495
123999988,123999991,0.97,0.95,0.74,123319471,124047559,Dpp10,47571
127222725,127222743,0.63,0.79,0.56,127203015,127490336,Mgat5,19710
127295043,127295072,0.2,0.62,0.36,127203015,127490336,Mgat5,92028
127437305,127437345,0.66,0.89,0.73,127203015,127490336,Mgat5,53031
129369613,129370689,0.7,0.96,0.93,129370304,129375262,RP23-50E17.2,691
129369613,129370689,0.7,0.96,0.93,129271302,130221278,Thsd7b,98311
130724465,130724473,0.31,0.6,0.66,130715327,130726358,Yod1,1893
130724465,130724473,0.31,0.6,0.66,130687182,130731253,Pfkfb2,6788
130886688,130886711,0.94,0.85,0.74,130880074,130889454,Il24,2766
131056823,131056841,0.86,0.8,0.58,131051700,131099826,Mapkapk2,5123
131754720,131754724,0.62,0.87,0.72,131742022,131773504,Slc26a9,12698
131911876,131911890,0.17,0.34,0.12,131908534,131938321,Nucks1,3342
132127152,132127173,0.56,0.78,0.55,132110237,132141684,Cdk18,14532
132392692,132392784,0.48,0.25,0.24,132354315,132393281,Tmcc2,589
132528671,132528754,0.29,0.49,0.39,132507427,132545256,Cntn2,16585
132597865,132597876,0.29,0.57,0.38,132562690,132743797,Nfasc,35175
132661564,132661606,0.36,0.55,0.29,132562690,132743797,Nfasc,82233
133068651,133068670,0.43,0.83,0.79,133043667,133110687,Pik3c2b,24984
133068651,133068670,0.43,0.83,0.79,133048128,133070405,Gm28609,1754
133254729,133254740,0.55,0.84,0.88,133248398,133271808,Gm19461,6331
133254729,133254740,0.55,0.84,0.88,133179321,133305435,Plekha6,50706
133280524,133280567,0.98,0.78,0.8,133179321,133305435,Plekha6,24911
133394467,133394484,0.45,0.77,0.39,133380303,133426377,Sox13,14164
133615425,133615432,0.81,0.59,0.55,133608411,133616422,Gm26706,997
133690003,133690023,0.58,0.84,0.6,133677091,133692108,Lax1,2105
133833072,133833078,0.83,0.93,0.54,133827528,133833225,RP23-18J18.3,153
133907752,133907764,0.28,0.59,0.4,133895199,133909999,Optc,2247
133907752,133907764,0.28,0.59,0.4,133904531,133916822,Gm15851,3221
134096765,134096774,0.53,0.25,0.29,134094405,134101159,RP23-393C3.4,2360
134199436,134199508,0.38,0.38,0.15,134191448,134203232,Mybph,3796
134199436,134199508,0.38,0.38,0.15,134197223,134237431,Adora1,2213
134299360,134299364,0.48,0.78,0.65,134294783,134334928,Ppfia4,4577
134698538,134698549,0.24,0.44,0.2,134644677,134764593,Syt2,53861
134725465,134725518,0.26,0.29,0.09,134644677,134764593,Syt2,39128
134764412,134764448,0.68,0.45,0.32,134644677,134764593,Syt2,181
134764412,134764448,0.68,0.45,0.32,134752658,134957942,Ppp1r12b,11754
135037049,135037096,0.96,0.84,0.75,134981301,135107276,Lgr6,55748
135086162,135086207,0.22,0.57,0.46,134981301,135107276,Lgr6,21114
135387140,135387156,0.81,0.52,0.69,135380312,135432499,Ipo9,6828
135387438,135387461,0.46,0.19,0.19,135380312,135432499,Ipo9,7126
135479171,135479207,0.07,0.32,0.27,135478392,135483414,RP23-2M16.4,779
135479171,135479207,0.07,0.32,0.27,135432580,135609295,Nav1,46591
135484932,135484956,0.59,0.75,0.48,135432580,135609295,Nav1,52352
135549469,135549507,0.39,0.18,0.06,135432580,135609295,Nav1,59826
135680882,135680913,0.14,0.28,0.03,135604447,135690105,Nav1,9223
136117866,136117873,0.19,0.53,0.43,136114577,136121822,RP23-211F21.1,3289
136117866,136117873,0.19,0.53,0.43,136050750,136121822,Cacna1s,3956
136127017,136127049,0.68,0.44,0.4,136124178,136133183,Gm15850,2839
136255976,136256015,0.62,0.78,0.82,136250671,136257846,RP23-211F21.4,1870
136256170,136256173,0.48,0.82,0.61,136250671,136257846,RP23-211F21.4,1676
136332174,136332179,0.32,0.23,0.08,136266123,136348104,Camsap2,15930
136334956,136334986,0.14,0.28,0.04,136266123,136348104,Camsap2,13148
136685365,136685395,0.27,0.06,0.05,136668769,136692804,Gm19705,7439
137905584,137905713,0.18,0.58,0.45,137896595,138002384,Gm4258,8989
137916272,137916332,0.82,0.93,0.67,137896595,138002384,Gm4258,19677
137916272,137916332,0.82,0.93,0.67,137915690,137923312,Gm26979,582
137922611,137922792,0.72,0.81,0.59,137922388,137928379,RP23-393I12.3,223
137922611,137922792,0.72,0.81,0.59,137896595,138002384,Gm4258,26016
137922611,137922792,0.72,0.81,0.59,137915690,137923312,Gm26979,701
138174625,138174802,0.26,0.41,0.14,138060861,138177708,Ptprc,3083
140281659,140281748,0.88,0.75,0.62,140244158,140614067,Kcnt2,37501
140482140,140482150,0.44,0.89,0.66,140244158,140614067,Kcnt2,131927
140491026,140491391,0.41,0.62,0.44,140244158,140614067,Kcnt2,123041
144245457,144245465,0.82,0.7,0.96,144240296,144251242,Rgs1,5161
150384461,150384475,0.2,0.43,0.19,150359305,150395080,BC003331,10619
150435688,150435811,0.24,0.65,0.45,150390838,150451935,Tpr,16247
151063793,151063800,0.46,0.73,0.33,151060004,151064110,Gm22756,317
151080832,151080851,0.29,0.57,0.29,151078450,151084545,RP24-245K18.2,2382
151891696,151891706,0.1,0.12,0.33,151850403,152092125,1700025G04Rik,41293
151912086,151912102,0.12,0.45,0.31,151850403,152092125,1700025G04Rik,61683
152047156,152047207,0.4,0.64,0.35,151850403,152092125,1700025G04Rik,44969
152476456,152476706,0.66,0.35,0.46,152397830,152512695,Colgalt2,36239
152512564,152512573,0.28,0.65,0.36,152397830,152512695,Colgalt2,131
152556366,152556437,0.79,0.54,0.67,152514760,152768351,Rgl1,41606
152573653,152573663,0.58,0.7,0.43,152514760,152768351,Rgl1,58893
152682830,152682852,0.39,0.65,0.38,152682026,152689501,Gm15479,804
152682830,152682852,0.39,0.65,0.38,152514760,152768351,Rgl1,85521
153052618,153052680,0.25,0.57,0.48,152952993,153121261,Nmnat2,68643
153132941,153132951,0.28,0.71,0.61,153120756,153188447,Lamc2,12185
153172631,153172731,0.16,0.41,0.36,153120756,153188447,Lamc2,15816
153225861,153225942,0.5,0.6,0.34,153216922,153334786,Lamc1,8939
153669205,153669210,0.47,0.26,0.22,153651025,153702323,Rgs8,18180
153689859,153689873,0.69,0.44,0.29,153688391,153694656,Gm29529,1468
153689859,153689873,0.69,0.44,0.29,153651025,153702323,Rgs8,12464
153741658,153741717,0.82,0.52,0.48,153738349,153747468,Rgs16,3309
153741658,153741717,0.82,0.52,0.48,153741552,153751324,Gm28513,106
153802930,153802948,0.44,0.3,0.58,153777381,153846142,Rgsl1,25549
153874101,153874162,0.68,0.6,0.41,153847542,153902228,Teddm2,26559
153874101,153874162,0.68,0.6,0.41,153872345,153878871,Teddm1b,1756
154473609,154473618,0.16,0.44,0.23,154388731,154886501,Cacna1e,84878
154755163,154755235,0.19,0.39,0.09,154388731,154886501,Cacna1e,131338
154799465,154799475,0.62,0.84,0.54,154388731,154886501,Cacna1e,87036
155028658,155028837,0.71,0.92,0.85,155009332,155059179,Gm29282,19326
155745284,155745436,0.71,0.86,0.95,155696031,155753684,Lhx4,8400
156359027,156359504,0.81,1.0,0.74,156321509,156423159,Axdnd1,37518
156433740,156433751,0.27,0.54,0.22,156422525,156476331,Soat1,11215
156643141,156643219,0.23,0.48,0.3,156556786,156651568,Abl2,8427
156688721,156688793,0.36,0.62,0.31,156676532,156721086,Fam20b,12189
156901800,156901863,0.91,0.7,0.6,156802166,156941626,Ralgps2,39826
157004836,157004937,0.55,0.48,0.69,156970760,157056034,Gm28694,34076
157006008,157006117,0.12,0.29,0.37,156970760,157056034,Gm28694,35248
157474960,157475014,0.23,0.51,0.29,157456577,157494638,BC026585,18383
157555464,157555528,0.37,0.67,0.45,157504728,157570425,Sec16b,14961
158281151,158281196,0.31,0.63,0.46,158243269,158358326,Brinp2,37882
158285191,158285217,0.43,0.64,0.76,158243269,158358326,Brinp2,41922
158402026,158402042,0.26,0.62,0.38,158360273,158693781,Astn1,41753
158464292,158464312,0.54,0.45,0.74,158360273,158693781,Astn1,104019
158639095,158639209,0.38,0.13,0.23,158360273,158693781,Astn1,54686
158853269,158853460,0.56,0.32,0.29,158709727,158982490,Pappa2,129221
158959061,158959064,0.24,0.58,0.5,158709727,158982490,Pappa2,23429
159635924,159636014,0.47,0.79,0.62,159521769,159933729,Tnr,114155
159635924,159636014,0.47,0.79,0.62,159612749,159686876,Gm10530,23175
159676022,159676124,0.36,0.64,0.48,159521769,159933729,Tnr,154253
159676022,159676124,0.36,0.64,0.48,159612749,159686876,Gm10530,10854
159678575,159678619,0.43,0.64,0.39,159521769,159933729,Tnr,156806
159678575,159678619,0.43,0.64,0.39,159612749,159686876,Gm10530,8301
159901662,159901665,0.42,0.87,0.75,159521769,159933729,Tnr,32067
160060448,160060549,0.85,0.63,0.8,160042382,160082208,4930523C07Rik,18066
160275568,160275882,0.33,0.69,0.52,160217174,160795211,Rabgap1l,58394
160275568,160275882,0.33,0.69,0.52,160262324,160445072,RP24-540L1.1,13244
161093960,161094015,0.74,0.92,0.67,161086375,161133511,Klhl20,7585
161194865,161194891,0.59,0.82,0.58,161174936,161237170,RP23-16I21.1,19929
163252718,163252818,0.05,0.28,0.12,163243119,163315710,Prrx1,9599
163394192,163394273,0.69,0.62,0.42,163382908,163405669,Gorab,11284
164287447,164287477,0.25,0.05,0.04,164273585,164289847,Ccdc181,2400
164405480,164405493,0.66,0.89,0.62,164302121,164439725,Nme7,34245
164429213,164429246,0.0,0.21,0.14,164302121,164439725,Nme7,10512
165084532,165084544,0.56,0.25,0.38,165062024,165093928,RP23-187M7.3,9396
165179490,165179537,0.29,0.29,0.06,165172337,165196438,Sft2d2,7153
165224366,165224748,0.76,0.82,0.97,165210286,165238996,Tiprl,14080
165824344,165824377,0.13,0.46,0.32,165786681,165879277,Cd247,37663
165840963,165840976,0.07,0.26,0.3,165786681,165879277,Cd247,38314
166209456,166209549,0.48,0.43,0.19,166199201,166240747,Mael,10255
166304460,166304607,0.39,0.5,0.27,166252139,166318823,Ildr2,14363
166404094,166404126,0.52,0.16,0.26,166382622,166411863,Pogk,7769
167032232,167032266,0.4,0.66,0.36,166999417,167093302,Fam78b,32815
167261223,167261226,0.56,0.83,0.62,167220883,167287320,Uck2,26097
167602236,167602241,0.67,0.39,0.38,167596384,167641623,Rxrg,5852
167850503,167850544,0.86,0.59,0.59,167687237,167850741,Lmx1a,238
168283949,168283953,0.0,0.23,0.02,168117364,168434270,Pbx1,150321
168308046,168308049,0.38,0.75,0.53,168117364,168434270,Pbx1,126224
169501823,169501837,0.28,0.61,0.44,169495934,169533464,Nuf2,5889
169693462,169693615,0.4,0.35,0.14,169653501,169697813,Rgs5,4351
169964437,169964441,0.32,0.78,0.47,169947535,169971241,Hsd17b7,6804
170069297,170069304,0.8,0.51,0.67,169970307,170112762,Ddr2,43465
170109170,170109241,0.74,0.91,0.71,169970307,170112762,Ddr2,3592
171146603,171146606,0.34,0.64,0.36,171125165,171152603,Sdhc,6000
171260768,171260782,0.7,0.42,0.5,171248421,171262637,Adamts4,1869
172307394,172307444,0.09,0.18,0.35,172259641,172321841,Igsf8,14447
172359370,172359389,0.07,0.36,0.21,172339210,172376085,Kcnj10,16715
172371580,172371606,0.37,0.61,0.27,172339210,172376085,Kcnj10,4505
172487126,172487131,0.48,0.69,0.44,172479788,172500878,Igsf9,7338
172525574,172525588,0.57,0.83,0.82,172518801,172547870,Cfap45,6773
173450340,173450347,0.24,0.59,0.36,173348879,173468040,Aim2,17700
173903454,173903483,0.83,0.72,0.97,173894345,173915046,Mnda,9109
173903454,173903483,0.83,0.72,0.97,173855220,173944491,Mndal,41037
174535193,174535345,0.24,0.59,0.64,174499825,174824729,Fmn2,35368
175188721,175188724,0.43,0.81,0.68,175057087,175494500,Rgs7,131634
175392086,175392135,0.02,0.25,0.15,175057087,175494500,Rgs7,102414
176016006,176016097,0.22,0.47,0.32,175960306,176277312,Pld5,55700
176131757,176131793,0.89,0.65,0.66,175960306,176277312,Pld5,145555
176835591,176835632,0.68,0.9,0.86,176833724,176838062,RP23-293I7.1,1867
176835591,176835632,0.68,0.9,0.86,176812660,177022437,Sdccag8,22931
176835691,176835707,0.78,0.98,0.9,176833724,176838062,RP23-293I7.1,1967
176835691,176835707,0.78,0.98,0.9,176812660,177022437,Sdccag8,23031
177428121,177428226,0.17,0.38,0.18,177426338,177445270,Gm26801,1783
178440417,178440449,0.06,0.27,0.32,178404085,178486513,Efcab2,36332
178586035,178586069,0.05,0.31,0.15,178527125,178941200,Kif26b,58910
178739862,178739902,0.12,0.47,0.17,178527125,178941200,Kif26b,201338
178782516,178782538,0.63,0.88,0.71,178527125,178941200,Kif26b,158684
178952141,178952156,0.52,0.82,0.55,178949960,179520041,Smyd3,2181
179064836,179064892,0.32,0.62,0.56,178949960,179520041,Smyd3,114876
179169371,179169413,0.31,0.65,0.39,178949960,179520041,Smyd3,219411
179169544,179169568,0.44,0.79,0.63,178949960,179520041,Smyd3,219584
179180166,179180190,0.34,0.55,0.27,178949960,179520041,Smyd3,230206
179240904,179240951,0.56,0.78,0.6,178949960,179520041,Smyd3,279137
179395608,179395688,0.73,0.53,0.42,178949960,179520041,Smyd3,124433
179474635,179474741,0.24,0.55,0.36,178949960,179520041,Smyd3,45406
180176013,180176025,0.43,0.29,0.18,180163238,180201602,Adck3,12775
180245050,180245098,0.08,0.29,0.36,180225004,180265438,Psen2,20046
180345623,180345658,0.68,0.9,0.78,180328485,180426802,Itpkb,17138
180393649,180393665,0.56,0.81,0.65,180328485,180426802,Itpkb,33153
180445345,180445432,0.03,0.29,0.16,180430387,180485504,6330403A02Rik,14958
180468226,180468240,0.42,0.32,0.15,180430387,180485504,6330403A02Rik,17278
180587851,180587870,0.77,0.53,0.43,180585201,180589267,Mir6904,1416
180587851,180587870,0.77,0.53,0.43,180566924,180603254,Parp1,15403
180587962,180588003,0.58,0.36,0.28,180585201,180589267,Mir6904,1305
180587962,180588003,0.58,0.36,0.28,180566924,180603254,Parp1,15292
180597739,180597758,0.17,0.36,0.15,180566924,180603254,Parp1,5515
181088296,181088322,0.07,0.28,0.11,181085138,181146204,Nvl,3158
