,DEG,pred
Ppm1e,1,0
Crocc,0,0
Srcap,0,0
Gm28379,2,2
Cacna1b,0,0
Zmym3,0,0
Pi4ka,0,0
Stag1,2,2
Zdhhc8,0,0
R3hdm4,0,0
Zdhhc14,0,0
Zeb1,2,2
Mmel1,0,0
Cdh18,2,2
Fbxl17,2,2
Zmynd8,0,0
Fus,0,0
Bsn,0,0
Xkr6,2,2
Sfpq,0,1
Stk25,0,1
Armc9,0,0
Kif1b,0,0
Supt5,0,0
1700111E14Rik,2,2
Bin1,0,0
Dbn1,0,0
Rabgap1l,2,2
Cck,0,0
Akt3,2,2
Chd3,0,1
Csnk1g2,0,0
Rps16,0,0
Pou2f2,0,0
Ncam1,1,2
Agap2,0,0
Cntn5,1,2
Epha5,1,2
Svop,0,0
Hnrnpl,0,0
Kitl,0,1
Celf1,0,1
Eif4g1,0,0
Safb2,0,0
Srrm4,0,0
Camta2,0,0
Zswim8,0,0
Epha10,0,0
Gm20642,2,2
Lamp5,0,0
Kcnc2,2,2
Slc4a10,2,2
Gphn,2,2
Chrm1,0,0
Tmem191c,0,0
Atp1a3,0,0
Exoc4,2,2
4930402H24Rik,0,0
Rfx3,0,0
Ctxn1,0,0
Odf2,0,0
Eef2,0,0
Tmem59l,0,1
Asic2,1,2
Palm,0,0
B230216N24Rik,0,1
Nptxr,0,0
Rhbdl3,0,0
4930445B16Rik,2,2
2610507B11Rik,0,0
Gm15398,2,2
Atp6v0b,0,0
Ptprk,1,0
Robo1,1,2
Cers4,0,1
Stxbp5l,2,2
Mbd5,1,2
Sbno1,0,0
Unc5a,0,0
Srrm2,1,0
9630028H03Rik,2,2
Kmt2a,1,0
Arpc2,0,0
Gria1,1,0
Pcdh9,2,2
Filip1l,2,2
Mapk1,0,0
C2cd2l,0,0
Gm16351,2,2
Gm26749,2,2
Spock2,0,0
Ext1,1,1
Atp9a,0,0
Ryr3,0,0
Sptbn1,0,0
Gm11613,0,0
Cacnb4,1,2
Dync1li1,0,0
Ptprn2,1,2
Elmod1,0,0
Ppfia3,0,0
Slc6a6,0,0
Aplp1,0,0
Rtn1,1,1
Socs7,0,0
Rbm25,0,0
Sobp,1,0
Wac,2,2
Stk19,0,0
L1cam,0,0
Grid1,2,2
Faah,0,0
Chd8,0,0
Cltb,0,0
Shank2,0,0
Gria3,1,1
Trim46,0,0
Osbpl10,0,0
Zeb2,1,1
Spred1,2,2
Atp6ap1,0,0
Cit,0,0
Ksr2,0,0
Gramd1a,0,0
Map7d1,0,0
Leng9,2,2
Mat2a,0,0
Dync1h1,0,0
Dlgap1,1,0
Gabbr2,1,0
Ubn2,0,0
Nrg3,2,2
Wdr66,0,0
Rasgrf1,1,1
Prrt1,0,0
Sgsm2,0,0
Strn4,0,0
Abcc5,0,0
Klf12,2,2
Caskin1,0,0
Cpeb2,2,2
Rbm5,0,0
Atp8a1,1,2
Nbeal1,2,2
Prrc2a,0,0
Pdzd4,0,0
Nlgn1,2,2
Thy1,0,0
Plekhg5,0,0
Cacna1d,1,0
Anks3,0,0
Hivep3,0,2
Eif4g3,0,0
Ahdc1,0,0
Ddn,0,0
Kcnj9,0,0
Lzts1,0,0
Grin3a,0,0
Phkg2,0,0
Pcsk2os2,2,2
Gripap1,0,0
A230004M16Rik,2,2
Crym,0,1
Dhx30,0,0
Chka,0,0
Nell2,1,0
Ttbk1,0,0
Adam22,1,2
Vps13b,1,2
Pabpc4,0,1
Sh3glb2,0,0
Ptpru,0,0
Ccbe1,0,0
Echdc2,0,1
Klf13,0,0
Pea15a,0,0
Pafah1b1,0,0
Lrrc4b,0,0
Pde4dip,1,0
Mbnl2,1,1
Actl6b,0,0
Grb14,0,2
Zranb2,1,1
Prkag2,0,0
Prkcb,1,0
Cnnm1,0,0
Sgcz,2,2
Negr1,1,0
Hap1,0,0
Wipf3,0,0
Pcsk1n,0,1
Sdc3,0,0
Lzts3,0,0
Cabp1,0,0
Itm2c,0,0
Mid1,0,2
Mgat5b,0,0
Myo16,0,0
Cpne6,0,0
B3galt1,2,2
Necab3,0,0
Trmt1,0,0
Actn4,0,0
Ash1l,1,1
Cebpz,0,0
Sgk3,0,1
Rit2,2,2
Slitrk5,0,0
Fbxo41,0,0
Gabbr1,0,0
Epha4,0,0
Trrap,0,0
Kmt2c,1,2
Mllt10,1,2
Ppip5k1,0,0
Etnk1,0,0
Agfg2,0,0
Asb3,2,2
Zbtb7a,0,0
Tnrc6c,1,0
Prepl,2,2
Ppp1r16a,0,0
Calm2,0,0
Cacng3,1,2
Ap2a1,0,0
Nxf1,0,0
Mical3,0,0
B4galnt1,0,0
Rufy3,0,1
Madd,0,0
Kcnq2,0,0
Ogt,0,1
Dgkb,2,2
Nf1,1,2
Rpl38,0,1
Cdh22,0,0
Zcchc7,1,1
Tcf25,0,0
Enpp2,0,1
Brinp2,0,2
Sh3gl2,2,2
Fscn1,0,0
Adam15,0,0
Iqsec2,0,0
Taok3,0,0
Brip1os,2,2
Scn3a,0,2
Adamts16,0,0
Mef2c,1,1
Plxna2,0,0
Fnbp4,0,0
Ppp1r12c,0,0
Epha3,0,0
Pspc1,2,2
Fam131a,0,0
Chd4,0,0
Capn15,0,0
Kif1a,0,0
Fryl,0,0
Dpf1,0,0
Arhgef2,0,0
Dnm2,0,0
Rimbp2,0,0
Usp4,0,0
Tcf12,2,2
Lix1,0,1
Fbxl19,0,0
Map2k2,0,0
Gm20721,2,2
Gnao1,0,0
Ints1,0,0
Dach1,2,2
Mink1,0,0
Gm5441,2,2
Sept7,2,2
Wdr7,1,2
Ndst3,0,0
Kcnj3,1,1
Rims2,1,0
Trim2,0,0
Zbtb20,2,2
Osbp,0,0
Csnk1g1,0,0
Pmepa1,0,0
Fcho1,0,0
Pcdh7,2,2
Dmwd,0,1
Rps21,0,0
Sez6l2,0,0
Cherp,0,0
Atp6v0a1,0,0
Nckap5,0,0
Tcf4,1,2
Tnr,1,2
Cx3cl1,0,0
Gls,1,1
Plekhm2,0,0
Cbx6,0,0
Sgsm1,0,0
Por,0,0
Rtn4r,0,0
Ppp4r4,2,2
Arhgef25,0,0
Wnk2,0,0
Ckap5,0,0
Kcnb1,0,0
Atrx,1,1
Pik3r2,0,0
Kcnt2,1,2
Astn1,1,2
Ankhd1,1,2
Maged1,0,1
Ptprf,0,0
Clstn1,0,0
Sgcd,0,0
Adcy1,0,0
Arhgap33,0,0
Orc4,1,1
Tiam2,0,0
Prex1,0,0
Slc25a23,0,0
Plch2,0,0
Cplx2,0,0
Mgat5,1,2
Nsmf,0,0
Lpcat4,0,0
Aldoa,0,0
Numbl,0,0
Rsf1,1,1
Elfn2,0,0
Fmnl1,0,0
Eml2,0,0
Magi1,1,2
Rbm24,0,0
Unc79,1,0
Farp1,0,0
Tnk2,0,0
Fubp1,0,0
Srsf6,0,1
Kdm5c,0,1
Angpt1,0,0
Rbfox2,0,0
Gm15155,0,1
4930512B01Rik,2,2
Mafg,0,0
Zmiz2,0,0
Sptbn2,0,0
9330159F19Rik,0,1
Cox8a,0,0
Cntnap5b,0,0
Ift20,0,1
Ckb,0,0
Anapc5,0,0
Map1b,1,2
Cap2,0,0
Mapk8ip1,0,0
Sox11,0,0
Dlgap4,0,0
Susd4,0,0
Ap1s1,0,0
Ddx5,0,0
Taok2,0,0
Cyfip2,0,0
Srsf5,0,1
Slc2a3,0,0
Cnot1,1,0
Ccdc30,0,0
Psme4,1,1
Rpl34,0,1
Tctn2,0,0
Rps6ka3,1,2
Ddx17,0,1
Slc4a3,0,0
Slc24a2,2,2
Ankrd13b,0,0
Klc1,0,0
Rab11fip3,0,0
Akap1,0,0
Map4k5,1,1
Fry,1,0
Lrp1,0,0
Gramd1b,0,0
Dusp18,0,0
Igf1r,1,0
Zfr,1,1
Cers5,0,0
Ccdc88a,1,1
Zbtb18,0,0
Gucy1a2,1,2
Pfkm,0,0
Igsf21,0,0
Tcerg1,1,1
Gtf3c2,0,0
Slit2,0,1
Nop56,0,1
Pde1a,2,2
1600020E01Rik,0,0
Myef2,1,1
Hs3st2,0,0
Rogdi,0,0
Fat4,0,0
Shisa7,0,0
Pitpnm1,0,0
Gigyf1,0,0
Chd6,2,2
Ppfibp1,0,0
Huwe1,1,1
Cckbr,0,0
Zdhhc1,0,1
Atxn2l,0,0
Cdc42bpa,1,1
B830012L14Rik,0,1
Fnip1,2,2
D630045J12Rik,0,0
Cpne9,0,1
Tial1,1,1
Lysmd4,2,2
Gm28905,2,2
Hnrnph1,0,0
Rhobtb2,0,0
Ppp1r37,0,0
Map2k4,1,2
Wdfy3,1,0
Cacng8,0,0
Mapk8ip3,0,0
Nalcn,1,2
Celsr2,0,0
Syn3,0,1
Psmd13,0,0
Cmip,0,0
Rgs7,1,2
Tecpr1,0,0
Cdk10,0,0
Rpl37a,0,1
Nek10,0,0
Pkd1,0,0
Cpe,1,1
Cdk5r1,0,0
Strbp,1,1
Arid5b,0,0
Slc24a5,2,2
Tia1,1,1
Sept3,0,0
Sfmbt2,0,1
Eftud2,0,0
Fnbp1,2,2
Fam171a2,0,0
Mmp16,1,2
Nktr,1,0
Drc1,0,0
Ccdc57,0,0
Pfkp,0,0
Clk3,0,0
Kcnk9,0,1
Hdac6,0,1
Pld3,0,0
Cdh12,2,2
Plxna3,0,0
Pip4k2c,0,0
Gm11867,0,0
Gpr162,0,0
Mapk3,0,0
Pip4k2b,0,0
Irf2bp2,0,1
Ctdspl,0,0
Mllt6,0,0
Kif21b,0,0
Rsf1os1,2,2
Dnajc7,0,0
Nedd4,1,1
Gnb1,0,0
Nfib,1,2
Atf2,1,1
Fmn2,1,2
Rps9,0,1
Pik3r1,0,1
Skap2,2,2
Lsm7,0,1
Ano6,0,0
Reep2,0,0
Vps37b,0,0
Ncln,0,0
Rps19,0,0
Ric1,2,2
Car4,0,0
Capzb,0,0
Kptn,0,0
Prkce,1,0
Atp2a2,1,0
Cacnb3,0,0
Gabrb2,2,2
Acin1,0,0
Fnbp1l,0,0
Mast1,0,0
Fbxl7,0,2
Vps9d1,0,0
Pias4,0,0
Cntnap5c,0,2
Megf8,0,0
Brd4,0,0
Ccnl2,0,0
Fbxw7,0,2
Grb2,0,0
Arf5,0,0
Dzip3,1,1
Eef1a2,0,0
Wnk1,1,1
Cdh10,1,1
Spred2,0,1
Gba2,0,0
Hnrnpk,2,2
Spaca6,0,0
Strn3,1,1
Ngef,0,0
Atp6v0e2,0,0
Ahcyl2,1,1
Slc27a1,0,0
Unk,0,0
Kif21a,1,2
Taf1,0,0
Smoc2,0,0
Enox1,1,2
Plcb1,2,2
Twf2,0,0
Prmt8,0,0
Setx,0,1
Msra,1,2
Zfp523,0,0
Psd,0,0
Myo9b,0,0
Pdhb,0,0
Arhgef28,0,0
Nvl,1,0
Sirpa,0,0
Mdn1,0,2
Tmem108,1,0
Hlf,0,0
Slmap,2,2
Gm17171,2,2
Erf,0,0
Atp6v0c,0,0
Foxp1,1,2
Sorbs2,1,2
Nfix,0,0
Med13,1,1
Pknox2,0,0
Ajap1,0,0
Ubr5,1,0
Nploc4,0,0
Ntrk2,1,0
Usp33,1,0
Ldlrad4,1,0
Clptm1,0,0
Gpm6b,1,0
Gda,0,1
Exoc6b,1,2
Pbx1,1,2
Vars2,0,0
Atg9a,0,0
Cnot6l,2,2
Dync1i2,1,1
Syt14,2,2
Nr1d1,0,0
Kcnj4,0,0
Specc1,2,2
Ip6k1,1,0
Klhl3,0,0
Pianp,0,0
Ralgps1,1,0
6530403H02Rik,0,0
Smg5,0,0
Sncb,0,0
Tll2,0,0
Ltk,0,0
Myo18a,0,0
Eif4enif1,0,1
Ocrl,0,0
Mib2,0,0
Gapvd1,0,0
Magi3,1,2
Nbea,1,2
Slc7a4,0,0
Neurl4,0,0
Ppp2r3a,2,2
2010300C02Rik,0,0
Ccser1,1,2
Gm1992,2,2
Slc12a9,0,1
Clstn3,0,1
Adrb1,0,0
Pnn,0,1
Ssbp4,0,0
Dyrk1a,2,2
Bdp1,1,1
4930545L23Rik,2,2
Plekhn1,0,0
Rabep1,1,1
Ube3c,1,2
Tbc1d5,2,2
Colgalt1,0,0
Gm15810,2,2
Aatk,0,0
Zfp644,2,2
Rnf157,0,0
Ccnt2,1,1
Slc9a5,0,0
Wasf1,1,1
Ak5,1,1
Trpc4ap,0,0
Npdc1,0,0
Ttc5,0,1
Sppl2b,0,1
Ube2o,0,0
Rsrp1,0,1
Mbd6,0,0
B4galt2,0,0
Srsf7,0,0
Sema6b,0,0
Tnrc18,0,0
Emc1,0,0
Psmc3,0,0
Nrd1,0,0
Ddr1,0,0
Eno2,0,0
Lrrfip1,0,0
Camk1g,0,0
Tlk1,1,2
Tmem181a,0,0
Casc3,0,0
Senp5,0,0
Nipbl,1,1
Cspp1,0,0
Smarcc2,0,0
Ccnl1,0,1
Rpl37,0,0
Setd1a,0,0
Med13l,1,0
Cab39l,2,2
Rpl13a,0,0
Wdr13,0,0
Bmp1,0,0
Kmt2b,0,0
Dbndd2,0,0
Smad3,0,0
Nyap2,1,2
Ube2j2,0,0
Pabpc1,0,1
Ggnbp2,0,0
Ints7,0,1
Prkg2,0,1
Pcgf6,0,0
Rc3h2,0,0
Fxyd5,0,0
Nedd4l,1,1
Dysf,0,0
Gm16083,0,1
Abi2,1,0
Dpp9,0,0
Car11,0,0
Nptx1,0,0
Pigk,2,2
Atp2b2,1,0
Brsk1,0,0
Agrn,0,0
Plekha7,0,1
Cyp46a1,0,0
Kansl1l,2,2
Rangap1,0,0
Adam11,0,0
Rapgef4os1,2,2
Atp6v1b2,0,0
Dtx3,0,0
Ilf2,0,0
Ptpn5,0,0
Nkain2,1,1
Hid1,0,0
Pbrm1,1,0
Gm15564,0,1
Rb1cc1,0,1
Lars2,0,0
St6galnac3,2,2
Setdb1,0,1
Arpp21,1,0
Pigt,0,0
Ntng2,0,0
Camkk1,0,0
Nrbp2,0,1
Palmd,0,1
Csf2ra,0,1
Ptpn4,2,2
Ppm1g,0,0
Gfm2,0,1
Ubr3,1,0
Rilpl2,0,0
Pdzd2,0,1
Asphd2,0,0
Atg2a,0,0
Trpc6,2,2
Nr3c2,2,2
Tnks2,0,0
Mdga2,1,2
Sult4a1,0,0
Gm14827,0,1
Dyrk2,0,0
Dnajc1,2,2
Nova1,2,2
Snta1,0,0
Vcp,0,1
Mkx,0,0
Pip5k1a,0,0
Crtc1,0,0
Bclaf1,1,1
Izumo4,0,1
Klhdc3,0,0
Copg2,2,2
Nrxn1,1,2
Kcnt1,0,0
BC005537,0,0
Macrod2os1,2,2
Tsc22d2,2,2
Rps29,0,1
Tmem150a,0,1
Oxr1,1,2
Vps13d,1,0
Xrn1,1,1
Rnf165,0,0
Kidins220,1,1
Tenm1,0,0
Trak1,0,0
Limch1,1,1
St8sia2,0,1
Zer1,0,0
Aig1,2,2
Clpp,0,0
Tnks,2,2
C2cd5,1,2
Fkbp8,0,0
Ywhah,0,0
Hip1,0,0
Sidt1,0,0
Tom1l1,0,0
Syngr3,0,0
Trafd1,0,0
Gprasp1,1,1
Qrich1,1,0
Spns2,0,0
Rabl6,0,0
Khdrbs1,0,0
Usp24,1,1
Agtpbp1,1,0
Bcas3,1,2
Zcchc18,0,0
Wfs1,0,0
Adamts18,0,0
Snhg11,1,0
Myl6,0,0
Ikzf4,0,0
Dok5,0,0
Prrc2c,1,1
Nrxn3,2,2
Crebbp,1,0
Fbxo11,1,0
Suz12,1,1
Pak7,1,2
Kctd1,1,1
Cdh2,2,2
Rmnd5b,0,0
Safb,0,0
Cep170,1,1
Jarid2,2,2
Hdac7,0,0
Hook2,0,0
Msl1,0,0
Celsr3,0,0
Brwd1,1,0
Synpo,0,0
Cdk16,0,1
Gon4l,0,0
Cc2d1b,0,0
Mast3,0,0
Elmsan1,0,0
Fndc4,0,0
Adap1,0,0
Scube1,0,1
Brpf3,0,0
Zfp740,0,0
Mef2d,0,0
Ccdc50,1,1
Arih1,1,2
Rexo4,0,1
Calb1,0,1
Dock7,1,0
Map6,0,0
Nfs1,0,0
Haghl,0,0
Akap13,2,2
Klhl29,1,2
Rps27,0,1
Traip,0,0
Atp1b1,1,1
Shank3,1,0
Ccdc88c,0,0
Arfgef2,0,0
Rbm10,0,1
Pcbp4,0,0
Rps2,0,0
Gga3,0,0
Vegfc,0,0
Snapc4,0,1
Fbxl16,0,0
Cttnbp2,1,2
Pdcd4,0,0
Gtpbp6,0,0
Sun1,0,0
Gpatch1,0,0
Usp2,0,0
Ift172,0,0
Zfyve28,0,0
Zfp341,0,0
Taz,0,0
Map3k10,0,0
Ankrd27,0,0
Rcor1,0,0
Lmtk2,0,0
Med25,0,0
Pgbd5,0,0
Hp1bp3,1,0
Arhgap10,0,0
Drp2,0,1
Sorcs3,2,2
Dscaml1,1,0
Psmd1,1,0
Cul3,1,1
Flnb,0,0
Rps6ka2,0,0
Nrcam,1,1
Rorb,0,1
Usp28,0,1
Nat8l,0,0
Slc24a4,0,0
Dapk3,0,0
Jag2,0,0
Papola,1,0
Cacnb1,0,0
Ranbp3,0,0
Eif4a1,0,0
Nudt3,0,0
Mdga1,0,0
C130026L21Rik,0,1
Wdr33,1,0
Habp4,0,1
Acap3,0,0
Rplp2,0,0
Fxr2,0,0
Kctd17,0,0
Wwc1,0,0
Zfp956,0,0
Rps6kl1,0,0
Spire1,1,1
Sipa1l1,1,0
Tpm3,0,0
Ssbp2,1,2
Tmem243,2,2
Lingo1,0,0
Calm3,0,0
Rimklb,0,1
Hltf,1,1
Rbm6,1,0
Usp21,0,0
Ncor2,0,0
2900093K20Rik,0,1
Dpyd,1,2
Slc25a25,0,0
Nr3c1,2,2
Add2,1,0
Nsf,1,0
Mprip,1,0
Ptpro,0,0
Crim1,0,1
Arhgef26,0,1
Dync1i1,1,2
Epc2,2,2
Prr14l,0,0
Ercc2,0,0
Zc3h7a,0,0
Arl6ip1,0,0
Ebf4,0,0
Npr3,0,2
Adamts17,0,0
Slc30a9,1,2
Lin7b,0,0
Firre,0,0
Csnk1a1,1,1
Akt2,0,0
Synj1,1,0
Thsd4,0,0
Asxl1,1,0
Senp6,1,1
Tubgcp6,0,0
Tma7,0,0
Pmpca,0,0
Stmn3,0,0
Apc,1,1
Zfp827,1,1
Pprc1,0,0
Jmjd1c,1,0
Abhd16a,0,0
Rasal2,1,2
Ndrg3,0,0
Psmd14,1,1
6530409C15Rik,2,2
Dcaf15,0,1
Sox5,0,0
Inpp4b,0,0
Cdk5,0,0
Bbx,2,2
Tor1b,0,0
Ypel4,0,1
Rbm33,1,1
Rev3l,2,2
Cry2,0,0
Adar,0,0
Tars2,0,0
Bri3bp,0,0
Rap1gds1,2,2
Mgat3,0,0
Ankrd11,1,0
Fcho2,1,0
Wdr6,0,0
Arhgap32,1,0
Apc2,0,0
Shkbp1,0,0
Tmem214,0,0
Dag1,0,0
Iqce,0,0
Marcks,0,0
1700024B18Rik,2,2
Ppt1,0,1
Gm12064,2,2
Chd5,0,0
Mtmr2,2,2
Iqgap1,0,0
Myrip,0,0
Araf,0,1
P2ry14,2,2
Irak1,0,1
Erc2,1,2
Mirg,0,0
Lin28b,2,2
Klhdc8b,0,0
Tuba1b,0,0
Fbxl5,1,1
Vti1a,1,2
Nell1,2,2
Meis2,1,0
Ephb6,0,0
Pa2g4,0,0
Ccl25,0,1
Ppp2r2c,0,0
Pip5k1c,0,0
Sfswap,0,0
Fbxw5,0,1
Ttc13,0,0
Dhx15,1,1
Ankrd28,1,2
Sez6,0,0
Snrpb,0,0
Lrba,1,2
Mtch1,0,0
Rab40c,0,0
Smarcc1,0,1
Zfp641,0,1
Slc38a7,0,1
Tbce,0,1
Csnk1e,0,1
Fth1,0,0
Rtn4rl1,0,0
Dlg1,1,1
Taok1,0,0
Mtf2,1,1
Esrra,0,0
Clk1,1,0
Supt6,0,0
Cdk13,1,2
Rapgef4,1,1
Abca5,1,1
Oprm1,2,2
Usp11,0,0
Mkln1,1,1
Eml5,1,1
Rai1,0,0
Rnf215,0,0
Trim24,2,2
Gtdc1,2,2
Tra2b,1,1
Pde7b,2,2
Cntn1,1,2
Gtf2a1,1,1
Etl4,2,2
Ubald1,0,0
Gm765,2,2
Ahctf1,1,1
Man2a2,0,0
Pitpna,0,0
Rfng,0,1
Gnaz,0,0
Sparcl1,0,0
Med16,0,0
Tmem135,2,2
Tle3,0,0
Zdhhc2,2,2
Apbb1,0,0
Fras1,0,0
Pam,1,1
Usf2,0,0
Xpo1,0,1
Dmd,1,1
Nup214,1,0
Grik4,0,0
Ica1,1,1
Ybx1,1,1
Rpap1,0,0
Furin,0,0
Ube4b,0,0
Pkn1,0,0
Fgf12,1,2
Chn1,1,1
Dlg2,1,2
Rnf20,0,1
Gm14858,2,2
Clip1,0,0
Clip3,0,0
Rassf8,2,2
Tnfrsf25,0,0
Inpp5k,0,0
Qtrt1,0,0
Kif3a,0,1
Fam126b,1,2
Sbf2,1,0
Sorcs2,0,0
Slc25a51,0,1
Strada,0,1
Chd2,1,0
Kdm6a,1,1
Klc2,0,0
Gramd4,0,0
Mxd4,0,0
Med1,0,0
Pet100,0,0
Mark3,0,0
Mycbp2,1,2
Stx5a,0,0
Vsnl1,1,0
Pds5a,1,1
Gm21954,2,2
Braf,1,1
B4galnt4,0,0
Tra2a,1,1
Tfdp2,2,2
Xpot,1,1
Gm12068,2,2
Abcf1,0,1
Myt1l,1,0
Lman2l,0,0
Gm15446,0,1
Sltm,1,1
Cacng7,0,0
Mast4,2,2
Csrnp3,1,2
Rbm3,0,1
Tbc1d30,0,1
Egln1,0,0
Rpl14,0,1
Npas4,0,0
Lhfpl4,0,0
Tcea2,0,0
Unc80,1,2
Calr,0,0
Ide,2,2
Tubb5,0,0
1700016P03Rik,0,0
Fer,2,2
Capns1,0,0
Sympk,0,0
Ildr2,1,0
Stxbp6,2,2
Ubtf,0,0
Xkr4,1,1
Faim2,0,0
Chpf2,0,0
Clk4,1,1
Hdac1,0,1
Rfx1,0,0
Cntn6,1,1
Rad23b,1,0
Gm26917,0,1
Slc1a6,0,0
Klhl1,0,0
Mcf2l,0,0
Per1,0,0
Trmt1l,1,1
Cdc37l1,1,1
Dus2,0,1
Prkag1,0,0
Mphosph9,0,0
Aifm3,0,0
Stam,2,2
Ctsa,0,0
Psmd4,0,0
Ly6h,0,0
Herc4,1,1
Itpr1,1,2
Ankrd6,0,0
Cdipt,0,1
Atxn2,1,0
Zfp692,0,0
Zzef1,1,1
Cltc,1,0
Gmppa,0,0
Fam124a,0,0
Ttc17,1,1
Crtc2,0,0
Porcn,0,0
Col4a1,0,0
Sec24b,1,0
Slitrk1,0,0
Dnajc19,2,2
Dlst,0,1
Nfasc,1,1
Sorcs1,2,2
Nbas,1,1
Tanc2,1,0
2610020C07Rik,2,2
Rtn3,1,0
Rab11fip4,0,0
Bptf,0,0
Nsg2,0,0
2510002D24Rik,0,0
Wbp2,0,0
Phc2,0,0
Rpl35a,0,0
Ncdn,0,0
Ehmt1,1,2
Oaz1,0,0
Nt5c2,1,1
Osbpl7,0,0
Rhot2,0,0
Cpne8,0,2
Scn1a,1,1
Rpl32,0,0
Rnpep,0,1
Cadm2,1,2
Zfp346,1,0
Ubap2l,1,0
Got1,0,0
Klf5,0,1
Actr2,0,1
Nrgn,0,0
Dnajc11,0,0
Bsg,0,0
Plcl2,2,2
Dock9,1,0
Atg16l1,0,1
Mbtd1,1,1
Ldb1,0,0
Rgs8,0,0
G630016G05Rik,0,0
Sacm1l,1,2
Ncan,0,0
Ndor1,0,0
Vwa8,2,2
Spag9,1,2
Zfp945,2,2
Map4k2,0,0
Ccdc138,0,1
Dact3,0,0
Tango2,1,0
Crmp1,0,0
Gm10558,2,2
Plec,0,0
Hnrnpul1,0,0
Ube2b,0,1
Efr3b,0,0
Adk,2,2
Mtmr3,1,0
Hnrnpr,0,0
Mtor,0,0
Mpp2,0,0
Ctc1,0,0
Galns,0,1
Agap3,0,0
Col4a3bp,2,2
Atcay,0,0
Adcy2,1,2
Ubxn4,1,1
Rsf1os2,2,2
Lgi3,0,0
Slc39a7,0,0
Limk2,0,0
Prr7,0,0
Gng13,0,0
Gpm6a,1,1
Fam13c,1,0
Vipas39,0,0
Abca3,0,0
Ola1,2,2
Dnal1,0,1
Picalm,2,2
Frmpd4,1,1
Zc3h7b,0,0
Cers6,1,2
Dot1l,0,0
Rpsa,0,1
Stx1b,0,0
