,DEG,pred
Eif4enif1,0,0
Snx32,0,0
Fnbp4,1,1
Supt6,0,0
Rapgef6,2,2
Klc1,0,0
Ttbk1,0,0
Ralyl,2,2
Frmd4a,1,1
Adamts18,0,0
Speg,0,0
R3hdm4,0,0
Acap3,0,0
Kif2a,1,1
Klhdc3,0,0
Pclo,1,1
Pcm1,2,2
Eif4g1,0,0
Pcsk2os2,2,2
Ephb6,0,0
Prkcb,0,0
Col4a2,0,0
Col6a1,0,0
Lrp1,0,0
Dync1li1,0,0
Cdh13,0,0
Atxn2l,0,0
Cntnap4,0,0
Trim46,0,0
Grina,0,0
Med24,0,0
Nptx1,1,1
Ppp1r12c,1,1
Tnk2,1,1
Rogdi,1,1
Klhl29,1,1
Prkcg,1,1
Kmt2a,1,1
Gls,1,1
Sf1,1,1
Arglu1,1,1
Syp,1,1
Thy1,1,1
Atp6ap1,1,1
Fbxl16,1,1
Dtx3,1,1
Ccnd2,1,1
Cacna1g,1,1
Kcnh3,1,1
Tenm1,1,1
Prkce,1,1
Gm10754,1,1
2900093K20Rik,1,1
Birc6,1,1
Ntng2,1,1
Cers4,1,1
Gm20404,1,1
4933434E20Rik,1,1
Hdac7,1,1
Ankrd13d,1,1
Armc9,1,1
Abca3,1,1
Ndst1,1,1
Cnot3,1,1
Tpm3,1,1
Sirpa,1,1
Mapk8ip1,1,1
Ppp1cb,1,1
Grm1,1,1
Mbnl1,1,1
Rsrp1,1,1
Smg5,1,1
Vwa8,1,1
Gdi1,1,1
Faim2,1,1
Acot7,1,0
Rasa1,1,1
Elmo2,1,0
Cpeb2,1,1
Gucy1a2,1,1
Mark2,1,1
Hivep3,1,1
Sympk,1,1
Papola,1,1
Mink1,1,1
Pcf11,1,1
Cckbr,1,1
Gm11867,1,1
Rapgefl1,1,1
Srrm4,1,1
Picalm,1,1
Nwd2,1,1
Synpo,1,1
Edil3,1,1
St6galnac5,1,1
Zfp346,1,1
Psap,1,1
Syn2,1,0
Faf1,1,1
Mat2a,1,1
L1cam,1,1
Banf2,1,1
Madd,1,1
Tenm2,1,1
Usp12,1,1
Myrip,1,1
Btf3,1,1
Ip6k1,1,1
Rhbdl3,1,1
Zc3h7a,1,1
Fndc3a,1,1
Suco,1,1
Fchsd2,1,1
Rims2,1,1
Grip1,1,1
Fbxo21,1,1
Smarca2,1,1
Itch,1,1
Zyg11b,1,1
Neurl4,1,1
Fastk,1,1
Supt5,1,1
Clstn1,1,0
Pi4ka,1,0
Bsn,1,0
Plekha6,1,1
Dbndd2,1,1
Nup98,1,1
Igf1r,1,2
Stag1,1,1
Zdhhc1,1,1
Hk1,1,1
Pdzd4,1,1
Casc3,1,1
Nbea,1,1
Tmem135,1,1
Fars2,1,1
Grik2,1,1
2610507B11Rik,1,1
Mcf2l,1,1
Ahsa1,1,1
Cox6a1,1,1
Sec61a2,1,1
Tnrc6c,1,1
Ccdc57,1,1
Fnbp1l,1,1
Trim2,1,1
Slc2a3,1,1
Icam5,1,1
Strn3,1,1
Ppip5k1,1,1
Phkg2,1,1
Slc44a1,1,1
Hnrnpl,1,1
4930445B16Rik,1,1
Srcap,1,1
Ythdf3,1,1
Tbc1d9b,1,1
Mical3,1,1
Zer1,1,1
Aatk,1,1
Gphn,1,1
Kdm6a,1,1
Pcsk1n,1,1
Uri1,1,1
Adam15,1,1
Usp32,1,1
Kcnj9,1,1
Atp2b3,1,1
Gm28376,1,1
Dzip1,1,1
Prrc2a,1,1
Clk3,1,1
Marf1,1,1
Sgip1,1,1
Prrt1,1,1
Trpc5,1,1
Hbs1l,1,1
Calm1,1,1
Scd2,1,1
Unc13b,1,1
Ddx17,1,1
Eef2,1,1
Rtn1,1,1
Dkk3,1,1
Kptn,1,1
Hps4,1,1
Adk,1,2
Tmem59l,1,1
Ak5,1,1
Pbx4,1,1
Agbl4,1,2
Fam171a2,1,1
Pgbd5,1,1
Wdr1,1,1
Slc22a17,1,1
Adamts3,1,1
Nova2,1,1
Cers5,1,1
Pitpna,1,1
Wdr13,1,1
Brip1os,1,1
Klf13,1,0
Dalrd3,1,1
Dnm1,1,1
Cadm4,1,0
Lmtk2,1,1
Rpn1,1,1
Kif21a,1,1
Sh3glb2,1,1
9630028H03Rik,1,1
Trmt1,1,1
Psd,1,1
Polb,1,1
Atp13a3,1,1
Edc4,1,1
Leng9,1,1
Stmn3,1,1
Ftl1,1,1
Lingo1,1,1
Kdm5c,1,1
Tll2,1,1
Agap2,1,1
Ncdn,1,1
Esco1,1,1
Orc4,1,1
Srebf2,1,1
Ogt,1,1
Slc35f3,1,1
Nrgn,1,1
Cpne7,1,1
Dock9,1,1
Zkscan16,1,1
Stx12,1,1
Dbn1,1,1
Slitrk5,1,1
Cacnb2,1,1
Gigyf1,1,1
Ksr1,1,1
9530059O14Rik,1,1
Atg9a,1,1
Dpp9,1,1
Usf2,1,1
Mafg,1,1
Arpc2,1,1
Kif3a,1,1
Cfp,1,1
Pum2,1,1
Chrm1,1,1
Mgat3,1,1
Rapgef4,1,1
Ssbp2,1,1
Zmiz2,1,1
Ak2,1,1
Phf12,1,1
Lrfn2,1,1
Stk19,1,1
Gga2,1,1
Sept7,1,1
Srrm2,1,1
Bbx,1,1
Slc6a6,1,1
Phka2,1,1
Extl1,1,1
Rnf208,1,1
Cntnap3,1,1
Rps29,1,1
Slc26a4,1,1
Ttyh1,1,1
Cltb,1,1
Sntg1,1,1
Zeb2,1,1
Noc2l,1,1
Gpm6a,1,1
Ints8,1,1
Trps1,1,1
Atp2a2,1,1
Traip,1,1
Dgke,1,1
Celsr2,1,1
Tubb5,1,1
Tmod2,1,1
Apbb2,1,1
5330438D12Rik,1,1
Lmo7,1,1
Nckipsd,1,1
Crmp1,1,1
Ice1,1,1
Sox11,1,1
Sirt7,1,1
Sez6l,1,1
Ppt1,1,1
Ptprr,1,1
Zzef1,1,1
Pkd1,1,1
Setdb1,1,1
Chd1,1,1
Rps21,1,1
Gnas,1,1
Dpy19l1,1,1
Sez6,1,1
Tango2,1,1
Plxna4,1,1
Elfn2,1,1
Galnt14,1,1
Mapk14,1,1
Fubp1,1,1
Nsmf,1,1
A430106G13Rik,1,1
Dnajc5,1,1
Rmnd5b,1,1
Ncln,1,1
Slc12a5,1,0
Nxf1,1,1
Mdn1,1,1
Ptbp2,1,1
Dnajc19,1,1
Smap2,1,1
Vcp,1,1
P4htm,1,0
Lzts1,1,1
Kalrn,1,1
Tnrc18,1,0
Arf3,1,1
Unc13a,1,1
Stxbp5l,1,1
Pfkp,1,1
Vps9d1,1,1
Gm15283,1,1
Cdk16,1,1
Mfn2,1,1
Ube2e2,1,1
Xylt1,1,1
Cops4,1,1
Cdh12,1,1
Sec23b,1,1
Spsb3,1,1
Smg7,1,1
Islr2,1,1
Dyrk1a,1,1
Yme1l1,1,1
Cpe,1,1
Slc50a1,1,1
Rplp1,1,1
Rps19,1,1
Slc44a5,1,1
Rps6kl1,1,1
Zfp512,1,1
Ccdc50,1,1
Scn8a,1,1
Rbm5,1,1
Gtf3c2,1,1
Crtc1,1,1
Ankrd27,1,1
Pik3cd,1,1
Wdr7,1,1
Lrba,1,1
Mga,1,1
Far1os,1,1
Ints3,1,1
Brms1l,1,1
Acadsb,1,1
Nyap2,1,1
Luc7l,1,1
Grcc10,1,1
Mmp17,1,1
Uggt2,1,1
Gm26917,1,1
Gmds,1,1
Pkn1,1,1
Aprt,1,1
Iqgap1,1,1
Rc3h2,1,1
Kcnt1,1,1
Chl1,1,1
Lars2,1,1
Pigq,1,1
Nfix,1,1
Map3k10,1,1
Ppp2r5c,1,1
Thoc2,1,1
Sart1,1,1
Map4k2,1,1
Ssbp3,1,1
Pspc1,1,1
Ankrd13b,1,1
Cc2d1b,1,1
Myo9b,1,1
Pus7,1,1
Plxna2,1,1
D5Ertd579e,1,1
Dyrk2,1,1
Kcnc2,1,1
Zc3h14,1,1
Rpgrip1l,1,1
Ipo13,1,1
Slc27a4,1,1
B4galt5,1,1
5730522E02Rik,1,2
Itm2c,1,1
Rph3a,1,1
Golga4,1,1
Chd8,1,1
Gm13629,1,1
Tnfrsf25,1,1
Rngtt,1,1
Clip3,1,1
Faah,1,1
Ckb,1,1
Gripap1,1,1
Sptbn2,1,1
Arhgap26,1,2
Spred2,1,1
Ano8,1,1
Mast3,1,1
Ppfia3,1,1
Csnk1e,1,1
Hp1bp3,1,1
Fbxo41,1,1
Ubap2l,1,1
Rbm33,1,1
Ly6h,1,1
Lrfn5,1,1
Srpk2,1,1
Nlgn2,1,1
Grik3,1,1
Slc20a1,1,1
Kras,1,1
4930419G24Rik,1,1
Car7,1,1
Dazap1,1,1
C2cd2l,1,1
Chm,1,1
2700081O15Rik,1,1
St8sia5,1,1
Baz2a,1,1
Itpka,1,1
Oprm1,1,1
Ssbp4,1,1
Krit1,1,1
Map7d1,1,1
Scmh1,1,1
Qtrt1,1,1
Zfp61,1,1
Arpp21,1,1
Pou6f1,1,1
Syngr3,1,1
Cntnap2,1,1
D8Ertd738e,1,1
Mid1,1,1
Socs7,1,1
Syt4,1,1
Kcnh1,1,1
Sparcl1,1,1
Camkk1,1,1
Pcgf6,1,1
Akap9,1,1
4930512B01Rik,1,1
Brd4,1,1
Rilpl1,1,1
Adap1,1,1
Gm16153,1,1
Cntfr,1,1
Lix1,1,1
Rab11fip3,1,0
Znrf1,1,1
Phyhd1,1,1
Gtpbp6,1,1
Basp1,1,1
Ppp6r3,1,1
Abcf1,1,1
Ptpn5,1,1
Setd1b,1,1
Spock2,1,1
Dnm3,1,1
Mei4,1,1
Glrb,1,1
Fscn1,1,1
Pcx,1,1
Hexdc,1,1
Pfkl,1,1
Smarca4,1,0
Gabra2,1,1
Ddn,1,1
Ube2o,1,1
3110082I17Rik,1,1
Phrf1,1,1
Btbd7,1,1
Bcl7a,1,1
Angpt1,1,1
Dnah14,1,1
Pde9a,1,1
Tra2b,1,1
Rusc1,1,1
Lamp1,1,1
Myo16,1,1
Gramd1b,1,1
Snx14,1,1
Lmna,1,1
Atp6v0c,1,1
Uqcr11,1,1
Golga2,1,1
Gmppa,1,1
Ipo5,1,1
Rufy3,1,1
Spop,1,1
Prkag2,1,1
Cmss1,1,1
Gtdc1,1,1
Tacc1,1,1
Ephb2,1,1
Adam17,1,1
Abcb10,1,1
Ybx1,1,1
Ndufs3,1,1
Nkain3,1,1
St13,1,1
Gm1992,1,1
Arhgef2,1,1
Trrap,1,0
Ddx6,1,1
Tfdp2,1,1
Ankrd28,1,1
Zfp445,1,1
Gramd1a,1,1
Sbf2,1,1
Psmd13,1,1
Grip2,1,1
Qrich1,1,1
Disp2,1,1
Zfand2b,1,1
Cnot7,1,1
Whrn,1,1
Med25,1,1
Pik3r3,1,1
Pabpc4,1,1
Ivns1abp,1,1
Ssh2,1,1
Amy1,1,1
Gng2,1,1
Cntn3,1,2
Azi2,1,1
Gm15398,1,1
Sirt2,1,1
Macrod2os1,1,1
Exosc10,1,1
Tgfbr1,1,1
Cpsf7,1,1
Gpatch8,1,1
Hid1,1,1
Ap2a1,1,1
Nrd1,1,1
Tasp1,1,1
Rnf20,1,1
Zfp664,1,1
Strn4,1,1
Smarcc2,1,1
Syt14,1,1
Tcta,1,1
Sdc3,1,1
Mapk8ip3,1,1
Lpcat4,1,1
Map6,1,1
Fam45a,1,1
Macf1,1,1
Trim37,1,1
Slc25a4,1,1
Ids,1,1
Tmem259,1,1
Rabgap1l,1,1
Ttc13,1,1
Ankrd40,1,1
Pogz,1,1
Nop56,1,1
Cdkal1,1,1
Pip5k1a,1,1
Sema6b,1,1
Calm2,1,1
Evi5l,1,1
Prr16,1,1
Numbl,1,1
Slc25a51,1,1
Sdhc,1,1
Vwa5b2,1,1
Cyfip1,1,1
Atp9a,1,1
Rps14,1,1
Sugp1,1,1
Prpf18,1,1
Evi5,1,1
Gm17202,1,1
Pcyox1,1,1
Cpsf6,1,1
Wdr18,1,1
Robo3,1,1
Gabrb3,1,1
Ythdc1,1,1
Gle1,1,1
Zcchc7,1,1
Hspa4,1,1
Plcb1,1,1
Sptan1,1,1
Rftn1,1,1
Armc2,1,1
Cmtr1,1,1
Stag2,1,1
Commd10,1,1
Immt,1,1
Gas7,1,1
Ralgps1,1,1
Htr1f,1,1
Cntn2,1,1
D630045J12Rik,1,1
Kcnc4,1,1
Negr1,1,1
4930480K15Rik,1,1
Sox12,1,1
Ank3,1,1
Ppip5k2,1,1
Hspbp1,1,1
Atp6v1g2,1,1
Nek10,1,1
Slc12a9,1,1
Ring1,1,1
Tnfrsf19,1,1
Ttc14,1,1
Mbd6,1,1
Xkr4,1,1
Kcnt2,1,1
Pecr,1,1
Tcf25,1,1
Paxbp1,1,1
Pja2,1,1
Kif17,1,1
Asap1,1,1
Gde1,1,1
Eftud2,1,1
Aldoa,1,1
Lrrc4b,1,1
Sema4a,1,1
Rprd1a,1,1
Kif1a,1,0
Spns2,1,1
Dagla,1,1
Ctxn1,1,1
Hs3st2,1,1
Pgap2,1,1
Cacul1,1,1
Cnih2,1,1
Synj1,1,0
Ell,1,1
Arhgdia,1,1
Caml,1,1
Cyp46a1,1,1
Taz,1,1
Bax,1,1
Wnt4,1,1
Srsf6,1,1
Ddx5,1,1
Actn4,1,0
Ints10,1,1
Chpf2,1,1
Gm14330,1,1
Otud5,1,1
Chmp2a,1,1
Cdkl5,1,1
Specc1,1,1
Il1rap,1,1
Kdm2a,1,0
Pik3ip1,1,1
Fam172a,1,1
Safb,1,1
Vps37b,1,1
Npat,1,1
Ociad2,1,1
Cep104,1,1
Cadm3,1,1
Ibtk,1,1
Ckap5,1,1
Ets2,1,1
Nrg1,1,1
Rab3gap2,1,1
Tsc1,1,1
Pfkm,1,1
Nufip2,1,1
Fxyd6,1,1
Sidt2,1,1
Dlgap2,1,0
Ilf2,1,1
Rlf,1,1
Ppp1r16a,1,1
Syt13,1,1
Unc80,1,1
Stip1,1,1
Taf15,1,1
Med1,1,1
B4galnt1,1,1
Tle3,1,1
Cacna1b,1,0
Skiv2l,1,1
Pnpla6,1,1
Smchd1,1,1
Smarcd3,1,1
Dtnb,1,1
Per3,1,1
Cdk5r1,1,1
Abca2,1,1
Stub1,1,1
Gm28175,1,1
Dnajc11,1,1
Spopl,1,1
Cep170,1,1
Ift172,1,1
Zfp740,1,1
Sez6l2,1,1
Rpl34,1,1
Srrm1,1,1
Ppp6r2,1,1
Ormdl3,1,1
Shank2,1,1
Filip1l,1,1
Coro1a,1,1
Atp2b4,1,1
Ntrk3,1,1
Rexo1,1,1
Ncor2,1,1
Fbxw5,1,1
Dnajc16,1,1
Skap2,1,1
Rangap1,1,1
Dot1l,1,1
Iqsec1,1,1
Jph1,1,1
Nfat5,1,1
Gm16226,1,1
Cul3,1,1
Ybx3,1,1
Ap3d1,1,1
Golga5,1,1
Eml1,1,1
Bex2,1,1
Atp9b,1,1
Inpp5b,1,1
Dcx,1,1
Supt20,1,1
Mphosph9,1,1
Gon4l,1,1
Rgl2,1,1
Nit1,1,1
Tmem161b,1,1
Klf12,1,1
Fxr1,1,1
1600010M07Rik,1,1
Hs3st5,1,1
Ahdc1,1,1
Tpp1,1,1
Ap2a2,1,1
Gpc5,1,1
Rnf170,1,1
Pdgfb,1,1
Fam81a,1,1
Cep164,1,1
Med16,1,1
Ercc6,1,1
Slc1a2,1,1
Rpl37a,1,1
Slc35b1,1,1
Psmc3,1,1
Tmem191c,1,1
Rab3ip,1,1
Gse1,1,1
Slc30a10,1,1
Camk2n1,1,1
Plekhm2,1,1
Bcs1l,1,1
Pip4k2c,1,1
Cntnap5a,1,1
Apba2,1,1
Rtn4rl1,1,1
Pak6,1,1
Syne1,1,1
Ccnl2,1,1
Actl6b,1,1
Ccdc88a,1,1
Vps53,1,1
2900026A02Rik,1,1
Atf7ip,1,1
B4galnt4,1,1
Os9,1,1
Crtc3,1,1
Aff3,1,1
Tjap1,1,1
Slx1b,1,1
Rpl27,1,1
Amz1,1,1
Arhgap23,1,1
Atrn,1,1
Cdc16,1,1
Rpl38,1,1
Klf9,1,1
Actr1b,1,1
Ipo8,1,1
Abcb9,1,1
Sae1,1,1
Ehbp1,1,1
Gm11613,1,1
Iars,1,1
Rps6ka5,1,1
Prmt8,1,1
Npas3,1,1
Tcf4,1,1
Slc25a25,1,1
Cdk13,1,1
Zdhhc8,1,1
Ntmt1,1,1
Ica1,1,1
Sdhb,1,1
Cul9,1,1
Pde1b,1,1
Phc3,1,1
Fth1,1,1
Ndrg2,1,1
Arhgdig,1,1
Map3k15,1,1
Ccdc85c,1,1
Appl1,1,1
Arih1,1,1
Tmem181a,1,1
Otud7b,1,1
Mycbp2,1,1
Taok3,1,1
Rbm6,1,1
Caln1,1,1
Chst11,1,1
Fam163b,1,1
Chd5,1,0
Dab2ip,1,1
Rxfp1,1,1
Tmem120b,1,1
Slc4a10,1,1
Foxj2,1,1
Pfdn2,1,1
Agpat3,1,1
Dmtn,1,1
Adcy6,1,1
Vars2,1,1
Atg2b,1,1
Polr1c,1,1
Ide,1,1
March7,1,1
Nbeal1,1,1
Efr3a,1,1
Zmiz1,1,1
Numa1,1,1
Rnf8,1,1
Ctr9,1,1
Tecpr2,1,0
Sos1,1,1
Ncald,1,1
Mapkbp1,1,1
Dis3l2,1,1
Trim3,1,1
Phyhip,1,1
Mpped1,1,1
Mtx2,1,1
Thsd4,1,1
Cmip,1,1
Cntln,1,1
Rps6kb2,1,1
Brsk1,1,1
Gng13,1,1
Tesc,1,1
Aars,1,1
Hmbox1,1,1
Rbm28,1,1
Vwa3a,1,1
Stx5a,1,1
Mrpl9,1,1
Dlgap1,1,1
Adamts2,1,1
Map1b,1,1
B4galt3,1,1
Pabpc1,1,1
Tmem106b,1,1
Ccm2,1,0
Rnf146,1,1
Hip1,1,1
Purg,1,1
Rab2b,1,1
Setx,1,1
Khdrbs1,1,1
Taok1,1,1
Rps27,1,1
Kat6b,1,1
Ptk2b,1,1
Klhl22,1,1
Tuba1a,1,1
Ube2a,1,1
Il11ra1,1,1
Clock,1,1
Eno1,1,1
Rictor,1,1
C2cd5,1,1
Thsd7b,1,1
Shisa9,1,1
Pafah1b2,1,1
5730480H06Rik,1,1
Reep1,1,1
Lrrc3b,1,1
Gnb1,1,1
Clstn3,1,1
Mrpl52,1,1
Asic1,1,1
Ikzf4,1,1
Cnot6l,1,1
Dtx2,1,1
Man2a2,1,1
Ciz1,1,1
Plekha7,1,1
Kcnb1,1,1
Rere,1,0
Gm9725,1,1
Zbtb16,1,1
Cab39l,1,1
Gys1,1,1
Mcmbp,1,1
Fgf12,1,1
Il17d,1,1
Mitf,1,1
Pcbp4,1,1
Zfr2,1,1
Ctnna3,1,1
Vcl,1,1
Nrbp2,1,1
Farsa,1,1
Nob1,1,1
Gm21860,1,1
St3gal2,1,1
Arhgap21,1,1
Ocrl,1,1
Lhfp,1,1
Syn1,1,1
Scn1a,1,1
Kcnc3,1,1
Dpp6,1,0
Actr3b,1,1
Slc25a23,1,1
Gpr162,1,1
Ap1s1,1,1
Cacna2d3,1,1
Ahcyl2,1,1
Emc1,1,1
Atxn7l1,1,1
Gm15564,1,1
Anapc4,1,1
Ostc,1,1
Sdad1,1,1
Adcy1,1,1
Gm3764,1,1
Zcrb1,1,1
Chchd3,1,1
Slc1a3,1,1
Greb1l,1,1
Gm29514,1,1
Prickle1,1,1
Deaf1,1,1
Mettl17,1,1
Dnajc7,1,1
Tarbp2,1,1
Tmem132d,1,0
Sec22a,1,1
Mtch2,1,1
Pip4k2b,1,1
Anapc1,1,1
Agpat1,1,1
Mllt10,1,1
Sel1l3,1,1
Sox8,1,1
Arhgap5,1,1
Larp1b,1,1
Vipas39,1,1
Rab40c,1,1
Hook1,1,1
Dctn2,1,1
Fnip1,1,1
Asxl1,1,1
Rsrc2,1,1
Klhl3,1,1
Zfp53,1,1
Tppp,1,1
Ric1,1,1
Gm10649,1,1
Cltc,1,1
Cpeb3,1,1
Ccar1,1,1
Vdac2,1,1
Ecd,1,1
Rpl13a,1,1
Lman2,1,1
Acin1,1,1
Slc15a2,1,1
Tmem106c,1,1
Rasgrp1,1,1
Mmp24,1,0
Pet100,1,1
Cacnb3,1,1
Mecr,1,1
Zfp715,1,1
Hnrnph3,1,1
2310015A10Rik,1,1
Ift140,1,1
Ddi2,1,1
Esrra,1,1
Setd4,1,1
Shank3,1,1
Hs1bp3,1,1
Nox1,1,1
Lamp2,1,1
Pten,1,1
Pou3f2,1,1
Snrpb,1,1
Cpne6,1,1
Taf1,1,1
Rtn4,1,1
Zfp382,1,1
Mirg,1,1
Ppp1r37,1,1
Upf2,1,1
Ext2,1,1
Pde1a,1,1
Strbp,1,1
Ranbp3,1,1
Pik3r1,1,1
Slc30a3,1,1
Tbc1d10b,1,1
Cyfip2,1,1
Cse1l,1,1
Polr2k,1,1
Sars,1,1
Slc24a5,1,1
Pcgf2,1,1
Zfp341,1,1
Tnks2,1,1
Lrrc28,1,1
Arf5,1,1
Scn2b,1,1
B830012L14Rik,1,1
Clasrp,1,1
Nck2,1,1
Iqce,1,1
Tubgcp6,1,0
Ngef,1,1
Osbp2,1,0
Atg2a,1,1
8030462N17Rik,1,1
Rnft2,1,1
Rasal2,1,1
Got1,1,1
Hgs,1,1
Ttll4,1,1
Orai2,1,1
Psd3,1,1
Asb3,1,1
Brox,1,1
Dlgap4,1,1
Cdk18,1,1
Fhl2,1,1
Crhr1,1,1
Prkd2,1,1
Rnf126,1,1
Cdk4,1,1
Fgf14,1,2
Sec61a1,1,1
Asap2,1,1
Intu,1,1
Numb,1,1
Drp2,1,1
Hivep2,1,1
Agpat4,1,1
Spaca6,1,1
Dscaml1,1,1
Ikbkb,1,1
Ranbp2,1,1
Slc25a3,1,1
Dhcr7,1,1
Zfp282,1,1
Chga,1,1
Ilf3,1,1
Ube2h,1,1
Nat8l,1,1
Syncrip,1,1
Mtor,1,0
Atraid,1,1
Maz,1,1
Chd4,1,1
Phf3,1,1
Iffo1,1,1
Atat1,1,1
Gabra4,1,1
Flna,1,1
Kidins220,1,1
Neurod2,1,1
Stx8,1,1
Eef1a2,1,1
Arhgap6,1,1
Trpc6,1,1
Gna11,1,1
Exoc2,1,1
Ppp1r1a,1,1
Wdr73,1,1
Enc1,1,1
Prr12,1,1
Cep83,1,1
Dync1h1,1,1
Vwc2,1,1
Kcnd1,1,1
Cnksr2,1,1
Gdpd1,1,1
Flot2,1,1
Safb2,1,1
Rragb,1,1
Dvl1,1,1
Hras,1,1
Clcn3,1,1
Gm28750,1,1
Cipc,1,1
Rimklb,1,1
Usp19,1,1
Abhd17a,1,1
Pop5,1,1
Grasp,1,1
Echdc2,1,1
Cygb,1,1
Prrc2b,1,1
Kcnc1,1,1
Ccnl1,1,1
Dip2c,1,1
Chfr,1,1
Tex10,1,1
Pde10a,1,1
Scfd1,1,1
Pcbp2,1,1
Syt17,1,1
Cops2,1,1
Cog3,1,1
Fibp,1,1
Oprk1,1,1
Fbxl19,1,1
Ggt7,1,1
Nvl,1,1
Supt3,1,1
Rnf32,1,1
Tmem208,1,1
Fmnl1,1,0
Fus,1,1
Usp4,1,1
Rpl13,1,1
Slc25a28,1,1
Cnot2,1,1
Pianp,1,1
Dnm2,1,1
Cib2,1,1
Tmem25,1,1
Cdk12,1,1
Meis2,1,1
Twf2,1,1
Camsap1,1,1
Lrrcc1,1,1
Haghl,1,1
Cux1,1,1
Supt16,1,1
Foxg1,1,1
Hspa12a,1,1
Ypel3,1,1
Wdr95,1,1
Akt2,1,1
Zfp738,1,1
Dhx30,1,1
Got2,1,1
Parp8,1,1
Gapvd1,1,1
Daam1,1,1
Itgbl1,1,2
Stac,1,1
Fkbp8,1,1
Amdhd2,1,1
Tfe3,1,1
Megf11,1,1
Npy,1,1
Kcnk9,1,1
Ints1,1,1
Ptpn4,1,1
Fip1l1,1,1
Birc2,1,1
Terf2,1,1
Msl1,1,1
Tbc1d8b,1,1
Sh3rf1,1,1
Brwd3,1,1
D430041D05Rik,1,2
Fam124a,1,1
Fau,1,1
Gm10558,1,1
Pdpk1,1,1
Dmwd,1,1
Atcay,1,1
Tnik,1,1
Sugp2,1,1
Gtpbp2,1,1
Ulk2,1,1
Sec16a,1,1
Gm14322,1,1
Shisa4,1,1
Megf8,1,1
Nalcn,1,1
Pggt1b,1,1
Ptpra,1,1
Agfg2,1,1
Kri1,1,1
B130034C11Rik,1,1
