gene_name,gene_length,gene_type,gene_chr
Sept3,23122.0,protein_coding,chr15
Odf2,42525.0,protein_coding,chr2
Ptbp2,65724.0,,
Myrip,173328.0,protein_coding,chr9
Ttc3,98725.0,protein_coding,chr16
Camkk2,48239.0,protein_coding,chr5
Nfat5,86047.0,,
Pitpnm1,13967.0,protein_coding,chr19
Stxbp5l,270020.0,protein_coding,chr16
Slc4a10,280268.0,protein_coding,chr2
Apc,101628.0,,
Hnrnph1,9538.0,,
Tnrc6b,229772.0,protein_coding,chr15
Prkce,490134.0,protein_coding,chr17
Hivep3,404261.0,protein_coding,chr4
Rplp1,1258.0,,
Rundc3a,9152.0,protein_coding,chr11
Csnk1a1,34787.0,,
Mbtd1,61133.0,protein_coding,chr11
Gm26549,13900.0,,
Tek,135687.0,,
Tmem259,9382.0,,
Exoc4,724894.0,protein_coding,chr6
Mast1,25456.0,,
Scn8a,176080.0,,
Ralgps1,238069.0,protein_coding,chr2
Pdzd4,31610.0,,
Stxbp5,145532.0,protein_coding,chr10
Cacna1g,65807.0,protein_coding,chr11
5330438D12Rik,74463.0,,
Rimbp2,195695.0,,
Nup98,90778.0,protein_coding,chr7
Mmel1,25943.0,protein_coding,chr4
Cdk13,94782.0,protein_coding,chr13
Khdrbs2,485854.0,protein_coding,chr1
Gm20721,16393.0,,
Ptms,6422.0,,
Agap2,17885.0,,
9330159F19Rik,19173.0,,
1600010M07Rik,152826.0,,
Cpne7,17808.0,protein_coding,chr8
Cacng8,24965.0,protein_coding,chr7
Ppp6r2,75457.0,,
Sulf2,82574.0,protein_coding,chr2
Hnrnpa2b1,8962.0,,
Eif4g3,215486.0,,
Prkag1,18724.0,protein_coding,chr15
Dnmt3a,108436.0,protein_coding,chr12
Wwc1,142127.0,protein_coding,chr11
Cyfip2,119009.0,protein_coding,chr11
Plekha6,139225.0,,
Itch,93346.0,,
Nfasc,177107.0,protein_coding,chr1
Sept11,83010.0,,
Sirpa,39393.0,,
Calm1,10379.0,,
Dzip3,69933.0,,
Tcf4,345723.0,protein_coding,chr18
Wdr7,281091.0,protein_coding,chr18
Pigk,266308.0,protein_coding,chr3
Atp6v0a1,54267.0,protein_coding,chr11
Zfr,67852.0,protein_coding,chr15
Nsd1,108543.0,,
Zranb2,14250.0,,
Arid4b,136371.0,,
Armc9,123504.0,,
Gucy1a2,361958.0,protein_coding,chr9
Ppp1r12c,20160.0,protein_coding,chr7
Pabpc4,36574.0,protein_coding,chr4
Mafg,8483.0,protein_coding,chr11
Rims2,486111.0,,
Trank1,84036.0,protein_coding,chr9
Ankhd1,98926.0,,
Ablim2,127093.0,protein_coding,chr5
Slc6a7,18842.0,protein_coding,chr18
Zfc3h1,47813.0,,
Sacm1l,62841.0,,
Gdi1,6864.0,,
Echdc2,13871.0,,
Dlg1,211686.0,,
Gramd1a,25769.0,protein_coding,chr7
Rbfox2,228014.0,protein_coding,chr15
Igsf9b,58342.0,protein_coding,chr9
Magi3,207115.0,protein_coding,chr3
Slc20a1,12852.0,,
Syt17,67505.0,protein_coding,chr7
Mef2c,163046.0,protein_coding,chr13
Mbd5,375897.0,,
Trim46,12132.0,,
Trrap,92046.0,,
Mgat5b,68085.0,,
Slc24a5,20553.0,,
Socs7,36107.0,,
Chd3,26133.0,protein_coding,chr11
Hax1,3334.0,,
Brip1os,103073.0,,
Gabrg2,90654.0,protein_coding,chr11
Add1,58644.0,,
Aff4,70997.0,protein_coding,chr11
Ankrd13d,12957.0,,
Gpr158,463005.0,protein_coding,chr2
Nfix,100468.0,protein_coding,chr8
Lcor,103899.0,,
Gatad2b,70229.0,,
Atad2b,130041.0,,
Actn1,92824.0,,
Shank2,422566.0,protein_coding,chr7
Gripap1,30802.0,,
Cacna1d,451516.0,protein_coding,chr14
Ambra1,188715.0,protein_coding,chr2
Spock2,28979.0,protein_coding,chr10
Klc1,48995.0,protein_coding,chr12
Fbxl20,67847.0,,
Akap9,153256.0,,
Rps6ka3,157937.0,,
Pclo,348541.0,protein_coding,chr5
Nipbl,153846.0,,
Csnk1g3,93426.0,,
Csde1,37760.0,,
Ddx5,8830.0,,
Spred2,99651.0,,
Timm44,16182.0,,
Mbnl2,156028.0,protein_coding,chr14
Vgf,6959.0,protein_coding,chr5
Etnk1,65086.0,,
Pld3,21218.0,protein_coding,chr7
Kdm2a,83866.0,protein_coding,chr19
Pde4dip,198883.0,protein_coding,chr3
Magi1,608462.0,protein_coding,chr6
Clstn1,62431.0,protein_coding,chr4
Setd2,86036.0,,
Tmem108,278890.0,protein_coding,chr9
Sbno1,57299.0,,
Upp2,225673.0,,
Pip4k2b,29547.0,,
Dmwd,6549.0,protein_coding,chr7
Dmxl1,132803.0,,
Mark3,81698.0,protein_coding,chr12
Mirg,19696.0,,
Son,31715.0,,
Cpeb3,187310.0,protein_coding,chr19
Focad,316382.0,,
Dst,400436.0,protein_coding,chr1
Hdac7,51838.0,protein_coding,chr15
Kif21a,116672.0,,
Wdfy3,236965.0,protein_coding,chr5
Ubn2,90875.0,,
Trim33,79482.0,,
Fam171a2,10701.0,protein_coding,chr11
Zbtb16,181925.0,protein_coding,chr9
Kcna2,13859.0,,
Rnf130,100373.0,,
Shkbp1,13886.0,protein_coding,chr7
Pitpna,40707.0,,
Adcy1,115017.0,protein_coding,chr11
Slc44a2,34330.0,,
Clip1,106823.0,protein_coding,chr5
4930402H24Rik,200206.0,protein_coding,chr2
Nav2,701374.0,protein_coding,chr7
Nwd2,161444.0,protein_coding,chr5
Sptan1,65891.0,,
Dlgap4,150658.0,protein_coding,chr2
Pafah1b1,50721.0,protein_coding,chr11
Chrm3,485361.0,protein_coding,chr13
Sgms1,266987.0,,
Dtnb,209415.0,protein_coding,chr12
Tia1,29186.0,,
Coro1a,8014.0,,
Rrp1,12659.0,protein_coding,chr10
Abcf1,12942.0,protein_coding,chr17
Banp,79508.0,,
Vwa8,353258.0,,
Pgm2l1,51474.0,protein_coding,chr7
Itsn2,121324.0,protein_coding,chr12
Ubap2l,52488.0,,
Rpl32,3242.0,,
Arf3,26580.0,protein_coding,chr15
Atp1b1,21246.0,protein_coding,chr1
Ttc13,50651.0,protein_coding,chr8
Hrk,24830.0,protein_coding,chr5
Pcmtd1,84708.0,protein_coding,chr1
Klhl2,110342.0,,
Edc4,14027.0,,
Itsn1,191316.0,protein_coding,chr16
Gm15810,5566.0,,
Gnb1,67908.0,protein_coding,chr4
Sfswap,70163.0,protein_coding,chr5
Mapk8,69260.0,,
Otud4,38106.0,,
Osbpl10,253656.0,,
Atcay,26325.0,protein_coding,chr10
Dlgap3,67818.0,,
Garnl3,145430.0,protein_coding,chr2
Rps6kl1,16015.0,,
Cacna2d1,439820.0,protein_coding,chr5
Fnbp1l,80996.0,,
Ash1l,128753.0,,
Atf2,76130.0,,
Ssbp2,243146.0,protein_coding,chr13
Kcng1,21619.0,,
Evi5,130312.0,,
Rpl41,1191.0,,
Cspp1,98781.0,protein_coding,chr1
Helz,145896.0,,
Sybu,116207.0,protein_coding,chr15
Dmd,2257271.0,protein_coding,chrX
Gpr162,5539.0,protein_coding,chr6
Fth1,4500.0,,
Psmd13,16675.0,,
Memo1,96485.0,,
Atp1a1,28465.0,,
Celsr3,26649.0,protein_coding,chr9
Rps16,2503.0,protein_coding,chr7
Zswim8,16067.0,,
Ppip5k1,44835.0,protein_coding,chr2
Fbxl5,77023.0,,
Cntn1,290802.0,protein_coding,chr15
Lrrc4b,34333.0,protein_coding,chr7
Dync2h1,255943.0,,
Strn4,25042.0,protein_coding,chr7
Cltb,18943.0,protein_coding,chr13
Mical3,199292.0,,
Rap1gap,65135.0,protein_coding,chr4
Fscn1,12842.0,protein_coding,chr5
Sptbn2,41193.0,protein_coding,chr19
Ptpn9,67884.0,,
Ascc3,258816.0,protein_coding,chr10
Pcdh1,26139.0,protein_coding,chr18
Ints10,37738.0,,
Efhd2,16778.0,protein_coding,chr4
Megf8,48753.0,protein_coding,chr7
Rbm39,32999.0,,
Abi1,100168.0,protein_coding,chr2
Clstn3,34035.0,protein_coding,chr6
Ehbp1,336464.0,protein_coding,chr11
Rasgrf1,117069.0,,
Astn1,329508.0,protein_coding,chr1
Bicd1,154443.0,,
Cntnap5c,640785.0,protein_coding,chr17
Col6a1,17376.0,,
Ptpro,210914.0,protein_coding,chr6
Clk1,13877.0,,
Nrbp2,6109.0,,
Prrt1,3593.0,protein_coding,chr17
Ino80,104645.0,,
Acap2,108833.0,protein_coding,chr16
Gm27032,1115.0,lincRNA,chr2
Dgkb,816513.0,protein_coding,chr12
Dexi,40523.0,,
Rsf1os1,46763.0,,
Stag1,361577.0,protein_coding,chr9
Ewsr1,29577.0,protein_coding,chr11
Nsf,132274.0,protein_coding,chr11
Tmem91,6027.0,protein_coding,chr7
Fbxo41,33420.0,protein_coding,chr6
Izumo4,3189.0,,
Comt,19966.0,,
Sbf1,27075.0,,
Taok2,19025.0,,
Slmap,121763.0,,
Grm8,860059.0,protein_coding,chr6
Supt5,23855.0,protein_coding,chr7
Ndst3,164687.0,protein_coding,chr3
Ncor2,162066.0,protein_coding,chr5
Arhgef2,42086.0,,
Ttc7b,220056.0,protein_coding,chr12
A830018L16Rik,561796.0,protein_coding,chr1
Gphn,458393.0,protein_coding,chr12
Rps29,1464.0,,
Nedd4,87506.0,,
Gramd1b,238150.0,protein_coding,chr9
Vps54,81855.0,,
Kdm5b,75114.0,protein_coding,chr1
Phlpp1,222498.0,protein_coding,chr1
Sod2,33217.0,protein_coding,chr17
Jazf1,299834.0,protein_coding,chr6
Csnk1e,37710.0,protein_coding,chr15
Speg,57023.0,,
Nbeal1,157729.0,,
Lrba,558012.0,,
2010300C02Rik,108408.0,protein_coding,chr1
Lrch3,101547.0,protein_coding,chr16
Flot1,9561.0,protein_coding,chr17
Tnk2,39619.0,protein_coding,chr16
Grid1,763271.0,protein_coding,chr14
Arhgap23,86869.0,,
Gm26954,26679.0,,
Kcnj6,249065.0,protein_coding,chr16
Scube1,120022.0,protein_coding,chr15
Dennd5b,113609.0,,
Lrp1,82987.0,,
Fam120b,37381.0,protein_coding,chr17
Pcsk1n,4588.0,,
Srgap3,229295.0,,
Nek9,39848.0,,
Flrt1,13728.0,protein_coding,chr19
Chm,144924.0,,
Ranbp2,47436.0,,
Med24,24844.0,protein_coding,chr11
Ckmt1,6023.0,,
Tmem208,8865.0,,
Ddx17,19005.0,,
Srcap,49236.0,protein_coding,chr7
Atp6ap1,7624.0,protein_coding,chrX
Itpka,8926.0,protein_coding,chr2
Ptpn5,55889.0,protein_coding,chr7
Sept7,56132.0,,
Zfp523,28757.0,protein_coding,chr17
Flna,26359.0,protein_coding,chrX
Cpne6,6986.0,,
Gm20642,30359.0,,
Soga3,55791.0,protein_coding,chr10
Asxl2,79995.0,protein_coding,chr12
Ssbp4,11382.0,,
Ube2b,15265.0,,
Dmxl2,136468.0,protein_coding,chr9
Abi2,71539.0,,
Smyd3,566081.0,protein_coding,chr1
Ckap5,93902.0,protein_coding,chr2
Lrp1b,2058378.0,protein_coding,chr2
Atp2b3,67919.0,,
Aak1,153706.0,,
Exoc6b,451026.0,,
Lsm7,2388.0,protein_coding,chr10
Snx32,18303.0,,
Mctp1,647275.0,protein_coding,chr13
Usp7,102713.0,protein_coding,chr16
Klc2,10814.0,,
Pcsk2os2,48382.0,,
Map6,69690.0,protein_coding,chr7
Abca3,58251.0,protein_coding,chr17
Ccnl1,12098.0,,
Mas1,27064.0,protein_coding,chr17
Cog3,52167.0,,
Rictor,92022.0,,
Sars,20344.0,,
Far1,57677.0,,
Cep170,80414.0,,
Tcerg1,64306.0,,
Tanc2,339318.0,protein_coding,chr11
Ppm1e,132117.0,protein_coding,chr11
Iqsec2,80968.0,,
Gm10558,6520.0,,
Palm,27324.0,protein_coding,chr10
Cobl,228352.0,protein_coding,chr11
Tsc22d1,92804.0,protein_coding,chr14
Agfg1,61699.0,,
Myo9b,87999.0,,
Khdrbs1,39139.0,protein_coding,chr4
Tecpr1,29173.0,,
Sept4,21636.0,,
Gng3,2261.0,,
Smg7,65651.0,,
Xrn1,103043.0,,
Nop56,4883.0,,
Ylpm1,74194.0,,
Ldb1,13644.0,,
Arl15,362956.0,protein_coding,chr13
Rexo4,10823.0,,
Nin,102282.0,protein_coding,chr12
Eno2,9620.0,,
Fmn2,320904.0,protein_coding,chr1
Wac,60196.0,,
Dok3,6065.0,,
Nemf,46643.0,,
Tom1l2,126191.0,protein_coding,chr11
Hnrnpc,30651.0,,
Rapgef4,276234.0,protein_coding,chr2
Dok6,477104.0,protein_coding,chr18
Nebl,387555.0,protein_coding,chr2
Prrc2c,69831.0,,
Gfod1,108927.0,protein_coding,chr13
Iqsec1,332597.0,,
Gprasp1,60741.0,,
Map4k2,14480.0,protein_coding,chr19
Cdipt,4587.0,,
Bsn,94362.0,protein_coding,chr9
Ndrg3,64711.0,protein_coding,chr2
Ptprn2,791129.0,protein_coding,chr12
Ctxn1,1614.0,,
4930555F03Rik,178108.0,,
Rpl13a,3203.0,protein_coding,chr7
Ndfip1,54907.0,protein_coding,chr18
Radil,66259.0,,
Mon2,84445.0,,
Tcf12,269183.0,,
Gm15283,106775.0,,
Cpeb4,63423.0,protein_coding,chr11
Rab11fip4,106811.0,protein_coding,chr11
Ankrd12,111391.0,,
Las1l,21627.0,,
Slc8a2,31237.0,protein_coding,chr7
Acin1,44770.0,,
Dtx3,5350.0,,
Dag1,59324.0,protein_coding,chr9
Fryl,236632.0,,
Ttc8,62664.0,,
Fam193a,116523.0,,
Ptgis,48799.0,protein_coding,chr2
Sntg1,938403.0,protein_coding,chr1
Ap3b2,33526.0,protein_coding,chr7
Gm15594,3201.0,antisense,chr6
Fut8,238213.0,,
Srsf10,14161.0,,
Gm21954,10225.0,,
Cdkl5,222781.0,protein_coding,chrX
A930015D03Rik,43982.0,antisense,chr17
Gtdc1,363245.0,protein_coding,chr2
Nup93,102663.0,protein_coding,chr8
Rps19,5435.0,protein_coding,chr7
Sec14l1,44100.0,protein_coding,chr11
Bsdc1,26917.0,,
Rexo1,20638.0,,
Agap3,49870.0,protein_coding,chr5
Atp6v1b2,25065.0,,
Dnajc7,37350.0,,
Rev3l,143093.0,protein_coding,chr10
Ip6k1,46281.0,,
Kif1a,86487.0,protein_coding,chr1
Arhgap20os,43072.0,,
Tmsb10,1401.0,,
A230004M16Rik,262775.0,processed_transcript,chr11
9630028H03Rik,258137.0,,
Rit2,343801.0,protein_coding,chr18
Iqgap2,265309.0,protein_coding,chr13
Cdc42bpa,205131.0,,
Cpeb2,56554.0,,
Rab6a,33858.0,,
Galnt16,112695.0,protein_coding,chr12
Chchd3,269284.0,,
Smarcd2,9793.0,protein_coding,chr11
Cntfr,39591.0,protein_coding,chr4
Zfpm2,449557.0,,
Irf2bp2,5690.0,,
Abl2,90782.0,,
Usp15,91989.0,,
Cit,163669.0,protein_coding,chr5
Arhgef10l,151527.0,protein_coding,chr4
Rab11fip3,80519.0,protein_coding,chr17
Faim2,31153.0,protein_coding,chr15
R3hdm2,119057.0,protein_coding,chr10
Cdh2,220369.0,protein_coding,chr18
Tnfrsf25,4185.0,,
Ncln,10143.0,,
Bsg,7478.0,,
Rtn4r,24766.0,,
Ppp1r16a,23304.0,,
Kdm5c,41515.0,protein_coding,chrX
Insr,157556.0,protein_coding,chr8
Lonp2,99830.0,,
Plekhg5,42902.0,protein_coding,chr4
Lrrfip1,130207.0,protein_coding,chr1
Sbf2,306909.0,,
Acer3,114819.0,,
Rnf25,7649.0,,
Xrn2,65004.0,,
Srsf1,6382.0,,
Sh3glb2,14528.0,protein_coding,chr2
Cab39l,144792.0,,
Gnb5,39588.0,protein_coding,chr9
Qrich1,43357.0,,
Bptf,99046.0,,
Baz2b,310476.0,,
Dync1i2,51597.0,,
Icam5,6963.0,,
Bex2,1672.0,,
Camta2,18642.0,,
Mgat3,41798.0,,
Gnao1,159422.0,,
Robo2,519986.0,protein_coding,chr16
Ptprk,522577.0,protein_coding,chr10
Larp4b,80570.0,,
Zbtb20,766721.0,,
Ubc,4237.0,protein_coding,chr5
Safb2,23620.0,,
Sympk,30241.0,protein_coding,chr7
Bin1,58507.0,,
Rnf165,109051.0,protein_coding,chr18
Rbm6,99678.0,protein_coding,chr9
Ddn,5713.0,protein_coding,chr15
A330023F24Rik,61529.0,,
Zcchc7,176338.0,protein_coding,chr4
B4galnt4,11296.0,,
Kif5b,41172.0,,
Ankrd13b,19193.0,,
Ncoa6,83238.0,,
Phf3,71582.0,,
Ccbe1,257439.0,protein_coding,chr18
Mta1,38928.0,protein_coding,chr12
Hcn1,385098.0,protein_coding,chr13
Ndufs5,5492.0,,
Gigyf2,123798.0,protein_coding,chr1
Ddx42,32213.0,,
Gm16153,14336.0,,
Atg16l1,36558.0,,
Caprin1,34708.0,,
Slc45a1,23602.0,,
Rps8,2416.0,protein_coding,chr4
Cox6a1,3339.0,protein_coding,chr5
Gabrb3,409110.0,protein_coding,chr7
Mpped1,79027.0,protein_coding,chr15
Syngap1,31181.0,protein_coding,chr17
Xpo6,98786.0,,
Gm28376,193446.0,antisense,chr1
Tdrd3,128865.0,protein_coding,chr14
Rufy2,36987.0,,
Ywhah,9150.0,,
Zfand3,206095.0,protein_coding,chr17
Ahdc1,66850.0,protein_coding,chr4
Grip1,633431.0,protein_coding,chr10
Ube2d2a,37936.0,,
Mbd6,7062.0,protein_coding,chr10
R3hdm4,11156.0,protein_coding,chr10
Prrc2a,15821.0,protein_coding,chr17
Nxf1,13849.0,protein_coding,chr19
Haghl,5830.0,,
Mtf2,43330.0,protein_coding,chr5
Peg3,26539.0,protein_coding,chr7
Pspc1,57606.0,,
4930480K15Rik,5933.0,,
Cep70,57037.0,protein_coding,chr9
Gas7,233553.0,protein_coding,chr11
Zdhhc1,24479.0,,
Adamts2,205489.0,,
Immp2l,931498.0,protein_coding,chr12
Chd9,226164.0,,
Ptprd,2270723.0,protein_coding,chr4
Rogdi,4823.0,protein_coding,chr16
Rab14,20915.0,,
Rab3gap1,75095.0,,
Crk,27649.0,,
Slc43a2,45881.0,protein_coding,chr11
Adam22,295808.0,protein_coding,chr5
Cabp1,25692.0,protein_coding,chr5
Cul9,45816.0,protein_coding,chr17
Prpf39,27053.0,,
Pak7,306863.0,protein_coding,chr2
Aagab,41928.0,,
Snapc4,17888.0,,
Spg7,34818.0,,
2610020C07Rik,42835.0,,
Chpf,4738.0,,
Nkain3,659992.0,protein_coding,chr4
Ube2v2,43696.0,,
Iqce,40551.0,protein_coding,chr5
Cntn5,1243884.0,protein_coding,chr9
Jarid2,192169.0,protein_coding,chr13
Dync1h1,65493.0,,
Srsf5,5003.0,,
Fbrsl1,86848.0,protein_coding,chr5
Fcho2,92046.0,protein_coding,chr13
Mpp2,31500.0,,
Appl1,52244.0,protein_coding,chr14
Nalcn,350510.0,protein_coding,chr14
Wwp2,122230.0,protein_coding,chr8
Fam131a,9807.0,,
Usp32,155719.0,,
Cmss1,304864.0,protein_coding,chr16
Capn15,27432.0,,
Taf1,69055.0,,
Lmo7,204753.0,protein_coding,chr14
Sorbs2os,95972.0,antisense,chr8
Fer,276434.0,protein_coding,chr17
Fnip1,80036.0,protein_coding,chr11
Chd2,115192.0,,
Tspyl2,5573.0,,
