chr,start,end,log2(old/young),gene_chr,gene_start,gene_end,gene_id,gene_strand,gene_name,gene_type,2mo,9mo,18mo
chr2,167688692,167689193,0.3994379611774997,chr2,167686915,167692418,ENSMUSG00000056501.3,+,Cebpb,protein_coding,16.5933708950677,19.6371336368337,21.9965193561544
chr2,167688692,167689193,0.3994379611774997,chr2,167689177,167731172,ENSMUSG00000006462.6,+,A530013C23Rik,lincRNA,16.5933708950677,19.6371336368337,21.9965193561544
chr2,167688692,167689193,0.3994379611774997,chr2,167640608,167691822,ENSMUSG00000090213.1,-,Tmem189,protein_coding,16.5933708950677,19.6371336368337,21.9965193561544
chr18,65934752,65935253,0.3868439992117981,chr18,65932639,65941089,ENSMUSG00000024518.3,-,Rax,protein_coding,11.9301839245565,14.6516529241564,15.6762256543591
chr7,119512992,119513493,0.6759314569338554,chr7,119510000,119516302,ENSMUSG00000098014.1,-,Gm26967,sense_intronic,4.88214371912654,6.49854145298766,7.83811282717955
chr7,119512992,119513493,0.6759314569338554,chr7,119484587,119525482,ENSMUSG00000030968.2,-,Pdilt,protein_coding,4.88214371912654,6.49854145298766,7.83811282717955
chr13,23425414,23425915,0.7440573335900329,chr13,23419539,23425866,ENSMUSG00000036376.2,-,Abt1,protein_coding,3.9309169636990973,5.439012328783671,5.420504858631812
chr5,92712599,92713100,0.3413410912518905,chr5,92681435,92967318,ENSMUSG00000029381.11,+,Shroom3,protein_coding,13.3741149154254,15.4353966169791,17.0280333129044
chr8,48458349,48458850,0.5916636376423029,chr8,48225682,48846026,ENSMUSG00000031561.11,-,Tenm3,protein_coding,6.17813096093104,7.95717554796311,9.35593195256379
chr5,104859860,104860361,0.91060220804874,chr5,104811169,104862070,ENSMUSG00000072774.6,-,Zfp951,protein_coding,2.07121248690217,3.18940141662543,3.91312743263124
chr2,146834833,146835334,0.4073640027409608,chr2,146826327,146841732,ENSMUSG00000087618.1,-,Gm14114,lincRNA,13.184746916623,14.7496208857593,17.5734995610894
chr4,111719726,111720227,0.5055600242580351,chr4,111717984,111831184,ENSMUSG00000034401.12,+,Spata6,protein_coding,8.8352006941284,11.1465769645885,12.6050135178394
chr14,35112887,35113388,0.5232486374551631,chr14,34817825,35585379,ENSMUSG00000041078.6,+,Grid1,protein_coding,7.33209220363368,9.20898839066593,10.5891599919385
chr4,147406936,147407437,0.9122101890699502,chr4,147016235,147494201,ENSMUSG00000097168.1,-,C230088H06Rik,lincRNA,2.63931648330962,3.88606247691222,4.9922019670841
chr4,147406936,147407437,0.9122101890699502,chr4,147134278,147459019,ENSMUSG00000097122.1,+,Gm26624,lincRNA,2.63931648330962,3.88606247691222,4.9922019670841
chr10,78069033,78069534,0.3795827236020104,chr10,78067360,78081525,ENSMUSG00000000732.8,+,Icosl,protein_coding,15.173110904049,17.6451184175762,19.8383702872487
chr9,32695715,32696216,0.2928667670575321,chr9,32634221,32759820,ENSMUSG00000032035.11,+,Ets1,protein_coding,25.9256625860526,29.7387190109921,31.9216334807373
chr12,109067779,109068280,0.66715706638054,chr12,109030187,109070217,ENSMUSG00000040867.11,-,Begain,protein_coding,5.8999967126899,7.26051448767633,9.41522176214911
chr12,109067779,109068280,0.66715706638054,chr12,109030984,109070167,ENSMUSG00000102226.1,-,BEGAIN,protein_coding,5.8999967126899,7.26051448767633,9.41522176214911
chr5,92913329,92913830,0.686229814544006,chr5,92681435,92967318,ENSMUSG00000029381.11,+,Shroom3,protein_coding,4.10691847402887,5.49709117882541,6.64045867355605
chr18,15065863,15066364,0.5007547018083737,chr18,14966685,15153446,ENSMUSG00000036225.10,-,Kctd1,protein_coding,6.98886270580418,9.03482312559423,9.93697208649994
chr17,85616535,85617036,0.9639264810798748,chr17,85612662,85616735,ENSMUSG00000099317.1,+,Gm27610,misc_RNA,1.92326873783773,2.85195621554902,3.77083188962647
chr17,85616535,85617036,0.9639264810798748,chr17,85612960,85617282,ENSMUSG00000098828.1,+,Gm27283,misc_RNA,1.92326873783773,2.85195621554902,3.77083188962647
chr17,85616535,85617036,0.9639264810798748,chr17,85614702,85618973,ENSMUSG00000098323.1,+,Gm27275,misc_RNA,1.92326873783773,2.85195621554902,3.77083188962647
chr17,85616535,85617036,0.9639264810798748,chr17,85616067,85620265,ENSMUSG00000099332.1,+,Gm27502,misc_RNA,1.92326873783773,2.85195621554902,3.77083188962647
chr17,85616535,85617036,0.9639264810798748,chr17,85598651,85620398,ENSMUSG00000093460.5,-,Six3os1,processed_transcript,1.92326873783773,2.85195621554902,3.77083188962647
chr17,85616535,85617036,0.9639264810798748,chr17,85611608,85631302,ENSMUSG00000038805.10,+,Six3,protein_coding,1.92326873783773,2.85195621554902,3.77083188962647
chr14,121168379,121168880,0.2704444236332893,chr14,121033200,121285744,ENSMUSG00000025555.10,+,Farp1,protein_coding,24.9137273424518,26.4840056199648,30.202229002763
chr7,104502049,104502550,0.5992337504428683,chr7,104499055,104504149,ENSMUSG00000082154.1,-,Gm16464,processed_pseudogene,5.63961571433648,7.49999172714991,8.5851644279546
chr7,104502049,104502550,0.5992337504428683,chr7,104468014,104509849,ENSMUSG00000057596.9,-,Trim30d,protein_coding,5.63961571433648,7.49999172714991,8.5851644279546
chr7,89632682,89633183,0.3997043195227835,chr7,89630097,89635124,ENSMUSG00000092071.1,-,A230065N10Rik,protein_coding,10.5276771834256,11.8650086830093,13.9568211763848
chr7,89632682,89633183,0.3997043195227835,chr7,89630392,89856359,ENSMUSG00000030621.13,+,Me3,protein_coding,10.5276771834256,11.8650086830093,13.9568211763848
chr2,35461183,35461684,1.0148708282950154,chr2,35398179,35465231,ENSMUSG00000035778.13,-,Ggta1,protein_coding,1.72206523911009,3.17851608755845,3.49809876553399
chr14,98134394,98134895,0.3081408785193818,chr14,97784853,98171765,ENSMUSG00000055639.12,-,Dach1,protein_coding,16.8774228932714,18.6465686917385,21.000450555121
chr13,38344809,38345310,0.5181642778968064,chr13,38343716,38501728,ENSMUSG00000039004.5,+,Bmp6,protein_coding,7.5392134523239,8.94774049305838,10.8500351541139
chr10,17795985,17796486,0.4922879319831579,chr10,17788522,17801921,ENSMUSG00000093672.2,-,Gm20655,antisense,7.83510095045278,9.24164437786687,11.0753364305381
chr10,17795985,17796486,0.4922879319831579,chr10,17794226,17847665,ENSMUSG00000039891.6,+,Txlnb,protein_coding,7.83510095045278,9.24164437786687,11.0753364305381
chr5,124095676,124096177,0.3606745403990263,chr5,124059530,124097798,ENSMUSG00000029408.9,-,Abcb9,protein_coding,18.2029988848888,19.5609363333649,23.4906225577045
chr7,143340619,143341120,0.326248072155483,chr7,143104362,143429042,ENSMUSG00000009545.10,+,Kcnq1,protein_coding,20.8068088684229,24.4266784263054,26.2179537986293
chr12,41351279,41351780,0.5014274088831221,chr12,41022090,41957588,ENSMUSG00000056899.6,+,Immp2l,protein_coding,6.11895346130527,7.18431718420746,8.70374404712525
chr10,107123449,107123950,0.4806688487163248,chr10,106934164,107125668,ENSMUSG00000035948.8,-,Acss3,protein_coding,6.79949470700169,9.28518569413479,9.53380138131975
chr4,148859721,148860222,0.6351234211554708,chr4,148802429,148956889,ENSMUSG00000028977.12,+,Casz1,protein_coding,4.46790122174611,5.11610466148107,6.97248160723385
chr12,78350717,78351218,0.2687098729020808,chr12,78224655,78686767,ENSMUSG00000047454.7,+,Gphn,protein_coding,25.541008838485,24.9165182343195,30.9255646797039
chr3,90194700,90195201,0.4023887352054614,chr3,90102132,90214017,ENSMUSG00000027939.7,+,Nup210l,protein_coding,9.75836968829051,11.3207422296602,12.9607523753514
chr14,118506442,118506943,0.5403161208129627,chr14,118480692,118708219,ENSMUSG00000032849.9,-,Abcc4,protein_coding,6.14262446115558,7.05369323540369,8.97647717121773
chr6,71934062,71934563,0.4329710084431265,chr6,71907053,71981356,ENSMUSG00000049553.9,+,Polr1a,protein_coding,9.32637394102234,10.319291955498,12.6524453655077
chr8,10928171,10928672,0.3166899383491691,chr8,10922427,10930457,ENSMUSG00000038917.3,-,3930402G23Rik,lincRNA,14.220353160074,15.1741487193715,17.7988008375136
chr7,31126144,31126645,0.9080900724510008,chr7,31114524,31128945,ENSMUSG00000019194.10,-,Scn1b,protein_coding,1.71022973918493,2.43831371100374,3.22536564144151
chr13,67864879,67865380,0.5127677562472936,chr13,67861326,67865923,ENSMUSG00000064063.5,+,BC048507,protein_coding,4.61584497081055,6.13932559377728,6.61674274972192
chr2,147254099,147254600,0.5277371023731033,chr2,147182083,147333681,ENSMUSG00000086509.2,+,Nkx2-2os,antisense,5.29638621650698,7.45645041088199,7.67210136034065
chr2,97502477,97502978,0.6222347736871575,chr2,96316169,97633666,ENSMUSG00000050587.10,+,Lrrc4c,protein_coding,3.86429072556319,4.88751275107447,5.97641280620044
chr6,141568091,141568592,0.3206423083402503,chr6,141522386,141572177,ENSMUSG00000030235.13,+,Slco1c1,protein_coding,12.273413422386,13.3345281070517,15.4034925302666
chr15,73140062,73140563,0.4756669719639956,chr15,73093844,73186840,ENSMUSG00000036698.10,-,Ago2,protein_coding,7.07762895524284,8.8824285186565,9.88954023883169
chr1,110974970,110975471,0.6640361130707099,chr1,110886326,110979584,ENSMUSG00000047216.8,-,Cdh19,protein_coding,3.22517372960481,4.10376905825184,5.13449751008887
chr5,92703641,92704142,0.342936052810025,chr5,92681435,92967318,ENSMUSG00000029381.11,+,Shroom3,protein_coding,10.634196682752,14.3577490393479,13.5536504712046
chr12,20989711,20990212,0.5459346201824928,chr12,20988459,21202919,ENSMUSG00000090370.3,+,Gm21989,processed_transcript,4.19568472346754,5.2684992684188,6.15428223495641
chr17,26582307,26582808,0.4015114432656583,chr17,26578802,26582927,ENSMUSG00000094969.1,-,Gm22420,miRNA,12.2024004228351,15.1088367449696,16.1979759787099
chr17,26582307,26582808,0.4015114432656583,chr17,26559489,26658931,ENSMUSG00000001576.10,+,Ergic1,protein_coding,12.2024004228351,15.1088367449696,16.1979759787099
chr9,28211821,28212322,0.4357274331247506,chr9,27788775,28927410,ENSMUSG00000062257.8,+,Opcml,protein_coding,10.3028026848477,13.4542667267885,14.004253024053
chr9,43264005,43264506,0.6040193465427991,chr9,43257879,43282075,ENSMUSG00000095385.1,+,D630033O11Rik,protein_coding,4.37913497230744,5.59505914042823,6.6878905212243
chr12,70227464,70227965,0.4495586424856418,chr12,70225841,70236165,ENSMUSG00000085298.2,+,F730035M05Rik,lincRNA,10.1785299356335,12.1153712515499,13.9686791383018
chr12,70227464,70227965,0.4495586424856418,chr12,70188811,70233488,ENSMUSG00000021069.12,-,Pygl,protein_coding,10.1785299356335,12.1153712515499,13.9686791383018
chr15,74515956,74516457,0.4971403612149189,chr15,74514195,74591465,ENSMUSG00000034730.12,+,Bai1,protein_coding,10.0069151867188,11.8541233539423,14.1939804147261
chr6,115991489,115991990,0.6969007469763365,chr6,115952811,115997005,ENSMUSG00000030123.11,-,Plxnd1,protein_coding,3.22517372960481,4.44121425932825,5.25307712925952
chr14,118735040,118735541,0.2876214145433804,chr14,118725794,118737145,ENSMUSG00000098630.1,-,Gm27198,lincRNA,18.6172413822692,19.3323444229583,22.838434652266
chr4,134551938,134552439,0.592708202724186,chr4,134535892,134554166,ENSMUSG00000050989.9,-,Sepn1,protein_coding,7.69899270131349,11.0486090029857,11.6682345263913
chr9,48733771,48734272,0.6206918439170002,chr9,48652311,48837945,ENSMUSG00000066687.4,-,Zbtb16,protein_coding,12.605846725776049,10.414888180182604,9.260980576574207
chr17,27167562,27168063,0.590305112236209,chr17,27141969,27169764,ENSMUSG00000024210.2,-,Ip6k3,protein_coding,5.04784071807872,6.80333066686313,7.63652747458945
chr13,95081042,95081543,0.3278955385369985,chr13,95022454,95252336,ENSMUSG00000021684.12,-,Pde8b,protein_coding,12.8415174187935,13.4978080430564,16.1979759787099
chr7,89766641,89767142,0.5526101341166275,chr7,89630392,89856359,ENSMUSG00000030621.13,+,Me3,protein_coding,3.84653747567546,4.13642504545278,5.66810579635677
