2mo,9mo,18mo,gene_name,distance
0.47,0.44,0.27,Gm28342,7965
0.59,0.82,0.75,Gm28342,27717
0.5,0.42,0.26,C030007H22Rik,22824
0.39,0.26,0.17,Agap1,57430
0.82,0.67,0.6,Agap1,63153
0.58,0.43,0.37,Gm28499,4728
0.58,0.43,0.37,Agap1,118687
0.4,0.21,0.19,Gm28499,2808
0.4,0.21,0.19,Agap1,122988
0.32,0.13,0.08,Agap1,129879
0.51,0.37,0.27,Agap1,140470
0.42,0.28,0.18,Agap1,155267
0.68,0.43,0.37,Agap1,163863
0.54,0.39,0.3,Agap1,165175
0.53,0.31,0.38,Agap1,178437
0.44,0.25,0.18,Agap1,217979
0.44,0.25,0.18,4933400F21Rik,4270
0.35,0.2,0.15,Agap1,170886
0.35,0.23,0.11,Agap1,148547
0.36,0.23,0.11,Agap1,148322
0.63,0.45,0.38,Agap1,145609
0.48,0.58,0.73,Gbx2,463
0.37,0.57,0.53,Iqca,22809
0.74,0.65,0.52,Ackr3,5606
0.52,0.39,0.28,Ramp1,20732
0.48,0.34,0.24,Hdac4,78153
0.84,0.77,0.63,Hdac4,53743
0.66,0.45,0.35,Hdac4,36999
0.45,0.27,0.21,Kif1a,13143
0.49,0.28,0.23,E030010N08Rik,14371
0.49,0.34,0.28,E030010N08Rik,17868
0.78,0.65,0.56,E030010N08Rik,21523
0.48,0.3,0.21,E030010N08Rik,18571
0.44,0.55,0.65,E030010N08Rik,8981
0.81,0.75,0.56,Neu4,3862
0.73,0.79,0.93,Slco6b1,20365
0.61,0.6,0.4,Pam,124844
0.52,0.36,0.27,Pam,91776
0.92,0.62,0.79,1810006J02Rik,3845
0.67,0.34,0.31,Cdh20,715
0.55,0.51,0.32,Phlpp1,14411
0.31,0.33,0.13,Phlpp1,21861
0.68,0.52,0.43,Phlpp1,37434
0.47,0.31,0.26,Phlpp1,41775
0.64,0.51,0.43,Phlpp1,107326
0.58,0.4,0.38,Phlpp1,2276
0.44,0.31,0.19,Bcl2,64874
0.33,0.17,0.11,Bcl2,64502
0.48,0.6,0.71,Kdsr,3834
0.74,0.58,0.47,Gli2,5212
0.61,0.79,0.83,Gm29456,2194
0.57,0.72,0.81,Gm29456,2383
0.49,0.28,0.24,3110009E18Rik,23503
0.61,0.75,0.81,3110009E18Rik,20249
0.35,0.56,0.52,Steap3,35810
0.39,0.52,0.63,Celrr,3029
0.39,0.58,0.65,Celrr,2949
0.82,0.57,0.71,Nckap5,181449
0.32,0.2,0.12,Dars,8626
0.63,0.84,0.82,Il19,4950
0.45,0.52,0.66,Gm8532,2029
0.42,0.64,0.6,5430435G22Rik,13321
0.43,0.59,0.64,Slc45a3,3089
0.43,0.59,0.64,Gm29103,3102
0.44,0.65,0.68,Slc45a3,7022
0.44,0.65,0.68,Gm29103,16993
0.54,0.63,0.8,Cdk18,10612
0.69,0.63,0.45,Tmcc2,3296
0.46,0.25,0.27,Tmcc2,6261
0.34,0.17,0.13,Dstyk,15377
0.48,0.34,0.23,Cntn2,9706
0.53,0.31,0.26,Cntn2,890
0.57,0.43,0.32,Nfasc,87915
0.45,0.23,0.22,Nfasc,88659
0.56,0.41,0.34,Nfasc,75926
0.27,0.07,0.06,Nfasc,34131
0.37,0.22,0.16,Gm10538,3579
0.37,0.22,0.16,Nfasc,12550
0.4,0.22,0.17,Nfasc,8970
0.38,0.49,0.59,Pik3c2b,32439
0.33,0.26,0.47,Plekha6,38027
0.75,0.6,0.52,Zc3h11a,20582
0.75,0.6,0.52,Zbed6,20504
0.46,0.6,0.67,Atp2b4,39782
0.46,0.29,0.24,Btg2,3610
0.46,0.68,0.58,RP23-393C3.4,1615
0.53,0.33,0.24,Adora1,18961
0.48,0.27,0.25,Adora1,16126
0.34,0.16,0.12,Ppfia4,7734
0.71,0.57,0.48,Ppfia4,12234
0.74,0.43,0.47,Ppp1r12b,54448
0.42,0.56,0.63,Lgr6,61474
0.3,0.11,0.09,RP23-2M16.4,464
0.3,0.11,0.09,Nav1,46276
0.55,0.37,0.26,Nav1,52750
0.46,0.25,0.21,Nav1,75135
0.36,0.25,0.15,Nav1,76911
0.5,0.29,0.26,Nav1,70255
0.53,0.26,0.29,Nav1,35820
0.75,0.58,0.51,Gm4793,5225
0.75,0.58,0.51,Nav1,21297
0.58,0.42,0.37,Nav1,41502
0.46,0.24,0.21,Nav1,22646
0.41,0.27,0.19,Csrp1,9673
0.7,0.61,0.47,Csrp1,10371
0.27,0.13,0.06,Csrp1,13515
0.48,0.36,0.25,Csrp1,17753
0.82,0.66,0.57,Csrp1,10800
0.54,0.38,0.34,Csrp1,10261
0.63,0.46,0.38,Csrp1,9864
0.73,0.55,0.48,Csrp1,8901
0.44,0.27,0.19,Csrp1,5994
0.65,0.5,0.42,Csrp1,4066
0.68,0.49,0.34,Csrp1,3616
0.46,0.3,0.22,Tnni1,13368
0.34,0.44,0.55,Pkp1,3827
0.49,0.27,0.22,RP23-211F21.1,2402
0.49,0.27,0.22,Cacna1s,2402
0.45,0.28,0.22,Gm15850,3112
0.45,0.28,0.22,Kif21b,682
0.44,0.25,0.2,Gm15850,729
0.44,0.25,0.2,Kif21b,3065
0.31,0.13,0.1,Kif21b,4123
0.72,0.5,0.48,Kif21b,5839
0.46,0.28,0.23,Kif21b,7015
0.36,0.13,0.08,Kif21b,8673
0.54,0.35,0.32,Kif21b,10197
0.8,0.65,0.55,Kif21b,15124
0.47,0.25,0.17,Kif21b,1265
0.36,0.17,0.14,Kif21b,399
0.36,0.17,0.14,Mroh3,125
0.61,0.45,0.4,Gm19705,1005
0.19,0.33,0.39,Nr5a2,12909
0.42,0.27,0.21,Nek7,45028
0.65,0.51,0.42,Zbtb41,3321
0.7,0.61,0.47,Kcnt2,82100
0.62,0.45,0.37,Fam129a,13461
0.56,0.76,0.69,Colgalt2,30729
0.61,0.79,0.82,Gm15479,1535
0.61,0.79,0.82,Rgl1,80385
0.65,0.46,0.45,Glul,3709
0.41,0.57,0.61,Zfp648,2687
0.54,0.69,0.74,Cacna1e,231413
0.76,0.54,0.53,Gm29282,21705
0.45,0.23,0.11,Gm9530,3315
0.32,0.16,0.1,BC034090,11662
0.5,0.28,0.2,RP23-320I7.3,859
0.5,0.28,0.2,BC034090,16281
0.46,0.44,0.25,Xpr1,35262
0.5,0.34,0.23,Soat1,5893
0.62,0.84,0.73,Brinp2,41522
0.6,0.71,0.81,Brinp2,6663
0.7,0.48,0.46,Rabgap1l,90495
0.7,0.48,0.46,RP24-540L1.1,45345
0.58,0.42,0.38,Rabgap1l,286443
0.39,0.23,0.17,RP24-499I2.1,16337
0.39,0.23,0.17,Dnm3,3084
0.59,0.45,0.3,RP24-499I2.1,30194
0.59,0.45,0.3,Dnm3,18459
0.3,0.39,0.5,RP24-485J8.3,2142
0.3,0.39,0.5,Prrx1,6785
0.3,0.39,0.51,Prrx1,1111
0.26,0.46,0.39,Prrx1,643
0.74,0.92,0.94,Nme7,26231
0.63,0.81,0.84,Sft2d2,200
0.59,0.52,0.38,Mpzl1,2270
0.53,0.35,0.3,Mpzl1,15523
0.63,0.74,0.83,Cd247,12492
0.63,0.74,0.83,Pou2f1,3631
0.36,0.53,0.56,Ildr2,4605
0.57,0.45,0.35,Rxrg,21920
0.34,0.4,0.55,Lmx1a,47109
0.29,0.47,0.54,Gm20711,36304
0.47,0.66,0.68,RP23-167H24.1,5205
0.48,0.34,0.28,Nos1ap,94510
0.36,0.58,0.52,Nhlh1,2909
0.2,0.33,0.43,Slamf8,6399
0.71,0.76,0.92,Gm16340,15245
0.65,0.8,0.86,RP24-360E22.3,6483
0.41,0.53,0.62,Olfr429,4265
0.53,0.64,0.75,Pld5,81794
0.28,0.43,0.49,Sdccag8,25597
0.46,0.27,0.24,Zbtb18,5213
0.45,0.56,0.66,Kif26b,89162
0.34,0.56,0.53,Kif26b,192828
0.41,0.55,0.61,Kif26b,26269
0.41,0.55,0.61,Gm16564,4683
0.42,0.2,0.23,Cdc42bpa,7407
0.48,0.26,0.23,Cdc42bpa,10980
0.38,0.22,0.17,Cdc42bpa,11432
0.32,0.54,0.54,RP23-226J18.5,9554
0.51,0.38,0.31,Lefty1,1045
0.48,0.59,0.68,Ephx1,9797
0.5,0.37,0.24,Cnih3,15632
0.51,0.71,0.7,RP24-294P1.1,2402
0.8,0.6,0.57,Enah,24001
0.46,0.28,0.25,Degs1,4169
0.41,0.28,0.19,Gm5706,439
0.46,0.3,0.26,Gm10517,605
0.46,0.3,0.26,Trp53bp2,3244
0.45,0.16,0.07,Capn2,18564
0.45,0.16,0.07,RP23-67I3.4,1645
0.55,0.46,0.35,Capn2,26874
0.55,0.46,0.35,RP23-67I3.4,2339
0.52,0.42,0.32,Dusp10,25679
0.46,0.25,0.24,Dusp10,30107
0.44,0.22,0.19,Dusp10,31926
0.67,0.46,0.38,Dusp10,31122
0.58,0.35,0.34,Dusp10,30487
0.36,0.15,0.23,Dusp10,28817
0.59,0.38,0.33,Dusp10,1184
0.72,0.57,0.51,Dusp10,65
0.25,0.39,0.5,RP24-286C21.1,646
0.44,0.54,0.65,Tgfb2,14380
0.3,0.41,0.5,Esrrg,197173
0.54,0.74,0.64,Esrrg,224369
0.42,0.59,0.62,Esrrg,255692
0.57,0.76,0.78,Esrrg,256143
0.32,0.49,0.53,Esrrg,277422
0.47,0.58,0.69,Esrrg,251818
0.57,0.74,0.78,Ush2a,197218
0.53,0.75,0.7,Ush2a,228015
0.32,0.54,0.46,Kctd3,7752
0.34,0.16,0.14,Prox1,20936
0.57,0.65,0.8,Prox1,386
0.57,0.65,0.8,Prox1os,4032
0.48,0.28,0.25,Rps6kc1,65531
0.49,0.31,0.27,Rps6kc1,66170
0.38,0.17,0.14,Rps6kc1,99252
0.51,0.37,0.31,Lpgat1,8409
0.54,0.5,0.33,Lpgat1,19082
0.48,0.15,0.09,RP23-445K23.5,1080
0.48,0.15,0.09,RP23-445K23.6,1476
0.48,0.15,0.09,A330023F24Rik,22536
0.88,0.75,0.68,RP23-445K23.6,1493
0.88,0.75,0.68,A330023F24Rik,21155
0.44,0.31,0.23,Akap12,19329
0.61,0.75,1.0,Syne1,109638
0.46,0.68,0.64,Syne1,221645
0.51,0.69,0.77,Ust,11424
0.49,0.32,0.22,Ust,30418
0.42,0.32,0.21,Sash1,51731
0.65,0.51,0.44,Sash1,80310
0.56,0.35,0.42,Sash1,41782
0.63,0.77,0.85,Stxbp5,7115
0.34,0.53,0.59,Stxbp5,48192
0.51,0.65,0.73,Utrn,137380
0.53,0.35,0.3,Plagl1,19078
0.51,0.61,0.73,Phactr2,130294
0.48,0.32,0.23,Nhsl1,72490
0.7,0.47,0.52,Nhsl1,9042
0.2,0.26,0.42,Hebp2,2514
0.45,0.33,0.25,Map3k5,4982
0.6,0.5,0.36,Map7,40048
0.28,0.42,0.49,Hbs1l,10448
0.31,0.13,0.07,Sgk1,5660
0.33,0.12,0.07,Sgk1,5297
0.31,0.13,0.09,Sgk1,3776
0.32,0.17,0.1,Sgk1,2199
0.64,0.75,0.85,Akap7,31467
0.4,0.27,0.17,Epb4.1l2,80666
0.46,0.61,0.67,L3mbtl3,29405
0.54,0.39,0.33,Ptprk,13454
0.3,0.12,0.1,Ptprk,83257
0.34,0.3,0.14,Ptprk,83365
0.56,0.38,0.27,Ptprk,219239
0.6,0.8,0.74,Ptprk,106258
0.37,0.32,0.16,9330159F19Rik,3484
0.58,0.37,0.3,Ncoa7,32721
0.52,0.65,0.73,Hey2,602
0.35,0.18,0.15,Gm26564,2500
0.35,0.18,0.15,Tspyl4,2965
0.35,0.18,0.15,Nt5dc1,12119
0.65,0.48,0.42,Gm26564,2255
0.65,0.48,0.42,Tspyl4,3210
0.65,0.48,0.42,Nt5dc1,12364
0.33,0.13,0.16,Fyn,60959
0.54,0.37,0.31,Gm16365,13636
0.72,0.52,0.45,E130307A14Rik,47012
0.46,0.33,0.26,Cdk19,7927
0.32,0.16,0.12,Cdk19,9834
0.59,0.51,0.37,Cdk19,13621
0.55,0.38,0.34,Cdk19,36508
0.61,0.43,0.39,Cdk19,37234
0.46,0.31,0.24,Cdk19,62409
0.74,0.5,0.47,Cdk19,62241
0.48,0.68,0.66,Nr2e1,3625
0.48,0.68,0.66,Ostm1,185
0.48,0.61,0.7,Bend3,476
0.6,0.71,0.81,1700021F05Rik,4519
0.42,0.51,0.62,Prdm1,30285
0.47,0.67,0.68,Prep,22718
0.64,0.94,0.85,Man1a,8544
0.51,0.61,0.72,Man1a,6102
0.54,0.72,0.79,Edar,7130
0.53,0.7,0.77,Sh3rf3,7175
0.3,0.12,0.07,Micu1,71364
0.85,0.59,0.53,Micu1,71746
0.62,0.77,0.56,Micu1,20252
0.46,0.59,0.67,Ascc1,26528
0.62,0.4,0.41,Psap,5016
0.32,0.14,0.1,Psap,8896
0.55,0.2,0.12,Psap,8093
0.57,0.61,0.77,Pald1,3255
0.28,0.2,0.07,Tspan15,7455
0.46,0.37,0.26,Tet1,44466
0.54,0.36,0.31,Tet1,48643
0.35,0.21,0.14,Tet1,34312
0.66,0.7,0.86,Mypn,44396
0.46,0.29,0.25,Ctnna3,277701
0.49,0.33,0.25,Ctnna3,726653
0.65,0.78,0.85,Ctnna3,690492
0.28,0.1,0.05,Reep3,32413
0.31,0.16,0.1,Jmjd1c,8649
0.51,0.33,0.3,Rtkn2,26782
0.42,0.2,0.21,Rtkn2,30804
0.74,0.52,0.36,Arid5b,7012
0.73,0.63,0.52,Arid5b,39612
0.7,0.59,0.45,Arid5b,40630
0.79,1.0,0.84,1700040L02Rik,24488
0.51,0.74,0.82,Ank3,42332
0.54,0.36,0.3,Ank3,247922
0.39,0.25,0.18,Ank3,158351
0.37,0.49,0.58,Ank3,104933
0.52,0.74,0.63,Fam13c,31546
0.63,0.43,0.43,Ube2d1,5977
0.6,0.4,0.37,Ube2d1,3448
0.57,0.43,0.27,Pcdh15,759467
0.39,0.2,0.17,Bcr,57315
0.53,0.42,0.28,Gm9985,394
0.53,0.42,0.28,Ggt5,1196
0.71,0.55,0.49,Cabin1,18701
0.49,0.7,0.63,Mif,1090
0.72,0.54,0.48,S100b,3600
0.58,0.5,0.36,Dip2a,29202
0.44,0.3,0.22,Dip2a,23194
0.49,0.68,0.7,Lss,8311
0.37,0.54,0.57,Col18a1,8783
0.51,0.4,0.31,Agpat3,30552
0.33,0.18,0.12,Arid3a,7814
0.51,0.65,0.71,Cnn2,4650
0.21,0.33,0.41,Abca7,3679
0.48,0.37,0.26,Polr2e,1288
0.76,0.47,0.75,Sbno2,16255
0.56,0.71,0.79,Midn,5530
0.43,0.25,0.22,Efna2,23
0.42,0.42,0.63,Tcf3,3268
0.55,0.74,0.77,Onecut3,5892
0.69,0.53,0.45,Dot1l,21569
0.61,0.48,0.4,Gng7,16135
0.41,0.31,0.16,Sgta,5979
0.45,0.66,0.6,Zfr2,8849
0.3,0.46,0.51,Mfsd12,4098
0.3,0.46,0.51,4930404N11Rik,3060
0.65,0.46,0.42,Nfic,14940
0.29,0.42,0.49,Celf5,7192
0.68,0.49,0.43,Chst11,88119
0.5,0.35,0.28,Appl2,14613
0.44,0.24,0.2,Appl2,8691
0.63,0.55,0.4,Appl2,8151
0.59,0.73,0.8,Nuak1,3267
0.75,0.53,0.52,Nuak1,24031
0.75,0.54,0.41,Polr3b,42226
0.6,0.73,0.81,Rtcb,10408
0.58,0.39,0.37,Fbxo7,5857
0.65,0.45,0.39,Fbxo7,7299
0.65,0.5,0.44,Fbxo7,7958
0.47,0.33,0.27,Fbxo7,9928
0.71,0.61,0.51,Fbxo7,11307
0.71,0.58,0.39,Fbxo7,15088
0.5,0.32,0.3,Fbxo7,10088
0.73,0.53,0.53,Fbxo7,9395
0.72,0.6,0.49,Fbxo7,5894
0.53,0.34,0.31,Fbxo7,493
0.53,0.34,0.31,Syn3,255
0.37,0.19,0.15,Syn3,47496
0.37,0.19,0.15,4930486F22Rik,6736
0.55,0.34,0.22,Syn3,98342
0.32,0.15,0.11,Timp3,8713
0.32,0.15,0.11,Syn3,158103
0.74,0.62,0.5,Ano4,167325
0.54,0.4,0.31,Ano4,90808
0.23,0.39,0.45,Gas2l3,10625
0.25,0.33,0.48,Anks1b,399096
0.23,0.44,0.36,Gm20757,80269
0.34,0.53,0.59,Cfap54,51498
0.46,0.61,0.69,Elk3,30124
0.51,0.28,0.25,Tmcc3,128801
0.53,0.42,0.31,Tmcc3,60096
0.67,0.68,0.87,Cradd,67267
0.56,0.69,0.49,Cradd,59996
0.64,0.88,0.75,Ube2n,6392
0.6,0.49,0.37,Tmtc2,6218
0.45,0.3,0.24,Gm15663,5161
0.57,0.66,0.78,Lin7a,35399
0.43,0.65,0.63,Otogl,46322
0.72,0.8,0.55,Ppp1r12a,14787
0.64,0.77,0.86,Gm23105,1585
0.64,0.77,0.86,Pawr,34024
0.55,0.61,0.79,Nav3,184901
0.47,0.61,0.7,Nav3,74194
0.54,0.39,0.33,Csrp2,3230
0.68,0.78,0.91,Zdhhc17,4475
0.36,0.11,0.05,Trhde,108901
0.18,0.34,0.39,Tph2,37158
0.38,0.63,0.36,Tph2,16730
0.47,0.52,0.7,Tspan8,17930
0.94,0.99,0.7,Ptprb,37825
0.66,0.83,0.63,Myrfl,35010
0.54,0.66,0.76,Rab3ip,17501
0.39,0.48,0.62,Gm10936,2054
0.52,0.62,0.74,Mdm2,10534
0.35,0.45,0.56,Rap1b,10956
0.48,0.69,0.76,Cand1,9599
0.76,0.75,0.53,Grip1,163751
0.54,0.49,0.29,Grip1,221046
0.64,0.44,0.46,Rassf3,24110
0.36,0.26,0.16,Srgap1,70664
0.41,0.22,0.17,Srgap1,85680
0.87,0.67,0.63,Srgap1,120547
0.68,0.53,0.43,Srgap1,131174
0.34,0.18,0.07,Srgap1,122778
0.44,0.24,0.21,Srgap1,77423
0.5,0.28,0.25,Ppm1h,96090
0.27,0.14,0.07,Mon2,42671
0.23,0.5,0.48,Fam19a2,164545
0.72,0.55,0.51,Ctdsp2,10816
0.46,0.37,0.57,Mbd6,3590
0.46,0.37,0.57,Gm20492,914
0.54,0.75,0.77,R3hdm2,51905
0.36,0.5,0.61,Nxph4,1310
0.73,0.62,0.53,Lrp1,2125
0.2,0.4,0.44,Stat6,1033
0.2,0.4,0.44,Nab2,3006
0.2,0.4,0.44,Gm16229,85
0.49,0.66,0.73,Nab2,5596
0.49,0.66,0.73,Gm16229,2675
0.68,0.49,0.39,Gls2,7632
0.27,0.39,0.49,Erbb3,9745
0.22,0.46,0.5,Sfi1,5161
0.56,0.78,0.8,Gm11399,138
0.56,0.78,0.8,Sfi1,10336
0.23,0.52,0.48,Gm11399,2299
0.23,0.52,0.48,Sfi1,13214
0.53,0.74,0.76,Gm11399,886
0.53,0.74,0.76,Sfi1,14627
0.54,0.72,0.77,Gm11400,454
0.54,0.72,0.77,Sfi1,18346
0.4,0.68,0.75,Gm11400,2025
0.4,0.68,0.75,Sfi1,19917
0.37,0.6,0.68,Gm11400,109
0.37,0.6,0.68,Sfi1,22996
0.45,0.64,0.67,Sfi1,26983
0.5,0.72,0.78,Sfi1,28031
0.21,0.38,0.41,Sfi1,19550
0.31,0.45,0.52,Sfi1,18481
0.49,0.75,0.76,Sfi1,17252
0.53,0.72,0.74,Sfi1,11962
0.45,0.32,0.21,Pik3ip1,6111
0.67,0.54,0.43,Inpp5j,1532
0.9,0.75,0.69,Selm,3243
0.9,0.75,0.69,Smtn,404
0.43,0.42,0.63,Selm,2369
0.43,0.42,0.63,Smtn,1459
0.69,0.55,0.46,Gm11946,78
0.69,0.55,0.46,Smtn,12712
0.37,0.15,0.13,Gm11946,5065
0.37,0.15,0.13,Gm11947,984
0.37,0.15,0.13,Smtn,9390
0.25,0.12,0.05,Osbp2,53114
0.19,0.34,0.4,Zmat5,14474
0.37,0.2,0.11,Ap1b1,28655
0.3,0.36,0.5,Rasl10a,901
0.3,0.36,0.5,Gas2l1,5843
0.63,0.54,0.42,Emid1,13003
0.8,0.44,0.36,Aebp1,160
0.8,0.86,0.62,Camk2b,39055
0.32,0.46,0.53,Rps15a-ps6,485
0.32,0.46,0.53,Nudcd3,31286
0.73,0.59,0.52,Zmiz2,3074
0.57,0.37,0.34,Zmiz2,1254
0.64,0.84,0.78,Adcy1,50509
0.47,0.65,0.7,Igfbp1,1465
0.59,0.28,0.24,Tns3,94949
0.23,0.06,0.02,Tns3,79048
0.53,0.32,0.47,Tns3,47866
0.74,0.61,0.53,Tns3,36837
0.52,0.36,0.3,Tns3,34159
0.51,0.32,0.27,Tns3,10245
0.53,0.43,0.3,Ddc,11921
0.72,0.6,0.51,Cobl,83892
0.59,0.45,0.36,Cobl,70043
0.32,0.09,0.11,Cobl,57364
0.3,0.08,0.06,Cobl,41787
0.44,0.2,0.18,Cobl,40201
0.52,0.45,0.32,Cobl,24562
0.68,0.51,0.45,Cobl,20393
0.61,0.46,0.4,Cobl,10023
0.8,0.66,0.59,Cobl,8329
0.46,0.31,0.23,Cobl,6444
0.85,0.76,0.64,Cobl,3114
0.52,0.3,0.27,Cobl,2633
0.46,0.62,0.67,Gm12004,1199
0.43,0.56,0.66,Meis1,24877
0.61,0.75,0.82,Gm16141,1858
0.61,0.75,0.82,Meis1,7310
0.11,0.18,0.31,Gm16141,1417
0.11,0.18,0.31,Meis1,5248
0.52,0.69,0.77,Slc1a4,3768
0.31,0.56,0.51,Otx1,4014
0.69,0.59,0.46,Efemp1,3328
0.5,0.22,0.15,Efemp1,3963
0.53,0.33,0.33,Rtn4,25481
0.4,0.28,0.18,Rtn4,23403
0.39,0.23,0.18,D630024D03Rik,19019
0.81,0.63,0.58,D630024D03Rik,3759
0.55,0.42,0.35,D630024D03Rik,2021
0.49,0.25,0.32,Gm12107,4536
0.45,0.53,0.66,Il9r,2947
0.44,0.27,0.23,Fbxw11,3182
0.87,0.66,0.73,Kcnip1,22861
0.49,0.64,0.7,Gm12120,3470
0.49,0.64,0.7,Kcnip1,79681
0.57,0.32,0.26,Kcnip1,108877
0.49,0.64,0.73,Kcnip1,132871
0.5,0.67,0.71,4930469K13Rik,27689
0.36,0.58,0.53,4930469K13Rik,26962
0.36,0.58,0.53,Lcp2,20703
0.51,0.29,0.25,Dock2,51887
0.33,0.44,0.53,Wwc1,37571
0.56,0.44,0.36,Tenm2,731
0.72,0.63,0.47,Slu7,8291
0.3,0.52,0.55,AL603913.1,873
