2mo,9mo,18mo,gene_name,distance
0.17,0.29,0.43,Gm29664,388
1.0,0.93,0.77,Gm28140,6505
0.85,0.65,0.71,Pantr1,47897
0.51,0.23,0.24,Pantr1,3748
0.51,0.23,0.24,Gm20646,169
0.93,0.82,0.73,Pantr2,146
0.93,0.82,0.73,Gm20646,12282
1.0,0.95,0.79,Pantr2,1547
1.0,0.95,0.79,Gm20646,13683
0.52,0.67,0.8,Pantr2,591
0.52,0.67,0.8,Gm20646,21938
0.93,0.89,0.72,Nck2,42977
0.49,0.59,0.77,4930521E06Rik,1378
0.49,0.59,0.77,Gulp1,59784
0.59,0.91,0.94,Dnah7b,24556
0.06,0.27,0.25,Dnah7b,77349
0.64,0.69,0.35,Dnah7b,136885
0.75,0.91,0.67,Gm17767,37494
0.6,0.75,0.82,Gm28055,1934
0.12,0.17,0.42,Myo1b,16606
0.21,0.49,0.46,Myo1b,38108
0.5,0.7,0.79,Myo1b,24225
0.47,0.48,0.72,Myo1b,19989
0.84,0.69,0.94,Stat4,52982
0.84,0.71,0.63,Gm28177,37478
0.84,0.71,0.63,Stat1,3169
0.55,0.65,0.37,Nab1,15815
0.83,0.59,0.55,Mfsd6,6718
0.54,0.55,0.3,1700019D03Rik,34973
0.41,0.4,0.09,1700019A02Rik,1402
0.93,0.74,0.95,Dnah7a,37509
0.6,0.7,0.8,Hecw2,63664
0.66,0.81,0.55,Hecw2,128356
0.53,0.71,0.84,Hecw2,93348
0.57,0.8,0.88,4930444A19Rik,8006
0.57,0.8,0.88,Ankrd44,118178
0.18,0.45,0.38,Ankrd44,30980
0.35,0.64,0.47,Ankrd44,3628
0.35,0.38,0.62,Gm6822,151
0.91,0.99,0.78,Gm6822,1984
0.48,0.64,0.43,Gm10561,1930
0.48,0.64,0.43,Rftn2,2601
0.82,0.65,0.6,Aox4,12877
0.39,0.43,0.69,Aox2,29781
0.67,0.72,0.89,Bzw1,8008
0.44,0.65,0.7,Gm23966,2042
0.44,0.65,0.7,Orc2,5786
0.44,0.65,0.7,Nif3l1,17259
0.54,0.75,0.62,Gm973,41625
0.54,0.75,0.62,Sumo1,12234
0.86,0.92,0.69,Bmpr2,37277
0.69,0.91,0.73,Nbeal1,72558
0.77,0.48,0.65,Pard3b,245048
0.38,0.65,0.42,Pard3b,372196
0.95,0.73,0.89,Pard3b,427531
0.9,0.83,0.7,Nrp2,8886
0.93,0.81,0.72,Gm29083,3606
0.93,0.81,0.72,Nrp2,15182
0.88,0.95,0.71,Gm29083,1649
0.88,0.95,0.71,Nrp2,17139
0.43,0.44,0.21,Nrp2,42169
0.33,0.16,0.47,Nrp2,48552
0.67,0.47,0.45,Nrp2,49492
0.85,0.6,0.56,Nrp2,49977
0.82,0.6,0.75,Nrp2,50101
0.07,0.2,0.37,RP23-434D24.3,2105
0.11,0.45,0.2,Adam23,6166
0.61,0.55,0.38,Gm28981,40032
0.98,0.98,0.72,Gm28981,58078
0.35,0.56,0.64,Gm28981,49424
0.75,0.73,0.53,Gm28981,42775
0.38,0.68,0.61,Plekhm3,56709
0.18,0.4,0.41,Plekhm3,20251
0.93,0.72,0.93,Gm8550,773
0.93,0.72,0.93,Akr1cl,4800
0.93,0.69,0.78,Gm28845,9182
0.93,0.69,0.78,D630023F18Rik,4516
0.73,0.83,0.97,Map2,104386
0.76,0.66,0.88,Unc80,84562
0.04,0.1,0.27,Cps1,46404
0.09,0.25,0.32,Cps1,49443
0.07,0.22,0.31,Cps1,51997
0.45,0.67,0.75,Gm15669,8157
0.4,0.52,0.76,Erbb4,63357
0.53,0.36,0.74,Erbb4,342352
0.1,0.36,0.31,Erbb4,474776
0.21,0.22,0.42,Erbb4,474834
0.45,0.43,0.66,Erbb4,479735
0.63,0.51,0.78,Erbb4,500659
0.74,0.53,0.75,Erbb4,505677
0.51,0.55,0.78,Erbb4,504733
0.52,0.34,0.65,Erbb4,443167
0.4,0.42,0.67,RP24-363O16.1,481
0.4,0.42,0.67,Erbb4,346813
0.49,0.33,0.7,Erbb4,249426
0.6,0.49,0.79,Erbb4,216538
0.18,0.29,0.49,Erbb4,134661
0.16,0.28,0.46,Erbb4,22351
0.08,0.21,0.36,Gm16076,8267
0.08,0.21,0.36,Erbb4,9586
0.6,0.67,0.87,Spag16,438399
0.94,0.83,0.73,Spag16,347048
0.77,0.95,0.71,Vwc2l,19402
0.61,0.76,0.87,Vwc2l,3229
0.76,0.72,0.47,Abca12,52282
0.98,0.84,0.77,6030407O03Rik,87810
0.98,0.84,0.77,Gm29183,30335
0.85,0.71,0.58,Tns1,50062
0.87,0.73,0.65,Tns1,83087
0.83,0.7,0.59,Arpc2,13715
0.33,0.69,0.55,Plcd4,12090
0.92,0.74,1.0,Speg,930
0.92,0.74,1.0,Gm15179,2785
0.96,0.89,0.74,Asic4,8283
0.94,0.89,0.67,Epha4,44584
0.88,0.75,0.67,Epha4,72160
0.9,0.82,0.6,Epha4,45506
0.51,0.55,0.3,Pax3,21147
0.09,0.16,0.34,Pax3,6779
0.72,0.93,0.69,Sgpp2,41312
0.81,0.86,0.62,Mogat1,515
0.76,0.53,0.7,Gm29536,63312
0.18,0.41,0.1,Gm29536,95647
1.0,0.76,0.97,Gm29536,29526
0.62,0.71,0.45,Wdfy1,23810
0.92,0.77,0.69,1700016L21Rik,7449
0.33,0.34,0.11,Dock10,50081
0.55,0.32,0.4,Nyap2,4924
0.26,0.1,0.3,Dner,19936
0.87,0.77,0.66,Dner,97025
0.54,0.69,0.76,Dner,83692
0.68,0.89,0.88,Fbxo36,21116
0.8,0.98,0.7,C130026I21Rik,66978
0.83,0.76,0.53,Gm16092,1064
0.83,0.76,0.53,Gm7592,3407
0.41,0.65,0.56,Htr2b,4268
0.41,0.65,0.56,Psmd1,38907
0.91,0.77,0.64,Armc9,46498
0.84,0.6,0.55,Armc9,50307
0.86,0.66,0.77,Armc9,34842
0.67,0.51,0.73,B3gnt7,131
0.67,0.51,0.73,Gm16341,2412
0.08,0.31,0.32,Dis3l2,52805
0.08,0.31,0.32,Gm28375,60306
0.96,0.9,0.75,Atg16l1,14978
0.39,0.5,0.62,Dgkd,34529
0.69,0.71,0.47,Gm28342,8189
0.13,0.26,0.05,Agap1,4420
0.79,0.6,0.48,Agap1,97389
0.85,0.62,0.71,Agap1,174541
0.7,0.58,0.43,Agap1,49799
0.62,0.48,0.38,Gm28199,2139
0.92,0.71,0.77,Ramp1,3952
0.77,0.73,0.49,Ramp1,22293
0.96,0.73,0.78,Espnl,12648
0.72,0.81,0.92,Ilkap,10121
0.73,0.5,0.72,Asb1,791
0.2,0.43,0.26,Twist2,11866
0.28,0.37,0.57,Hdac4,4789
0.73,0.59,0.41,Hdac4,35421
0.93,0.85,0.7,Hdlbp,2507
0.93,0.78,0.71,Gm6086,10251
0.49,0.59,0.32,Neu4,2477
0.55,0.71,0.45,Neu4,2435
0.49,0.28,0.58,St8sia4,25218
0.96,0.74,0.83,Slco6b1,21348
0.94,0.9,0.73,Gm7135,5936
0.86,0.61,0.69,D1Ertd622e,15830
0.16,0.18,0.43,D1Ertd622e,23936
0.58,0.8,0.72,Ppip5k2,11596
0.05,0.19,0.28,Ppip5k2,4747
0.73,0.8,0.59,Pam,77373
0.27,0.39,0.59,Cntnap5b,112432
0.1,0.25,0.35,Bcl2,4806
0.84,0.94,0.64,Cdh7,19433
0.78,0.74,1.0,Cntnap5a,382987
0.68,0.87,0.64,Cntnap5a,434738
0.8,0.92,0.63,Cntnap5a,154355
0.57,0.9,0.85,Gli2,42313
0.55,0.87,0.81,Gli2,42303
0.67,0.98,0.9,Gli2,42289
0.97,0.75,0.95,2610027F03Rik,1676
0.64,0.65,0.9,Insig2,9877
0.39,0.6,0.65,Ccdc93,5701
0.91,0.81,0.69,Dpp10,323969
0.07,0.21,0.32,Gm28928,73025
0.7,0.91,0.73,Actr3,18027
0.21,0.36,0.62,Slc35f5,17059
0.72,0.49,0.82,Gpr39,89489
0.94,0.74,0.8,Gpr39,32217
0.94,0.62,0.7,Nckap5,181463
0.63,0.68,0.44,Nckap5,340526
0.63,0.84,0.71,Nckap5,226892
0.74,0.68,0.89,Mgat5,116741
0.78,0.86,1.0,Mgat5,44846
0.77,0.76,0.49,Acmsd,19625
0.21,0.35,0.42,Zranb3,35232
0.91,0.79,0.61,Ubxn4,9397
0.5,0.53,0.79,Thsd7b,261887
0.7,0.57,0.84,Thsd7b,373949
0.7,0.77,0.93,Daf2,17410
0.36,0.53,0.61,Eif2d,17782
0.23,0.42,0.45,Eif2d,1406
0.23,0.42,0.45,Rassf5,13842
0.16,0.07,0.31,Rassf5,22309
0.28,0.19,0.44,Klhdc8a,2859
0.68,0.58,0.82,Tmcc2,11106
0.68,0.58,0.82,Gm15849,2334
0.18,0.47,0.22,Dstyk,22873
0.69,0.91,0.86,Nfasc,27195
0.91,0.68,0.83,Nfasc,69963
0.8,1.0,0.97,Nfasc,55
0.65,0.44,0.36,Pik3c2b,14004
0.65,0.44,0.36,Gm28609,9543
0.62,0.74,0.89,Fmod,2089
0.88,0.61,0.62,Mybph,3945
0.15,0.62,0.0,Cyb5r1,1748
0.28,0.57,0.51,RP24-541A5.1,5688
0.28,0.57,0.51,Ppp1r12b,70946
0.64,0.84,0.76,RP24-541A5.1,5217
0.64,0.84,0.76,Ppp1r12b,71674
0.44,0.27,0.53,Elf3,1440
0.44,0.27,0.53,Gm26642,9315
0.2,0.07,0.3,Rnpep,1524
0.02,0.16,0.23,Nav1,6348
0.57,0.53,0.27,Nav1,30658
0.54,0.74,0.8,Gm4793,7142
0.54,0.74,0.8,Nav1,14489
0.39,0.61,0.51,Gm4793,3512
0.39,0.61,0.51,Nav1,10859
0.49,0.63,0.73,Nav1,15666
0.06,0.27,0.14,Nav1,25981
0.25,0.43,0.52,Igfn1,824
0.25,0.43,0.52,Tmem9,1368
0.66,0.44,0.39,RP23-211F21.1,1794
0.66,0.44,0.39,Cacna1s,5451
0.71,0.81,0.5,RP23-211F21.1,3116
0.71,0.81,0.5,Cacna1s,3116
0.31,0.57,0.39,Kif21b,16193
0.39,0.6,0.64,Camsap2,26049
0.81,0.89,0.65,Gm19705,1541
0.84,0.64,0.55,RP23-302C16.5,2046
0.77,0.54,0.54,RP23-302C16.5,2115
0.22,0.13,0.36,Gm4258,25496
0.22,0.13,0.36,Gm26979,1221
0.33,0.22,0.49,Nek7,23416
0.83,0.78,0.6,Nek7,62255
0.83,0.67,0.57,Dennd1b,88526
0.27,0.55,0.44,RP24-260D21.2,3631
0.27,0.55,0.44,Dennd1b,93550
0.67,0.59,0.36,Crb1,6982
0.08,0.17,0.33,Crb1,58980
0.76,1.0,0.83,Kcnt2,7136
0.82,0.79,0.53,RP24-351P4.1,735
0.82,0.79,0.53,Kcnt2,21064
0.83,0.86,0.57,Kcnt2,89258
0.91,0.81,0.69,Kcnt2,87993
0.98,1.0,0.78,Kcnt2,71950
0.17,0.31,0.39,Glrx2,11314
0.34,0.67,0.49,Trove2,5600
0.17,0.4,0.44,Gm29170,266
0.17,0.4,0.44,Trove2,3160
0.17,0.4,0.44,Uchl5,636
0.88,0.76,0.55,Brinp3,164531
0.95,0.93,0.74,Pla2g4a,24429
0.44,0.49,0.7,Gm20631,2370
0.44,0.49,0.7,Hmcn1,212306
0.22,0.37,0.52,1700025G04Rik,80978
0.56,0.45,0.78,1700025G04Rik,97455
0.47,0.16,0.32,Rgl1,9365
0.89,0.85,0.68,Nmnat2,27546
0.73,0.67,0.52,Nmnat2,71911
0.18,0.3,0.38,Gm28960,11521
0.18,0.3,0.38,Nmnat2,45259
0.11,0.22,0.39,Nmnat2,21824
0.79,0.56,0.64,Lamc2,19640
0.15,0.37,0.36,Lamc1,17601
0.87,0.76,0.65,Lamc1,57917
0.46,0.68,0.61,Dhx9,17761
0.88,0.96,0.74,Rgsl1,4394
0.57,0.88,0.47,Cacna1e,94713
0.17,0.37,0.39,Cacna1e,52301
0.07,0.27,0.17,Cacna1e,46476
0.72,0.72,0.48,BC034090,1631
0.75,0.98,0.87,Fam163a,11853
0.75,0.69,0.48,Nphs2,773
0.38,0.61,0.53,Soat1,8291
0.74,1.0,0.9,Csnk2a1,1567
0.74,1.0,0.9,Gm10031,1562
0.71,0.87,0.91,Abl2,7351
0.59,0.65,0.82,Abl2,6786
0.68,0.56,0.45,Tor3a,4007
0.62,0.42,0.82,Fam20b,1213
0.61,0.7,0.85,Gm28694,37915
0.95,0.65,0.81,Gm28694,16072
0.96,0.82,0.75,BC026585,11378
0.96,0.75,0.82,BC026585,11529
0.34,0.58,0.56,Gm15486,7298
0.82,0.62,0.71,Gm15486,6263
0.82,0.62,0.71,Sec16b,2730
0.4,0.84,0.74,RP23-152E3.1,31088
0.99,0.72,0.93,RP23-152E3.1,45603
0.54,0.8,0.59,Brinp2,38160
0.58,0.5,0.37,Astn1,105034
0.5,0.62,0.74,RP23-411L6.1,11437
0.5,0.62,0.74,Astn1,134196
0.76,0.66,0.9,Rfwd2,26423
0.99,0.81,0.78,Rfwd2,30446
0.55,0.52,0.32,Tnr,1551
0.16,0.13,0.41,Tnr,160015
0.32,0.63,0.43,Tnr,79554
0.78,0.61,0.51,Rabgap1l,15645
0.73,0.63,0.46,Rabgap1l,42928
0.9,0.84,0.62,Rabgap1l,43055
0.36,0.48,0.65,Rabgap1l,156296
0.36,0.48,0.65,RP24-540L1.1,71602
0.23,0.26,0.54,Klhl20,19244
0.6,0.58,0.81,Dnm3,203693
0.28,0.35,0.56,Dnm3,225599
0.3,0.52,0.4,Kifap3,22084
0.16,0.26,0.04,F5,35056
0.3,0.16,0.38,F5,4308
0.36,0.66,0.62,RP23-260J11.2,26342
0.98,0.88,0.77,Sft2d2,5128
0.11,0.24,0.31,Tiprl,684
0.93,0.91,0.67,Mpzl1,2008
0.93,0.96,0.72,Gm22992,1321
0.8,0.82,0.52,Uck2,19770
0.8,0.82,0.52,RP23-79H24.3,196
0.94,0.78,0.72,Rxrg,21933
0.57,0.83,0.82,Lmx1a,11692
0.36,0.53,0.62,Gm20711,44921
0.62,0.87,0.72,Pbx1,68566
0.21,0.33,0.58,Pbx1,51486
0.35,0.58,0.38,Nuf2,3563
0.92,0.93,0.71,Nuf2,7534
0.21,0.51,0.3,RP24-570C24.2,744
0.71,0.92,0.74,Uap1,13870
0.75,0.98,0.79,Sh2d1b1,2483
0.38,0.47,0.61,Nos1ap,111325
0.82,0.95,0.74,Nos1ap,122992
0.58,0.5,0.32,Nos1ap,70174
0.51,0.76,0.57,Olfml2b,4960
0.75,0.47,0.89,Atf6,75327
0.1,0.0,0.35,Gm27552,517
0.69,0.92,0.66,Ndufs2,9184
0.94,0.88,0.73,Pfdn2,5108
0.46,0.46,0.72,Slamf1,9706
0.65,0.72,0.47,Vangl2,11311
0.99,0.94,0.77,Vangl2,14963
0.95,0.9,0.75,Vangl2,14736
0.84,0.64,0.54,Pigm,795
0.45,0.34,0.63,RP23-436K7.3,1633
0.04,0.05,0.26,Fmn2,9092
0.55,0.59,0.29,Fmn2,30994
0.27,0.36,0.51,Fmn2,78140
0.2,0.16,0.38,Fmn2,78048
0.16,0.18,0.37,Grem2,17497
0.95,0.94,0.73,Rgs7,202260
0.75,0.73,0.95,Kmo,18679
0.05,0.28,0.16,Wdr64,51260
0.96,0.95,0.75,Exo1,9140
0.63,0.81,0.92,RP23-387L22.3,46781
0.8,0.64,0.88,RP23-293I7.1,1932
0.8,0.64,0.88,Sdccag8,22996
0.59,0.45,0.7,Sdccag8,97699
0.2,0.2,0.4,Sdccag8,25456
0.89,0.77,1.0,Akt3,41927
0.53,0.39,0.24,Zbtb18,4317
0.53,0.39,0.24,Gm26801,602
0.89,0.71,0.94,Kif26b,60109
0.61,0.8,0.45,Smyd3,224716
0.54,0.7,0.75,Smyd3,228731
0.12,0.33,0.33,Cdc42bpa,63846
0.11,0.27,0.4,Gm5069,2888
0.11,0.27,0.4,Itpkb,1177
0.76,0.82,0.54,6330403A02Rik,22160
0.34,0.56,0.3,Parp1,5497
0.65,0.77,0.9,Ephx1,24040
0.72,0.84,0.61,Cnih3,43539
0.9,0.79,1.0,RP23-73N8.2,160
0.9,0.79,1.0,Enah,37494
0.42,0.73,0.53,Fbxo28,15223
0.19,0.34,0.39,Capn2,13084
0.74,0.68,0.9,Susd4,25221
0.97,0.74,0.91,Susd4,29917
0.87,0.74,0.65,Susd4,52074
0.37,0.64,0.61,Disp1,24771
0.2,0.29,0.45,Disp1,34703
0.49,0.72,0.78,Mia3,15173
0.11,0.33,0.35,Dusp10,28940
0.05,0.27,0.24,Dusp10,9859
0.21,0.37,0.52,Marc2,16548
0.9,0.77,0.57,RP23-450D2.1,1168
0.9,0.77,0.57,RP23-450D2.3,2160
0.64,0.38,0.59,Rab3gap2,25100
0.66,0.81,0.86,Eprs,11922
0.47,0.36,0.21,9630028B13Rik,1949
0.68,0.86,0.94,Slc30a10,5428
0.72,0.79,0.96,Slc30a10,5464
0.63,0.87,0.75,Slc30a10,4713
0.18,0.18,0.41,Gm26169,401
0.18,0.18,0.41,Tgfb2,32846
0.89,0.66,0.88,Spata17,3011
0.95,0.73,0.84,Gm15509,683
0.95,0.73,0.84,Spata17,76904
0.83,0.64,0.84,Esrrg,69845
0.64,0.88,0.77,Esrrg,77441
0.91,0.74,0.97,Esrrg,285407
0.97,0.8,1.0,Esrrg,186441
0.92,0.97,0.73,Esrrg,118819
0.58,0.81,0.57,Esrrg,100789
0.75,0.89,0.63,Ush2a,228027
0.96,0.75,0.8,Ush2a,269508
0.53,0.69,0.78,Ush2a,19134
0.86,0.79,0.62,Kcnk2,11909
0.48,0.51,0.81,Ptpn14,638
0.42,0.47,0.22,Ptpn14,2840
0.82,0.89,0.6,Ptpn14,24503
0.77,0.67,0.89,Ptpn14,28634
0.11,0.08,0.32,Smyd2,15869
0.77,0.64,0.53,Smyd2,1395
0.86,0.75,0.96,RP24-240P15.2,12891
0.66,0.93,0.74,Batf3,6555
0.48,0.69,0.42,RP24-443M8.2,10414
0.46,0.3,0.23,Tmem206,4317
0.99,0.78,0.88,Lpgat1,28337
0.43,0.45,0.7,Lpgat1,26270
0.64,0.89,0.74,Gm26879,1982
0.64,0.89,0.74,Rcor3,3100
0.23,0.44,0.16,Kcnh1,45684
0.04,0.27,0.17,Kcnh1,72075
0.44,0.44,0.68,Kcnh1,50362
0.09,0.18,0.34,Cr2,13467
0.8,0.53,0.34,9230019H11Rik,3109
0.91,0.82,0.7,Mthfd1l,47964
0.55,0.65,0.78,Akap12,40281
0.28,0.28,0.52,Rmnd1,1012
0.28,0.28,0.52,1700052N19Rik,2909
0.49,0.74,0.27,Ccdc170,10677
0.23,0.52,0.43,Esr1,3021
0.28,0.29,0.54,Esr1,54910
0.36,0.37,0.68,Syne1,224607
0.31,0.37,0.14,Syne1,185168
0.66,0.8,0.9,Syne1,67937
0.83,0.91,0.69,Myct1,1894
0.74,0.97,0.87,Vip,5617
0.15,0.11,0.33,Cnksr3,42185
0.73,0.74,0.52,Lrp11,8383
0.7,0.72,0.45,Pcmt1,3041
0.46,0.57,0.69,Pcmt1,13264
0.46,0.57,0.69,Nup43,4369
0.99,0.91,0.78,Ust,72119
0.71,0.64,1.0,Ust,30684
0.78,0.89,0.66,Sash1,17345
0.98,0.89,0.73,Sash1,9654
0.45,0.76,0.36,Sash1,9251
0.55,0.34,0.57,Samd5,863
0.63,0.84,0.79,Stxbp5,72970
1.0,0.98,0.79,Gm28905,11133
0.88,0.94,0.67,Grm1,58684
0.84,0.64,0.61,Epm2a,57343
0.09,0.18,0.37,Utrn,30065
0.3,0.51,0.56,Utrn,11198
0.37,0.66,0.36,Gm27741,1390
0.37,0.66,0.36,Plagl1,32467
0.86,0.67,0.88,Ltv1,5928
0.25,0.07,0.32,Aig1,43886
0.03,0.24,0.18,Aig1,46427
0.51,0.67,0.37,Txlnb,5079
0.94,0.68,0.86,Abracl,4007
0.91,0.87,0.68,Reps1,24769
0.83,0.94,0.68,Nhsl1,60654
0.71,0.84,0.5,Nhsl1,54971
0.91,0.71,0.72,D10Bwg1379e,36709
0.64,0.85,0.86,Map3k5,37426
0.33,0.43,0.56,Map7,20337
0.71,0.52,0.48,Pde7b,78938
0.25,0.34,0.58,Pde7b,137995
0.91,0.72,0.7,Pde7b,94687
0.42,0.09,0.25,Ahi1,3739
0.85,0.64,0.89,Ahi1,22024
0.04,0.01,0.22,Ahi1,57882
0.87,0.91,0.71,Hbs1l,8063
0.51,0.77,0.72,Hbs1l,14402
0.59,0.72,0.8,1700020N01Rik,2403
0.49,0.52,0.79,Gm5420,3498
0.01,0.23,0.14,Sgk1,31451
0.65,0.73,0.85,Sgk1,56310
0.03,0.19,0.28,Sgk1,43974
0.15,0.41,0.4,Sgk1,4531
0.25,0.32,0.5,Slc2a12,7443
0.78,0.7,0.93,Eya4,61070
0.83,0.95,0.72,Gm24655,1525
0.83,0.95,0.72,Eya4,65278
0.52,0.62,0.81,Eya4,89441
0.05,0.11,0.28,Eya4,120742
0.74,0.87,0.51,Eya4,64271
0.68,0.86,0.93,Eya4,27952
0.56,0.41,0.73,Stx7,11546
0.19,0.34,0.45,Stx7,5629
0.36,0.71,0.66,Ctgf,1044
0.36,0.71,0.66,Gm15270,4622
0.4,0.62,0.7,Enpp3,31466
0.37,0.53,0.64,Enpp3,31489
0.81,0.95,0.75,Med23,15356
0.52,0.61,0.84,Epb4.1l2,25013
0.55,0.47,0.75,Epb4.1l2,68366
0.83,1.0,0.5,Epb4.1l2,66872
0.53,0.81,0.73,Epb4.1l2,35401
0.58,0.52,0.3,Gm29571,37230
0.22,0.48,0.33,L3mbtl3,2584
0.14,0.27,0.34,L3mbtl3,15200
0.18,0.34,0.39,L3mbtl3,32614
0.98,0.92,0.74,Lama2,148045
0.86,0.93,0.68,Lama2,307888
0.7,0.7,0.34,Themis,21640
0.93,0.52,0.97,Gm9824,2074
0.04,0.11,0.3,Ncoa7,79285
0.62,0.76,0.86,Col10a1,1557
0.62,0.76,0.86,Nt5dc1,31014
0.42,0.43,0.22,RP23-2N3.2,558
0.42,0.43,0.22,Marcks,157
0.14,0.39,0.2,Lama4,41985
0.27,0.36,0.12,Fyn,20853
0.37,0.31,0.17,Fyn,37378
0.29,0.52,0.53,Fyn,45217
0.82,0.64,0.6,Fyn,49868
0.66,0.42,0.78,Fyn,35239
0.35,0.56,0.46,Traf3ip2,2403
0.35,0.56,0.46,Gm16365,2345
0.12,0.33,0.31,Traf3ip2,4601
0.12,0.33,0.31,Gm16365,147
0.39,0.48,0.7,Gm26824,911
0.39,0.48,0.7,Rev3l,9790
0.9,0.67,0.78,Slc16a10,42549
0.72,0.9,0.65,Slc16a10,40959
0.63,0.42,0.61,Mettl24,38080
0.96,0.88,0.68,Mettl24,46166
0.19,0.18,0.42,Mettl24,56689
0.89,0.79,0.67,Mettl24,60196
0.91,0.93,0.65,Mettl24,55158
0.7,0.92,0.83,Mettl24,1251
0.43,0.69,0.64,Cdc40,3993
0.69,0.69,0.89,Cdc40,16574
0.95,0.92,0.74,Cdc40,15906
0.43,0.37,0.17,Fig4,58966
0.87,0.87,0.65,Fig4,12161
0.72,0.77,0.49,Gm27783,525
0.72,0.77,0.49,Ak9,29836
0.47,0.65,0.7,Ppil6,9518
0.36,0.66,0.38,Ccdc162,28761
0.36,0.66,0.38,Gm6976,13948
0.11,0.33,0.24,Ccdc162,14066
0.95,0.88,0.74,Cep57l1,2803
0.31,0.47,0.61,Cep57l1,14132
0.06,0.27,0.15,Armc2,9116
0.23,0.5,0.44,Foxo3,47294
