cell_type,gene,DEG,pred,atac
CA1-ProS_Glut,Rac3,0,0,1.0
CA1-ProS_Glut,Cdc5l,0,0,1.0
CA1-ProS_Glut,Rit1,0,0,1.0
CA1-ProS_Glut,Pelp1,0,0,1.0
CA1-ProS_Glut,Yap1,0,-1,1.0
CA1-ProS_Glut,Acvr2a,0,1,1.0
CA1-ProS_Glut,E130308A19Rik,0,-1,1.0
CA1-ProS_Glut,Map3k14,0,1,1.0
CA1-ProS_Glut,Tomm40l,0,-1,1.0
CA1-ProS_Glut,Far2os2,0,0,1.0
CA1-ProS_Glut,Katnb1,0,0,1.0
CA1-ProS_Glut,Gatad2a,0,1,1.0
CA1-ProS_Glut,Myo3b,0,-1,1.0
CA1-ProS_Glut,Gpbp1l1,0,1,1.0
CA1-ProS_Glut,Slk,0,1,1.0
CA1-ProS_Glut,Ston2,0,-1,1.0
CA1-ProS_Glut,Scrn3,0,1,1.0
CA1-ProS_Glut,Gnaz,0,1,1.0
CA1-ProS_Glut,Eif3a,0,0,1.0
CA1-ProS_Glut,Sncb,0,0,1.0
CA1-ProS_Glut,Rpp30,0,1,1.0
CA1-ProS_Glut,Cpne3,0,1,1.0
CA1-ProS_Glut,Slitrk4,0,1,1.0
CA1-ProS_Glut,Tln2,0,1,1.0
CA1-ProS_Glut,Gt(ROSA)26Sor,0,0,1.0
CA1-ProS_Glut,Gsr,0,0,1.0
CA1-ProS_Glut,Ube2e1,0,1,1.0
CA1-ProS_Glut,Cx3cl1,0,0,1.0
CA1-ProS_Glut,Ndufb3,0,0,1.0
CA1-ProS_Glut,Igf2r,0,1,1.0
CA1-ProS_Glut,Ak1,0,0,1.0
CA1-ProS_Glut,Nr1d1,0,0,1.0
CA1-ProS_Glut,Tdrd5,0,0,1.0
CA1-ProS_Glut,Rapgef2,0,1,1.0
CA1-ProS_Glut,Lrrc14,0,0,1.0
CA1-ProS_Glut,Rhbdl1,0,0,1.0
CA1-ProS_Glut,Exosc8,0,-1,1.0
CA1-ProS_Glut,Fnta,0,0,1.0
CA1-ProS_Glut,Aar2,0,-1,1.0
CA1-ProS_Glut,Ap2s1,0,0,1.0
CA1-ProS_Glut,Mrpl37,0,0,1.0
CA1-ProS_Glut,Htr2a,0,0,1.0
CA1-ProS_Glut,Larp1,0,1,1.0
CA1-ProS_Glut,Bcl2l13,0,0,1.0
CA1-ProS_Glut,Ubn1,0,1,1.0
CA1-ProS_Glut,Ybey,0,0,1.0
CA1-ProS_Glut,Rps6ka6,0,1,1.0
CA1-ProS_Glut,Prpf40a,0,1,1.0
CA1-ProS_Glut,Gm12216,0,1,1.0
CA1-ProS_Glut,Mtg1,0,0,1.0
CA1-ProS_Glut,Lyst,0,1,1.0
CA1-ProS_Glut,Polr1d,0,1,1.0
CA1-ProS_Glut,Gmps,0,0,1.0
CA1-ProS_Glut,Gm28153,0,-1,1.0
CA1-ProS_Glut,Mcfd2,0,0,1.0
CA1-ProS_Glut,Faxc,0,-1,1.0
CA1-ProS_Glut,Otud7a,0,1,1.0
CA1-ProS_Glut,Kbtbd8,0,0,1.0
CA1-ProS_Glut,Arrb2,0,0,1.0
CA1-ProS_Glut,Samd12,0,1,1.0
CA1-ProS_Glut,Srd5a3,0,0,1.0
CA1-ProS_Glut,Jdp2,-1,-1,1.0
CA1-ProS_Glut,Dhx29,1,-1,1.0
CA1-ProS_Glut,Exd2,1,1,1.0
CA1-ProS_Glut,Arf1,-1,0,1.0
CA1-ProS_Glut,Atp5g1,-1,0,1.0
CA1-ProS_Glut,Gm14412,1,1,1.0
CA1-ProS_Glut,Klc2,1,0,1.0
CA1-ProS_Glut,Slc38a9,1,1,1.0
CA1-ProS_Glut,Kcnh7,-1,-1,1.0
CA1-ProS_Glut,A330102I10Rik,-1,-1,1.0
CA1-ProS_Glut,Dus2,1,0,1.0
CA1-ProS_Glut,Ndufs7,-1,0,1.0
CA1-ProS_Glut,Rngtt,1,1,1.0
CA1-ProS_Glut,Luzp2,-1,-1,1.0
CA1-ProS_Glut,Gm1992,-1,-1,1.0
CA1-ProS_Glut,Skap2,1,1,1.0
CA1-ProS_Glut,Rpl37,-1,-1,1.0
CA1-ProS_Glut,Dhx57,1,1,1.0
CA1-ProS_Glut,Cep120,1,1,1.0
CA1-ProS_Glut,Gm15594,-1,-1,1.0
CA1-ProS_Glut,Ttll5,1,1,1.0
CA1-ProS_Glut,Ankrd6,1,1,1.0
CA1-ProS_Glut,Rps11,-1,-1,1.0
CA1-ProS_Glut,Bsn,1,1,1.0
CA1-ProS_Glut,Ubb,-1,-1,1.0
CA1-ProS_Glut,Cntnap5c,-1,1,1.0
CA1-ProS_Glut,4932443L11Rik,-1,1,1.0
CA1-ProS_Glut,Lin28b,1,-1,1.0
CA1-ProS_Glut,Smyd3,1,1,1.0
CA1-ProS_Glut,Pkn1,1,0,1.0
CA1-ProS_Glut,Acadsb,1,1,1.0
CA1-ProS_Glut,Palm,1,0,1.0
CA1-ProS_Glut,Ndufb11,-1,1,1.0
CA1-ProS_Glut,Pitpnm2,1,1,1.0
CA1-ProS_Glut,Hist3h2a,-1,-1,1.0
CA1-ProS_Glut,Plekhg1,-1,-1,1.0
CA1-ProS_Glut,Rpl6,-1,-1,1.0
CA1-ProS_Glut,Junb,-1,-1,1.0
CA1-ProS_Glut,Epha3,-1,-1,1.0
CA1-ProS_Glut,Rps27,-1,-1,1.0
CA1-ProS_Glut,Kcnq1ot1,1,1,1.0
CA1-ProS_Glut,Tnrc6a,1,1,1.0
CA1-ProS_Glut,E130307A14Rik,1,-1,1.0
CA1-ProS_Glut,Dip2a,1,1,1.0
CA1-ProS_Glut,Chst11,-1,1,1.0
CA1-ProS_Glut,Cry2,1,1,1.0
CA1-ProS_Glut,Eif4enif1,1,1,1.0
CA1-ProS_Glut,Mink1,1,1,1.0
CA1-ProS_Glut,Galnt18,-1,1,1.0
CA1-ProS_Glut,Snx32,1,0,1.0
CA1-ProS_Glut,Lrrn1,-1,-1,1.0
CA1-ProS_Glut,Kbtbd11,-1,0,1.0
CA1-ProS_Glut,Sfi1,1,0,1.0
CA1-ProS_Glut,Sorcs3,-1,1,1.0
CA1-ProS_Glut,Ccar1,1,1,1.0
CA1-ProS_Glut,Fat3,-1,-1,1.0
CA1-ProS_Glut,Rpl13a,-1,0,1.0
CA1-ProS_Glut,Foxg1,-1,-1,1.0
CA1-ProS_Glut,Tbc1d12,1,1,1.0
CA1-ProS_Glut,Doc2b,-1,1,1.0
CA1-ProS_Glut,1700007F19Rik,-1,-1,1.0
CA1-ProS_Glut,Kif1a,1,1,1.0
CA1-ProS_Glut,Kif5a,1,1,1.0
CA1-ProS_Glut,Plxna4,-1,1,1.0
CA1-ProS_Glut,Izumo4,1,-1,1.0
CA1-ProS_Glut,Sema6d,-1,-1,1.0
CA1-ProS_Glut,Slc24a3,-1,1,1.0
CA1-ProS_Glut,Gdi1,1,1,1.0
CA1-ProS_Glut,Acp1,-1,0,1.0
CA1-ProS_Glut,Lrsam1,1,1,1.0
CA1-ProS_Glut,Fras1,1,1,1.0
CA1-ProS_Glut,Neto1,1,1,1.0
CA1-ProS_Glut,Ncam2,1,1,1.0
CA1-ProS_Glut,Zfp706,-1,0,1.0
CA1-ProS_Glut,Ift88,1,1,1.0
CA1-ProS_Glut,Wdr95,-1,-1,1.0
CA1-ProS_Glut,Pcbp3,1,1,1.0
CA1-ProS_Glut,Cwf19l2,1,1,1.0
CA1-ProS_Glut,Slc24a5,-1,0,1.0
CA1-ProS_Glut,Rpl24,-1,-1,1.0
CA1-ProS_Glut,Arfgef2,1,1,1.0
CA1-ProS_Glut,Calm2,-1,0,1.0
CA1-ProS_Glut,9530026P05Rik,1,1,1.0
CA1-ProS_Glut,Ctnnal1,1,1,1.0
CA1-ProS_Glut,Gm15680,-1,-1,1.0
CA1-ProS_Glut,Lpp,-1,1,1.0
CA1-ProS_Glut,Tenm4,1,1,1.0
CA1-ProS_Glut,Hecw1,1,1,1.0
CA1-ProS_Glut,Maml2,1,-1,1.0
CA1-ProS_Glut,1600010M07Rik,-1,1,1.0
CA1-ProS_Glut,Cdc73,1,1,1.0
CA1-ProS_Glut,Pdxdc1,1,1,1.0
CA1-ProS_Glut,Kif16b,1,1,1.0
CA1-ProS_Glut,Prtg,1,1,1.0
CA1-ProS_Glut,Gab2,1,1,1.0
CA1-ProS_Glut,Snrnp48,1,0,1.0
CA1-ProS_Glut,Nbr1,1,1,1.0
CA1-ProS_Glut,Stam2,1,0,1.0
CA1-ProS_Glut,Agfg2,1,1,1.0
CA1-ProS_Glut,Nos1,1,1,1.0
CA1-ProS_Glut,Dpf1,1,0,1.0
CA1-ProS_Glut,Pde11a,1,1,1.0
CA1-ProS_Glut,Rad17,1,0,1.0
CA1-ProS_Glut,Rpl27a,-1,0,1.0
CA1-ProS_Glut,Sh3bgrl3,-1,-1,1.0
CA1-ProS_Glut,Ckap5,1,1,1.0
CA1-ProS_Glut,Usp50,-1,1,1.0
CA1-ProS_Glut,D630045J12Rik,1,1,1.0
CA1-ProS_Glut,Gm26936,-1,-1,1.0
CA1-ProS_Glut,Rbm10,1,1,1.0
CA1-ProS_Glut,Rassf8,-1,1,1.0
CA1-ProS_Glut,Herc4,1,1,1.0
CA1-ProS_Glut,Tpt1,-1,-1,1.0
CA1-ProS_Glut,Nxf1,1,0,1.0
CA1-ProS_Glut,Rpl37a,-1,-1,1.0
CA1-ProS_Glut,Usp4,1,1,1.0
CA1-ProS_Glut,Arhgap33,1,1,1.0
CA1-ProS_Glut,Crtac1,1,1,1.0
CA1-ProS_Glut,Gm17066,1,1,1.0
CA1-ProS_Glut,Smdt1,-1,0,1.0
CA1-ProS_Glut,Fau,-1,-1,1.0
CA1-ProS_Glut,Gm16351,-1,-1,1.0
CA1-ProS_Glut,Rpl23,-1,0,1.0
CA1-ProS_Glut,Golga2,1,1,1.0
CA1-ProS_Glut,Slc9a4,1,1,1.0
CA1-ProS_Glut,Pknox2,1,-1,1.0
CA1-ProS_Glut,9630028H03Rik,-1,1,1.0
CA1-ProS_Glut,Sec23a,1,1,1.0
CA1-ProS_Glut,Rps27a,-1,-1,1.0
CA1-ProS_Glut,Cpeb3,1,1,1.0
CA1-ProS_Glut,Ano4,-1,1,1.0
CA1-ProS_Glut,Rundc3b,1,1,1.0
CA1-ProS_Glut,Gm10135,-1,-1,1.0
CA1-ProS_Glut,Wwox,1,1,1.0
CA1-ProS_Glut,Galnt13,1,1,1.0
CA1-ProS_Glut,Esrra,1,0,1.0
CA1-ProS_Glut,Cntn4,-1,-1,1.0
CA1-ProS_Glut,Mfsd11,1,1,1.0
CA1-ProS_Glut,Nrxn2,1,1,1.0
CA1-ProS_Glut,Spata7,1,0,1.0
CA1-ProS_Glut,Nnat,-1,0,1.0
CA1-ProS_Glut,Dnmt3a,1,1,1.0
CA1-ProS_Glut,Bptf,1,1,1.0
CA1-ProS_Glut,Sash1,-1,-1,1.0
CA1-ProS_Glut,Ralgds,1,1,1.0
CA1-ProS_Glut,Pus7,1,0,1.0
CA1-ProS_Glut,Ndufb9,-1,-1,1.0
CA1-ProS_Glut,Pde1c,1,-1,1.0
CA1-ProS_Glut,Cmip,1,1,1.0
CA1-ProS_Glut,Rsrp1,1,-1,1.0
CA1-ProS_Glut,Serac1,1,1,1.0
CA1-ProS_Glut,Marf1,1,1,1.0
CA1-ProS_Glut,Fus,1,0,1.0
CA1-ProS_Glut,Atxn2l,1,0,1.0
CA1-ProS_Glut,Cadm1,1,1,1.0
CA1-ProS_Glut,Cep70,1,1,1.0
CA1-ProS_Glut,Taf15,1,1,1.0
CA1-ProS_Glut,Spop,1,1,1.0
CA1-ProS_Glut,Kit,1,1,1.0
CA1-ProS_Glut,Cc2d2a,1,1,1.0
CA1-ProS_Glut,Srrm3,1,1,1.0
CA1-ProS_Glut,Negr1,1,1,1.0
CA1-ProS_Glut,Fam120b,1,1,1.0
CA1-ProS_Glut,Epha4,-1,-1,1.0
CA1-ProS_Glut,Rpl23a,-1,-1,1.0
CA1-ProS_Glut,Rfx7,1,1,1.0
CA1-ProS_Glut,Med24,1,1,1.0
CA1-ProS_Glut,Limch1,1,1,1.0
CA1-ProS_Glut,Bche,-1,0,1.0
CA1-ProS_Glut,Cox6a1,-1,-1,1.0
CA1-ProS_Glut,Far1os,-1,-1,1.0
CA1-ProS_Glut,Gng3,-1,-1,1.0
CA1-ProS_Glut,Plat,1,1,1.0
CA1-ProS_Glut,Adamts17,1,1,1.0
CA1-ProS_Glut,Phkg2,1,0,1.0
CA1-ProS_Glut,Lrrc1,1,0,1.0
CA1-ProS_Glut,Gm28376,-1,1,1.0
CA1-ProS_Glut,Ldb2,1,1,1.0
CA1-ProS_Glut,Smarcc2,1,1,1.0
CA1-ProS_Glut,Rap1gap2,1,1,1.0
CA1-ProS_Glut,Rpl32,-1,-1,1.0
CA1-ProS_Glut,Col25a1,1,1,1.0
CA1-ProS_Glut,Rps2,-1,-1,1.0
CA1-ProS_Glut,Atrnl1,1,1,1.0
CA1-ProS_Glut,Spcs1,-1,-1,1.0
CA1-ProS_Glut,Nbas,1,1,1.0
CA1-ProS_Glut,Arl3,1,1,1.0
CA1-ProS_Glut,Cnnm1,1,1,1.0
CA1-ProS_Glut,Pou3f1,-1,-1,1.0
CA1-ProS_Glut,Lrrtm4,1,1,1.0
CA1-ProS_Glut,Fmnl1,1,1,1.0
CA1-ProS_Glut,Macrod2os1,-1,0,1.0
CA1-ProS_Glut,Ptpro,-1,-1,1.0
CA1-ProS_Glut,2610507B11Rik,1,1,1.0
CA1-ProS_Glut,Tmtc2,1,-1,1.0
CA1-ProS_Glut,Shisa9,1,1,1.0
CA1-ProS_Glut,Lrrc4b,1,1,1.0
CA1-ProS_Glut,Gm3848,-1,-1,1.0
CA1-ProS_Glut,Osbpl7,1,0,1.0
CA1-ProS_Glut,Myo5b,1,1,1.0
CA1-ProS_Glut,Ube3a,-1,1,1.0
CA1-ProS_Glut,Grin2a,-1,1,1.0
CA1-ProS_Glut,Mroh1,1,1,1.0
CA1-ProS_Glut,Cdh7,1,1,1.0
CA1-ProS_Glut,Chn1,-1,-1,1.0
CA1-ProS_Glut,Hunk,-1,-1,1.0
CA1-ProS_Glut,Setd2,1,1,1.0
CA1-ProS_Glut,Ubc,-1,0,1.0
CA1-ProS_Glut,Sept7,1,1,1.0
CA1-ProS_Glut,Sertad2,-1,1,1.0
CA1-ProS_Glut,Dach1,1,1,1.0
CA1-ProS_Glut,Brsk1,1,1,1.0
CA1-ProS_Glut,Cdc27,1,1,1.0
CA1-ProS_Glut,Csnk1g1,1,1,1.0
CA1-ProS_Glut,Chd8,1,1,1.0
CA1-ProS_Glut,Crlf1,-1,-1,1.0
CA1-ProS_Glut,Nsmce2,1,1,1.0
CA1-ProS_Glut,Cbx7,1,1,1.0
CA1-ProS_Glut,Igsf11,-1,-1,1.0
CA1-ProS_Glut,Ncam1,1,1,1.0
CA1-ProS_Glut,Psmd13,1,0,1.0
CA1-ProS_Glut,Scly,1,0,1.0
CA1-ProS_Glut,Kifc2,1,0,1.0
CA1-ProS_Glut,Rpl29,-1,-1,1.0
CA1-ProS_Glut,Grb10,1,1,1.0
CA1-ProS_Glut,Acaca,1,1,1.0
CA1-ProS_Glut,Srrm1,1,0,1.0
CA1-ProS_Glut,Atp5h,-1,-1,1.0
CA1-ProS_Glut,Rps7,-1,-1,1.0
CA1-ProS_Glut,Cpne7,1,0,1.0
CA1-ProS_Glut,Lmo3,-1,-1,1.0
CA1-ProS_Glut,Lrrc4c,1,1,1.0
CA1-ProS_Glut,Stk25,1,0,1.0
CA1-ProS_Glut,Tbc1d8,1,1,1.0
CA1-ProS_Glut,Arhgef28,1,1,1.0
CA1-ProS_Glut,Kcnt2,1,1,1.0
CA1-ProS_Glut,Fxr2,1,1,1.0
CA1-ProS_Glut,Elavl2,1,1,1.0
CA1-ProS_Glut,Wipf2,1,1,1.0
CA1-ProS_Glut,Fbln2,1,0,1.0
CA1-ProS_Glut,Kcnh1,1,1,1.0
CA1-ProS_Glut,Mccc1,1,0,1.0
CA1-ProS_Glut,Frrs1l,-1,0,1.0
CA1-ProS_Glut,Letm2,1,0,1.0
CA1-ProS_Glut,Usp54,1,0,1.0
CA1-ProS_Glut,Ppp1ca,0,-1,1.0
CA1-ProS_Glut,Gm3764,0,-1,1.0
CA1-ProS_Glut,Lonrf1,0,-1,1.0
CA1-ProS_Glut,Sh3bgrl2,0,1,1.0
CA1-ProS_Glut,Tcp1,0,0,1.0
CA1-ProS_Glut,Zzef1,0,1,1.0
CA1-ProS_Glut,Tbc1d10b,0,1,1.0
CA1-ProS_Glut,Erp29,0,1,1.0
CA1-ProS_Glut,Mthfd1l,0,1,1.0
CA1-ProS_Glut,Atp5a1,0,0,1.0
CA1-ProS_Glut,Jpx,0,0,1.0
CA1-ProS_Glut,2810006K23Rik,0,0,1.0
CA1-ProS_Glut,Zrsr2,0,0,1.0
CA1-ProS_Glut,Wdr11,0,0,1.0
CA1-ProS_Glut,Ubp1,0,1,1.0
CA1-ProS_Glut,Glra3,0,1,1.0
CA1-ProS_Glut,Slc35g2,0,-1,1.0
CA1-ProS_Glut,Rnf115,0,1,1.0
CA1-ProS_Glut,Sesn1,0,1,1.0
CA1-ProS_Glut,Hid1,0,0,1.0
CA1-ProS_Glut,Cep135,0,1,1.0
CA1-ProS_Glut,Gabra4,0,-1,1.0
CA1-ProS_Glut,Abcb9,0,0,1.0
CA1-ProS_Glut,Cln3,0,0,1.0
CA1-ProS_Glut,Ppp1r10,0,1,1.0
CA1-ProS_Glut,Parp11,0,1,1.0
CA1-ProS_Glut,Gm15892,0,0,1.0
CA1-ProS_Glut,Limd1,0,1,1.0
CA1-ProS_Glut,Timmdc1,0,1,1.0
CA1-ProS_Glut,Il6ra,0,1,1.0
CA1-ProS_Glut,Itfg2,0,0,1.0
CA1-ProS_Glut,Kmt2b,0,1,1.0
CA1-ProS_Glut,Med23,0,0,1.0
CA1-ProS_Glut,Rac1,0,1,1.0
CA1-ProS_Glut,Nmd3,0,1,1.0
CA1-ProS_Glut,Tecpr2,0,1,1.0
CA1-ProS_Glut,Rab12,0,0,1.0
CA1-ProS_Glut,Ttf1,0,0,1.0
CA1-ProS_Glut,Ndufaf3,0,-1,1.0
CA1-ProS_Glut,Vmn2r87,0,1,1.0
CA1-ProS_Glut,Arc,0,-1,1.0
CA1-ProS_Glut,Olfml2b,0,-1,1.0
CA1-ProS_Glut,Trmt2b,0,0,1.0
CA1-ProS_Glut,Mepce,0,-1,1.0
CA1-ProS_Glut,Vps53,0,1,1.0
CA1-ProS_Glut,Mnat1,0,1,1.0
CA1-ProS_Glut,Pard6a,0,-1,1.0
CA1-ProS_Glut,Tmbim6,0,1,1.0
CA1-ProS_Glut,Bcap31,0,0,1.0
CA1-ProS_Glut,Miip,0,0,1.0
CA1-ProS_Glut,4833420G17Rik,0,0,1.0
CA1-ProS_Glut,Hinfp,0,0,1.0
CA1-ProS_Glut,Sh3d19,0,1,1.0
CA1-ProS_Glut,Uqcrq,0,-1,1.0
CA1-ProS_Glut,Ttc39c,0,1,1.0
CA1-ProS_Glut,Ttc8,0,1,1.0
CA1-ProS_Glut,Syn3,0,1,1.0
CA1-ProS_Glut,Ywhaq,0,0,1.0
CA1-ProS_Glut,Mycbp,0,0,1.0
CA1-ProS_Glut,Prune2,0,1,1.0
CA1-ProS_Glut,Fah,0,0,1.0
CA1-ProS_Glut,Crk,0,1,1.0
CA1-ProS_Glut,Cacna1i,0,1,1.0
CA1-ProS_Glut,Gm10130,0,1,1.0
CA1-ProS_Glut,Zfp626,0,0,1.0
CA1-ProS_Glut,Ogfr,0,0,1.0
CA1-ProS_Glut,Acad10,0,1,1.0
CA1-ProS_Glut,Scai,0,1,1.0
CA1-ProS_Glut,2310009B15Rik,0,-1,1.0
CA1-ProS_Glut,Runx1t1,0,-1,1.0
CA1-ProS_Glut,Tubb4a,0,-1,1.0
CA1-ProS_Glut,Psd,0,-1,1.0
CA1-ProS_Glut,Dgcr6,0,1,1.0
CA1-ProS_Glut,Lypd1,0,-1,1.0
CA1-ProS_Glut,Zfp758,0,0,1.0
CA1-ProS_Glut,Foxo6,0,0,1.0
CA1-ProS_Glut,Tmem14a,0,0,1.0
CA1-ProS_Glut,Grb2,0,1,1.0
CA1-ProS_Glut,Rxfp1,0,0,1.0
CA1-ProS_Glut,Ifitm10,0,0,1.0
CA1-ProS_Glut,Tmem229b,0,1,1.0
CA1-ProS_Glut,Pla2g6,0,1,1.0
CA1-ProS_Glut,Safb,0,1,1.0
CA1-ProS_Glut,Ankrd63,0,-1,1.0
CA1-ProS_Glut,Cenpu,0,-1,1.0
CA1-ProS_Glut,Gm10754,0,0,1.0
CA1-ProS_Glut,Mettl3,0,-1,1.0
CA1-ProS_Glut,Gpr37,0,-1,1.0
CA1-ProS_Glut,1700023F06Rik,0,-1,1.0
CA1-ProS_Glut,Fam102b,0,0,1.0
CA1-ProS_Glut,Mpp2,0,1,1.0
CA1-ProS_Glut,Zfp770,0,-1,1.0
CA1-ProS_Glut,Rbm4,0,0,1.0
CA1-ProS_Glut,Ighm,0,0,1.0
CA1-ProS_Glut,Ppih,0,0,1.0
CA1-ProS_Glut,Hscb,0,0,1.0
CA1-ProS_Glut,Nfkbid,0,0,1.0
CA1-ProS_Glut,Tmem30a,0,-1,1.0
CA1-ProS_Glut,Pgm1,0,0,1.0
CA1-ProS_Glut,Gcfc2,0,0,1.0
CA1-ProS_Glut,Xrcc6,0,1,1.0
CA1-ProS_Glut,Gtpbp2,0,0,1.0
CA1-ProS_Glut,Uevld,0,0,1.0
CA1-ProS_Glut,Ccdc106,0,0,1.0
CA1-ProS_Glut,Ube2g2,0,0,1.0
CA1-ProS_Glut,Ppm1d,0,1,1.0
CA1-ProS_Glut,Ccdc138,0,1,1.0
CA1-ProS_Glut,Snn,0,0,1.0
CA1-ProS_Glut,9430015G10Rik,0,1,1.0
CA1-ProS_Glut,Cnnm4,0,1,1.0
CA1-ProS_Glut,Dpy19l2,0,1,1.0
CA1-ProS_Glut,Gm29069,0,-1,1.0
CA1-ProS_Glut,Ddx24,-1,0,1.0
CA1-ProS_Glut,Sox5,1,1,1.0
CA1-ProS_Glut,Osbpl3,-1,-1,1.0
CA1-ProS_Glut,Kdm5b,1,1,1.0
CA1-ProS_Glut,Dnajc7,1,1,1.0
CA1-ProS_Glut,Grid2,1,1,1.0
CA1-ProS_Glut,Yeats2,1,1,1.0
CA1-ProS_Glut,Slc26a4,1,-1,1.0
CA1-ProS_Glut,Trim46,1,0,1.0
CA1-ProS_Glut,Stip1,1,1,1.0
CA1-ProS_Glut,Snd1,-1,-1,1.0
CA1-ProS_Glut,Zfp804a,-1,-1,1.0
CA1-ProS_Glut,Unc5c,1,1,1.0
CA1-ProS_Glut,Hexdc,1,1,1.0
CA1-ProS_Glut,Ctxn1,-1,-1,1.0
CA1-ProS_Glut,Sept4,1,0,1.0
CA1-ProS_Glut,Ftl1,-1,-1,1.0
CA1-ProS_Glut,Garnl3,1,1,1.0
CA1-ProS_Glut,Arhgef26,1,1,1.0
CA1-ProS_Glut,Arpc5,-1,-1,1.0
CA1-ProS_Glut,Prkab2,-1,1,1.0
CA1-ProS_Glut,Cdc25b,1,0,1.0
CA1-ProS_Glut,Pabpc1,1,0,1.0
CA1-ProS_Glut,Atp2b2,-1,1,1.0
CA1-ProS_Glut,Gm26672,-1,-1,1.0
CA1-ProS_Glut,Bex2,-1,0,1.0
CA1-ProS_Glut,Ccdc93,1,-1,1.0
CA1-ProS_Glut,Pcdh7,1,1,1.0
CA1-ProS_Glut,Dlg1,1,1,1.0
CA1-ProS_Glut,Rps16,-1,-1,1.0
CA1-ProS_Glut,Ldlr,1,1,1.0
CA1-ProS_Glut,Gm16070,1,-1,1.0
CA1-ProS_Glut,Actl6b,1,0,1.0
CA1-ProS_Glut,Olfm3,-1,-1,1.0
CA1-ProS_Glut,Fgfr1,-1,0,1.0
CA1-ProS_Glut,Gm13963,-1,1,1.0
CA1-ProS_Glut,2010300C02Rik,-1,-1,1.0
CA1-ProS_Glut,Rbm25,1,1,1.0
CA1-ProS_Glut,B230110G15Rik,-1,-1,1.0
CA1-ProS_Glut,1700109K24Rik,-1,-1,1.0
CA1-ProS_Glut,Uqcc2,-1,0,1.0
CA1-ProS_Glut,Dzank1,1,1,1.0
CA1-ProS_Glut,Dcaf8,1,1,1.0
CA1-ProS_Glut,Acin1,1,1,1.0
CA1-ProS_Glut,Cs,1,1,1.0
CA1-ProS_Glut,Madd,1,1,1.0
