2mo,9mo,18mo,gene_name,distance
0.75,0.68,0.54,Hs6st1,5657
0.74,0.59,0.83,Hs6st1,16986
0.54,0.46,0.31,Hs6st1,12566
0.06,0.19,0.37,Kansl3,1899
0.79,0.57,0.66,Fer1l5,21306
0.34,0.24,0.09,Sema4c,4666
0.46,0.28,0.2,Fam178b,50766
0.52,0.43,0.27,Fam178b,50949
0.6,0.46,0.36,Fam178b,52149
0.47,0.37,0.17,Zap70,4715
0.47,0.37,0.17,Gm18828,1650
0.52,0.34,0.26,Tmem131,7295
0.63,0.47,0.3,Tmem131,69784
0.35,0.37,0.09,RP23-328J8.2,2189
0.35,0.37,0.09,Tmem131,29316
0.65,0.42,0.47,Vwa3b,5538
0.34,0.23,0.12,Inpp4a,12901
0.48,0.29,0.27,Inpp4a,39512
0.41,0.19,0.28,Inpp4a,55367
0.41,0.27,0.2,Inpp4a,43324
0.64,0.47,0.41,Inpp4a,41738
0.76,0.61,0.42,Inpp4a,39066
0.44,0.31,0.22,Inpp4a,36716
0.51,0.39,0.21,Inpp4a,36324
0.65,0.53,0.4,Inpp4a,33822
0.76,0.64,0.47,Inpp4a,32643
0.71,0.48,0.46,Inpp4a,32544
0.77,0.55,0.57,Inpp4a,32438
0.81,0.69,0.54,Inpp4a,21976
0.58,0.34,0.26,Inpp4a,15088
0.3,0.11,0.06,Inpp4a,13555
0.58,0.38,0.29,Inpp4a,12994
0.67,0.56,0.45,Inpp4a,10401
0.6,0.57,0.39,Inpp4a,10263
0.47,0.37,0.25,Mgat4a,41038
0.65,0.5,0.44,Mgat4a,27595
0.79,0.68,0.53,Mgat4a,17268
0.65,0.43,0.54,Mgat4a,5041
0.47,0.35,0.2,4930556I23Rik,153
0.47,0.35,0.2,2010300C02Rik,7542
0.32,0.18,0.09,2010300C02Rik,29443
0.71,0.53,0.4,RP23-402K6.2,788
0.71,0.53,0.4,2010300C02Rik,54182
0.46,0.33,0.18,2010300C02Rik,50412
0.65,0.57,0.36,RP23-21P10.1,1956
0.65,0.57,0.36,2010300C02Rik,27682
0.5,0.34,0.28,2010300C02Rik,23065
0.65,0.53,0.28,2010300C02Rik,15115
0.77,0.76,0.55,2010300C02Rik,14595
0.71,0.55,0.5,2010300C02Rik,9742
0.36,0.19,0.15,2010300C02Rik,3665
0.74,0.61,0.54,Aff3,105633
0.35,0.37,0.6,Aff3,119503
0.35,0.34,0.09,Gm16152,1558
0.35,0.34,0.09,Aff3,219090
0.54,0.44,0.27,Aff3,196153
0.82,0.7,0.56,Aff3,173359
0.75,0.54,0.59,Aff3,159409
0.64,0.48,0.38,Aff3,127877
0.62,0.37,0.39,Aff3,126708
0.65,0.56,0.44,Aff3,80055
0.39,0.26,0.12,Aff3,49865
0.58,0.53,0.35,Aff3,37948
0.57,0.43,0.37,RP23-101P2.3,1284
0.57,0.43,0.37,Chst10,16123
0.68,0.57,0.43,Npas2,35339
0.49,0.27,0.33,Npas2,84680
0.75,0.78,0.54,Npas2,77153
0.14,0.38,0.24,Npas2,53343
0.78,0.7,0.55,Npas2,37630
0.5,0.46,0.28,Npas2,15538
0.7,0.46,0.36,Tbc1d8,14007
0.64,0.72,0.88,Tbc1d8,21439
0.65,0.41,0.29,Tbc1d8,55239
0.57,0.47,0.29,Tbc1d8,55495
0.43,0.35,0.16,Map4k4,33221
0.53,0.29,0.42,Map4k4,59168
0.65,0.39,0.42,Map4k4,45060
0.65,0.59,0.37,Map4k4,31511
0.34,0.43,0.16,Map4k4,31191
0.37,0.3,0.15,Map4k4,27228
0.56,0.46,0.33,Map4k4,25605
0.64,0.46,0.4,Map4k4,12879
0.53,0.64,0.43,Map4k4,11089
0.41,0.24,0.19,Gm16894,2295
0.41,0.24,0.19,Il1r2,13477
0.89,0.85,0.69,RP23-346B12.3,1810
0.89,0.85,0.69,Slc9a4,2771
0.79,0.88,0.67,RP23-413K6.3,3796
0.79,0.88,0.67,Slc9a2,14664
0.56,0.57,0.3,Gm28140,5199
0.25,0.48,0.43,Pantr1,9414
0.76,0.71,0.91,Pantr2,2362
0.76,0.71,0.91,Gm20646,14498
0.58,0.6,0.35,Gm20646,19408
0.81,0.56,0.41,AI597479,3803
0.42,0.23,0.12,Fhl2,13051
0.4,0.22,0.19,Fhl2,20829
0.69,0.6,0.47,Fhl2,32326
0.71,0.45,0.61,Fhl2,24034
0.39,0.24,0.18,Gm8210,279
0.39,0.24,0.18,Fhl2,7625
0.46,0.23,0.32,Nck2,17754
0.71,0.49,0.59,Nck2,24465
0.56,0.27,0.54,Nck2,25621
0.54,0.49,0.34,Uxs1,23889
0.48,0.56,0.79,Gm8241,1441
0.4,0.2,0.25,Gm4776,6645
0.61,0.79,0.86,Gm4776,3530
0.78,0.56,0.63,Dnah7b,11805
0.46,0.23,0.14,Slc39a10,33288
0.49,0.39,0.2,Slc39a10,36109
0.51,0.35,0.24,Gm28151,693
0.51,0.35,0.24,Slc39a10,42678
0.76,0.96,0.84,Gm28826,12434
0.49,0.41,0.23,9330175M20Rik,46591
0.36,0.23,0.16,9330175M20Rik,2753
0.39,0.5,0.75,Myo1b,20794
0.35,0.35,0.12,Stat4,9049
0.54,0.36,0.29,Gm28177,31585
0.54,0.36,0.29,Stat1,9062
0.33,0.23,0.12,RP24-388H6.6,1463
0.33,0.23,0.12,Tmem194b,648
0.37,0.23,0.15,Inpp1,16883
0.9,0.96,0.7,Dnah7a,44372
0.6,0.54,0.36,Hecw2,173493
0.63,0.55,0.33,Hecw2,194317
0.49,0.35,0.26,Hecw2,181745
0.49,0.52,0.27,Ankrd44,60123
0.48,0.53,0.25,Satb2,46618
0.45,0.18,0.22,Satb2,27791
0.61,0.64,0.83,Satb2,17712
0.56,0.71,0.83,RP24-123J3.2,2157
0.56,0.71,0.83,Satb2,2167
0.56,0.71,0.83,9130024F11Rik,9071
0.69,0.65,0.85,9130024F11Rik,24876
0.65,0.47,0.35,Spats2l,81999
0.61,0.79,0.55,Spats2l,46606
0.73,0.66,0.88,Aox4,7591
0.12,0.14,0.34,Gm15759,31813
0.12,0.14,0.34,Aox2,9517
0.7,0.76,0.54,Nif3l1,14868
0.35,0.19,0.15,Gm28802,8789
0.5,0.53,0.29,Bmpr2,2895
0.53,0.47,0.29,Fam117b,25478
0.76,0.7,0.51,Pard3b,263173
0.25,0.18,0.03,Pard3b,81930
0.72,0.56,0.45,Pard3b,2524
0.69,0.5,0.41,Gm29083,1649
0.69,0.5,0.41,Nrp2,17139
0.79,0.67,0.55,Nrp2,18921
0.75,0.7,0.44,Nrp2,24971
0.43,0.35,0.2,Nrp2,44991
0.48,0.44,0.25,Nrp2,36402
0.77,0.69,0.54,Nrp2,33180
0.43,0.22,0.42,Nrp2,28696
0.78,0.58,0.56,RP23-149A5.4,2480
0.78,0.58,0.56,Nrp2,9318
0.98,1.0,0.79,Ino80d,70563
0.45,0.44,0.25,Adam23,75102
0.67,0.43,0.46,Adam23,25806
0.81,0.56,0.75,Dytn,10000
0.48,0.24,0.33,Klf7,12918
0.31,0.42,0.21,Klf7,25005
0.73,0.6,0.44,Creb1,30750
0.65,0.54,0.41,Creb1,27681
0.72,0.62,0.47,Ccnyl1,10196
0.51,0.3,0.44,Plekhm3,74081
0.83,0.67,0.55,Plekhm3,46729
0.47,0.39,0.19,Map2,74204
0.48,0.34,0.21,Unc80,86550
0.68,0.48,0.46,Unc80,111660
0.78,0.65,0.57,Acadl,9434
0.58,0.49,0.36,Lancl1,7394
0.48,0.22,0.37,Lancl1,6891
0.77,0.67,0.52,Spag16,410987
0.72,0.62,0.42,Spag16,26167
0.51,0.31,0.58,Vwc2l,21023
0.53,0.76,0.51,Abca12,32467
0.49,0.44,0.23,Abca12,49328
0.62,0.49,0.3,March4,5777
0.77,0.62,0.51,Smarcal1,17886
0.57,0.46,0.23,1700027A15Rik,9793
0.84,0.74,0.64,Gm29186,5624
0.8,0.68,0.57,Gm29186,5261
0.54,0.56,0.33,Tns1,49758
0.42,0.24,0.21,Gm29358,2040
0.42,0.24,0.21,Tmbim1,9396
0.42,0.24,0.21,Pnkd,12713
0.56,0.45,0.2,Gm29358,2407
0.56,0.45,0.2,Tmbim1,9763
0.56,0.45,0.2,Pnkd,13080
0.18,0.19,0.39,Tmbim1,3453
0.18,0.19,0.39,Pnkd,21239
0.19,0.27,0.4,Tmbim1,3406
0.19,0.27,0.4,Pnkd,21286
0.75,0.59,0.54,Catip,4444
0.34,0.38,0.16,Ctdsp1,1409
0.77,0.77,0.55,Usp37,5862
0.79,0.7,0.55,Zfp142,7347
0.51,0.49,0.25,Gm16582,638
0.56,0.37,0.3,Ccdc108,4241
0.64,0.58,0.39,Dnajb2,4058
0.65,0.58,0.42,Dnajb2,5302
0.5,0.42,0.27,Ptprn,3134
0.66,0.89,0.68,Resp18,464
0.6,0.49,0.36,Speg,11579
0.79,0.67,0.48,Speg,8073
0.77,1.0,0.92,Epha4,69228
0.76,0.57,0.45,Farsb,4518
0.76,0.57,0.45,Sgpp2,1796
0.75,0.63,0.42,Farsb,7111
0.37,0.26,0.15,5730419F03Rik,6537
0.29,0.18,0.08,Acsl3,24283
0.57,0.43,0.33,Acsl3,4402
0.77,0.87,0.63,Scg2,4386
0.33,0.19,0.1,Wdfy1,115
0.59,0.52,0.33,Nyap2,104394
0.19,0.35,0.15,Sphkap,70692
0.53,0.5,0.33,Sphkap,3499
0.61,0.55,0.35,Pid1,12385
0.46,0.37,0.22,Dner,112841
0.72,0.56,0.51,Fbxo36,20920
0.82,0.86,0.57,Gm2619,6764
0.76,0.81,0.55,Gm7592,12494
0.83,0.75,0.63,G530012D18Rik,956
0.83,0.75,0.63,Sp110,3440
0.45,0.33,0.22,Sp110,6421
0.73,0.96,0.95,Sp110,12459
0.53,0.77,0.72,Sp140,23469
0.61,0.41,0.4,Itm2c,2238
0.66,0.54,0.39,Itm2c,1634
0.59,0.46,0.38,4933407L21Rik,6750
0.59,0.46,0.38,Gm28884,3458
0.66,0.55,0.4,Gpr55,6929
0.75,0.54,0.55,Gpr55,6277
0.77,0.59,0.52,Gpr55,803
0.31,0.31,0.07,Psmd1,23683
0.83,0.77,0.6,Armc9,45653
0.63,0.58,0.39,Armc9,40121
0.66,0.44,0.47,Gm16341,4047
0.66,0.44,0.47,Armc9,2728
0.56,0.42,0.35,Rpl30-ps6,1086
0.67,0.61,0.44,Dis3l2,117731
0.57,0.55,0.36,Alpi,2896
0.59,0.38,0.36,Ngef,6462
0.47,0.35,0.18,Inpp5d,36688
0.68,0.66,0.88,Usp40,22339
0.84,0.72,0.55,Glrp1,4699
0.2,0.28,0.41,Gm18699,310
0.88,1.0,0.76,RP24-396E16.1,2597
0.88,1.0,0.76,Sh3bp4,29255
0.62,0.59,0.42,Agap1,27310
0.43,0.64,0.34,RP23-102K8.1,1407
0.43,0.64,0.34,Agap1,33608
0.51,0.48,0.24,Agap1,155952
0.88,0.67,0.86,Agap1,175721
0.38,0.28,0.17,Ackr3,6551
0.69,0.54,0.39,Gm28723,2823
0.65,0.8,0.56,Gm28199,2104
0.78,0.56,0.78,Lrrfip1,59569
0.6,0.42,0.36,Lrrfip1,47691
0.68,0.58,0.48,Lrrfip1,36803
0.31,0.35,0.14,Espnl,4721
0.59,0.48,0.35,Ilkap,11279
0.7,0.68,0.47,Traf3ip1,1182
0.75,0.73,0.54,Hdac4,6993
0.59,0.52,0.36,Hdac4,32339
0.72,0.62,0.48,Hdac4,34731
0.64,0.55,0.42,Hdac4,39282
0.58,0.44,0.37,RP23-309A8.4,1675
0.58,0.44,0.37,Hdac4,55110
0.48,0.39,0.27,Gm29099,4177
0.75,0.67,0.52,Ndufa10,9649
0.74,0.59,0.52,Ndufa10,17059
0.68,0.65,0.44,Myeov2,2743
0.47,0.35,0.19,Gm29483,634
0.58,0.34,0.32,Gm29483,348
0.6,0.48,0.32,Gm29481,437
0.6,0.48,0.32,Gpc1,9814
0.5,0.38,0.22,Ankmy1,7392
0.6,0.42,0.39,Ankmy1,10813
0.75,0.64,0.49,Kif1a,18725
0.38,0.14,0.05,Kif1a,37987
0.57,0.39,0.37,Kif1a,39361
0.59,0.44,0.25,2310007B03Rik,3908
0.69,0.48,0.57,Gm26446,2020
0.69,0.48,0.57,Ppp1r7,12152
0.66,0.45,0.4,Slco4c1,25036
0.87,0.79,0.62,D1Ertd622e,11193
0.6,0.52,0.34,D1Ertd622e,11876
0.51,0.49,0.71,Gm28403,60873
0.39,0.23,0.18,Gm28404,214
0.39,0.23,0.18,Gm28403,4775
0.39,0.23,0.18,Pign,49942
0.44,0.39,0.19,RP24-79F8.1,1871
0.59,0.4,0.33,RP24-79F8.1,1689
0.56,0.43,0.31,Zcchc2,20200
0.55,0.39,0.34,Phlpp1,43232
0.68,0.68,0.46,Phlpp1,93312
0.75,0.65,0.52,Phlpp1,109158
0.64,0.53,0.81,Bcl2,78316
0.4,0.16,0.22,Bcl2,28135
0.83,0.67,0.61,Serpinb5,6608
0.86,1.0,0.78,Serpinb11,6097
0.79,0.98,0.72,Gm28363,2212
0.56,0.47,0.35,Clasp1,78539
0.65,0.49,0.37,Clasp1,78269
0.6,0.77,0.48,Gm26831,1574
0.47,0.52,0.69,Ralb,14561
0.52,0.31,0.37,Epb4.1l5,3467
0.59,0.64,0.81,Sctr,8393
0.68,0.46,0.47,Ccdc93,29493
0.85,0.71,0.91,Htr5b,2692
0.84,0.71,0.61,Ddx18,6
0.64,0.48,0.72,Dpp10,105787
0.68,0.56,0.47,Gpr39,32231
0.62,0.59,0.88,Nckap5,181435
0.49,0.42,0.7,Nckap5,392896
0.86,0.75,0.97,Mgat5,59239
0.42,0.32,0.2,Gm28800,1983
0.42,0.32,0.2,Zranb3,15285
0.46,0.28,0.22,R3hdm1,51639
0.66,0.51,0.45,Mir128-1,2019
0.66,0.51,0.45,R3hdm1,37362
0.54,0.59,0.23,Thsd7b,336526
0.77,0.76,0.55,Gm16083,7704
0.71,0.51,0.48,Zp3r,22484
0.71,0.51,0.48,Gm23623,479
0.44,0.52,0.21,Pfkfb2,16930
0.44,0.52,0.21,Gm29427,3476
0.83,0.76,0.62,Fcamr,1124
0.83,0.76,0.62,Gm15848,7639
0.42,0.27,0.21,Pigr,6121
0.36,0.21,0.15,Mapkapk2,1247
0.42,0.31,0.19,RP23-122P5.3,2509
0.42,0.31,0.19,Mapkapk2,13065
0.81,0.58,0.6,RP23-122P5.3,3419
0.81,0.58,0.6,Mapkapk2,9096
0.49,0.36,0.22,Dyrk3,345
0.65,0.59,0.44,Eif2d,16050
0.35,0.26,0.12,Eif2d,16671
0.45,0.25,0.22,Eif2d,15710
0.48,0.29,0.27,Rassf5,21555
0.33,0.24,0.13,Rassf5,24841
0.61,0.47,0.38,Rassf5,24991
0.68,0.56,0.45,Rassf5,25643
0.66,0.54,0.45,Rassf5,18732
0.33,0.29,0.12,Rassf5,8214
0.65,0.66,0.45,Ikbke,11630
0.77,0.89,0.98,Slc45a3,11416
0.77,0.89,0.98,Gm29103,11429
0.6,0.39,0.34,Cdk18,12086
0.64,0.54,0.43,Cdk18,11129
0.72,0.57,0.45,Cdk18,6257
0.65,0.56,0.42,Gm29629,595
0.65,0.56,0.42,Cdk18,3585
0.55,0.56,0.35,Mir135b,877
0.55,0.56,0.35,1700037F24Rik,238
0.55,0.56,0.35,Lemd1,9876
0.71,0.76,0.54,1700037F24Rik,320
0.71,0.76,0.54,Lemd1,16052
0.51,0.35,0.13,Lemd1,34690
0.49,0.68,0.73,Lemd1,27484
0.32,0.1,0.2,F730311O21Rik,5068
0.39,0.28,0.16,Tmcc2,13476
0.8,0.7,0.59,Tmcc2,4861
0.81,0.7,0.55,Tmcc2,4478
0.61,0.46,0.37,Cntn2,16344
0.59,0.72,0.81,Nfasc,58048
0.31,0.17,0.08,Nfasc,55791
0.79,0.75,0.52,Nfasc,40235
0.51,0.55,0.26,Lrrn2,15969
0.37,0.59,0.42,Lrrn2,22737
0.82,0.84,0.64,Plekha6,25791
0.33,0.24,0.13,Plekha6,31305
0.26,0.42,0.16,Plekha6,58459
0.67,0.67,0.44,Plekha6,60143
0.91,0.9,0.69,Gm19461,3472
0.91,0.9,0.69,Plekha6,53565
0.86,0.77,0.66,Plekha6,23584
0.72,0.66,0.51,Atp2b4,48647
0.49,0.41,0.28,Atp2b4,36187
0.42,0.24,0.14,Atp2b4,1009
0.43,0.29,0.14,Optc,2625
0.55,0.46,0.29,Optc,3687
0.69,0.73,0.48,Optc,3952
0.69,0.45,0.42,Gm15851,1071
0.69,0.45,0.42,Prelp,7447
0.44,0.36,0.21,Adora1,20102
0.49,0.28,0.34,Adora1,20027
0.48,0.48,0.25,Ppfia4,2696
0.61,0.52,0.38,Ppfia4,16538
0.49,0.23,0.27,Ppfia4,636
0.66,0.71,0.89,Gm26783,913
0.66,0.71,0.89,Syt2,2930
0.82,0.62,0.62,Syt2,8194
0.82,0.62,0.62,Ppp1r12b,3741
0.7,0.54,0.43,Lgr6,37759
0.81,0.86,0.65,Ptprv,7280
0.35,0.28,0.15,Lmod1,149
0.35,0.1,0.16,Ipo9,7094
0.29,0.16,0.09,Nav1,29235
0.45,0.67,0.59,Nav1,27508
0.35,0.49,0.25,Gm4793,1420
0.35,0.49,0.25,Nav1,8767
0.37,0.27,0.17,Tnni1,16319
0.63,0.5,0.41,Pkp1,22189
0.51,0.37,0.28,RP23-320P13.1,813
0.51,0.37,0.28,Pkp1,20931
0.77,0.71,0.54,Tmem9,1851
0.39,0.19,0.17,Kif21b,18782
0.46,0.33,0.24,Kif21b,18922
0.29,0.16,0.06,Kif21b,12141
0.88,0.79,0.68,Mroh3,9888
0.55,0.48,0.26,Gm26781,8677
0.55,0.48,0.26,Camsap2,1606
0.6,0.48,0.34,Gm26781,8628
0.6,0.48,0.34,Camsap2,1655
0.42,0.29,0.21,Gm26781,7782
0.42,0.29,0.21,Camsap2,2501
0.45,0.33,0.2,Camsap2,11418
0.85,0.85,0.61,Camsap2,11738
0.66,0.61,0.45,Camsap2,25628
0.77,0.7,0.55,Nr5a2,16892
0.84,0.98,0.67,Ptprc,50988
0.73,0.74,0.49,Ptprc,33178
0.32,0.23,0.09,Nek7,34125
0.2,0.44,0.23,Lhx9,11640
0.46,0.39,0.19,RP23-114L12.2,1431
0.46,0.39,0.19,Dennd1b,21586
0.4,0.19,0.32,Dennd1b,34507
0.75,0.66,0.53,Crb1,40815
0.44,0.28,0.16,Uchl5,8318
0.56,0.71,0.86,Gm4034,2157
0.84,0.64,0.7,Pla2g4a,50151
0.89,0.8,0.57,Ptgs2,457
0.89,0.8,0.57,Ptgs2os,3475
0.93,0.82,0.72,Gm20631,32747
0.93,0.82,0.72,Hmcn1,192228
0.52,0.34,0.3,Hmcn1,81831
0.41,0.35,0.2,RP24-245K18.2,1554
0.63,0.62,0.4,Gm24402,540
0.36,0.17,0.16,Fam129a,14877
0.33,0.32,0.11,Edem3,6929
0.32,0.19,0.09,1700025G04Rik,40997
0.75,0.7,0.45,1700025G04Rik,59576
0.82,0.75,0.57,1700025G04Rik,38239
0.53,0.77,0.61,1700025G04Rik,30665
0.79,0.71,0.59,1700025G04Rik,11991
0.52,0.46,0.24,1700025G04Rik,7484
0.35,0.4,0.58,Gm15618,2001
0.35,0.4,0.58,Colgalt2,9694
0.74,0.76,0.53,Rgl1,8742
0.76,0.7,0.54,Rgl1,8816
0.52,0.46,0.24,Rgl1,9815
0.55,0.34,0.27,Rgl1,14058
0.35,0.26,0.11,Rgl1,25121
0.4,0.36,0.15,Rgl1,25407
0.84,0.71,0.59,Rgl1,59396
0.43,0.38,0.19,Rgl1,78056
0.56,0.29,0.41,Rgl1,87272
0.55,0.35,0.35,Rgl1,87456
0.74,0.5,0.42,Rgl1,125638
0.47,0.39,0.21,Rgl1,125855
0.31,0.15,0.03,Rgl1,108239
0.94,0.87,0.66,Smg7,6806
0.75,0.67,0.47,Nmnat2,66445
0.62,0.38,0.38,Gm28960,2787
0.62,0.38,0.38,Nmnat2,32541
0.66,0.68,0.42,Rgs8,5421
0.69,0.39,0.44,Teddm2,23448
0.56,0.53,0.35,Glul,818
0.51,0.58,0.32,Gm28286,3258
0.52,0.46,0.27,A830008E24Rik,2524
0.58,0.54,0.38,Cacna1e,62385
0.6,0.32,0.49,Cacna1e,83967
0.35,0.23,0.12,Cacna1e,84749
0.22,0.29,0.08,Cacna1e,111729
0.63,0.97,0.79,Cacna1e,153531
0.53,0.33,0.31,Cacna1e,177466
0.93,0.84,0.64,Cacna1e,247063
0.77,0.63,0.47,Cacna1e,173556
0.33,0.3,0.13,Cacna1e,111606
0.31,0.08,0.14,Cacna1e,110279
0.36,0.15,0.13,Cacna1e,54017
0.61,0.51,0.39,Cacna1e,47955
0.34,0.29,0.13,Gm29282,7092
0.75,0.61,0.54,Gm29282,12990
0.35,0.19,0.1,Gm29282,19801
0.78,0.61,0.49,Gm29441,2077
0.78,0.61,0.49,Gm29282,22540
0.56,0.4,0.33,Gm29282,8325
0.61,0.66,0.44,Gm29282,2191
0.45,0.36,0.14,Stx6,7020
0.39,0.23,0.15,Stx6,4680
0.45,0.26,0.21,Stx6,4569
0.74,0.67,0.48,BC034090,48
0.51,0.4,0.25,RP23-320I7.3,698
0.51,0.4,0.25,BC034090,16442
0.62,0.63,0.88,RP23-320I7.3,2904
0.62,0.63,0.88,BC034090,14189
0.17,0.19,0.41,BC034090,1952
0.8,0.83,0.61,Xpr1,12039
0.68,0.5,0.47,Xpr1,9692
0.66,0.55,0.42,Acbd6,35896
0.67,0.53,0.4,Tor1aip2,15038
0.34,0.39,0.18,RP24-228M19.3,1315
0.34,0.39,0.18,Soat1,21726
0.62,0.6,0.4,Abl2,40348
0.43,0.47,0.18,Abl2,37157
0.53,0.38,0.32,Tor3a,4007
0.43,0.33,0.15,Tor3a,8960
0.33,0.29,0.12,Angptl1,5053
0.33,0.29,0.12,Ralgps2,39449
0.39,0.33,0.56,Gm28694,16844
0.33,0.12,0.04,Rasal2,127896
0.7,0.55,0.39,Rasal2,106004
0.7,0.57,0.43,BC026585,10630
0.66,0.84,0.63,Gm15486,3009
0.66,0.84,0.63,Sec16b,5984
0.42,0.25,0.22,Gm15486,561
0.42,0.25,0.22,Sec16b,8432
0.84,0.84,0.62,Brinp2,47944
0.63,0.49,0.37,Mir488,1318
0.63,0.49,0.37,RP23-411L6.1,21911
0.63,0.49,0.37,Astn1,144670
