start,end,2mo,9mo,18mo,gene_start,gene_end,gene_name,distance
85137350,85137460,0.7,0.56,0.79,84990690,85272566,C130026I21Rik,135216
85932864,85932882,0.53,0.73,0.57,85926483,85942624,4933407L21Rik,6381
85932864,85932882,0.53,0.73,0.57,85931247,85939332,Gm28884,1617
86389659,86389703,0.6,0.68,0.47,86384242,86390162,Nmur1,503
86917098,86917265,0.5,0.62,0.41,86915992,86922656,RP23-26I10.6,1106
86917098,86917265,0.5,0.62,0.41,86701808,87052095,Dis3l2,134997
87295557,87295623,0.91,0.73,0.94,87262363,87312839,Efhd1,17282
87470276,87470294,0.22,0.42,0.18,87468271,87477482,3110079O15Rik,2005
87645383,87645421,0.62,0.74,0.83,87618312,87722507,Inpp5d,27071
88559781,88560360,0.48,0.69,0.63,88549517,88564167,Gm19589,4386
89096841,89096905,0.32,0.61,0.4,89095073,89100818,RP24-396E16.1,1768
89096841,89096905,0.32,0.61,0.4,89068415,89157068,Sh3bp4,28426
89097670,89097681,0.68,0.85,0.59,89095073,89100818,RP24-396E16.1,2597
89097670,89097681,0.68,0.85,0.59,89068415,89157068,Sh3bp4,29255
89136803,89136842,0.25,0.35,0.47,89068415,89157068,Sh3bp4,20265
89600565,89600593,0.46,0.24,0.33,89452806,89899617,Agap1,147759
89672011,89672023,0.55,0.34,0.49,89452806,89899617,Agap1,219205
89672011,89672023,0.55,0.34,0.49,89648529,89685908,4933400F21Rik,13897
89740136,89740139,0.49,0.58,0.7,89452806,89899617,Agap1,159481
89755884,89755904,0.45,0.49,0.27,89452806,89899617,Agap1,143733
90914624,90914644,0.48,0.58,0.7,90913085,90953142,Mlph,1539
90927844,90927851,0.49,0.61,0.39,90913085,90953142,Mlph,14759
91611818,91611837,0.47,0.6,0.68,91609406,91626500,Gm28380,2412
91799776,91799834,0.4,0.61,0.5,91796528,91804937,Gm29100,3248
91799776,91799834,0.4,0.61,0.5,91799461,91850028,Twist2,315
92606105,92606170,0.68,0.57,0.79,92605839,92610847,Olfr1410,266
93168893,93168946,0.8,0.57,0.76,93166725,93233072,E030010N08Rik,2168
93218160,93218196,0.7,0.51,0.49,93166725,93233072,E030010N08Rik,14912
97090832,97090838,0.83,0.75,0.63,97057038,97130301,Slco6c1,33794
97849085,97849097,0.66,0.58,0.79,97793114,98097646,Pam,55971
100050716,100050746,0.72,0.74,0.53,99770765,100487942,Cntnap5b,279951
100224048,100224085,0.17,0.39,0.22,99770765,100487942,Cntnap5b,263894
100446146,100446680,0.53,0.44,0.68,99770765,100487942,Cntnap5b,41796
106169900,106169932,0.38,0.44,0.23,106150625,106173524,Gm20753,3624
106169900,106169932,0.38,0.44,0.23,106169752,106396250,Phlpp1,148
106279028,106279241,0.49,0.63,0.36,106169752,106396250,Phlpp1,109276
106998026,106998110,0.63,0.71,0.48,106978984,107003195,Serpinb13,5169
107156503,107156765,0.7,0.83,0.61,107151940,107280361,Serpinb3b,4563
110975443,110975584,0.5,0.47,0.3,110886326,110979584,Cdh19,4141
111805822,111805859,0.6,0.7,0.49,111802934,111809775,Gm8173,2888
115760119,115760403,0.71,0.79,0.59,115682756,116589323,Cntnap5a,77363
115870099,115870280,0.59,0.64,0.8,115682756,116589323,Cntnap5a,187343
116088325,116088797,0.64,0.54,0.78,115682756,116589323,Cntnap5a,405569
117576477,117576927,0.57,0.77,0.72,117576391,117580864,Gm28361,86
117832956,117833232,0.48,0.71,0.49,117828081,117856496,Gm28360,4875
117892592,117892918,0.5,0.57,0.71,117866522,117901722,Gm7195,9130
118020332,118020402,0.47,0.57,0.69,118006769,118032415,Gm28358,12083
118861431,118861446,0.47,0.6,0.38,118832132,119055619,Gli2,29299
118917015,118917099,0.48,0.41,0.68,118832132,119055619,Gli2,84883
119348684,119348696,0.49,0.66,0.71,119327200,119387581,Gm29455,21484
120178084,120178109,0.47,0.52,0.31,120119187,120190189,3110009E18Rik,12105
120621843,120621856,0.41,0.36,0.59,120619740,120692403,2610027F03Rik,2103
123536513,123536683,0.61,0.81,0.59,123319471,124047559,Dpp10,217042
124631238,124631650,0.48,0.57,0.69,124503757,124848039,Gm28928,127481
125970233,125970242,0.48,0.65,0.7,125911620,126832799,Nckap5,58613
126455094,126455139,0.36,0.49,0.56,125911620,126832799,Nckap5,377705
127222953,127222968,0.19,0.2,0.4,127203015,127490336,Mgat5,19938
127249114,127249123,0.45,0.59,0.28,127203015,127490336,Mgat5,46099
127777911,127777982,0.68,0.69,0.49,127772164,127810061,Ccnt2,5747
129944872,129944989,0.64,0.78,0.58,129941162,129948033,RP23-322G4.3,3161
129944872,129944989,0.64,0.78,0.58,129271302,130221278,Thsd7b,276406
129955557,129956011,0.61,0.63,0.38,129271302,130221278,Thsd7b,265721
130633525,130633528,0.74,0.7,0.52,130632773,130663632,C4bp,752
130933133,130933139,0.57,0.78,0.74,130930656,130942115,Il19,2477
131093849,131093876,0.63,0.78,0.84,131084252,131094149,RP23-122P5.3,300
131093849,131093876,0.63,0.78,0.84,131051700,131099826,Mapkapk2,5977
132629100,132629113,0.59,0.78,0.82,132562690,132743797,Nfasc,66410
133913507,133913584,0.59,0.4,0.36,133904531,133916822,Gm15851,3315
133913507,133913584,0.59,0.4,0.36,133908304,133923414,Prelp,5203
133917618,133917754,0.53,0.45,0.31,133908304,133923414,Prelp,5796
133918370,133918490,0.62,0.42,0.38,133908304,133923414,Prelp,5044
134391675,134391688,0.53,0.74,0.61,134383940,134392981,4933406M09Rik,1306
134571772,134571997,0.46,0.59,0.34,134558171,134637285,Kdm5b,13601
135154150,135154193,0.38,0.44,0.62,135144824,135158269,Arl8a,4119
135154150,135154193,0.38,0.44,0.62,135150963,135155806,Gm15445,1656
135284443,135284511,0.23,0.29,0.5,135260712,135286084,Rnpep,1641
135426078,135426087,0.57,0.78,0.53,135380312,135432499,Ipo9,6421
135491422,135491431,0.65,0.86,0.84,135432580,135609295,Nav1,58842
135507872,135508021,0.37,0.53,0.6,135432580,135609295,Nav1,75292
135565013,135565065,0.19,0.34,0.14,135432580,135609295,Nav1,44282
136342401,136342631,0.39,0.41,0.18,136266123,136348104,Camsap2,5703
136343518,136343521,0.69,0.57,0.78,136266123,136348104,Camsap2,4586
136525057,136525347,0.44,0.58,0.36,136521884,136526165,Gm29485,1108
136525057,136525347,0.44,0.58,0.36,136464343,136533511,Kif14,8454
137995928,137995976,0.73,0.82,0.61,137896595,138002384,Gm4258,6456
138844779,138845082,0.44,0.55,0.65,138823186,138850577,Lhx9,5798
140244419,140244590,0.63,0.54,0.75,140244158,140614067,Kcnt2,261
140412730,140412967,0.88,0.94,0.74,140244158,140614067,Kcnt2,168572
143737697,143737802,0.69,0.61,0.83,143714338,143751676,Glrx2,13979
144544886,144544974,0.32,0.55,0.5,144514648,144569667,Rgs21,24781
146657155,146657305,0.38,0.6,0.47,146492760,146904472,Brinp3,164395
149903081,149903099,0.49,0.69,0.47,149827618,149963290,Pla2g4a,60209
150730324,150730397,0.24,0.49,0.42,150623266,150785499,Gm20631,55175
150730324,150730397,0.24,0.49,0.42,150560524,150995435,Hmcn1,169800
151080104,151080107,0.5,0.56,0.32,151078450,151084545,RP24-245K18.2,1654
151465177,151465188,0.44,0.33,0.24,151456004,151502955,Rnf2,9173
151685236,151685289,0.61,0.78,0.53,151569186,151723939,Fam129a,38703
151943975,151944013,0.5,0.59,0.36,151850403,152092125,1700025G04Rik,93572
152085728,152085732,0.31,0.47,0.54,151850403,152092125,1700025G04Rik,6397
152130290,152130301,0.34,0.34,0.55,152126585,152131389,Gm8964,1099
152669054,152669120,0.29,0.31,0.08,152514760,152768351,Rgl1,99297
152804014,152804085,0.58,0.72,0.78,152798194,152838991,Ncf2,5820
153150475,153150510,0.43,0.65,0.49,153120756,153188447,Lamc2,29719
153260348,153260361,0.49,0.6,0.7,153216922,153334786,Lamc1,43426
153287571,153287741,0.76,0.83,0.58,153281850,153289190,RP24-571N3.1,1619
153287571,153287741,0.76,0.83,0.58,153216922,153334786,Lamc1,47215
153532097,153532108,0.28,0.17,0.37,153501015,153552045,Npl,19948
153907318,153907361,0.49,0.59,0.38,153897944,153911723,Glul,4405
154025921,154026131,0.58,0.67,0.78,154025363,154036301,Gm28286,558
154440089,154440114,0.3,0.52,0.33,154388731,154886501,Cacna1e,51358
155039460,155039478,0.54,0.74,0.73,155009332,155059179,Gm29282,19719
155061617,155061691,0.63,0.49,0.38,155061447,155085266,Gm9530,170
155232273,155232280,0.62,0.64,0.83,155229304,155235159,RP23-320I7.3,2886
155232273,155232280,0.62,0.64,0.83,155210471,155246444,BC034090,14171
155279372,155279410,0.56,0.65,0.45,155273701,155419415,Xpr1,5671
155722990,155723005,0.4,0.38,0.6,155696031,155753684,Lhx4,26959
156273686,156273772,0.37,0.39,0.58,156253296,156305664,Tdrd5,20390
156522217,156522222,0.54,0.59,0.79,156522012,156528664,Csnk2a1,205
156522217,156522222,0.54,0.59,0.79,156522092,156528659,Gm10031,125
156617091,156617129,0.42,0.55,0.64,156556786,156651568,Abl2,34477
156920072,156920077,0.85,0.91,0.61,156802166,156941626,Ralgps2,21554
157055840,157055843,0.69,0.63,0.47,156970760,157056034,Gm28694,194
157597328,157597340,0.63,0.59,0.79,157594306,157598827,RP23-224G12.1,1499
158597840,158597940,0.55,0.46,0.67,158360273,158693781,Astn1,95941
158953889,158953903,0.07,0.29,0.17,158709727,158982490,Pappa2,28601
159288963,159288983,0.64,0.71,0.86,159287059,159291807,RP23-145H3.3,1904
159288963,159288983,0.64,0.71,0.86,159230320,159349640,Rfwd2,58643
159567290,159567299,0.53,0.56,0.73,159521769,159933729,Tnr,45521
159764442,159764542,0.24,0.4,0.19,159521769,159933729,Tnr,169287
159870655,159870716,0.62,0.83,0.71,159521769,159933729,Tnr,63074
159901662,159901665,0.28,0.26,0.48,159521769,159933729,Tnr,32067
160269676,160269778,0.66,0.76,0.51,160217174,160795211,Rabgap1l,52502
160269676,160269778,0.66,0.76,0.51,160262324,160445072,RP24-540L1.1,7352
160310630,160310847,0.46,0.67,0.44,160217174,160795211,Rabgap1l,93456
160310630,160310847,0.46,0.67,0.44,160262324,160445072,RP24-540L1.1,48306
161727446,161727451,0.78,0.99,0.85,161724242,161729489,Gm15429,2043
161818513,161818520,0.63,0.59,0.81,161814114,161878682,Suco,4399
161902665,161902826,0.56,0.71,0.77,161888458,161905173,RP24-75E15.3,2508
162242935,162243002,0.63,0.81,0.61,161980453,162480034,Dnm3,237099
162334950,162334955,0.77,0.56,0.84,161980453,162480034,Dnm3,145084
162472300,162472312,0.71,0.6,0.85,161980453,162480034,Dnm3,7734
162792526,162792549,0.64,0.71,0.84,162791188,162815972,Fmo4,1338
164147573,164147725,0.65,0.52,0.73,164141432,164148366,Gm16587,793
164147573,164147725,0.65,0.52,0.73,164113264,164152026,Selp,4453
164147573,164147725,0.65,0.52,0.73,164146591,164154217,Gm16548,982
165192177,165192388,0.22,0.27,0.06,165172337,165196438,Sft2d2,4261
165813671,165813695,0.57,0.65,0.4,165786681,165879277,Cd247,26990
166386358,166386365,0.67,0.57,0.87,166377097,166395621,Tada1,9261
166386358,166386365,0.67,0.57,0.87,166382622,166411863,Pogk,3736
166948301,166948304,0.75,0.82,0.62,166943597,166948358,Gm6286,57
167047642,167047647,0.16,0.39,0.26,166999417,167093302,Fam78b,45660
167350955,167350967,0.24,0.37,0.14,167347025,167351131,Gm24182,176
167350955,167350967,0.24,0.37,0.14,167347991,167370532,Aldh9a1,2964
167372236,167372263,0.59,0.8,0.64,167369966,167395841,Mgst3,2270
167607089,167607150,0.69,0.63,0.84,167596384,167641623,Rxrg,10705
167763531,167763550,0.82,0.84,0.58,167687237,167850741,Lmx1a,76294
168163601,168163613,0.7,0.5,0.61,168117364,168434270,Pbx1,46237
168163946,168163967,0.52,0.47,0.24,168117364,168434270,Pbx1,46582
168164452,168164498,0.64,0.71,0.46,168117364,168434270,Pbx1,47088
168196303,168196322,0.66,0.61,0.45,168117364,168434270,Pbx1,78939
168323643,168323662,0.44,0.33,0.56,168117364,168434270,Pbx1,110627
169693614,169693701,0.62,0.76,0.53,169653501,169697813,Rgs5,4199
170526441,170526483,0.49,0.58,0.34,170300668,170591861,Nos1ap,65420
171160862,171160884,0.6,0.46,0.71,171148711,171163130,Mpz,2268
171238741,171238750,0.54,0.76,0.6,171232853,171253388,Ndufs2,5888
171344351,171344363,0.6,0.42,0.64,171336008,171347646,Nit1,3295
171344351,171344363,0.6,0.42,0.64,171343670,171361254,Pfdn2,681
171604338,171604401,0.54,0.63,0.42,171586624,171609410,Ly9,5072
171604338,171604401,0.54,0.63,0.42,171557193,171611746,Cd244,7408
172056952,172056996,0.49,0.55,0.71,172050292,172059573,Nhlh1,2621
172108358,172108365,0.48,0.66,0.68,172080529,172124330,Copa,15972
172275055,172275105,0.69,0.77,0.57,172259641,172321841,Igsf8,15414
172275055,172275105,0.69,0.77,0.57,172269709,172300064,Atp1a2,5346
172284508,172284511,0.5,0.51,0.29,172259641,172321841,Igsf8,24867
172284508,172284511,0.5,0.51,0.29,172269709,172300064,Atp1a2,14799
172284528,172284536,0.27,0.33,0.13,172259641,172321841,Igsf8,24887
172284528,172284536,0.27,0.33,0.13,172269709,172300064,Atp1a2,14819
172331061,172331099,0.5,0.7,0.6,172318501,172331318,Kcnj9,257
172526862,172526888,0.48,0.6,0.73,172518801,172547870,Cfap45,8061
172551262,172551474,0.21,0.32,0.44,172536133,172560129,4933439K11Rik,8867
175490331,175490338,0.67,0.64,0.86,175057087,175494500,Rgs7,4169
175579802,175579841,0.54,0.74,0.57,175572309,175580425,RP24-151M13.1,623
176818713,176818735,0.48,0.27,0.31,176812660,177022437,Sdccag8,6053
177445564,177445655,0.5,0.28,0.46,177440351,177452764,Zbtb18,5213
177449837,177449848,0.6,0.83,0.8,177440351,177452764,Zbtb18,2927
177867979,177868044,0.59,0.84,0.7,177806550,177964233,RP23-474A1.1,61429
178208895,178208920,0.62,0.73,0.53,178185417,178259301,Desi2,23478
178485972,178486017,0.51,0.61,0.73,178404085,178486513,Efcab2,541
178634686,178634748,0.59,0.7,0.49,178527125,178941200,Kif26b,107561
178839200,178839332,0.52,0.59,0.74,178527125,178941200,Kif26b,102000
180200927,180200984,0.5,0.7,0.65,180163238,180201602,Adck3,675
180200927,180200984,0.5,0.7,0.65,180200303,180214401,RP23-226J18.4,624
180403907,180403935,0.57,0.47,0.37,180328485,180426802,Itpkb,22895
180598225,180598228,0.57,0.74,0.78,180566924,180603254,Parp1,5029
180726973,180726976,0.53,0.34,0.64,180724043,180756204,Acbd3,2930
181209040,181209059,0.28,0.18,0.4,181171228,181213552,Wdr26,4512
181966027,181966128,0.46,0.37,0.57,181965699,181971923,RP23-73N8.3,328
