,preds,labels,genes
115,1,2,Cul9
116,0,0,Fbxw11
117,1,2,Ckap5
118,0,1,Trpm7
119,0,0,Icam5
120,0,0,Ywhah
121,2,1,Cdkal1
122,0,0,Dcx
123,1,0,Crtc1
124,0,0,Brk1
125,2,1,Dock9
126,0,0,Rpl5
127,1,1,Camk2b
128,1,1,Cpsf6
129,0,1,Huwe1
130,2,1,Gabrb2
131,1,1,Mtmr12
132,0,0,8030462N17Rik
133,2,1,Itsn1
134,1,1,Smg7
135,0,2,Fcho2
136,2,0,Slc8a1
137,2,0,Chst11
138,2,0,Dscaml1
139,2,0,Ctif
140,0,2,Usp7
141,1,0,Anp32a
142,1,0,Trak1
143,1,0,Pkig
144,0,1,Picalm
145,1,1,Xrn1
146,1,1,Dip2c
147,0,2,Pabpn1
148,0,0,Rpl7a
149,0,0,Rpl3
150,0,0,Cplx2
151,2,1,Setbp1
152,0,1,Tbl1xr1
153,2,2,Kcnq5
154,2,1,Chl1
155,0,1,Wscd2
156,1,0,Zc3h14
157,2,1,Dlg1
158,0,0,Gm4258
159,0,1,Gabra4
160,1,1,Peg3
161,1,1,Prkag2
162,0,1,Cyth1
163,1,1,Syt17
164,1,0,Snph
165,1,1,Epn2
166,2,2,D630045J12Rik
167,1,1,Usp15
168,0,1,Znrf1
169,2,1,Dym
170,1,1,Ncoa6
171,0,0,Chgb
172,1,1,Mtdh
173,2,1,Med27
174,1,1,Map3k2
175,0,1,St6galnac5
176,1,0,Kcnip2
177,1,0,Zfp871
178,1,1,Mbtd1
179,0,0,Rpl4
180,0,0,Zbtb18
181,1,1,Cdc40
182,1,0,Lypd1
183,0,0,Mt3
184,0,0,Rps17
185,2,1,Dock7
186,1,2,Celf5
187,0,1,Add3
188,1,1,Rufy3
189,2,2,Tox
190,0,1,Rsf1
191,0,1,Aplp2
192,0,1,Megf9
193,2,2,Rgs17
194,2,0,Kcnh5
195,0,2,Clk1
196,1,0,Arl6ip5
197,0,0,Dynll1
198,2,1,Tmem117
199,0,0,Pebp1
200,2,1,Ralgapa1
201,0,0,Tgfa
202,0,1,Abl2
203,0,1,Smap1
204,1,1,Ubap2l
205,2,1,Sh3gl2
206,1,1,Vps13d
207,0,1,Rab28
208,2,0,Pip4k2a
209,1,0,Manf
210,0,0,Mvb12b
211,0,0,P2ry12
212,1,0,Kcnc1
213,0,0,Rps15a
214,0,0,Gm26917
215,1,0,Nfyc
216,0,0,Rps25
217,0,1,Baz1b
218,1,1,Arhgef7
219,1,0,Blcap
220,2,1,Adarb1
221,0,1,Epc2
222,1,0,Uchl3
223,0,0,Phactr3
224,1,1,Epc1
225,1,1,Ppp2r2a
226,0,0,A330102I10Rik
227,0,1,Agps
228,0,0,Bsg
229,2,1,Vwa8
230,1,0,Emc2
231,0,0,Rabac1
232,0,0,Crebzf
233,2,1,Cd47
234,1,1,Pkd1
235,0,0,Atp6ap1
236,1,0,Skil
237,2,0,Itpk1
238,2,1,Adam23
239,0,0,Paqr9
240,2,1,Immp2l
241,2,1,Acaca
242,2,1,Ntng1
243,0,1,Med14
244,1,0,Ramp1
245,0,0,Klhl15
246,0,1,Camkv
247,1,0,Lonrf2
248,0,1,Gbf1
249,0,0,Vcl
250,1,1,Basp1
251,1,1,Mtmr1
252,2,1,Mboat2
253,1,0,Gm28379
254,1,1,Sacm1l
255,2,2,Hs3st4
256,1,0,Far1os
257,0,0,5730480H06Rik
258,0,0,Fbxo28
259,2,0,Sema3c
260,0,1,AU040320
261,0,1,Tmem245
262,0,0,2300009A05Rik
263,2,1,Fer
264,0,1,Slitrk5
265,1,1,Cbl
266,0,1,Nudcd3
267,0,0,Zcchc17
268,1,1,Ppig
269,1,1,Dcaf5
270,1,1,Csde1
271,0,0,Rnf146
272,2,1,Asph
273,1,2,Nemf
274,1,0,Gm15577
275,1,1,Fbxl3
276,0,1,Slc1a2
277,0,1,Phip
278,0,1,Tbce
279,1,1,Rab40b
280,0,0,Nrep
281,1,0,Fam168b
282,0,0,Lamp1
283,1,1,Zc3h13
284,0,1,1500004A13Rik
285,0,0,Mras
286,1,1,Glce
287,2,0,Itpkb
288,2,1,Arhgap26
289,1,1,Ube2d3
290,0,0,Zfand6
291,0,0,Sugp2
292,2,2,Ptprm
293,0,1,Uhrf2
294,0,1,Tlk1
295,2,0,Prex2
296,1,0,Cds2
297,0,1,Srrm1
298,1,1,Mmd
299,0,1,Ppil2
300,2,1,Pex5l
301,2,1,Tbcd
302,1,1,Rap1a
303,1,0,Ube2j1
304,2,1,Galnt16
305,0,0,Eef1b2
306,0,1,Slc38a9
307,2,1,Srgap2
308,2,2,Fryl
309,0,1,Zyg11b
310,1,0,Gm26749
311,1,0,Adora1
312,0,0,Rab7
313,1,1,Faim2
314,0,0,Ergic1
315,1,1,Pgm2l1
316,0,0,Morf4l2
317,0,0,N4bp2
318,1,0,Smim13
319,2,1,Khdrbs2
320,1,1,Ctdspl2
321,0,0,Stmn4
322,1,0,Syngap1
323,0,0,Dsel
324,1,1,Kdm1a
325,1,0,Tctn1
326,0,0,Mapk1ip1
327,0,1,Stx16
328,0,0,Nphp4
329,2,1,Smchd1
330,0,1,Hnrnpa2b1
331,0,1,Tsc1
332,0,1,Rprd1b
333,0,0,Eef1g
334,0,1,St8sia4
335,1,0,Dcun1d2
336,1,1,Senp2
337,0,0,Syt10
338,0,0,Spcs1
339,1,1,Napb
340,0,0,Brd1
341,0,1,Msl2
342,0,0,Chtop
343,1,1,Ube2q2
344,2,0,Dpysl5
345,1,0,Sept1
346,1,1,Impact
347,0,0,Slc25a14
348,0,0,Pfn2
349,1,0,Rab18
350,1,0,Vdac1
351,0,1,Gm12940
352,2,1,Gmds
353,1,1,Zswim8
354,2,0,Osbpl3
355,0,0,Foxg1
356,1,0,3110021N24Rik
357,1,1,Ntng2
358,1,1,Ankrd13a
359,1,0,Hnrnpf
360,0,1,Ddx50
361,0,1,Ap1g1
362,1,1,Eif3a
363,0,0,Rplp2
364,0,0,Wtap
365,0,0,Dcun1d4
366,0,1,Lmbrd1
367,0,1,Lrch2
368,0,1,Khdrbs1
369,1,0,Trub1
370,0,0,Tmem33
371,0,0,Rpl37
372,1,1,Dstyk
373,0,1,Ttc8
374,0,0,Gm1992
375,2,1,Scfd2
376,1,1,Npat
377,0,0,Arxes1
378,0,0,Bri3bp
379,0,1,Rheb
380,0,1,Atp5a1
381,0,0,Dad1
382,0,1,Foxj3
383,0,0,Rpn2
384,1,0,Kcnj4
385,0,0,Dnajb14
386,0,0,Srsf2
387,2,0,Myh9
388,2,1,Jak1
389,2,2,Pik3r1
390,1,1,Tomm70a
391,1,1,Ogfrl1
392,0,0,0610012G03Rik
393,1,1,Vps45
394,1,1,Slc16a2
395,1,1,Ipo9
396,1,0,Ssx2ip
397,1,0,Bphl
398,2,0,Sntg2
399,1,0,Rsf1os2
400,0,1,Ell
401,0,0,Tunar
402,0,0,Sec11a
403,1,0,Tmem234
404,0,0,Ssna1
405,0,0,Atp6ap2
406,1,1,Mtmr2
407,0,1,Crk
408,2,1,Mapkap1
409,0,0,Acot7
410,0,0,Rps26
411,2,1,Tmeff1
412,1,1,Azin1
413,1,1,Tmem175
414,0,1,Cramp1l
415,1,1,Stam
416,1,0,Yaf2
417,1,0,Crbn
418,2,0,Pter
419,1,1,Map3k7
420,1,1,Cap1
421,0,0,Prdx5
422,0,0,Atp6v0e2
423,1,1,Dhdds
424,2,1,Rap1gap2
425,0,1,Ppm1k
426,1,1,Ube2n
427,2,1,Unc13b
428,2,1,Kcnk10
429,0,0,Sft2d3
430,0,0,Jund
431,0,0,Nsa2
432,1,0,B3galnt1
433,1,0,Serp2
434,0,0,BC031181
435,0,0,Slitrk4
436,0,1,Psmb2
437,0,1,Zc3h6
438,1,1,Tab2
439,1,0,Polr3h
440,1,1,Dph6
441,0,1,Mxi1
442,2,1,Anks1
443,0,1,Slain2
444,1,1,Rufy2
445,1,0,Saraf
446,1,1,Ndufs1
447,1,1,Kcnk9
448,1,0,Rala
449,0,0,Chchd2
450,1,0,Dusp14
451,0,0,Tsnax
452,0,0,Rps21
453,0,1,Lrp8
454,1,1,Mtmr6
455,1,0,Hmox2
456,1,1,Taok3
457,1,1,Txnl1
458,1,2,Pigu
459,0,1,Kctd1
460,0,2,Hdac7
461,1,0,Ccdc39
462,1,0,Golph3
463,1,1,Heatr5b
464,1,1,Sirpa
465,2,0,Ccdc73
466,0,1,Limk2
467,0,1,Eif5
468,0,1,Irf2
469,1,1,Dcakd
470,0,0,Celsr2
471,0,0,2610020C07Rik
472,0,0,Mkrn1
473,1,0,Ccdc66
474,1,1,Jak2
475,1,1,Ttc21b
476,1,1,Mblac2
477,0,0,Tm2d2
478,1,1,Kdm4b
479,2,1,6530403H02Rik
480,1,1,Gars
481,2,1,Cdk5rap2
482,0,0,Mt1
483,0,1,Hspa4
484,2,2,Fbln2
485,1,2,Kif17
486,0,0,Klhl5
487,0,1,Wdfy2
488,0,1,Slk
489,2,1,Pcgf5
490,1,1,Pdcd10
491,0,0,Uba1
492,0,0,Pop5
493,0,1,Elovl6
494,1,1,Kat7
495,1,0,Spcs2
496,0,0,Tubb2b
497,1,1,Snap23
498,0,1,Hk1
499,1,0,Sec22b
500,0,0,Fkbp3
501,0,1,Rnf182
502,1,0,Glo1
503,0,2,Ilf2
504,2,1,Srbd1
505,0,0,Wnt7b
506,0,1,Wbp11
507,0,1,Lix1
508,1,0,Med26
509,1,0,Mcm3ap
510,2,0,Slx4ip
511,1,1,Nufip2
512,0,0,Aifm1
513,2,2,Sel1l3
514,0,0,Ly6e
515,1,0,Emc3
516,2,0,Cpped1
517,1,2,Ptpn5
518,1,1,Chp1
519,0,0,Nnat
520,0,1,Ipo8
521,0,1,Ascc2
522,2,1,Kcnq3
523,0,1,Erp44
524,1,0,Flrt3
525,0,0,Gm26879
526,1,0,Zfp365
527,0,1,Akirin2
528,0,0,Uqcrfs1
529,0,1,Stx12
530,0,0,Mat2b
531,2,1,Kcnn2
532,1,0,Zfp2
533,0,0,Ubqln2
534,0,1,Mtpn
535,0,0,Sf3b6
536,1,0,Cyp46a1
537,1,1,Zfp160
538,2,1,Tmem164
539,0,1,Vopp1
540,0,1,Immp1l
541,0,0,Syt4
542,0,1,Fam76b
543,2,0,Gm5441
544,1,2,Gcc2
545,2,1,Hdac4
546,0,0,Acad8
547,0,0,Ndst1
548,0,0,Imp3
549,2,0,Astn2
550,1,0,Psmc2
551,1,1,Eif4enif1
552,2,0,Snx9
553,0,0,Cct7
554,0,1,Sugp1
555,1,1,Zfp326
556,0,0,Inha
557,1,1,Dnajb4
558,0,0,Chchd10
559,0,1,Ankfy1
560,0,0,Trim11
561,0,1,Pank3
562,0,1,Sap130
563,1,1,Kif3b
564,1,1,Tpm1
565,0,0,AW549877
566,1,1,Tab3
567,0,0,Hras
568,2,0,Klf8
569,1,0,Rab8b
570,1,0,Nrip3
571,0,0,Itga4
572,0,1,Gm4924
573,2,1,St8sia1
574,0,0,Gm13562
575,0,1,Pdcd6ip
576,0,0,Rpl36a
577,0,1,Rfc1
578,1,1,Dync1li1
579,0,0,Cox7a2
580,1,1,Akap17b
581,2,1,Cacng2
582,1,1,Sbf1
583,0,0,Scrn1
584,0,0,Trmt6
585,0,1,Zfp664
586,1,1,Ube2v2
587,0,0,Pla2g4e
588,1,1,Tsn
589,1,0,Kcna6
590,1,1,Mbtps1
591,0,0,Mtmr10
592,1,0,Eef1d
593,0,1,Fam169a
594,0,0,Derl2
595,0,2,Kifc2
596,0,0,Idh3b
597,2,1,Sumo1
598,0,1,Arglu1
599,1,1,Ift140
600,0,0,Mageh1
601,0,0,Trafd1
602,1,1,Flywch1
603,1,1,Cdc23
604,0,0,Sprn
605,1,1,Aifm3
606,0,0,Rprml
607,0,0,Zkscan8
608,0,0,Adam11
609,2,1,Prkar1b
610,0,0,Sepsecs
611,0,0,Phf2
612,0,0,Hebp1
613,0,0,Dap3
614,2,1,Gsg1l
615,0,0,Igsf3
616,0,1,Acox1
617,0,0,Dpm2
618,0,0,Stx7
619,1,1,Thap2
620,0,1,Hnrnpa1
621,0,0,AI504432
622,1,2,Gm20629
623,0,1,Morc2b
624,1,0,Smad5
625,0,0,Slc25a5
626,1,0,Mob2
627,1,0,Nenf
628,0,0,Uchl1
629,0,1,Cdc123
630,1,0,Sms
631,2,0,Ndufaf2
632,1,1,Agpat5
633,0,0,Dda1
634,0,0,Slc25a17
635,0,0,Gm20404
636,1,0,D16Ertd472e
637,1,1,Lrif1
638,0,0,Mrpl55
639,0,0,Ppp1r2
640,1,0,Npc1
641,1,1,Ankmy2
642,1,1,Sptlc1
643,0,0,Atp6v1f
644,0,1,Drg1
645,0,0,Ube2e1
646,1,0,Meaf6
647,1,0,Ttll3
648,0,0,Gm11099
649,0,0,Tmed8
650,2,1,Sh3glb1
651,2,1,Ift43
652,0,0,Bche
653,1,0,Amer2
654,0,2,Pcyt2
655,0,1,Uba2
656,1,0,Clstn3
657,0,1,Ube2o
658,1,1,Lamp2
659,0,0,Mrpl53
660,2,1,Rbpj
661,0,1,Trappc12
662,0,0,Abcd2
663,0,0,Fam192a
664,1,1,Cr1l
665,0,0,Inpp5j
666,0,0,Tor1a
667,0,0,Fjx1
668,1,0,Chid1
669,2,1,Gpr176
670,1,0,Echdc1
671,2,1,Ppfibp1
672,1,0,4921524J17Rik
673,0,0,Marcks
674,0,1,N4bp2l1
675,0,0,Atg12
676,1,1,Slc38a2
677,2,1,Cdh10
678,0,0,Cetn3
679,0,0,Gm11767
680,1,0,Poglut1
681,0,1,Cnbp
682,2,1,Micu2
683,0,0,Chpf
684,1,1,Swt1
685,1,1,Nap1l1
686,0,0,Uqcr10
687,1,0,Trap1
688,1,1,Nampt
689,2,1,Wwc2
690,1,0,1700024B18Rik
691,0,1,Pptc7
692,0,1,Cops2
693,2,0,Sdk2
694,1,0,Dnajb11
695,2,0,Xxylt1
696,0,1,Fam57a
697,1,1,Ints2
698,1,1,Tbc1d9b
699,0,0,Tmem243
700,1,1,Pnpt1
701,0,1,Zfp771
702,1,1,Ppwd1
703,1,0,Fosl2
704,0,1,Bcl9
705,0,0,C030034I22Rik
706,1,1,Prkag1
707,0,1,Edrf1
708,1,1,Zfp933
709,0,1,Arf4
710,0,0,Sdhb
711,1,1,Mpzl1
712,0,0,Ndufa10
713,0,1,Emc7
714,1,0,Sema5b
715,0,1,Ibtk
716,0,1,Rrnad1
717,1,1,Gm5577
718,2,1,Adcy5
719,0,0,Kcnk13
720,0,0,Fis1
721,1,0,Slc35d1
722,0,0,Cops6
723,1,0,Tmem9b
724,0,0,C1ql2
725,0,0,Ctdnep1
726,1,0,Mrpl42
727,0,0,Prdx1
728,1,1,Rab5a
729,1,0,Gm11084
730,0,0,Doc2b
731,1,1,Ccdc112
732,1,0,Zfp711
733,1,1,Alg9
734,0,0,Lamtor2
735,0,0,Cygb
736,1,1,Vamp4
737,1,1,Trit1
738,0,0,Polr2f
739,0,1,Pbdc1
740,1,0,Fam207a
741,2,0,Abcc1
742,1,0,Klhl28
743,0,1,Gna13
744,0,0,Ncoa4
745,0,1,Rbm15
746,0,1,Dcaf13
747,1,0,Dnajc19
748,1,1,Lta4h
749,0,0,Uqcrb
750,1,0,Mageb16
751,1,0,Muc15
752,2,1,Cdh13
753,0,0,Matn4
754,1,1,Glmn
755,0,1,Brsk1
756,0,0,Nexn
757,2,0,Oprm1
758,2,1,Rnf144a
759,0,1,Rbm10
760,0,1,Api5
761,1,1,Por
762,0,0,Atg16l2
763,0,1,Ugcg
764,1,0,Trim17
765,0,0,Traf3ip2
766,1,0,Tmem41b
767,0,1,Cdkl2
768,1,0,Ndufa12
769,0,0,Knop1
770,0,0,2310039H08Rik
771,1,1,Ino80dos
772,0,0,Golt1b
773,0,0,Adam1a
774,1,0,Nadk2
775,2,0,Eya1
776,0,0,9430091E24Rik
777,2,0,Vcan
778,0,0,Spcs3
779,0,0,Tmem251
780,0,0,Eaf2
781,1,1,Hnrnpul1
782,1,0,Prox2
783,0,0,Arfgap2
784,0,0,Rnf7
785,0,0,Bhlhe41
786,0,0,Tpi1
787,0,0,Gm16552
788,0,0,Zfp511
789,0,0,Fgfr1op
790,2,1,Nln
791,0,0,Dlg5
792,1,0,2010204K13Rik
793,1,0,Zfp639
794,0,0,Fndc5
795,0,0,2810029C07Rik
796,0,1,Maea
797,0,0,Sc5d
798,1,0,Dpp9
799,1,1,Crlf3
800,0,0,Sec11c
801,0,1,Nfxl1
802,1,0,Efcab7
803,0,0,Gm1673
804,1,0,Isca1
805,0,1,Arntl
806,0,0,Uqcr11
807,1,0,Polr3e
808,0,1,Sin3a
809,0,0,Gstcd
810,0,1,Arhgef1
811,0,1,Dld
812,0,0,Slc12a8
813,0,0,Ngrn
814,0,0,4930506C21Rik
815,1,0,Dlx1as
816,1,1,Nup188
817,0,0,Zfp952
818,2,0,Grem2
819,1,0,Tmem50b
820,1,0,Timp4
821,0,0,Maneal
822,1,1,Ccp110
823,0,0,Nfyb
824,0,0,Slc5a3
825,0,0,Yipf4
826,0,0,Rnf6
827,1,1,Ptdss1
828,1,1,Rab36
829,0,1,Psmd9
830,1,0,Fech
831,0,0,Gm26724
832,1,0,B230217O12Rik
833,1,1,Yipf1
834,0,0,Grpel1
835,0,0,Arpc4
836,1,0,Snrnp200
837,0,0,Rab10os
838,0,0,Zdhhc3
839,0,1,Atraid
840,1,1,Fbxo10
841,0,0,Mrpl20
842,0,0,2610044O15Rik8
843,1,0,Ppp2r1a
844,0,0,Ube2i
845,1,0,Vps26a
846,0,0,Coa3
847,0,0,Bbs12
848,0,0,Gng3
849,0,0,Sbk1
850,2,0,Angpt2
851,0,0,Acap3
852,0,0,Grm2
853,0,0,5430416N02Rik
854,0,0,Zfp251
855,0,0,Crcp
856,0,0,Bola1
857,0,1,Ndufaf7
858,0,0,Mrpl37
859,0,0,Cox17
860,0,0,Pigp
861,0,0,Gpr21
862,1,0,Haus6
863,1,0,Top1mt
864,0,0,Olfm2
865,1,0,2810049E08Rik
866,2,1,Sgk3
867,1,1,Eif3m
868,2,0,Plod2
869,0,1,Med6
870,0,0,Rpl38
871,0,0,M6pr
872,0,0,Rad18
873,0,1,Mafg
874,0,0,Zscan18
875,2,1,Sdk1
876,0,0,Smim12
877,0,0,Sirt3
878,1,0,Btg3
879,0,0,Tram1l1
880,0,0,Zbtb8os
881,0,0,Hey1
882,0,0,B9d1
883,0,0,Mtmr4
884,1,1,Ubxn2a
885,1,0,Abhd16a
886,1,0,Gca
887,1,0,4932443L11Rik
888,0,0,Gm14325
889,1,0,Srsf12
890,0,0,Rundc1
891,0,0,Cdk5rap1
892,0,0,Oma1
893,0,0,Nol7
894,0,0,Ndufs6
895,0,0,9530068E07Rik
896,0,0,Dpysl4
897,0,0,Dancr
898,0,0,Gm17435
899,1,0,Sys1
900,0,0,Rab8a
901,1,0,Phf10
902,1,0,Tmem216
903,1,0,Zfp442
904,0,0,Arid3b
905,1,0,Emc1
906,0,1,Dnajc8
907,0,0,Pop7
908,0,0,Trmt112
909,1,0,Brpf3
910,0,0,Ubqln4
911,0,0,Rbm12b2
912,1,1,Zfp948
913,0,0,Tmem167b
914,0,0,Mcm9
915,0,0,Yod1
916,0,0,Zfp334
917,1,0,Psmf1
918,0,0,Med7
919,0,0,Cnpy3
920,2,0,Tcerg1l
921,0,0,Nedd8
922,0,0,Ctnnbip1
923,1,1,Camkk1
924,0,0,Rnf139
925,0,0,Pmm1
926,0,0,Dynlt3
927,1,1,Vdac2
928,0,1,Ecd
929,2,0,Amotl1
930,0,0,6330403K07Rik
931,0,0,Xk
932,1,0,Zfp560
933,0,0,Otub1
934,0,0,Rpain
935,1,0,Kctd20
936,2,0,Ano2
937,0,0,Ccdc167
938,2,0,Arhgef10l
939,0,0,Tctex1d2
940,0,0,Fbxo9
941,0,1,Cdc5l
942,1,0,Cd276
943,1,0,Gm5148
944,0,0,Mlh1
945,0,0,Zxdb
946,0,1,Nub1
947,0,0,Cdk16
948,2,1,Abat
949,0,0,Cant1
950,1,0,Rrm2b
951,1,0,Zfp362
952,1,0,Tars2
953,0,0,Mrps35
954,0,0,Psenen
955,0,1,Lrrc8c
956,0,0,Ost4
957,2,0,Macrod1
958,0,0,Poc1a
959,1,0,Zbtb41
960,1,0,Prdx6
961,0,0,B130034C11Rik
962,0,0,Zfp770
963,0,0,Sec14l2
964,0,0,Cbll1
965,1,1,Ldlr
966,0,1,Pus3
967,0,1,Cox6b1
968,0,1,Wsb2
969,0,1,Zfp763
970,1,1,Rcl1
971,0,1,Tubb4b
972,1,1,Ptger4
973,2,1,Kremen1
974,0,1,2810405F17Rik
975,1,1,4930503L19Rik
976,0,1,Pdia6
977,0,1,Tollip
978,0,1,Ddr1
979,0,1,Rhbdd2
980,1,1,Mmadhc
981,0,1,Tmem256
982,0,1,Snap29
983,0,1,Rbm48
984,1,1,Gmfb
985,0,1,Abhd13
986,1,1,Ddb1
987,0,1,Nudt21
988,0,1,Plxnb2
989,1,1,Gfm1
990,2,1,Ldb2
991,0,1,Gps1
992,0,1,Zc3h11a
993,1,1,Snx16
994,2,1,Plce1
995,1,1,Ndufa9
996,1,1,Klhdc1
997,0,1,Acot9
998,2,1,Dtnbp1
999,1,1,4921504A21Rik
1000,0,1,Jagn1
1001,1,1,Cog2
1002,0,1,Rpa1
1003,0,1,Nudt10
1004,0,1,Bmp1
1005,0,1,Zbtb33
1006,2,1,Pstpip2
1007,0,1,Thap7
1008,1,1,Arhgap4
1009,1,1,Poc5
1010,0,1,Tmed3
1011,0,1,1700066M21Rik
1012,0,1,Mlxip
1013,2,1,Ankrd44
1014,0,1,Nwd1
1015,1,1,Krt12
1016,0,1,1500035N22Rik
1017,2,1,Gm13986
1018,0,1,Stk19
1019,0,1,Mrps25
1020,0,1,Parp11
1021,0,1,Med21
1022,0,1,Tmco3
1023,0,1,Zmpste24
1024,1,1,Habp4
1025,0,1,Tmem258
1026,0,1,Rab26os
1027,1,1,Nabp1
1028,2,1,4930578G10Rik
1029,1,1,Dzip1l
1030,2,1,Grik1
1031,1,1,Ska2
1032,0,1,Hmgn2
1033,0,1,Zfp84
1034,1,1,Trappc3
1035,1,1,Rsph3b
1036,0,1,Pcyox1
1037,0,1,Zbtb21
1038,1,1,Eif1a
1039,0,1,Emc8
1040,1,1,Skp2
1041,2,1,Prex1
1042,0,1,Pigt
1043,1,1,Stk35
1044,1,1,Pdyn
1045,0,1,Hyal1
1046,0,1,Bag5
1047,0,1,Ranbp1
1048,1,1,BC065397
1049,0,1,Nt5e
1050,0,1,Zfp146
1051,0,1,Klf10
1052,0,1,Tmem101
1053,0,1,Metap1
1054,0,1,Cited2
1055,0,1,Zfp422
1056,0,1,Hdhd2
1057,0,1,Scamp3
1058,2,1,Fancc
1059,0,1,C1galt1c1
1060,1,1,Angptl2
1061,0,1,Cebpzos
1062,0,1,Eif3l
1063,1,1,Zfp53
1064,1,1,C130026L21Rik
1065,0,1,Prpf8
1066,1,1,Mrpl14
1067,0,1,Gm9828
1068,0,1,Arfip2
1069,0,1,Bloc1s4
1070,1,1,Dhodh
1071,0,1,Tfam
1072,0,1,Pnkp
1073,1,1,Podxl2
1074,1,1,Hook2
1075,1,1,Tcf3
1076,0,1,Ypel4
1077,1,1,Etaa1
1078,0,1,Pcnt
1079,1,1,Ripk1
1080,0,1,Phgdh
1081,1,1,Ntpcr
1082,1,1,Gm14004
1083,0,1,Coq10a
1084,0,1,Ado
1085,0,1,Dhps
1086,0,1,Cops7a
1087,1,1,Marc2
1088,0,1,Med28
1089,0,1,0610009B22Rik
1090,0,1,Taf5
1091,1,1,Mcmdc2
1092,0,1,A930029G22Rik
1093,0,1,Neat1
1094,0,1,Adam4
1095,1,1,Slc6a7
1096,1,1,Msl3
1097,0,1,Tmx2
1098,0,1,Zfp617
1099,1,1,Mppe1
1100,0,1,Ccl28
1101,0,1,Ddx49
1102,1,1,Etfdh
1103,0,1,Dbp
1104,0,1,Arv1
1105,2,1,Fggy
1106,1,1,Ppa1
1107,1,1,Adcy6
1108,0,1,B3glct
1109,1,1,Ubac1
1110,0,1,Mzt2
1111,2,1,Frmpd1
1112,0,1,Rpa3
1113,0,1,Stmn1
1114,1,1,Sgpp1
1115,0,1,2310033P09Rik
1116,1,1,Zfp760
1117,1,1,Kdm4a
1118,0,1,Pja1
1119,0,1,Yipf6
1120,2,1,Zfp618
1121,0,1,Rsl1d1
1122,1,1,Entpd3
1123,1,1,Mfsd1
1124,0,1,Cfap20
1125,1,1,Ankrd52
1126,0,1,Chchd1
1127,0,1,Polm
1128,0,1,1110002L01Rik
1129,2,1,Man1a
1130,0,1,Rab9
1131,0,1,Abcg2
1132,0,1,Zfp786
1133,0,1,Ptcd1
1134,0,1,Dus3l
1135,2,1,Cldn12
1136,1,1,C130036L24Rik
1137,0,1,Axin2
1138,1,1,Dnajc2
1139,0,1,Tma7
1140,1,1,Lactb
1141,0,1,Rad50
1142,0,1,Chmp2a
1143,0,1,Hmces
