gene_name,gene_length,gene_type,gene_chr
Clasp1,223620.0,,
Taf8,18928.0,,
Fsd1,10372.0,,
Zdhhc20,57573.0,,
Wdr13,9591.0,,
Aacs,41596.0,,
Nup88,26915.0,,
Bod1l,56777.0,,
Cmtr1,45384.0,,
Nr6a1,204318.0,,
Fbxl16,12170.0,,
Arhgef25,7558.0,,
Gab2,227360.0,,
Cul5,55432.0,,
Gcc2,50102.0,,
A830018L16Rik,561796.0,,
Ubn2,90875.0,,
Hnrnpm,40627.0,,
Ehmt2,15583.0,,
Thrb,377829.0,protein_coding,chr14
Hid1,20049.0,,
Gm13944,18269.0,,
Dock4,400922.0,protein_coding,chr12
Phkg2,9967.0,,
Tmem19,22827.0,,
Marf1,54178.0,,
Limk2,64933.0,,
Scrib,22626.0,,
Sp1,30261.0,,
Pgbd5,70609.0,protein_coding,chr8
Rnf130,100373.0,,
Sidt2,17401.0,,
Ildr2,62684.0,protein_coding,chr1
Recql5,40882.0,,
Far1os,34498.0,,
Gm12296,133202.0,processed_transcript,chr11
Usp19,11735.0,,
Senp1,55000.0,,
Nprl3,42079.0,,
Cpsf6,35342.0,,
Nlgn2,14662.0,,
Enpp2,113991.0,protein_coding,chr15
Zmym5,21131.0,,
Mtus2,358745.0,,
Dus3l,5336.0,,
Ncor1,142115.0,,
Fxr2,20307.0,,
Ddx17,19005.0,,
Miat,16167.0,,
Gm17066,5286.0,,
Bin1,58507.0,,
Hdgf,9811.0,,
Nbr1,29802.0,,
Rnf4,19340.0,,
Abcc5,95091.0,,
Hmgn1,7111.0,,
Gabbr1,29101.0,,
Tnip2,17904.0,,
Ep400,106344.0,,
Sumf2,17064.0,,
Msmo1,15653.0,,
Ptpn5,55889.0,,
Arhgap33,12834.0,,
Gclc,39950.0,,
Ampd2,12589.0,,
Dennd2a,95489.0,,
Zfpm2,449557.0,,
Gtf3c2,24139.0,,
Hook2,12746.0,,
Daam1,161255.0,,
Gpatch1,41904.0,,
Lrrc45,7203.0,,
Prpf40b,21931.0,,
Rock2,92928.0,,
Rab31,121023.0,,
Gm12122,,,
Gm15577,16917.0,,
Ppp1r16a,23304.0,,
Golga5,28772.0,,
Prepl,26771.0,,
Arf3,26580.0,protein_coding,chr15
Gpn1,18163.0,,
Cbx7,55312.0,,
4933413L06Rik,13247.0,,
Osbpl7,18276.0,,
4930517O19Rik,32197.0,,
Ap3d1,35308.0,,
Brd2,10611.0,,
Zdhhc23,14758.0,,
Hnrnpl,13725.0,,
Vps11,13921.0,,
Gapvd1,80638.0,,
Odf2,42525.0,,
Usp4,44692.0,,
Mvd,9821.0,,
Hnrnph3,9553.0,,
Tnk2,39619.0,,
Sec24c,20544.0,,
Ccnl2,12054.0,,
Unc5a,56607.0,,
Gnb2,5383.0,,
Megf8,48753.0,,
Mgll,103948.0,,
Smc3,45435.0,,
Sgsm2,47799.0,,
Ugdh,22728.0,,
Dock11,187730.0,,
Tns3,232883.0,,
Enox2,278552.0,,
Cnot3,15841.0,,
Ube2r2,57637.0,,
Got2,24413.0,,
Zfp651,12412.0,,
Zmiz2,17084.0,,
Zfp444,21585.0,,
Agl,68167.0,,
Pnisr,28892.0,,
Rbm5,30625.0,,
Pip5k1a,48400.0,,
Map3k10,18223.0,,
Ankrd11,158455.0,,
Insr,157556.0,,
Dennd1a,488399.0,,
Lmo4,16690.0,protein_coding,chr3
Chst11,210402.0,protein_coding,chr10
Dlgap2,751815.0,protein_coding,chr8
Tacc1,102036.0,,
Fbxo21,33471.0,protein_coding,chr5
Yars,29847.0,,
Nos1ap,287193.0,protein_coding,chr1
Sbno1,57299.0,,
Dync1h1,65493.0,,
Stard3,22744.0,protein_coding,chr11
Ubb,2042.0,,
Pafah1b1,50721.0,,
Adam15,11454.0,,
Fam114a2,35624.0,,
Itsn1,191316.0,,
Suz12,41017.0,,
Arid1b,353324.0,,
Nyap1,11708.0,,
Glb1,73822.0,,
Gm20319,41056.0,,
Naa40,15515.0,,
Tctn2,28989.0,,
Fbxl5,77023.0,,
Dzank1,56857.0,,
Epha10,36901.0,protein_coding,chr4
Rps6ka5,178544.0,protein_coding,chr12
Gle1,24945.0,,
Rasgef1b,511639.0,,
Plod3,9629.0,,
Spg7,34818.0,,
Ipo8,60784.0,,
Rgl2,8144.0,,
Kctd17,10739.0,,
Dact3,12145.0,,
Dbn1,14682.0,,
Capns1,11875.0,,
Mapkbp1,54709.0,,
Xndc1,18254.0,,
Por,65293.0,,
Dnajc7,37350.0,,
Numb,127900.0,,
Fbn1,207399.0,,
Sltm,49480.0,,
Kif5a,37652.0,,
Ubr4,136979.0,,
Trmt1,13501.0,,
Smarcal1,49883.0,protein_coding,chr1
Sfswap,70163.0,,
Grik5,62497.0,protein_coding,chr7
Pak3,279205.0,,
Cmip,202366.0,protein_coding,chr8
Sphkap,154061.0,,
Vwa5b2,15906.0,,
Mpped2,175087.0,protein_coding,chr2
Bcl11a,96067.0,,
Extl1,27478.0,,
Chuk,34145.0,,
Stx1a,27618.0,,
Tead1,227489.0,,
Pcsk2,270129.0,protein_coding,chr2
Bsdc1,26917.0,protein_coding,chr4
Commd7,15848.0,,
Wipi2,42890.0,,
Ppp2r2c,86565.0,,
Ccar1,48358.0,,
Trpm7,84665.0,,
Bclaf1,32144.0,protein_coding,chr10
Clk2,12126.0,,
Plekhg5,42902.0,,
Zpr1,9579.0,,
Cys1,15980.0,,
Mbtd1,61133.0,,
Abca2,19837.0,,
Slc35f3,256983.0,,
Plekhn1,13401.0,,
Smg9,23159.0,,
Ryr2,553843.0,protein_coding,chr13
Ssb,10284.0,,
Pdzd2,380213.0,,
Rora,734460.0,,
Dtnb,209415.0,,
Trank1,84036.0,,
Kdm2a,83866.0,,
Ehmt1,129686.0,,
Gga1,17395.0,,
Ank,128232.0,,
Kdm6b,15167.0,,
Rsf1,112889.0,,
Bub3,11673.0,,
Ltbp4,32556.0,,
Leng8,11138.0,,
Tmem39b,20483.0,,
Taf1,69055.0,,
Dock7,184244.0,,
Ywhah,9150.0,,
Wwox,913053.0,protein_coding,chr8
Dhx30,33510.0,,
Nova2,39431.0,,
Polr3c,16138.0,,
Trak1,177416.0,,
4930467D21Rik,249762.0,,
Eif4a1,5487.0,,
Osbp2,160172.0,,
Cers4,38654.0,,
Kctd8,232394.0,,
Thsd4,555115.0,,
Usp32,155719.0,,
Esyt2,109854.0,,
Pan2,18023.0,,
Chd1,67643.0,,
Dvl3,17028.0,,
Luzp2,433387.0,protein_coding,chr7
Uqcrc2,24348.0,,
Galnt11,44014.0,,
Ncapd2,23694.0,,
Slc35c2,11315.0,,
Plekha1,47556.0,,
Rnf123,31812.0,,
Mettl17,8197.0,,
Cpsf7,22387.0,,
Atl3,45634.0,,
Actl6b,16065.0,,
Fam171a2,10701.0,,
Setd2,86036.0,,
Cdc14b,86022.0,,
Fbrs,12512.0,,
Taok2,19025.0,,
Swt1,60756.0,,
Bcan,12699.0,,
Rapgef4os1,51193.0,,
Atraid,6311.0,,
Mrps15,8607.0,,
Ube4b,98333.0,,
Nab2,7650.0,,
Ptprd,2270723.0,protein_coding,chr4
Tnpo2,20668.0,,
Klhl7,60187.0,,
Kcnip2,24222.0,,
Nabp2,10097.0,,
Dmtn,34785.0,,
Pcbp4,10721.0,,
Ncln,10143.0,,
Dlg4,30580.0,,
Cyp26b1,22494.0,,
Myo18a,102734.0,,
Cntnap1,20201.0,,
Arhgap26,408477.5,protein_coding,chr18
Psd3,522945.0,protein_coding,chr8
Smoc1,159606.0,,
Acvr1,178513.0,,
Pbx3,201685.0,,
Trp53bp1,78126.0,,
Setd5,76070.0,,
Tlk2,105152.0,,
Rbm39,32999.0,,
Cntnap5b,713177.0,,
Tcf20,179436.0,,
Myo9b,87999.0,,
Kif5b,41172.0,,
Sppl2b,13433.0,,
Tarsl2,47193.0,,
Rreb1,173605.0,,
Ctns,15446.0,,
Rusc1,9330.0,,
Cacna1d,451516.0,,
Meaf6,28104.0,,
Smu1,21381.0,,
Sap130,88690.0,protein_coding,chr18
Anapc2,13437.0,,
Pcnx,140901.0,,
Ap1s1,11142.0,,
Gdi2,29808.0,,
Trim46,12132.0,,
Mink1,51602.0,,
Foxo1,84885.0,,
Habp4,24713.0,,
Cdk10,7408.0,,
Zzef1,130894.0,,
Smg1,112362.0,,
Ubr2,82261.0,,
Cnnm1,56774.0,,
Dennd6b,14283.0,,
Ankrd12,111391.0,,
Zgpat,18700.0,,
Apba2,252172.0,,
Rhobtb2,20646.0,,
Trim41,10949.0,,
Smarcd2,9793.0,,
Ranbp10,59042.0,,
Cntn3,410446.0,,
Erc1,277371.0,protein_coding,chr6
Pgap2,28359.0,,
Mbnl2,156028.0,,
Man1b1,19874.0,,
Mndal,93365.0,,
Zfp598,12329.0,,
Kri1,14512.0,,
Acap3,15429.0,,
Mirg,19696.0,,
Slc24a5,20553.0,,
Nvl,57066.0,,
Ric8b,100721.0,,
Tbc1d13,18267.0,,
Tmem259,9382.0,,
Nbas,314678.0,,
Irak1,10004.0,,
Me1,114582.0,,
Kat7,35987.0,,
Cables2,14956.0,,
Ecd,28269.0,,
Irf2bp2,5690.0,,
Vps13c,155242.0,,
Cdkl5,222781.0,,
Ppp6r2,75457.0,,
Lrig2,115500.0,,
Mphosph8,29182.0,,
Acvr2a,89160.0,,
Tom1,36416.0,,
Prrc2c,69831.0,,
Me2,45546.0,,
Txndc16,86863.0,,
Drg2,14163.0,,
Med13l,204759.0,,
Rnpep,21372.0,,
Cebpz,18060.0,,
Prkdc,204369.0,,
Usp20,41307.0,,
Sike1,12751.0,,
Usp21,6046.0,,
D430041D05Rik,267940.0,protein_coding,chr2
Mccc2,67109.0,,
Mier2,14954.0,,
Pccb,52866.0,,
Phf12,47785.0,,
Mecr,24316.0,,
Gm6994,27385.0,,
Tshz3,75435.0,protein_coding,chr7
Fmo1,37049.0,,
Gps1,4830.0,,
Mtf1,47696.0,,
Pcm1,92592.0,,
Zc3h7a,39801.0,,
Jazf1,299834.0,protein_coding,chr6
B4galnt1,7105.0,,
Psmc3,12360.0,,
Macrod2os1,56560.0,,
Glt1d1,77112.0,,
Rimbp2,195695.0,,
Sfxn1,36473.0,,
Nap1l1,24927.0,,
Clasrp,23451.0,,
Skap2,155127.0,,
Srrt,11970.0,,
Fance,13053.0,protein_coding,chr17
Prtg,110417.0,protein_coding,chr9
Osbpl9,141127.0,,
Ppt2,11848.0,,
Myrf,32476.0,,
Fibp,4436.0,,
Tcf4,345723.0,,
Anapc5,33880.0,,
Arl3,42102.0,protein_coding,chr19
St8sia6,143043.0,protein_coding,chr2
Sema3c,155987.0,protein_coding,chr5
Ivd,20955.0,,
Dnm2,82851.0,,
Snx21,7993.0,,
Smc5,67446.0,,
Ncoa2,234978.0,,
Igdcc4,36454.0,,
Slit3,587283.0,,
Dag1,59324.0,,
Slc27a1,18420.0,,
Myo5a,152673.0,,
Psap,24970.0,,
Capn1,27352.0,,
Gm17276,28432.0,,
Bptf,99046.0,,
Copz1,27154.0,,
Zfp287,31549.0,,
Srsf7,7227.0,,
Rasal1,30785.0,,
Tfcp2,53996.0,,
Nisch,46016.0,,
D7Ertd443e,235381.0,,
Trim23,24575.0,,
Bcr,124329.0,protein_coding,chr10
Slc4a1ap,29937.0,,
Rapgefl1,16912.0,,
Limch1,311331.0,,
Usp40,63432.0,,
Plekha6,139225.0,protein_coding,chr1
Cog4,35627.0,,
Trpc4,162436.0,,
Edc4,14027.0,,
Cep89,41654.0,,
Dpf1,14292.0,,
Spryd3,19706.0,,
Phf21a,271549.0,,
Gaa,17567.0,,
Zmynd8,114864.0,,
Snx27,85172.0,,
Abcd4,15949.0,,
Kcnh3,17956.0,,
Actr10,26861.0,,
C2cd2l,11048.0,,
Nol10,81637.0,,
Uba2,28911.0,,
Angel2,21850.0,,
Pitpnm1,13967.0,,
Atf7,99518.0,,
Snrpn,157724.0,,
Nr4a3,41294.0,protein_coding,chr4
Ftx,62883.0,,
Gls2,15547.0,,
Cdc16,24262.0,,
Extl3,97795.0,,
Pisd,49345.0,,
Mccc1,41366.0,,
Dapk1,161244.0,protein_coding,chr13
Pias4,14657.0,,
Dapk3,10192.0,,
Rab12,25217.0,,
Dlg1,211686.0,protein_coding,chr16
Dnajc17,36295.0,protein_coding,chr2
Ppp2r5d,22120.0,,
Svop,64660.0,,
Zfp169,25804.0,,
Pknox2,256425.0,,
Nwd2,161444.0,,
Nfkb1,106892.0,,
Snapc4,17888.0,,
Clip3,16639.0,,
Dscaml1,327084.0,protein_coding,chr9
Sema4d,108218.0,,
Sec61a1,15326.0,,
